Ticket,Ticket Name,Company Description,Currency,Price Today,Price Today (USD),Today's Price Date,52W Low Price,52W Low Date,Return (90D) %,Price Peak (5Y),Date Peak (5Y),Bottom Price After Peak (5Y),Bottom Date After Peak (5Y),Drawdown From Peak (5Y) %,Avg Volume (30D),Volatility (90D),Hit +30% From Bottom Date,Days Bottom → Hit30,Hit +30% From 52W Low Date,Days 52W Low → Hit30,180D Low Price,180D Low Date,Spike +30% Date,Spike +30% In Last 30D
PSTL,"Postal Realty Trust, Inc.","Postal Realty Trust, Inc. is an internally managed real estate investment trust that owns and manages over 2,200 properties leased primarily to the USPS.",USD,16.04,16.04,2025-12-30,11.76,2025-01-10,4.7,16.18,2025-12-18,15.86,2025-12-23,2.0,191043,0.0111,,,2025-08-27,229.0,12.17,2025-05-08,2025-09-18,True
HTB,"HomeTrust Bancshares, Inc.","HomeTrust Bancshares, Inc. operates as the bank holding company for HomeTrust Bank that provides a range of retail and commercial banking products and services in North Carolina, South Carolina, East Tennessee, Southwest Virginia, and Georgia.",USD,43.01,43.01,2025-12-30,31.2,2025-01-10,6.2,45.82,2025-12-16,43.01,2025-12-30,6.1,65223,0.0151,,,2025-07-23,194.0,31.9,2025-04-14,2025-09-18,True
VBNK,VersaBank,VersaBank provides various banking products and services in Canada and the United States.,USD,14.99,14.99,2025-12-30,8.86,2025-04-08,22.3,17.92,2024-12-05,8.86,2025-04-08,50.5,46150,0.0189,2025-05-22,44.0,2025-05-22,44.0,9.62,2025-04-14,2025-09-18,True
ERII,"Energy Recovery, Inc.","Energy Recovery, Inc. , together with its subsidiaries, designs, manufactures, and sells energy efficiency technology solutions in the United States, North, South and Latin America, the Middle East, Northern Africa, Asia, and Europe.",USD,13.48,13.48,2025-12-30,11.37,2025-05-09,-14.9,30.61,2023-07-18,11.37,2025-05-09,62.9,475640,0.0289,2025-09-18,132.0,2025-09-18,132.0,11.37,2025-05-09,2025-09-18,True
PK,Park Hotels & Resorts Inc.,Park is one of the largest publicly-traded lodging real estate investment trusts (REIT) with a diverse portfolio of iconic and market-leading hotels and resorts with significant underlying real estate value.,USD,10.81,10.81,2025-12-30,8.45,2025-04-08,-2.0,17.72,2021-03-17,8.01,2022-12-21,54.8,3346580,0.0192,2023-01-26,36.0,2025-07-10,93.0,9.12,2025-04-16,2025-09-18,False
KRYS,"Krystal Biotech, Inc.","Krystal Biotech, Inc. , a commercial-stage biotechnology company, discovers, develops, manufactures, and commercializes genetic medicines to treat diseases with high unmet medical needs in the United States.",USD,247.88,247.88,2025-12-30,123.36,2025-05-28,38.0,253.68,2025-12-29,,,,284223,0.0187,,,2025-09-18,113.0,123.36,2025-05-28,2025-09-18,True
CRAI,"CRA INTERNATIONAL, INC.","CRA International, Inc. , together with its subsidiaries, provides economic, financial, and management consulting services worldwide.",USD,204.52,204.52,2025-12-30,159.13,2025-04-08,0.9,211.62,2025-09-18,171.15,2025-11-18,19.1,91636,0.0178,,,2025-09-18,163.0,159.52,2025-04-28,2025-09-18,True
CLBT,Cellebrite DI Ltd.,"Cellebrite DI Ltd. develops solutions for legally sanctioned investigations in Europe, the Middle East, Africa, the Americas, and the Asia-Pacific.",USD,17.99,17.99,2025-12-30,13.52,2025-08-11,-2.8,26.0,2025-02-05,13.52,2025-08-11,48.0,1053753,0.0333,2025-09-18,38.0,2025-09-18,38.0,13.52,2025-08-11,2025-09-18,True
FER,Ferrovial SE,"Ferrovial SE, together with its subsidiaries, engages in the design, construction, financing, operation, and maintenance of transport infrastructure and urban services internationally.",USD,64.92,64.92,2025-12-30,39.82,2025-01-14,12.1,67.47,2025-12-16,64.89,2025-12-22,3.8,3417440,0.0121,,,2025-06-26,163.0,43.85,2025-04-14,2025-09-17,True
XNCR,Xencor Inc,"Xencor, Inc. , a clinical-stage biopharmaceutical company, focuses on the discovery and development of engineered monoclonal antibodies for the treatment of asthma and allergic diseases, autoimmune diseases, and cancer.",USD,15.03,15.03,2025-12-30,7.0,2025-08-11,27.0,53.88,2021-02-08,7.0,2025-08-11,87.0,765980,0.0439,2025-09-17,37.0,2025-09-17,37.0,7.0,2025-08-11,2025-09-17,True
HOVNP,HOVNANIAN ENTERPRISES INC,Hovnanian Enterprises Inc - Dep.,USD,20.45,20.45,2025-12-30,15.27,2025-06-02,-0.3,20.82,2025-10-06,19.38,2025-12-04,6.9,7383,0.0107,,,2025-09-16,106.0,15.27,2025-06-02,2025-09-16,True
MANDF,Mandatum Oyj/ADR,Mandatum Oyj provides various financial services in Finland.,USD,6.88,6.88,2025-12-30,4.01,2024-12-27,4.7,6.98,2025-09-16,6.5,2025-10-23,6.9,0,0.0073,,,2025-03-28,91.0,5.34,2025-04-14,2025-09-16,False
PAGS,PagSeguro Digital Ltd.,"PagSeguro Digital Ltd. , together with its subsidiaries, engages in the provision of financial and payment solutions for consumers, individual entrepreneurs, micro-merchants, and small and medium-sized companies in Brazil and internationally.",USD,9.74,9.74,2025-12-30,6.01,2024-12-30,-1.1,60.09,2021-02-11,6.01,2024-12-30,90.0,4596290,0.0275,2025-02-18,50.0,2025-02-18,50.0,7.75,2025-08-01,2025-09-16,True
SU,SUNCOR ENERGY INC,"Suncor Energy Inc. operates as an integrated energy company in Canada, the United States, and internationally.",USD,44.5,44.5,2025-12-30,31.19,2025-04-08,7.9,45.2,2025-11-18,42.22,2025-12-16,6.6,4214393,0.0125,,,2025-06-13,66.0,32.92,2025-04-15,2025-09-16,True
PLUS,EPLUS INC,"ePlus inc. , together with its subsidiaries, provides information technology (IT) solutions that enable organizations to optimize IT environment and supply chain processes in the United States and internationally.",USD,88.6,88.6,2025-12-30,54.43,2025-04-08,23.7,101.04,2024-10-14,54.43,2025-04-08,46.1,208836,0.0247,2025-05-30,52.0,2025-05-30,52.0,57.84,2025-04-14,2025-09-16,True
CASY,CASEYS GENERAL STORES INC,"Casey's General Stores, Inc. , together with its subsidiaries, operates convenience stores under the Casey's and Casey's General Store names in the United States.",USD,561.6,561.6,2025-12-30,377.47,2025-03-11,0.5,573.58,2025-12-22,561.6,2025-12-30,2.1,310976,0.0152,,,2025-06-11,92.0,429.91,2025-05-14,2025-09-16,True
CRI,CARTERS INC,"Carter's, Inc. , together with its subsidiaries, designs, sources, and markets branded childrenswear and related products under the Carter's, OshKosh, Skip Hop, Child of Mine, Just One You, Simple Joys, Little Planet, and other brands in the Unite...",USD,32.03,32.03,2025-12-30,23.23,2025-08-01,11.3,92.32,2021-05-03,23.23,2025-08-01,74.8,985730,0.0293,2025-09-15,45.0,2025-09-15,45.0,23.23,2025-08-01,2025-09-15,True
STRW,"Strawberry Fields REIT, Inc.","Strawberry Fields REIT, Inc. , is a self-administered real estate investment trust engaged in the ownership, acquisition, development and leasing of skilled nursing and certain other healthcare-related properties.",USD,13.25,13.25,2025-12-30,9.36,2025-05-27,9.0,13.68,2025-12-15,12.9,2025-12-24,5.7,32703,0.021,,,2025-09-15,111.0,9.36,2025-05-27,2025-09-15,True
SCCO,SOUTHERN COPPER CORP/,"Southern Copper Corporation engages in mining, exploring, smelting, and refining copper and other minerals in Peru, Mexico, Argentina, Ecuador, and Chile.",USD,145.48,145.48,2025-12-30,71.98,2025-04-08,20.4,149.52,2025-12-26,,,,1139343,0.0243,,,2025-06-09,62.0,82.03,2025-04-16,2025-09-15,True
DHT,"DHT Holdings, Inc.","DHT Holdings, Inc. , through its subsidiaries, owns and operates crude oil tankers primarily in Monaco, Singapore, Norway, and India.",USD,12.14,12.14,2025-12-30,8.92,2024-12-30,2.4,13.73,2025-11-21,12.1,2025-12-23,11.9,1533453,0.0154,,,2025-05-16,137.0,9.75,2025-04-15,2025-09-15,True
RNLXY,Renalytix plc,Renalytix Plc develops artificial intelligence-enabled in vitro diagnostic solutions for clinical management of kidney diseases in Europe and the United States.,USD,3.73,3.73,2025-12-30,3.38,2025-08-12,-44.7,869.5,2021-07-28,3.3,2024-12-02,99.6,2937,0.0651,2024-12-12,10.0,2025-09-15,34.0,3.38,2025-08-12,2025-09-15,True
CPAC,CEMENTOS PACASMAYO SAA,Cementos Pacasmayo S. A.,USD,10.56,10.56,2025-12-30,5.1,2025-04-11,52.6,10.64,2025-12-16,10.21,2025-12-23,4.0,145366,0.0567,,,2025-08-29,140.0,5.32,2025-04-14,2025-09-15,True
ADX,"ADAMS DIVERSIFIED EQUITY FUND, INC.","Adams Diversified Equity Fund, Inc.",USD,23.38,23.38,2025-12-30,16.03,2025-04-07,6.4,23.38,2025-12-26,,,,295150,0.009,,,2025-06-30,84.0,16.71,2025-04-21,2025-09-15,True
TCKRF,TECK RESOURCES LTD,"Teck Resources Limited engages in research, exploration, development, processing, smelting, refining, and reclamation of mineral properties in Asia, the Americas, and Europe.",USD,47.54,47.54,2025-12-30,30.73,2025-04-08,10.6,71.45,2023-04-24,30.73,2025-04-08,57.0,1236,0.0239,2025-06-27,80.0,2025-06-27,80.0,32.51,2025-08-01,2025-09-15,True
FRFXF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,"Fairfax Financial Holdings Limited, through its subsidiaries, provides property and casualty insurance and reinsurance, and investment management services in the United States, Canada, the Middle East, Asia, and internationally.",USD,18.72,18.72,2025-12-30,13.41,2025-03-11,5.6,18.72,2025-12-29,,,,2954,0.0057,,,2025-08-22,164.0,13.48,2025-06-02,2025-09-15,True
ONTO,ONTO INNOVATION INC.,"Onto Innovation Inc. engages in the design, development, manufacture, and support of process control tools that performs optical metrology and inspection worldwide.",USD,160.01,160.01,2025-12-30,88.5,2025-05-09,16.6,238.04,2024-07-16,88.5,2025-05-09,62.8,733870,0.0344,2025-09-15,129.0,2025-09-15,129.0,88.5,2025-05-09,2025-09-15,True
AXIA-P,BRAZILIAN ELECTRIC POWER CO,"AXIA Energia SA, through its subsidiaries, engages in the generation, transmission, and commercialization of electricity in Brazil.",USD,9.42,9.42,2025-12-30,4.39,2024-12-30,18.5,10.4,2025-12-04,7.39,2025-12-24,28.9,43809,0.0532,,,2025-03-19,79.0,5.27,2025-07-31,2025-09-15,True
PACS,"PACS Group, Inc.","PACS Group, Inc. , through its subsidiaries, operates skilled nursing facilities and assisted living facilities in the United States.",USD,39.27,39.27,2025-12-30,7.71,2025-09-10,179.9,42.94,2024-11-01,7.71,2025-09-10,82.0,2399823,0.0821,2025-09-15,5.0,2025-09-15,5.0,7.71,2025-09-10,2025-09-15,True
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,"Nuveen Nasdaq 100 Dynamic Overwrite Fund is a closed-ended equity indexed mutual fund launched by Nuveen Investments, Inc.",USD,28.62,28.62,2025-12-30,19.68,2025-04-07,5.9,28.62,2025-12-30,,,,83906,0.0092,,,2025-08-06,121.0,20.45,2025-04-21,2025-09-15,True
ELP,ENERGY CO OF PARANA,"Companhia Paranaense de Energia - COPEL engages in the generation, transformation, distribution, and sale of electricity to industrial, residential, commercial, rural, and other customers in Brazil.",USD,9.27,9.27,2025-12-24,5.52,2025-01-10,1.9,10.46,2025-12-03,8.97,2025-12-22,14.3,404058,0.0201,,,2025-03-19,68.0,6.88,2025-04-10,2025-09-15,True
TD,TORONTO DOMINION BANK,"The Toronto-Dominion Bank, together with its subsidiaries, provides various financial products and services in Canada, the United States, and internationally.",USD,94.71,94.71,2025-12-30,51.08,2024-12-27,17.7,94.71,2025-12-30,,,,2148200,0.0096,,,2025-05-23,147.0,59.22,2025-04-15,2025-09-15,True
MPW,MEDICAL PROPERTIES TRUST INC,"Medical Properties Trust, Inc.",USD,5.06,5.06,2025-12-30,3.48,2024-12-30,-4.4,16.88,2022-01-14,2.62,2024-01-17,84.5,6780510,0.0214,2024-02-27,41.0,2025-02-06,38.0,3.85,2025-08-12,2025-09-12,True
EOI,Eaton Vance Enhanced Equity Income Fund,Eaton Vance Enhanced Equity Income Fund is a closed ended equity mutual fund launched and managed by Eaton Vance Management.,USD,20.62,20.62,2025-12-30,15.5,2025-04-07,-0.1,20.98,2025-09-12,19.16,2025-11-20,8.7,136090,0.008,,,2025-07-01,85.0,16.12,2025-04-21,2025-09-12,False
MAWAF,"Maruwa Co., Ltd./ADR","Maruwa Co. ,Ltd.",USD,274.0,274.0,2025-12-30,132.14,2025-04-09,-6.5,292.93,2025-09-29,259.0,2025-10-03,11.6,0,0.0165,,,2025-09-12,156.0,132.14,2025-04-14,2025-09-12,True
KMTS,"KESTRA MEDICAL TECHNOLOGIES, LTD.","Kestra Medical Technologies, Ltd.",USD,26.97,26.97,2025-12-30,14.46,2025-08-06,11.7,28.01,2025-12-22,26.43,2025-12-29,5.6,377626,0.0342,,,2025-09-12,37.0,14.46,2025-08-06,2025-09-12,True
GOLD,"Gold.com, Inc.","Gold. com, Inc.",USD,33.45,33.45,2025-12-30,19.4,2025-05-30,27.1,45.19,2024-09-13,19.4,2025-05-30,57.1,551580,0.0276,2025-09-12,105.0,2025-09-12,105.0,19.4,2025-05-30,2025-09-12,True
SLV,iShares Silver Trust,The Trust seeks to reflect such performance before payment of the Trust's expenses and liabilities.,USD,68.98,68.98,2025-12-30,26.33,2024-12-31,60.8,71.12,2025-12-26,,,,52816470,0.029,,,2025-07-11,192.0,29.12,2025-05-02,2025-09-12,True
TELNY,TELENOR ASA,"Telenor ASA, together with its subsidiaries, operates as a telecommunication company worldwide.",USD,14.59,14.59,2025-12-30,10.52,2024-12-31,-10.4,16.86,2025-09-12,13.83,2025-11-19,18.0,38630,0.0136,,,2025-04-01,91.0,12.96,2025-04-15,2025-09-11,False
MLM,MARTIN MARIETTA MATERIALS INC,"Martin Marietta Materials, Inc.",USD,631.42,631.42,2025-12-30,450.65,2025-04-08,2.0,655.98,2025-10-14,589.18,2025-11-17,10.2,408676,0.0113,,,2025-08-04,118.0,483.07,2025-04-21,2025-09-11,True
EGBN,EAGLE BANCORP INC,"Eagle Bancorp, Inc. operates as the bank holding company for EagleBank that provides commercial and consumer banking services primarily in the United States.",USD,21.1,21.1,2025-12-30,15.79,2025-08-01,4.5,52.35,2022-01-18,14.67,2023-05-16,72.0,466850,0.0314,2023-06-06,21.0,2025-09-11,41.0,15.79,2025-08-01,2025-09-11,True
TECK,TECK RESOURCES LTD,"Teck Resources Limited engages in research, exploration, development, processing, smelting, refining, and reclamation of mineral properties in Asia, the Americas, and Europe.",USD,47.97,47.97,2025-12-30,28.92,2025-04-08,8.7,53.66,2024-05-20,28.92,2025-04-08,46.1,4204520,0.0234,2025-05-13,35.0,2025-05-13,35.0,31.2,2025-08-20,2025-09-11,True
LION,Lionsgate Studios Corp.,Lionsgate Studios Corp.,USD,9.25,9.25,2025-12-30,5.59,2025-07-07,36.4,12.52,2024-05-08,5.59,2025-07-07,55.4,2867270,0.0248,2025-09-11,66.0,2025-09-11,66.0,5.59,2025-07-07,2025-09-11,True
KEYS,"Keysight Technologies, Inc.","Keysight Technologies, Inc. provides electronic design and test solutions worldwide.",USD,206.01,206.01,2025-12-30,127.02,2025-04-04,19.0,214.14,2025-12-11,198.53,2025-12-17,7.3,1272953,0.0222,,,2025-05-16,42.0,131.88,2025-04-21,2025-09-11,True
DRRKF,dormakaba Holding AG,dormakaba Holding AG provides access and security solutions worldwide.,USD,79.3,79.3,2025-12-30,68.28,2025-01-28,-13.9,97.25,2025-09-11,79.3,2025-12-29,18.5,43,0.0201,,,2025-09-11,226.0,68.28,2025-04-14,2025-09-11,True
HCI,"HCI Group, Inc.","HCI Group, Inc. , together with its subsidiaries, engages in the property and casualty insurance, insurance management, reinsurance, real estate, and information technology businesses in the United States.",USD,191.53,191.53,2025-12-30,109.07,2025-01-03,2.7,205.92,2025-10-24,169.9,2025-12-08,17.5,148910,0.0226,,,2025-03-26,82.0,137.21,2025-08-07,2025-09-11,True
FMCXF,FORAN MINING CORP,"Foran Mining Corporation engages in the acquisition, exploration, and development of mineral properties.",USD,3.75,3.75,2025-12-30,1.8,2025-08-01,38.4,3.75,2025-12-30,,,,131556,0.0306,,,2025-09-11,41.0,1.8,2025-08-01,2025-09-11,True
FFIC,FLUSHING FINANCIAL CORP,"Flushing Financial Corporation operates as the bank holding company for Flushing Bank that provides banking products and services primarily to consumers, businesses, and governmental units.",USD,15.38,15.38,2025-12-30,10.4,2025-04-11,13.4,20.55,2022-01-14,7.87,2023-05-12,61.7,382906,0.0254,2023-06-02,21.0,2025-09-10,152.0,10.51,2025-04-14,2025-09-11,True
NTCT,NETSCOUT SYSTEMS INC,"NetScout Systems, Inc. provides service assurance and cybersecurity solutions to protect digital business services against disruptions in the United States, Europe, Asia, and internationally.",USD,27.35,27.35,2025-12-30,19.23,2025-04-08,4.1,37.9,2022-12-01,17.65,2024-06-14,53.4,527490,0.0195,2024-12-12,181.0,2025-06-26,79.0,19.83,2025-04-21,2025-09-11,True
RSMDF,RESMED INC,"ResMed Inc. develops, manufactures, distributes, and markets medical devices and cloud-based software applications to diagnose, treat, and manage respiratory disorders in the United States and internationally.",USD,26.73,26.73,2025-12-30,16.47,2025-08-11,-1.2,29.75,2025-03-17,16.47,2025-08-11,44.6,109,0.0297,2025-09-11,31.0,2025-09-11,31.0,16.47,2025-08-11,2025-09-11,True
CNC,CENTENE CORP,"Centene Corporation operates as a healthcare enterprise that provides programs and services to under-insured and uninsured families, and commercial organizations in the United States.",USD,41.21,41.21,2025-12-30,25.21,2025-08-06,15.3,97.22,2022-08-15,25.21,2025-08-06,74.1,6661916,0.0307,2025-09-11,36.0,2025-09-11,36.0,25.21,2025-08-06,2025-09-11,True
RSRBF,Robex Resources Inc.,"Robex Resources Inc. engages in the exploration, development, and production of gold in West Africa.",USD,3.88,3.88,2025-12-30,1.58,2025-01-22,33.2,4.15,2021-05-24,0.9,2024-03-19,78.3,15504,0.0359,2024-03-25,6.0,2025-03-31,68.0,2.15,2025-04-23,2025-09-11,True
RVMD,"Revolution Medicines, Inc.","Revolution Medicines, Inc. , a clinical-stage precision oncology company, develops novel targeted therapies for RAS-addicted cancers.",USD,79.67,79.67,2025-12-30,31.13,2025-04-08,73.7,81.19,2025-12-24,,,,2294613,0.021,,,2025-04-28,20.0,34.7,2025-08-11,2025-09-11,True
SEE,SEALED AIR CORP/DE,"Sealed Air Corporation provides packaging solutions in the United States and internationally, Europe, the Middle East, Africa, and Asia Pacific.",USD,41.53,41.53,2025-12-30,23.53,2025-04-08,17.3,64.92,2022-03-29,23.53,2025-04-08,63.8,4078920,0.0241,2025-05-12,34.0,2025-05-12,34.0,25.44,2025-04-16,2025-09-11,True
FNV,FRANCO NEVADA Corp,"Franco-Nevada Corporation operates as a royalty and stream company focused on precious metals in South America, Central America, Mexico, the United States, Canada, Australia, Europe, and internationally.",USD,208.28,208.28,2025-12-30,116.39,2024-12-30,-6.3,222.91,2025-09-30,183.97,2025-10-27,17.5,664946,0.0209,,,2025-03-14,74.0,154.4,2025-07-18,2025-09-11,True
EOS,Eaton Vance Enhanced Equity Income Fund II,Eaton Vance Enhanced Equity Income Fund II is a closed-ended equity mutual fund launched and managed by Eaton Vance Management.,USD,23.46,23.46,2025-12-30,17.47,2025-04-08,-0.5,23.96,2025-09-22,21.59,2025-11-20,9.9,115690,0.01,,,2025-06-25,78.0,18.23,2025-04-21,2025-09-10,False
CLB,Core Laboratories Inc. /DE/,"Core Laboratories Inc. provides reservoir description and production enhancement services and products to the oil and gas industry in the United States, and internationally.",USD,16.12,16.12,2025-12-30,9.73,2025-08-11,28.2,47.85,2021-06-10,9.73,2025-08-11,79.7,384983,0.044,2025-09-09,29.0,2025-09-09,29.0,9.73,2025-08-11,2025-09-09,True
AVO,"Mission Produce, Inc.","Mission Produce, Inc. engages in the sourcing, farming, packaging, marketing, and distribution of avocados, mangoes, and blueberries to food retailers, wholesalers, and foodservice customers in the United States and internationally.",USD,11.6,11.6,2025-12-30,9.74,2025-04-10,-3.6,22.69,2021-06-11,8.46,2023-11-30,62.7,471466,0.0199,2024-03-08,99.0,2025-08-22,134.0,9.95,2025-04-16,2025-09-09,True
ROIV,Roivant Sciences Ltd.,"Roivant Sciences Ltd. , a clinical-stage biopharmaceutical company, focuses on the discovery, development, and commercialization of medicines and technologies.",USD,21.63,21.63,2025-12-30,9.08,2025-04-08,37.3,22.94,2025-12-16,21.63,2025-12-30,5.7,7478010,0.0195,,,2025-08-13,127.0,10.02,2025-04-16,2025-09-09,True
GEHC,GE HealthCare Technologies Inc.,GE HealthCare Technologies Inc.,USD,83.33,83.33,2025-12-30,58.67,2025-04-08,10.4,93.65,2024-09-30,58.67,2025-04-08,37.4,3596000,0.0173,2025-07-10,93.0,2025-07-10,93.0,60.39,2025-04-21,2025-09-09,True
NTRA,"Natera, Inc.","Natera, Inc. , a diagnostics company, provides molecular testing services worldwide.",USD,229.98,229.98,2025-12-30,132.23,2025-04-08,42.3,244.55,2025-12-05,224.74,2025-12-18,8.1,1401520,0.0181,,,2025-09-09,154.0,133.66,2025-07-31,2025-09-09,True
ANGO,ANGIODYNAMICS INC,"AngioDynamics, Inc. , a medical technology company, designs, manufactures, and sells medical, surgical, and diagnostic devices for the use in treating peripheral vascular disease, and oncology and surgical settings in the United States and interna...",USD,13.0,13.0,2025-12-30,8.37,2025-03-10,17.4,30.97,2021-11-05,5.27,2024-03-25,83.0,438146,0.0207,2024-04-05,11.0,2025-06-03,85.0,8.4,2025-08-06,2025-09-09,True
PSLV,Sprott Physical Silver Trust,"""Sprott Physical Silver Trust"".",USD,25.22,25.22,2025-12-30,9.65,2024-12-31,58.2,26.04,2025-12-26,,,,11612510,0.0293,,,2025-07-10,191.0,10.76,2025-05-02,2025-09-08,True
GUYGF,G2 Goldfields Inc.,G2 Goldfields Inc. engages in the acquisition and exploration of mineral properties.,USD,4.73,4.73,2025-12-30,1.35,2024-12-30,69.5,4.76,2025-12-24,,,,90323,0.0387,,,2025-01-30,31.0,1.89,2025-07-30,2025-09-08,True
EZPW,EZCORP INC,"EZCORP, Inc. provides pawn services in the United States, Mexixo, and Latin America.",USD,19.69,19.69,2025-12-30,11.82,2025-01-10,8.6,21.04,2025-12-10,19.22,2025-12-19,8.7,1147603,0.0184,,,2025-04-01,81.0,13.02,2025-06-05,2025-09-08,True
LOW,LOWES COMPANIES INC,"Lowe's Companies, Inc. , together with its subsidiaries, operates as a home improvement retailer in the United States.",USD,243.18,243.18,2025-12-30,208.44,2025-04-08,-1.5,277.3,2024-10-16,208.44,2025-04-08,24.8,3308443,0.0137,2025-09-08,153.0,2025-09-08,153.0,208.69,2025-06-18,2025-09-08,False
PFSI,"PennyMac Financial Services, Inc.","PennyMac Financial Services, Inc.",USD,133.26,133.26,2025-12-30,88.54,2025-04-10,6.1,136.06,2025-11-26,128.47,2025-12-09,5.6,323200,0.0175,,,2025-09-05,148.0,92.37,2025-06-17,2025-09-08,True
HR,Healthcare Realty Trust Inc,Healthcare Realty (NYSE: HR) is a real estate investment trust (REIT) that owns and operates medical outpatient buildings primarily located around market-leading hospital campuses.,USD,17.09,17.09,2025-12-30,13.79,2025-06-05,-5.7,21.32,2022-08-15,11.45,2024-03-14,46.3,2746923,0.012,2024-06-06,84.0,2025-09-08,95.0,13.79,2025-06-05,2025-09-08,True
GHC,Graham Holdings Co,"Graham Holdings Company, through its subsidiaries, operates as a diversified holding company in the United States and internationally.",USD,1092.93,1092.93,2025-12-30,847.71,2025-01-10,-4.9,1182.59,2025-09-26,948.67,2025-10-13,19.8,20943,0.0208,,,2025-09-04,237.0,873.17,2025-04-21,2025-09-08,False
WGO,WINNEBAGO INDUSTRIES INC,"Winnebago Industries, Inc. manufactures and sells recreation outdoor lifestyle products primarily for use in leisure travel and outdoor recreation activities.",USD,41.15,41.15,2025-12-30,27.96,2025-06-25,21.9,79.44,2021-03-17,27.96,2025-06-25,64.8,623890,0.0432,2025-09-05,72.0,2025-09-05,72.0,27.96,2025-06-25,2025-09-05,True
NLY,ANNALY CAPITAL MANAGEMENT INC,"Annaly Capital Management, Inc.",USD,23.03,23.03,2025-12-30,16.12,2025-04-10,11.6,23.26,2025-12-22,22.94,2025-12-23,1.4,7453696,0.0104,,,2025-09-04,147.0,16.39,2025-04-21,2025-09-05,True
TMHC,Taylor Morrison Home Corp,"Taylor Morrison Home Corporation, together with its subsidiaries, operates as a land developer and homebuilder in the United States.",USD,59.14,59.14,2025-12-30,53.93,2025-04-08,-11.9,74.8,2024-11-25,53.93,2025-04-08,27.9,954920,0.0169,2025-09-05,150.0,2025-09-05,150.0,54.91,2025-04-16,2025-09-05,False
IOT,Samsara Inc.,Samsara Inc. provides solutions to connect physical operations data to its connected operations platform in the United States and internationally.,USD,35.98,35.98,2025-12-30,32.22,2025-08-14,-5.6,60.96,2025-02-18,32.22,2025-08-14,47.1,5939496,0.0297,2025-09-05,22.0,2025-09-05,22.0,32.22,2025-08-14,2025-09-05,True
FOXA,Fox Corp,"Fox Corporation operates as a news, sports, and entertainment company in the United States.",USD,73.7,73.7,2025-12-30,46.99,2025-04-21,19.1,74.3,2025-12-26,,,,3377196,0.0148,,,2025-09-05,137.0,46.99,2025-04-21,2025-09-05,True
EHC,Encompass Health Corp,Encompass Health Corporation provides post-acute healthcare services in the United States and Puerto Rico.,USD,107.67,107.67,2025-12-30,90.64,2025-01-10,-13.5,127.18,2025-10-27,106.39,2025-12-19,16.3,895966,0.0135,,,2025-05-14,124.0,95.84,2025-04-21,2025-09-05,False
AIOT,"Powerfleet, Inc.","PowerFleet, Inc. provides artificial intelligence-of-things (AIoT) solutions in North America, Israel, Africa, Europe, the Middle East, Australia, and internationally.",USD,5.35,5.35,2025-12-30,3.8,2025-08-01,0.4,9.1,2021-03-17,1.74,2023-11-02,80.9,1220756,0.0351,2023-11-15,13.0,2025-09-05,35.0,3.8,2025-08-01,2025-09-05,True
CRNX,"Crinetics Pharmaceuticals, Inc.","Crinetics Pharmaceuticals, Inc.",USD,47.39,47.39,2025-12-30,25.56,2025-04-08,13.9,60.69,2024-11-08,25.56,2025-04-08,57.9,1060556,0.028,2025-04-24,16.0,2025-04-24,16.0,26.85,2025-08-08,2025-09-05,True
AXIA,BRAZILIAN ELECTRIC POWER CO,"AXIA Energia SA, through its subsidiaries, engages in the generation, transmission, and commercialization of electricity in Brazil.",USD,9.17,9.17,2025-12-30,4.02,2025-01-03,20.2,9.88,2025-12-04,7.01,2025-12-22,29.1,2427652,0.0498,2025-12-30,8.0,2025-03-19,75.0,4.98,2025-07-28,2025-09-05,True
HCA,"HCA Healthcare, Inc.","HCA Healthcare, Inc. , through its subsidiaries, owns and operates hospitals and related healthcare entities in the United States.",USD,473.26,473.26,2025-12-30,294.49,2025-01-03,11.2,515.08,2025-11-25,466.56,2025-12-18,9.4,1315296,0.0154,,,2025-05-15,132.0,315.96,2025-04-21,2025-09-05,True
HQL,abrdn Life Sciences Investors,Abrdn Life Sciences Investors is a closed-ended equity mutual fund launched and managed by abrdn Inc.,USD,16.83,16.83,2025-12-30,9.88,2025-04-08,10.1,17.67,2025-11-28,16.67,2025-12-18,5.7,136080,0.0151,,,2025-08-13,127.0,10.6,2025-04-16,2025-09-05,True
BAIDF,"Baidu, Inc.","Baidu, Inc. provides online marketing and non-marketing value added services through an internet platform in the People's Republic of China.",USD,17.17,17.17,2025-12-30,9.45,2025-04-07,1.8,18.33,2025-10-06,13.35,2025-11-19,27.1,3650,0.0421,,,2025-04-24,17.0,9.56,2025-06-12,2025-09-05,True
ENS,EnerSys,EnerSys engages in the provision of stored energy solutions for industrial applications worldwide.,USD,148.34,148.34,2025-12-30,77.98,2025-04-08,29.2,150.99,2025-12-26,,,,470740,0.0187,,,2025-08-22,136.0,79.34,2025-04-21,2025-09-05,True
