Ticket,Ticket Name,Company Description,Currency,Price Today,Price Today (USD),Today's Price Date,52W Low Price,52W Low Date,Return (90D) %,Price Peak (5Y),Date Peak (5Y),Bottom Price After Peak (5Y),Bottom Date After Peak (5Y),Drawdown From Peak (5Y) %,Avg Volume (30D),Volatility (90D),Hit +30% From Bottom Date,Days Bottom → Hit30,Hit +30% From 52W Low Date,Days 52W Low → Hit30,180D Low Price,180D Low Date,Spike +30% Date,Spike +30% In Last 30D
ENTA,ENANTA PHARMACEUTICALS INC,"Enanta Pharmaceuticals, Inc. , a biotechnology company, discovers and develops small molecule drugs for virology and immunology indications.",USD,15.9,15.9,2025-12-30,4.26,2025-04-10,49.9,97.37,2021-11-05,4.26,2025-04-10,95.6,365610,0.0318,2025-04-23,13.0,2025-04-23,13.0,4.93,2025-04-14,2025-06-03,True
HLF,HERBALIFE LTD.,"Herbalife Ltd. , together with its subsidiaries, provides health and wellness products in North America, Mexico, South and Central America, Europe, the Middle East, Africa, China, and the Asia Pacific.",USD,12.84,12.84,2025-12-30,5.11,2025-02-12,49.7,58.2,2021-02-10,5.11,2025-02-12,91.2,2365926,0.0431,2025-02-20,8.0,2025-02-20,8.0,6.24,2025-04-16,2025-06-10,True
WBD,"Warner Bros. Discovery, Inc.","Warner Bros. Discovery, Inc.",USD,28.94,28.94,2025-12-30,7.69,2025-04-08,49.6,77.27,2021-03-19,6.71,2024-08-12,91.3,59172273,0.0252,2024-11-07,87.0,2025-05-28,50.0,7.92,2025-04-16,2025-06-11,True
AMRQF,AMAROQ LTD.,"Amaroq Ltd. engages in the acquisition, exploration, and development of mineral properties in Greenland.",USD,1.46,1.46,2025-12-30,0.71,2025-05-13,49.2,8.48,2025-05-20,0.84,2025-08-29,90.1,25315,0.0438,2025-10-06,38.0,2025-05-15,2.0,,,,False
AIP,"Arteris, Inc.","Arteris, Inc. , together with its subsidiaries, provides semiconductor system intellectual property solutions in the United States, rest of the Americas, China, Korea, the rest of the Asia Pacific, Europe, and the Middle East.",USD,15.61,15.61,2025-12-30,5.59,2025-04-08,48.7,27.16,2021-11-30,3.36,2022-12-14,87.6,574330,0.0617,2022-12-21,7.0,2025-05-08,30.0,5.82,2025-04-17,2025-05-12,True
IHRT,"iHeartMedia, Inc.","iHeartMedia, Inc. operates as an audio media company in the United States.",USD,4.25,4.25,2025-12-30,0.98,2025-04-17,48.6,27.93,2021-06-24,0.86,2024-05-28,96.9,1085310,0.063,2024-06-07,10.0,2025-05-12,25.0,,,,False
MAAS,Maase Inc.,Maase Inc. provides technological intelligence and capital investment services in China.,USD,5.05,5.05,2025-12-30,2.53,2025-06-18,48.1,575.4,2024-03-12,2.53,2025-06-18,99.6,35026,0.047,2025-06-23,5.0,2025-06-23,5.0,2.53,2025-06-18,2025-06-23,True
FLNC,"Fluence Energy, Inc.","Fluence Energy, Inc. , through its subsidiaries, provides energy storage and optimization software for renewables and storage applications in the Americas, the Asia Pacific, Europe, the Middle East, and Africa.",USD,19.86,19.86,2025-12-30,3.61,2025-04-21,47.7,37.61,2021-11-15,3.61,2025-04-21,90.4,5651636,0.0802,2025-05-08,17.0,2025-05-08,17.0,3.61,2025-04-21,2025-05-08,True
NRGV,"Energy Vault Holdings, Inc.","Energy Vault Holdings, Inc. develops and deploys utility-scale energy storage solutions in United States, Australia, and internationally.",USD,4.73,4.73,2025-12-30,0.63,2025-04-21,47.4,21.64,2022-04-05,0.63,2025-04-21,97.1,3368920,0.068,2025-05-12,21.0,2025-05-12,21.0,,,,False
RVLV,"Revolve Group, Inc.","Revolve Group, Inc. operates as an online fashion retailer for millennial and generation z consumers in the United States and internationally.",USD,30.77,30.77,2025-12-30,17.07,2025-05-07,47.2,87.79,2021-11-18,12.52,2023-09-22,85.7,1055260,0.0328,2023-12-13,82.0,2025-06-05,29.0,17.07,2025-05-07,2025-06-05,True
NVRI,ENVIRI Corp,Enviri Corporation provides environmental solutions for industrial and specialty waste streams in the United States and internationally.,USD,18.0,18.0,2025-12-30,4.88,2025-04-08,46.9,23.53,2021-06-08,3.74,2022-09-30,84.1,2151486,0.0374,2022-10-28,28.0,2025-04-24,16.0,5.68,2025-04-15,2025-05-12,True
LXEO,"Lexeo Therapeutics, Inc.","Lexeo Therapeutics, Inc. , a clinical stage genetic medicine company, focuses on hereditary and acquired diseases with high unmet need in the United States.",USD,9.74,9.74,2025-12-30,1.79,2025-04-07,46.7,18.76,2024-06-13,1.79,2025-04-07,90.5,1339260,0.0526,2025-04-09,2.0,2025-04-09,2.0,2.14,2025-04-14,2025-04-21,True
ALGT,Allegiant Travel CO,"Allegiant Travel Company, a leisure travel company, provides travel and leisure services and products to residents of under-served cities in the United States.",USD,86.89,86.89,2025-12-30,40.9,2025-04-21,46.1,259.82,2021-03-15,36.36,2024-08-14,86.0,309143,0.0403,2024-09-24,41.0,2025-05-08,17.0,40.9,2025-04-21,2025-05-08,True
GCT,GigaCloud Technology Inc,GigaCloud Technology Inc. provides end-to-end B2B ecommerce solutions for large parcel merchandise in the United States and internationally.,USD,39.52,39.52,2025-12-30,11.58,2025-04-10,45.7,48.01,2022-08-19,4.27,2022-11-02,91.1,560006,0.0455,2022-11-07,5.0,2025-05-12,32.0,12.03,2025-04-21,2025-05-12,True
CLLS,Cellectis S.A.,Cellectis S. A.,USD,4.78,4.78,2025-12-30,1.15,2025-04-04,45.3,33.25,2021-01-19,0.97,2023-10-31,97.1,132006,0.0579,2023-11-01,1.0,2025-04-14,10.0,1.33,2025-06-13,2025-07-14,True
RGC,Regencell Bioscience Holdings Ltd,Regencell Bioscience Holdings Limited operates as a Traditional Chinese medicine (TCM) bioscience company in Hong Kong.,USD,22.9,22.9,2025-12-30,0.09,2025-02-13,44.7,78.0,2025-06-17,10.36,2025-07-02,86.7,271083,0.0653,2025-07-03,1.0,2025-02-26,13.0,,,,False
RGNX,REGENXBIO Inc.,"REGENXBIO Inc. , a clinical-stage biotechnology company, provides gene therapies that deliver functional genes to cells with genetic defects in the United States.",USD,14.09,14.09,2025-12-30,5.31,2025-04-08,44.2,49.95,2021-01-14,5.31,2025-04-08,89.4,681593,0.0457,2025-04-22,14.0,2025-04-22,14.0,5.94,2025-04-17,2025-04-22,True
DSGN,"Design Therapeutics, Inc.","Design Therapeutics, Inc. a clinical-stage biopharmaceutical company, research, designs, develops, and commercializes small molecule therapeutic drugs for the treatment of genetic diseases in the United States.",USD,9.79,9.79,2025-12-30,2.79,2025-04-10,44.2,34.01,2021-03-29,1.99,2023-11-09,94.1,435076,0.0509,2023-12-18,39.0,2025-04-22,12.0,3.21,2025-05-14,2025-07-22,True
CYBN,CYBIN INC.,"Cybin Inc. , a clinical-stage neuropsychiatry company, focuses on developing psychedelic-based therapeutics for patients with mental health conditions.",USD,8.57,8.57,2025-12-30,5.0,2025-04-08,43.3,120.84,2021-08-02,5.0,2025-04-08,95.9,786426,0.0414,2025-04-11,3.0,2025-04-11,3.0,5.51,2025-12-02,2025-12-19,True
DSP,Viant Technology Inc.,Viant Technology Inc. operates as an advertising technology company.,USD,11.87,11.87,2025-12-30,8.14,2025-10-10,42.2,68.31,2021-02-16,3.22,2022-12-19,95.3,239670,0.0366,2023-01-12,24.0,2025-11-12,33.0,8.14,2025-10-10,2025-11-12,True
ARQT,"Arcutis Biotherapeutics, Inc.","Arcutis Biotherapeutics, Inc. , a biopharmaceutical company, focuses on developing and commercializing treatments for dermatological diseases.",USD,28.08,28.08,2025-12-30,11.4,2025-02-11,42.1,36.98,2021-02-08,1.84,2023-11-30,95.0,2210913,0.0431,2023-12-14,14.0,2025-03-11,28.0,12.94,2025-04-14,2025-08-15,True
HOUS,Anywhere Real Estate Inc.,"Anywhere Real Estate Inc. , through its subsidiaries, provides residential real estate services in the United States and internationally.",USD,14.22,14.22,2025-12-30,2.78,2025-01-13,40.7,20.65,2021-10-20,2.78,2025-01-13,86.5,1640996,0.0307,2025-01-22,9.0,2025-01-22,9.0,2.88,2025-04-21,2025-05-02,True
TWLO,TWILIO INC,"Twilio Inc. , together with its subsidiaries, offers customer engagement platform solutions in the United States and internationally.",USD,144.14,144.14,2025-12-30,81.34,2025-04-08,40.4,443.49,2021-02-18,42.74,2022-11-04,90.4,2084266,0.0318,2023-01-23,80.0,2025-05-12,34.0,81.56,2025-04-21,2025-05-12,True
NEO,NEOGENOMICS INC,"NeoGenomics, Inc. operates a network of cancer-focused testing laboratories in the United States and the United Kingdom.",USD,12.23,12.23,2025-12-30,4.84,2025-07-31,40.3,59.88,2021-02-12,4.84,2025-07-31,91.9,1769936,0.0257,2025-08-19,19.0,2025-08-19,19.0,4.84,2025-07-31,2025-08-19,True
CTKB,"Cytek Biosciences, Inc.","Cytek Biosciences, Inc. , a cell analysis solutions company, provides cell analysis tools that facilitates scientific advances in biomedical research and clinical applications.",USD,5.04,5.04,2025-12-30,2.42,2025-05-23,39.6,27.93,2021-09-15,2.42,2025-05-23,91.3,1436870,0.042,2025-06-04,12.0,2025-06-04,12.0,2.42,2025-05-23,2025-06-04,True
USAS,Americas Gold & Silver Corp,"Americas Gold and Silver Corporation, together with its subsidiaries, engages in the exploration, development, and production of mineral properties in the Americas.",USD,5.34,5.34,2025-12-30,0.93,2024-12-27,39.4,8.5,2021-01-05,0.5,2024-02-22,94.1,3955570,0.0511,2024-04-08,46.0,2025-01-17,21.0,,,,False
COMP,"Compass, Inc.","Compass, Inc. provides real estate brokerage services in the United States.",USD,10.61,10.61,2025-12-30,5.35,2025-01-10,39.1,20.15,2021-04-01,1.85,2022-11-09,90.8,11240453,0.0274,2022-11-10,1.0,2025-01-24,14.0,5.8,2025-05-21,2025-07-31,True
AUPH,Aurinia Pharmaceuticals Inc.,Aurinia Pharmaceuticals Inc. is a biopharmaceutical company that engages in delivering therapies to people living with autoimmune diseases with high unmet medical needs.,USD,15.82,15.82,2025-12-30,7.2,2025-04-08,38.8,33.08,2021-10-29,4.11,2022-12-27,87.6,1358126,0.0246,2023-01-03,7.0,2025-08-01,115.0,7.47,2025-07-07,2025-08-01,True
EYPT,"EyePoint Pharmaceuticals, Inc.","EyePoint, Inc. engages in developing and commercializing therapeutics to improve the lives of patients with serious retinal diseases.",USD,17.89,17.89,2025-12-30,4.13,2025-04-08,38.5,29.71,2024-02-12,4.13,2025-04-08,86.1,1213773,0.044,2025-04-11,3.0,2025-04-11,3.0,5.49,2025-05-14,2025-05-29,True
AG,FIRST MAJESTIC SILVER CORP,"First Majestic Silver Corp. engages in the acquisition, exploration, development, and production of mineral properties in North America.",USD,16.93,16.93,2025-12-30,5.24,2025-04-08,38.1,21.84,2021-02-01,4.19,2024-02-13,80.8,18903550,0.0463,2024-03-13,29.0,2025-06-02,55.0,5.51,2025-05-08,2025-06-04,True
VNDA,Vanda Pharmaceuticals Inc.,"Vanda Pharmaceuticals Inc. , a biopharmaceutical company, focuses on the development and commercialization of therapies to address high unmet medical needs worldwide.",USD,7.03,7.03,2025-12-30,3.92,2025-05-14,37.8,21.51,2021-06-30,3.38,2023-11-09,84.3,1438970,0.0508,2024-01-02,54.0,2025-09-26,135.0,3.92,2025-05-14,2025-09-26,True
PHAT,"Phathom Pharmaceuticals, Inc.","Phathom Pharmaceuticals, Inc. , a biopharmaceutical company, focuses on developing and commercializing treatments for gastrointestinal diseases.",USD,16.92,16.92,2025-12-30,2.29,2025-05-08,37.7,48.68,2021-03-09,2.29,2025-05-08,95.3,896146,0.0313,2025-05-09,1.0,2025-05-09,1.0,2.29,2025-05-08,2025-05-09,True
CERS,CERUS CORP,Cerus Corporation operates as a biomedical products company.,USD,2.09,2.09,2025-12-30,1.16,2025-08-20,37.5,8.17,2020-12-23,1.16,2025-08-20,85.8,1512976,0.0473,2025-09-22,33.0,2025-09-22,33.0,1.16,2025-08-20,2025-09-22,True
VSTS,Vestis Corp,Vestis Corporation provides uniform rentals and workplace supplies in the United States and Canada.,USD,6.77,6.77,2025-12-30,4.06,2025-09-17,37.3,22.04,2024-02-06,4.06,2025-09-17,81.6,3149760,0.0331,2025-10-27,40.0,2025-10-27,40.0,4.06,2025-09-17,2025-10-27,True
LMND,"Lemonade, Inc.","Lemonade, Inc. provides various insurance products in the United States, Europe, and the United Kingdom.",USD,71.8,71.8,2025-12-30,25.12,2025-04-08,37.0,183.26,2021-01-11,10.57,2023-04-27,94.2,2415020,0.0567,2023-05-04,7.0,2025-05-27,49.0,25.73,2025-04-21,2025-05-30,True
HLLY,Holley Inc.,"Holley Inc. designs, manufactures, and distributes automotive aftermarket products to car and truck enthusiasts primarily in the United States, Canada, and Europe.",USD,4.24,4.24,2025-12-30,1.77,2025-05-07,36.3,14.52,2022-03-16,1.77,2025-05-07,87.8,839526,0.0425,2025-07-22,76.0,2025-07-22,76.0,1.77,2025-05-07,2025-07-22,True
PEPG,PepGen Inc.,"PepGen Inc. , a clinical-stage biotechnology company, develops oligonucleotide therapeutics for the treatment of severe neuromuscular and neurologic diseases in the United States.",USD,6.42,6.42,2025-12-30,1.0,2025-04-08,36.3,18.55,2024-07-26,1.0,2025-04-08,94.6,759560,0.0573,2025-04-15,7.0,2025-04-15,7.0,,,,False
DOCN,"DigitalOcean Holdings, Inc.","DigitalOcean Holdings, Inc. , through its subsidiaries, operates a cloud computing platform in North America, Europe, Asia, and internationally.",USD,48.8,48.8,2025-12-30,25.74,2025-08-01,36.0,130.26,2021-11-16,19.82,2023-11-01,84.8,1634876,0.0384,2023-11-07,6.0,2025-08-05,4.0,25.74,2025-08-01,2025-08-05,True
EPAM,"EPAM Systems, Inc.","EPAM Systems, Inc. provides digital platform engineering and software development services worldwide.",USD,206.31,206.31,2025-12-30,142.2,2025-10-16,35.5,717.49,2021-11-08,142.2,2025-10-16,80.2,865946,0.0194,2025-11-25,40.0,2025-11-25,40.0,142.2,2025-10-16,2025-11-25,True
STOK,"Stoke Therapeutics, Inc.","Stoke Therapeutics, Inc. , an early-stage biopharmaceutical company, engages in the development of treatments for severe genetic diseases by upregulating protein expression.",USD,31.82,31.82,2025-12-30,5.9,2025-04-08,34.9,69.81,2021-01-19,3.37,2023-10-27,95.2,919783,0.0484,2023-11-07,11.0,2025-04-15,7.0,7.56,2025-04-14,2025-04-24,True
ALTI,"AlTi Global, Inc.","AlTi Global, Inc. provides wealth and asset management services in the United States, the United Kingdom, and internationally.",USD,4.61,4.61,2025-12-30,2.52,2025-03-17,34.8,15.4,2023-01-25,2.52,2025-03-17,83.6,140586,0.0301,2025-04-15,29.0,2025-04-15,29.0,3.09,2025-04-14,2025-06-16,True
TBLA,Taboola.com Ltd.,Taboola. com Ltd.,USD,4.54,4.54,2025-12-30,2.54,2025-04-08,34.7,10.5,2021-07-01,1.6,2022-11-08,84.8,1804616,0.0266,2022-11-28,20.0,2025-05-08,30.0,2.75,2025-04-14,2025-05-28,True
RIVN,"Rivian Automotive, Inc. / DE","Rivian Automotive, Inc. , together with its subsidiaries, designs, develops, manufactures, and sells electric vehicles and accessories.",USD,19.59,19.59,2025-12-30,10.61,2025-03-13,34.1,172.01,2021-11-16,8.4,2024-04-15,95.1,44963550,0.0493,2024-05-14,29.0,2025-05-02,50.0,11.15,2025-04-21,2025-05-12,True
KROS,"Keros Therapeutics, Inc.","Keros Therapeutics, Inc. , a clinical-stage biopharmaceutical company, develops and commercializes novel therapeutics for patients with disorders that are linked to dysfunctional signaling of the transforming growth factor-beta family of proteins ...",USD,20.27,20.27,2025-12-30,9.55,2025-04-01,32.7,78.53,2020-12-24,9.55,2025-04-01,87.8,930343,0.031,2025-04-14,13.0,2025-04-14,13.0,12.74,2025-04-14,2025-11-10,True
NBR,NABORS INDUSTRIES LTD,Nabors Industries Ltd. provides drilling and drilling-related services for land-based and offshore oil and natural gas wells in the United States and internationally.,USD,55.21,55.21,2025-12-30,24.6,2025-05-21,32.7,200.02,2022-04-18,24.6,2025-05-21,87.7,373823,0.0409,2025-06-09,19.0,2025-06-09,19.0,24.6,2025-05-21,2025-06-09,True
EBS,Emergent BioSolutions Inc.,"Emergent BioSolutions Inc. , a life sciences company, provides preparedness and response solutions for accidental, deliberate, and naturally occurring public health threats in the United States.",USD,12.16,12.16,2025-12-30,4.26,2025-04-10,32.3,125.19,2021-02-12,1.5,2024-02-07,98.8,817420,0.0581,2024-02-21,14.0,2025-05-08,28.0,4.54,2025-04-21,2025-05-08,True
TALK,"Talkspace, Inc.","Talkspace, Inc. operates as a virtual behavioral healthcare company that connects patients with licensed mental health providers in the United States.",USD,3.56,3.56,2025-12-30,2.27,2025-08-05,31.9,12.1,2021-02-10,0.58,2023-01-05,95.2,1114233,0.031,2023-01-17,12.0,2025-10-10,66.0,2.27,2025-08-05,2025-10-10,True
MAGN,Magnera Corp,Magnera Corporation manufactures and sells non-woven and related products worldwide.,USD,15.17,15.17,2025-12-30,7.96,2025-11-19,31.6,233.33,2022-01-14,7.96,2025-11-19,96.6,1347160,0.0516,2025-11-21,2.0,2025-11-21,2.0,7.96,2025-11-19,2025-11-21,True
TXG,"10x Genomics, Inc.","10x Genomics, Inc. , a life science technology company, develops and sells instruments, consumables, and software for analyzing biological systems in the Americas, Europe, the Middle East, Africa, China, and the Asia Pacific.",USD,16.29,16.29,2025-12-30,7.14,2025-04-08,31.5,202.37,2021-04-26,7.14,2025-04-08,96.5,2351616,0.0467,2025-05-12,34.0,2025-05-12,34.0,7.51,2025-04-17,2025-06-09,True
LFST,"LifeStance Health Group, Inc.","LifeStance Health Group, Inc. , through its subsidiaries, provides outpatient mental health services to children, adolescents, adults, and geriatrics in the United States.",USD,7.13,7.13,2025-12-30,3.79,2025-08-01,30.8,28.95,2021-07-07,3.79,2025-08-01,86.9,2216736,0.0378,2025-08-13,12.0,2025-08-13,12.0,3.79,2025-08-01,2025-08-13,True
ASMB,"ASSEMBLY BIOSCIENCES, INC.","Assembly Biosciences, Inc. , a biotechnology company, develops therapeutic candidates for the treatment of viral diseases worldwide.",USD,32.13,32.13,2025-12-30,8.26,2025-04-08,30.6,79.56,2021-02-09,7.8,2023-11-21,90.2,139953,0.0373,2024-01-08,48.0,2025-04-28,20.0,9.81,2025-04-15,2025-05-02,True
KALV,"KalVista Pharmaceuticals, Inc.","KalVista Pharmaceuticals, Inc.",USD,15.68,15.68,2025-12-30,7.4,2025-01-14,30.1,42.57,2021-02-12,4.2,2022-10-19,90.1,1346540,0.0413,2022-11-10,22.0,2025-02-04,21.0,10.76,2025-11-04,2025-11-17,True
NEWP,NEW PACIFIC METALS CORP,"New Pacific Metals Corp. , together with its subsidiaries, engages in the exploration and development of mineral properties in Bolivia.",USD,3.55,3.55,2025-12-30,0.94,2025-04-08,30.0,6.85,2021-01-05,0.92,2024-02-29,86.6,980976,0.0589,2024-03-22,22.0,2025-04-25,17.0,,,,False
