Ticket,Ticket Name,Company Description,Currency,Price Today,Price Today (USD),Today's Price Date,52W Low Price,52W Low Date,Return (90D) %,Price Peak (5Y),Date Peak (5Y),Bottom Price After Peak (5Y),Bottom Date After Peak (5Y),Drawdown From Peak (5Y) %,Avg Volume (30D),Volatility (90D),Hit +30% From Bottom Date,Days Bottom → Hit30,Hit +30% From 52W Low Date,Days 52W Low → Hit30,180D Low Price,180D Low Date,Spike +30% Date,Spike +30% In Last 30D
OWLT,"Owlet, Inc.","Owlet, Inc. provides digital parenting solutions in the United States, the United Kingdom, and internationally.",USD,16.03,16.03,2025-12-30,2.8,2025-04-04,91.5,150.78,2021-02-05,2.8,2025-04-04,98.1,326423,0.0523,2025-04-25,21.0,2025-04-25,21.0,3.23,2025-04-21,2025-05-09,True
LYEL,"Lyell Immunopharma, Inc.","Lyell Immunopharma, Inc. , a clinical-stage cell therapy company, develops chimeric antigen receptor (CAR) T-cell product candidates for patients with hematologic malignancies and solid tumors.",USD,31.59,31.59,2025-12-30,7.8,2025-05-14,90.9,359.0,2021-09-10,7.8,2025-05-14,97.8,90186,0.0586,2025-06-04,21.0,2025-06-04,21.0,7.8,2025-05-14,2025-06-04,True
TYRA,"Tyra Biosciences, Inc.","Tyra Biosciences, Inc. , a clinical-stage biotechnology company, develops precision medicines for fibroblast growth factor receptor (FGFR) biology in the United States.",USD,25.44,25.44,2025-12-30,7.06,2025-04-08,89.6,31.35,2021-11-04,5.26,2022-06-17,83.2,575776,0.0427,2022-06-23,6.0,2025-04-22,14.0,8.43,2025-04-14,2025-07-25,True
MLTX,MoonLake Immunotherapeutics,"MoonLake Immunotherapeutics, a clinical stage biotechnology company, focuses on developing therapies for inflammatory skin and joint diseases.",USD,13.21,13.21,2025-12-30,6.24,2025-09-29,87.1,63.86,2024-02-12,6.24,2025-09-29,90.2,1752576,0.0432,2025-10-03,4.0,2025-10-03,4.0,6.24,2025-09-29,2025-10-03,True
IMNM,Immunome Inc.,"Immunome, Inc. , a clinical-stage biotechnology company, develops targeted cancer therapies.",USD,21.18,21.18,2025-12-30,5.56,2025-04-08,86.8,43.24,2021-02-24,2.21,2022-12-30,94.9,2365563,0.0547,2023-01-03,4.0,2025-04-14,6.0,7.17,2025-04-16,2025-06-10,True
VSCO,Victoria's Secret & Co.,"Victoria's Secret & Co. operates as a specialty retailer of women's intimate, and other apparel and beauty products worldwide.",USD,54.77,54.77,2025-12-30,14.87,2025-04-03,86.6,74.77,2021-08-13,14.3,2023-10-05,80.9,2903886,0.0365,2023-10-20,15.0,2025-04-09,6.0,15.62,2025-04-16,2025-05-12,True
FTRE,Fortrea Holdings Inc.,"Fortrea Holdings Inc. , a contract research organization, provides biopharmaceutical product and medical device development solutions to pharmaceutical, biotechnology, and medical device customers worldwide.",USD,17.38,17.38,2025-12-30,4.06,2025-05-23,82.6,40.28,2024-04-09,4.06,2025-05-23,89.9,1326750,0.0521,2025-06-06,14.0,2025-06-06,14.0,4.06,2025-05-23,2025-06-06,True
EB,"Eventbrite, Inc.","Eventbrite, Inc. operates a two-sided marketplace that provides self-service ticketing and marketing tools for event creators in the United States and internationally.",USD,4.44,4.44,2025-12-30,1.84,2025-04-08,82.0,25.81,2021-03-15,1.84,2025-04-08,92.9,2053673,0.0796,2025-05-09,31.0,2025-05-09,31.0,2.1,2025-04-25,2025-08-18,True
TNDM,TANDEM DIABETES CARE INC,"Tandem Diabetes Care, Inc. designs, develops, and commercializes technology solutions for people living with diabetes in the United States and internationally.",USD,22.51,22.51,2025-12-30,10.11,2025-08-11,81.4,153.21,2021-12-28,10.11,2025-08-11,93.4,1950273,0.0445,2025-09-18,38.0,2025-09-18,38.0,10.11,2025-08-11,2025-09-18,True
EXAS,EXACT SCIENCES CORP,Exact Sciences Corporation provides cancer screening and diagnostic test products in the United States and internationally.,USD,101.9,101.9,2025-12-30,40.31,2025-04-08,80.6,155.01,2021-02-12,30.35,2022-10-14,80.4,8284120,0.0347,2022-11-08,25.0,2025-05-05,27.0,40.91,2025-08-11,2025-09-05,True
MALG,MICROALLIANCE GROUP INC.,"Microalliance Group Inc. , through its subsidiaries, develops, produces, markets, and sells coffee tea products in the People's Republic of China.",USD,1.78,1.78,2025-12-30,0.02,2024-12-27,78.0,3.5,2020-12-23,0.02,2024-12-27,99.4,4,0.0415,2025-03-12,75.0,2025-03-12,75.0,,,,False
TSHA,"Taysha Gene Therapies, Inc.","Taysha Gene Therapies, Inc. , a clinical-stage biotechnology company, focuses on developing and commercializing adeno-associated virus-based gene therapies for the treatment of monogenic diseases of the central nervous system.",USD,5.66,5.66,2025-12-30,1.13,2025-04-08,78.0,31.75,2021-01-20,0.59,2023-06-28,98.1,3447073,0.0722,2023-08-14,47.0,2025-04-22,14.0,1.18,2025-04-16,2025-04-22,True
KOD,Kodiak Sciences Inc.,"Kodiak Sciences Inc. , a clinical stage biopharmaceutical company, engages in the research, development, and commercialization of therapeutics to treat retinal diseases.",USD,27.95,27.95,2025-12-30,2.06,2025-04-08,77.3,164.47,2021-01-19,1.4,2023-10-25,99.1,943316,0.0691,2023-11-02,8.0,2025-04-17,9.0,2.18,2025-04-14,2025-04-17,True
NUTX,"Nutex Health, Inc.",Nutex Health Inc. operates as a healthcare services and operations company in the United States.,USD,182.23,182.23,2025-12-30,30.76,2025-01-13,74.5,6000.0,2022-04-04,4.34,2024-07-09,99.9,203406,0.0684,2024-07-15,6.0,2025-01-23,10.0,80.92,2025-09-02,2025-09-29,True
SYAXF,Elevra Lithium Ltd,"Elevra Lithium Limited, together with its subsidiaries, engages in the identification, acquisition, exploration, and development of mineral assets in Australia and Canada.",USD,5.01,5.01,2025-12-30,1.3,2025-06-11,73.4,42.38,2022-04-19,1.3,2025-06-11,96.9,11409,0.0615,2025-06-20,9.0,2025-06-20,9.0,1.3,2025-06-11,2025-06-20,True
RCUS,"Arcus Biosciences, Inc.","Arcus Biosciences, Inc. , a clinical-stage biopharmaceutical company, develops and commercializes cancer therapies in the United States.",USD,23.23,23.23,2025-12-30,6.87,2025-04-04,72.3,48.47,2021-11-23,6.87,2025-04-04,85.8,2072183,0.0412,2025-05-02,28.0,2025-05-02,28.0,7.68,2025-04-14,2025-06-03,True
ATXS,"Astria Therapeutics, Inc.","Astria Therapeutics, Inc. , a biopharmaceutical company, engages in the discovery, development, and commercialization of therapeutics for allergic and immunological diseases in the United States.",USD,12.99,12.99,2025-12-30,3.75,2025-04-08,72.3,24.9,2021-01-29,2.46,2022-06-16,90.1,1182086,0.0436,2022-07-07,21.0,2025-04-23,15.0,3.9,2025-05-13,2025-06-04,True
SMTGF,SMA Solar Technology AG/ADR,"SMA Solar Technology AG, together with its subsidiaries, develops, produces, and sells PV and battery inverters, monitoring systems for PV systems, and charging solutions for electric vehicles in Germany and internationally.",USD,38.0,38.0,2025-12-30,12.88,2025-02-03,72.3,115.83,2023-06-30,12.73,2024-11-18,89.0,793,0.0408,2025-01-06,49.0,2025-03-27,52.0,14.16,2025-04-14,2025-05-09,True
FIGS,"FIGS, Inc.","FIGS, Inc. , together with its subsidiary, FIGS Canada, Inc.",USD,11.59,11.59,2025-12-30,3.62,2025-04-08,70.9,50.1,2021-06-30,3.62,2025-04-08,92.8,2608133,0.0342,2025-05-06,28.0,2025-05-06,28.0,3.81,2025-04-21,2025-05-08,True
CSTL,CASTLE BIOSCIENCES INC,"Castle Biosciences, Inc. , a molecular diagnostics company, provides test solutions for the diagnosis and treatment of dermatologic cancers, Barrett's esophagus (BE), uveal melanoma, and mental health conditions.",USD,39.31,39.31,2025-12-30,14.65,2025-08-01,70.8,97.33,2021-02-09,11.66,2023-06-05,88.0,404896,0.0326,2023-07-07,32.0,2025-08-05,4.0,14.65,2025-08-01,2025-08-05,True
JBIO,"Jade Biosciences, Inc.","Jade Biosciences, Inc. operates as a biotechnology company that develops therapies for inflammation and immunology indications in patients living with autoimmune diseases.",USD,15.56,15.56,2025-12-30,6.76,2025-06-13,70.7,1048.71,2024-04-01,6.76,2025-06-13,99.4,346080,0.0456,2025-06-18,5.0,2025-06-18,5.0,6.76,2025-06-13,2025-06-18,True
ALB,ALBEMARLE CORP,Albemarle Corporation provides energy storage solutions worldwide.,USD,142.01,142.01,2025-12-30,50.01,2025-04-08,68.6,310.69,2022-11-11,50.01,2025-04-08,83.9,3352953,0.038,2025-07-02,85.0,2025-07-02,85.0,51.79,2025-04-16,2025-07-02,True
ANNX,"Annexon, Inc.","Annexon, Inc. , a clinical-stage biopharmaceutical company, discovers and develops medicines for treating inflammatory-related diseases.",USD,5.04,5.04,2025-12-30,1.38,2025-04-10,66.3,35.01,2021-03-16,1.38,2025-04-10,96.1,3347343,0.05,2025-04-23,13.0,2025-04-23,13.0,1.43,2025-04-16,2025-04-24,True
LYTHF,Lytus Technologies Holdings PTV. Ltd.,Lytus Technologies Holdings PTV.,USD,13.25,13.25,2025-12-30,2.0,2025-09-26,65.4,7050000.0,2022-06-27,2.0,2025-09-26,100.0,46,0.1551,2025-09-29,3.0,2025-09-29,3.0,2.0,2025-09-26,2025-09-29,True
CGEM,"Cullinan Therapeutics, Inc.","Cullinan Therapeutics, Inc. , a clinical-stage biopharmaceutical company, develops therapies for autoimmune diseases and cancer in the United States.",USD,9.92,9.92,2025-12-30,5.75,2025-10-02,65.3,53.42,2021-03-10,5.75,2025-10-02,89.2,1352443,0.0682,2025-10-13,11.0,2025-10-13,11.0,5.75,2025-10-02,2025-10-13,True
AXG,"Solowin Holdings, Ltd.","Solowin Holdings, an investment holding company, provides corporate finance, wealth management, virtual assets, and asset management services in Hong Kong.",USD,4.12,4.12,2025-12-30,1.18,2025-02-27,64.8,47.0,2024-03-06,1.18,2025-02-27,97.5,728306,0.0531,2025-03-04,5.0,2025-03-04,5.0,1.41,2025-05-23,2025-06-02,True
GH,"Guardant Health, Inc.","Guardant Health, Inc. , a precision oncology company, provides blood and tissue tests, and data sets in the United States and internationally.",USD,100.6,100.6,2025-12-30,30.44,2024-12-27,60.6,179.1,2021-02-12,16.07,2024-04-19,91.0,2108340,0.0401,2024-05-10,21.0,2025-01-21,25.0,37.05,2025-05-22,2025-06-05,True
ERAS,"Erasca, Inc.","Erasca, Inc. , a clinical-stage precision oncology company, focuses on discovering, developing, and commercializing therapies for patients with RAS/MAPK pathway-driven cancers.",USD,3.54,3.54,2025-12-30,1.06,2025-04-08,60.2,24.34,2021-09-02,1.06,2025-04-08,95.6,2357210,0.0442,2025-04-22,14.0,2025-04-22,14.0,1.08,2025-05-27,2025-05-29,True
CMPX,"Compass Therapeutics, Inc.","Compass Therapeutics, Inc. , a clinical-stage oncology-focused biopharmaceutical company, engages in the development of antibody-based therapeutics for the treatment of various human diseases in the United States.",USD,5.38,5.38,2025-12-30,1.4,2025-01-02,60.1,8.8,2021-04-16,0.8,2024-07-05,90.9,1936106,0.0384,2024-07-12,7.0,2025-01-08,6.0,1.69,2025-05-06,2025-06-05,True
CSIQ,Canadian Solar Inc.,"Canadian Solar Inc. , together with its subsidiaries, provides solar energy and battery energy storage products and solutions in Asia, the Americas, Europe, and internationally.",USD,23.79,23.79,2025-12-30,6.76,2025-04-08,59.8,64.15,2021-01-21,6.76,2025-04-08,89.5,4582766,0.0761,2025-04-24,16.0,2025-04-24,16.0,7.15,2025-04-15,2025-04-25,True
IAUX,i-80 Gold Corp.,"i-80 Gold Corp. , a mining company, explores for, develops, and produces gold, silver, and polymetallic deposits in the United States.",USD,1.51,1.51,2025-12-30,0.48,2024-12-30,59.1,3.09,2022-03-21,0.35,2024-11-15,88.7,6941426,0.0386,2024-11-19,4.0,2025-02-12,44.0,,,,False
PVLA,"PALVELLA THERAPEUTICS, INC.","Palvella Therapeutics, Inc. , a clinical-stage biopharmaceutical company, focuses on developing and commercializing novel therapies to treat patients serious and rare genetic skin diseases.",USD,99.88,99.88,2025-12-30,12.0,2024-12-27,58.0,468.0,2021-09-17,6.53,2024-07-11,98.6,303913,0.0467,2024-07-24,13.0,2025-02-10,45.0,20.51,2025-06-18,2025-07-10,True
RLAY,"Relay Therapeutics, Inc.","Relay Therapeutics, Inc. operates as a clinical-stage precision medicines company.",USD,8.35,8.35,2025-12-30,2.0,2025-04-04,57.0,61.53,2021-01-22,2.0,2025-04-04,96.7,2170060,0.0459,2025-04-15,11.0,2025-04-15,11.0,2.57,2025-04-14,2025-06-06,True
ZYME,Zymeworks Inc.,"Zymeworks Inc. , a clinical-stage biotechnology company, discovers, develops, and commercializes biotherapeutics for the treatment of cancer, and autoimmune and inflammatory diseases (AIID).",USD,26.54,26.54,2025-12-30,9.44,2025-04-10,56.7,56.81,2021-01-08,4.65,2022-09-07,91.8,1350613,0.0441,2022-09-30,23.0,2025-04-23,13.0,10.94,2025-04-15,2025-07-17,True
KYTX,"Kyverna Therapeutics, Inc.","Kyverna Therapeutics, Inc. , a clinical-stage biopharmaceutical company, focuses on developing cell therapies for patients with autoimmune diseases.",USD,9.35,9.35,2025-12-30,1.83,2025-04-16,56.6,30.1,2024-02-09,1.83,2025-04-16,93.9,2102173,0.0918,2025-05-20,34.0,2025-05-20,34.0,1.83,2025-04-16,2025-05-20,True
ORKA,"Oruka Therapeutics, Inc.","Oruka Therapeutics, Inc. , a clinical-stage biopharmaceutical company, focuses on developing novel monoclonal antibody therapeutics for psoriasis (PsO), and other inflammatory and immunology (I&I) indications.",USD,29.12,29.12,2025-12-30,6.78,2025-04-08,56.4,34.21,2021-02-11,6.78,2025-04-08,80.2,596183,0.0408,2025-04-17,9.0,2025-04-17,9.0,8.14,2025-04-14,2025-05-02,True
IMVT,"Immunovant, Inc.","Immunovant, Inc. , a clinical-stage immunology company, develops monoclonal antibodies for the treatment of autoimmune diseases.",USD,25.35,25.35,2025-12-30,13.31,2025-04-08,55.1,49.78,2020-12-24,3.38,2022-06-16,93.2,1713513,0.0363,2022-07-20,34.0,2025-07-10,93.0,13.78,2025-05-14,2025-07-11,True
DYN,"Dyne Therapeutics, Inc.","Dyne Therapeutics, Inc. , a clinical-stage neuromuscular disease company, focuses on discovering and developing therapeutics for neuromuscular diseases in the United States.",USD,19.2,19.2,2025-12-30,6.81,2025-04-08,53.6,47.04,2024-08-21,6.81,2025-04-08,85.5,2984560,0.0664,2025-04-21,13.0,2025-04-21,13.0,7.47,2025-04-14,2025-04-22,True
OMCL,"OMNICELL, INC.","Omnicell, Inc. , together with its subsidiaries, provides medication management solutions and adherence tools for healthcare systems and pharmacies the United States and internationally.",USD,45.92,45.92,2025-12-30,24.63,2025-05-07,53.3,183.62,2021-11-23,24.63,2025-05-07,86.6,574583,0.0272,2025-08-22,107.0,2025-08-22,107.0,24.63,2025-05-07,2025-08-22,True
ZIM,ZIM Integrated Shipping Services Ltd.,ZIM Integrated Shipping Services Ltd.,USD,21.01,21.01,2025-12-30,11.21,2025-04-08,53.2,26.6,2022-03-22,4.08,2023-11-28,84.7,5334213,0.0324,2023-12-15,17.0,2025-04-30,22.0,12.4,2025-04-21,2025-05-13,True
CFLT,"Confluent, Inc.","Confluent, Inc. operates a data streaming platform in the United States and internationally.",USD,30.13,30.13,2025-12-30,15.91,2025-08-11,52.8,93.6,2021-11-05,15.91,2025-08-11,83.0,14593716,0.0412,2025-10-06,56.0,2025-10-06,56.0,15.91,2025-08-11,2025-10-06,True
NPCE,NeuroPace Inc,"NeuroPace, Inc. operates as a medical device company in the United States.",USD,15.47,15.47,2025-12-30,8.25,2025-08-19,52.6,26.5,2021-04-27,1.29,2022-12-28,95.1,232336,0.0517,2023-01-10,13.0,2025-10-03,45.0,8.25,2025-08-19,2025-10-03,True
LAR,Lithium Argentina AG,"Lithium Argentina AG, a resource and materials company, focuses on advancing lithium projects in Argentina.",USD,5.49,5.49,2025-12-30,1.73,2025-05-30,52.1,16.49,2021-11-29,1.73,2025-05-30,89.5,3276233,0.0593,2025-07-02,33.0,2025-07-02,33.0,1.73,2025-05-30,2025-07-02,True
REAL,"TheRealReal, Inc.","The RealReal, Inc. operates an online marketplace for resale luxury goods worldwide.",USD,16.08,16.08,2025-12-30,4.79,2025-06-30,51.1,28.73,2021-02-17,1.03,2023-05-02,96.4,2793593,0.054,2023-05-08,6.0,2025-07-22,22.0,4.79,2025-06-30,2025-07-22,True
LUNR,"Intuitive Machines, Inc.","Intuitive Machines, Inc. designs, manufactures, and operates space products and services in the United States.",USD,15.94,15.94,2025-12-30,6.48,2025-03-11,50.2,81.99,2023-02-22,2.11,2024-01-04,97.4,8874080,0.0695,2024-01-10,6.0,2025-03-24,13.0,7.04,2025-04-21,2025-05-02,True
