Ticket,Ticket Name,Company Description,Currency,Price Today,Price Today (USD),Today's Price Date,52W Low Price,52W Low Date,Return (90D) %,Price Peak (5Y),Date Peak (5Y),Bottom Price After Peak (5Y),Bottom Date After Peak (5Y),Drawdown From Peak (5Y) %,Avg Volume (30D),Volatility (90D),Hit +30% From Bottom Date,Days Bottom → Hit30,Hit +30% From 52W Low Date,Days 52W Low → Hit30,180D Low Price,180D Low Date,Spike +30% Date,Spike +30% In Last 30D
ALB,ALBEMARLE CORP,Albemarle Corporation provides energy storage solutions worldwide.,USD,142.01,142.01,2025-12-30,50.01,2025-04-08,68.6,310.69,2022-11-11,50.01,2025-04-08,83.9,3352953,0.038,2025-07-02,85.0,2025-07-02,85.0,51.79,2025-04-16,2025-07-02,True
RNA,"Avidity Biosciences, Inc.","Avidity Biosciences, Inc. , a biopharmaceutical company, engages in the delivery of RNA therapeutics called antibody oligonucleotide conjugates (AOCs).",USD,72.15,72.15,2025-12-30,24.08,2025-04-08,67.8,72.34,2025-12-19,72.13,2025-12-26,0.3,2348470,0.0472,,,2025-04-29,21.0,25.76,2025-04-16,2025-06-03,True
ANNX,"Annexon, Inc.","Annexon, Inc. , a clinical-stage biopharmaceutical company, discovers and develops medicines for treating inflammatory-related diseases.",USD,5.04,5.04,2025-12-30,1.38,2025-04-10,66.3,35.01,2021-03-16,1.38,2025-04-10,96.1,3347343,0.05,2025-04-23,13.0,2025-04-23,13.0,1.43,2025-04-16,2025-04-24,True
SEMR,"SEMrush Holdings, Inc.","Semrush Holdings, Inc. develops an online visibility management software-as-a-service platform in the United States, the United Kingdom, and internationally.",USD,11.87,11.87,2025-12-30,6.75,2025-11-17,66.0,31.32,2021-09-10,6.75,2025-11-17,78.4,3220776,0.0725,2025-11-19,2.0,2025-11-19,2.0,6.75,2025-11-17,2025-11-19,True
HAE,HAEMONETICS CORP,"Haemonetics Corporation, a medical technology company, provides a suite of hospital technologies solutions in the United States and internationally.",USD,80.98,80.98,2025-12-30,47.67,2025-09-25,65.9,139.48,2021-02-08,43.77,2022-01-27,68.6,765133,0.0384,2022-02-09,13.0,2025-11-06,42.0,47.67,2025-09-25,2025-11-06,True
ZBIO,"Zenas BioPharma, Inc.","Zenas BioPharma, Inc. , a clinical-stage biopharmaceutical company, engages in the development and commercialization of transformative immunology-based therapies.",USD,36.58,36.58,2025-12-30,6.43,2025-01-28,65.4,43.17,2025-12-24,,,,344813,0.0742,,,2025-03-13,44.0,8.33,2025-04-16,2025-04-29,True
LYTHF,Lytus Technologies Holdings PTV. Ltd.,Lytus Technologies Holdings PTV.,USD,13.25,13.25,2025-12-30,2.0,2025-09-26,65.4,7050000.0,2022-06-27,2.0,2025-09-26,100.0,46,0.1551,2025-09-29,3.0,2025-09-29,3.0,2.0,2025-09-26,2025-09-29,True
CGEM,"Cullinan Therapeutics, Inc.","Cullinan Therapeutics, Inc. , a clinical-stage biopharmaceutical company, develops therapies for autoimmune diseases and cancer in the United States.",USD,9.92,9.92,2025-12-30,5.75,2025-10-02,65.3,53.42,2021-03-10,5.75,2025-10-02,89.2,1352443,0.0682,2025-10-13,11.0,2025-10-13,11.0,5.75,2025-10-02,2025-10-13,True
AXG,"Solowin Holdings, Ltd.","Solowin Holdings, an investment holding company, provides corporate finance, wealth management, virtual assets, and asset management services in Hong Kong.",USD,4.12,4.12,2025-12-30,1.18,2025-02-27,64.8,47.0,2024-03-06,1.18,2025-02-27,97.5,728306,0.0531,2025-03-04,5.0,2025-03-04,5.0,1.41,2025-05-23,2025-06-02,True
NGL,NGL Energy Partners LP,"NGL Energy Partners LP engages in the transportation, storage, blending, and marketing of crude oil, natural gas liquids, refined products/renewables, and water solutions in the United States.",USD,9.97,9.97,2025-12-30,2.8,2025-04-16,64.5,10.26,2025-11-12,9.39,2025-12-26,8.5,295753,0.0389,,,2025-05-19,33.0,2.8,2025-04-16,2025-05-19,True
COHR,COHERENT CORP.,"Coherent Corp. develops, manufactures, and markets engineered materials, optoelectronic components and devices, and laser systems for the use in the industrial, communications, electronics, and instrumentation markets worldwide.",USD,186.81,186.81,2025-12-30,50.58,2025-04-04,62.9,198.5,2025-12-11,170.44,2025-12-17,14.1,4247293,0.0447,,,2025-05-01,27.0,52.12,2025-04-21,2025-05-01,True
IMMP,IMMUTEP Ltd,"Immutep Limited, a biotechnology company, engages in developing novel Lymphocyte Activation Gene-3 related immunotherapies for cancer and autoimmune diseases in Australia.",USD,2.93,2.93,2025-12-30,1.41,2025-04-10,61.9,5.21,2021-06-01,1.41,2025-04-10,72.9,1313080,0.0462,2025-05-05,25.0,2025-05-05,25.0,1.45,2025-04-16,2025-05-05,True
ARMN,Aris Mining Corp,"Aris Mining Corporation, together with its subsidiaries, engages in the acquisition, exploration, development, and operation of gold properties in Canada, Colombia, and Guyana.",USD,16.42,16.42,2025-12-30,3.4,2024-12-30,61.8,16.81,2025-12-26,,,,1779990,0.0362,,,2025-03-13,73.0,5.29,2025-04-29,2025-06-04,True
PTXKY,PT XLSMART Telecom Sejahtera Tbk/ADR,"PT XLSMART Telecom Sejahtera Tbk, together with its subsidiaries, provides telecommunication, telecommunications network, and multimedia services for consumers and businesses in Indonesia.",USD,4.83,4.83,2025-12-30,2.12,2025-04-11,61.6,4.89,2025-12-24,,,,2210,0.0879,,,2025-04-22,11.0,2.13,2025-04-30,2025-05-09,True
TSEM,TOWER SEMICONDUCTOR LTD,"Tower Semiconductor Ltd. , an independent semiconductor foundry, provides technology, development, and process platforms for integrated circuits in the United States, Japan, rest of Asia, and Europe.",USD,120.67,120.67,2025-12-30,29.65,2025-04-04,61.3,128.94,2025-12-11,112.59,2025-12-17,12.7,1552806,0.0357,,,2025-05-12,38.0,34.02,2025-04-16,2025-07-03,True
AA,Alcoa Corp,"Alcoa Corporation, together with its subsidiaries, engages in the bauxite mining, alumina refining, aluminum production, and energy generation business in Australia, Brazil, Canada, Iceland, Norway, Spain, the United States, and internationally.",USD,54.38,54.38,2025-12-30,22.36,2025-04-08,61.1,91.1,2022-03-24,22.36,2025-04-08,75.5,5793656,0.0355,2025-05-14,36.0,2025-05-14,36.0,23.08,2025-04-21,2025-07-01,True
SLV,iShares Silver Trust,The Trust seeks to reflect such performance before payment of the Trust's expenses and liabilities.,USD,68.98,68.98,2025-12-30,26.33,2024-12-31,60.8,71.12,2025-12-26,,,,52816470,0.029,,,2025-07-11,192.0,29.12,2025-05-02,2025-09-12,True
MU,MICRON TECHNOLOGY INC,"Micron Technology, Inc. designs, develops, manufactures, and sells memory and storage products in the United States, Taiwan, Singapore, Japan, Malaysia, China, India, and internationally.",USD,292.63,292.63,2025-12-30,64.59,2025-04-04,60.8,294.37,2025-12-29,,,,27549486,0.0406,,,2025-05-08,34.0,66.61,2025-04-21,2025-05-12,True
GH,"Guardant Health, Inc.","Guardant Health, Inc. , a precision oncology company, provides blood and tissue tests, and data sets in the United States and internationally.",USD,100.6,100.6,2025-12-30,30.44,2024-12-27,60.6,179.1,2021-02-12,16.07,2024-04-19,91.0,2108340,0.0401,2024-05-10,21.0,2025-01-21,25.0,37.05,2025-05-22,2025-06-05,True
ERAS,"Erasca, Inc.","Erasca, Inc. , a clinical-stage precision oncology company, focuses on discovering, developing, and commercializing therapies for patients with RAS/MAPK pathway-driven cancers.",USD,3.54,3.54,2025-12-30,1.06,2025-04-08,60.2,24.34,2021-09-02,1.06,2025-04-08,95.6,2357210,0.0442,2025-04-22,14.0,2025-04-22,14.0,1.08,2025-05-27,2025-05-29,True
CMPX,"Compass Therapeutics, Inc.","Compass Therapeutics, Inc. , a clinical-stage oncology-focused biopharmaceutical company, engages in the development of antibody-based therapeutics for the treatment of various human diseases in the United States.",USD,5.38,5.38,2025-12-30,1.4,2025-01-02,60.1,8.8,2021-04-16,0.8,2024-07-05,90.9,1936106,0.0384,2024-07-12,7.0,2025-01-08,6.0,1.69,2025-05-06,2025-06-05,True
FEIM,FREQUENCY ELECTRONICS INC,"Frequency Electronics, Inc. , together with its subsidiaries, engages in the design, development, manufacture, marketing, and sale of precision time and frequency control products and components for microwave integrated circuit applications.",USD,54.75,54.75,2025-12-30,13.98,2025-03-11,59.9,56.56,2025-12-24,,,,281753,0.0555,,,2025-04-24,44.0,16.57,2025-04-21,2025-06-17,True
CSIQ,Canadian Solar Inc.,"Canadian Solar Inc. , together with its subsidiaries, provides solar energy and battery energy storage products and solutions in Asia, the Americas, Europe, and internationally.",USD,23.79,23.79,2025-12-30,6.76,2025-04-08,59.8,64.15,2021-01-21,6.76,2025-04-08,89.5,4582766,0.0761,2025-04-24,16.0,2025-04-24,16.0,7.15,2025-04-15,2025-04-25,True
TTI,TETRA TECHNOLOGIES INC,"TETRA Technologies, Inc. , together with its subsidiaries, operates as an energy services and solutions company.",USD,9.34,9.34,2025-12-30,2.13,2025-04-08,59.7,9.4,2025-12-29,,,,2090183,0.0407,,,2025-04-30,22.0,2.29,2025-04-14,2025-05-12,True
HL,HECLA MINING CO/DE/,"Hecla Mining Company, together with its subsidiaries, provides precious and base metals in the United States, Canada, Japan, Korea, and China.",USD,19.49,19.49,2025-12-30,4.53,2025-05-02,59.0,20.55,2025-12-22,19.2,2025-12-29,6.6,22442593,0.048,,,2025-06-04,33.0,4.53,2025-05-02,2025-06-04,True
EWTX,"Edgewise Therapeutics, Inc.","Edgewise Therapeutics, Inc. , a biopharmaceutical company, discovers, develops, and commercializes therapies for the treatment of muscle disorders.",USD,24.54,24.54,2025-12-30,11.42,2025-04-11,58.9,36.62,2024-11-06,11.42,2025-04-11,68.8,1730436,0.062,2025-04-24,13.0,2025-04-24,13.0,12.33,2025-04-14,2025-04-30,True
BEIGF,BeOne Medicines Ltd.,"BeOne Medicines AG, an oncology company, engages in discovering and developing various treatments for cancer patients in the United States, China, Europe, and internationally.",USD,25.29,25.29,2025-12-30,13.68,2024-12-27,58.6,25.29,2025-11-10,25.29,2025-11-10,0.0,0,0.0562,,,2025-03-31,94.0,15.95,2025-04-14,2025-11-06,True
AEO,AMERICAN EAGLE OUTFITTERS INC,"American Eagle Outfitters, Inc.",USD,26.69,26.69,2025-12-30,9.12,2025-06-13,58.5,33.26,2021-04-23,8.94,2022-09-30,73.1,9074820,0.0331,2022-11-15,46.0,2025-07-28,45.0,9.12,2025-06-13,2025-07-28,True
SQM,CHEMICAL & MINING CO OF CHILE INC,Sociedad Química y Minera de Chile S.,USD,68.98,68.98,2025-12-30,30.03,2025-06-02,58.5,99.06,2022-09-14,30.03,2025-06-02,69.7,1611833,0.0302,2025-07-10,38.0,2025-07-10,38.0,30.03,2025-06-02,2025-07-10,True
ADTTF,ADVANTEST CORP,"Advantest Corporation, together with its subsidiaries, manufactures and sells semiconductors, component test systems, and mechatronics-related products in Japan, rest of Asia, the Americas, and Europe.",USD,126.47,126.47,2025-12-30,38.0,2025-04-04,58.2,150.0,2025-10-31,117.88,2025-11-25,21.4,453,0.0609,,,2025-06-10,67.0,42.0,2025-04-14,2025-06-10,True
BBNX,"Beta Bionics, Inc.","Beta Bionics, Inc. , a commercial-stage medical device company, engages in the design, development, and commercialization of solutions to enhance the health and quality of life of insulin-requiring people with diabetes.",USD,31.97,31.97,2025-12-30,9.71,2025-04-08,58.2,31.97,2025-12-30,,,,844946,0.04,,,2025-05-07,29.0,10.05,2025-04-21,2025-05-07,True
PSLV,Sprott Physical Silver Trust,"""Sprott Physical Silver Trust"".",USD,25.22,25.22,2025-12-30,9.65,2024-12-31,58.2,26.04,2025-12-26,,,,11612510,0.0293,,,2025-07-10,191.0,10.76,2025-05-02,2025-09-08,True
TEO,TELECOM ARGENTINA SA,Telecom Argentina S. A.,USD,11.5,11.5,2025-12-30,6.52,2025-09-18,58.0,14.18,2025-01-03,6.52,2025-09-18,54.0,198416,0.0497,2025-10-27,39.0,2025-10-27,39.0,6.52,2025-09-18,2025-10-27,True
PVLA,"PALVELLA THERAPEUTICS, INC.","Palvella Therapeutics, Inc. , a clinical-stage biopharmaceutical company, focuses on developing and commercializing novel therapies to treat patients serious and rare genetic skin diseases.",USD,99.88,99.88,2025-12-30,12.0,2024-12-27,58.0,468.0,2021-09-17,6.53,2024-07-11,98.6,303913,0.0467,2024-07-24,13.0,2025-02-10,45.0,20.51,2025-06-18,2025-07-10,True
GSAT,"Globalstar, Inc.","Globalstar, Inc. provides mobile satellite services in the United States, Canada, Europe, Central and South America, and internationally.",USD,61.72,61.72,2025-12-30,17.59,2025-05-09,57.6,73.68,2025-12-11,56.91,2025-12-17,22.8,799656,0.0534,,,2025-06-16,38.0,17.59,2025-05-09,2025-06-16,True
IMOS,CHIPMOS TECHNOLOGIES INC,"ChipMOS TECHNOLOGIES INC. engages in the research and development, manufacture, and sale of integrated circuits, and related assembly and testing services in Taiwan, Japan, the People's Republic of China, Singapore, and internationally.",USD,30.46,30.46,2025-12-30,13.13,2025-04-10,57.5,34.79,2021-09-03,13.13,2025-04-10,62.3,15043,0.0377,2025-05-05,25.0,2025-05-05,25.0,14.45,2025-04-21,2025-06-06,True
CIEN,CIENA CORP,"Ciena Corporation, a network technology company, provides hardware, software, and services for various network operators in the Americas, Europe, the Middle East, Africa, the Asia Pacific, Japan, and India.",USD,238.36,238.36,2025-12-30,53.5,2025-04-04,57.1,242.37,2025-12-11,203.9,2025-12-17,15.9,3285496,0.0361,,,2025-05-01,27.0,57.84,2025-04-21,2025-05-12,True
RLAY,"Relay Therapeutics, Inc.","Relay Therapeutics, Inc. operates as a clinical-stage precision medicines company.",USD,8.35,8.35,2025-12-30,2.0,2025-04-04,57.0,61.53,2021-01-22,2.0,2025-04-04,96.7,2170060,0.0459,2025-04-15,11.0,2025-04-15,11.0,2.57,2025-04-14,2025-06-06,True
XPEL,"XPEL, Inc.","XPEL, Inc. manufactures, installs, sells, and distributes protective films, coatings and related services.",USD,52.12,52.12,2025-12-30,24.72,2025-04-08,56.8,101.4,2021-07-23,24.72,2025-04-08,75.6,278423,0.0191,2025-05-06,28.0,2025-05-06,28.0,25.84,2025-04-17,2025-05-07,True
ZYME,Zymeworks Inc.,"Zymeworks Inc. , a clinical-stage biotechnology company, discovers, develops, and commercializes biotherapeutics for the treatment of cancer, and autoimmune and inflammatory diseases (AIID).",USD,26.54,26.54,2025-12-30,9.44,2025-04-10,56.7,56.81,2021-01-08,4.65,2022-09-07,91.8,1350613,0.0441,2022-09-30,23.0,2025-04-23,13.0,10.94,2025-04-15,2025-07-17,True
KYTX,"Kyverna Therapeutics, Inc.","Kyverna Therapeutics, Inc. , a clinical-stage biopharmaceutical company, focuses on developing cell therapies for patients with autoimmune diseases.",USD,9.35,9.35,2025-12-30,1.83,2025-04-16,56.6,30.1,2024-02-09,1.83,2025-04-16,93.9,2102173,0.0918,2025-05-20,34.0,2025-05-20,34.0,1.83,2025-04-16,2025-05-20,True
ORKA,"Oruka Therapeutics, Inc.","Oruka Therapeutics, Inc. , a clinical-stage biopharmaceutical company, focuses on developing novel monoclonal antibody therapeutics for psoriasis (PsO), and other inflammatory and immunology (I&I) indications.",USD,29.12,29.12,2025-12-30,6.78,2025-04-08,56.4,34.21,2021-02-11,6.78,2025-04-08,80.2,596183,0.0408,2025-04-17,9.0,2025-04-17,9.0,8.14,2025-04-14,2025-05-02,True
TEVA,TEVA PHARMACEUTICAL INDUSTRIES LTD,"Teva Pharmaceutical Industries Limited develops, manufactures, markets, and distributes generic and other medicines, and biopharmaceutical products in the United States, Europe, Israel, and internationally.",USD,31.34,31.34,2025-12-30,12.82,2025-04-10,56.2,31.89,2025-12-26,,,,9562953,0.0277,,,2025-05-07,27.0,13.31,2025-04-21,2025-05-07,True
LQDA,Liquidia Corp,"Liquidia Corporation, a biopharmaceutical company, develops, manufactures, and commercializes various products for unmet patient needs in the United States.",USD,34.43,34.43,2025-12-30,11.36,2025-01-14,56.1,35.79,2025-12-24,,,,1412276,0.0359,,,2025-02-04,21.0,12.0,2025-07-01,2025-07-22,True
MAZE,"Maze Therapeutics, Inc.","Maze Therapeutics, Inc. , a clinical stage biopharmaceutical company, develops small molecule precision medicines for the treatment of renal, cardiovascular, related metabolic diseases, and obesity in the United States.",USD,40.05,40.05,2025-12-30,7.57,2025-04-08,55.2,42.6,2025-12-04,38.4,2025-12-17,9.9,446950,0.0325,,,2025-04-22,14.0,7.7,2025-04-24,2025-05-01,True
IMVT,"Immunovant, Inc.","Immunovant, Inc. , a clinical-stage immunology company, develops monoclonal antibodies for the treatment of autoimmune diseases.",USD,25.35,25.35,2025-12-30,13.31,2025-04-08,55.1,49.78,2020-12-24,3.38,2022-06-16,93.2,1713513,0.0363,2022-07-20,34.0,2025-07-10,93.0,13.78,2025-05-14,2025-07-11,True
DYN,"Dyne Therapeutics, Inc.","Dyne Therapeutics, Inc. , a clinical-stage neuromuscular disease company, focuses on discovering and developing therapeutics for neuromuscular diseases in the United States.",USD,19.2,19.2,2025-12-30,6.81,2025-04-08,53.6,47.04,2024-08-21,6.81,2025-04-08,85.5,2984560,0.0664,2025-04-21,13.0,2025-04-21,13.0,7.47,2025-04-14,2025-04-22,True
OMCL,"OMNICELL, INC.","Omnicell, Inc. , together with its subsidiaries, provides medication management solutions and adherence tools for healthcare systems and pharmacies the United States and internationally.",USD,45.92,45.92,2025-12-30,24.63,2025-05-07,53.3,183.62,2021-11-23,24.63,2025-05-07,86.6,574583,0.0272,2025-08-22,107.0,2025-08-22,107.0,24.63,2025-05-07,2025-08-22,True
ZIM,ZIM Integrated Shipping Services Ltd.,ZIM Integrated Shipping Services Ltd.,USD,21.01,21.01,2025-12-30,11.21,2025-04-08,53.2,26.6,2022-03-22,4.08,2023-11-28,84.7,5334213,0.0324,2023-12-15,17.0,2025-04-30,22.0,12.4,2025-04-21,2025-05-13,True
YPF,YPF SOCIEDAD ANONIMA,"YPF Sociedad Anónima, an energy company, engages in the oil and gas upstream and downstream activities in Argentina.",USD,36.08,36.08,2025-12-30,23.57,2025-10-01,53.1,46.03,2025-01-07,23.57,2025-10-01,48.8,1366723,0.0369,2025-10-27,26.0,2025-10-27,26.0,23.57,2025-10-01,2025-10-27,True
CFLT,"Confluent, Inc.","Confluent, Inc. operates a data streaming platform in the United States and internationally.",USD,30.13,30.13,2025-12-30,15.91,2025-08-11,52.8,93.6,2021-11-05,15.91,2025-08-11,83.0,14593716,0.0412,2025-10-06,56.0,2025-10-06,56.0,15.91,2025-08-11,2025-10-06,True
NPCE,NeuroPace Inc,"NeuroPace, Inc. operates as a medical device company in the United States.",USD,15.47,15.47,2025-12-30,8.25,2025-08-19,52.6,26.5,2021-04-27,1.29,2022-12-28,95.1,232336,0.0517,2023-01-10,13.0,2025-10-03,45.0,8.25,2025-08-19,2025-10-03,True
CPAC,CEMENTOS PACASMAYO SAA,Cementos Pacasmayo S. A.,USD,10.56,10.56,2025-12-30,5.1,2025-04-11,52.6,10.64,2025-12-16,10.21,2025-12-23,4.0,145366,0.0567,,,2025-08-29,140.0,5.32,2025-04-14,2025-09-15,True
INDV,INDIVIOR PLC,"Indivior PLC, together with its subsidiaries, develops, manufactures, and sells buprenorphine-based prescription drugs for the treatment of opioid dependence and related disorders in the United States, Europe, Canada, Australia, and internationally.",USD,35.73,35.73,2025-12-30,8.25,2025-02-24,52.3,36.6,2025-12-08,35.21,2025-12-19,3.8,2860453,0.0252,,,2025-04-24,59.0,8.81,2025-04-21,2025-04-25,True
RIGL,RIGEL PHARMACEUTICALS INC,"Rigel Pharmaceuticals, Inc. , a biotechnology company, engages in discovering, developing, and providing therapies that enhance the lives of patients with hematologic disorders and cancer.",USD,42.83,42.83,2025-12-30,16.25,2025-01-08,52.1,50.96,2025-11-26,40.78,2025-12-12,20.0,589966,0.0549,,,2025-01-21,13.0,16.49,2025-04-16,2025-06-06,True
LAR,Lithium Argentina AG,"Lithium Argentina AG, a resource and materials company, focuses on advancing lithium projects in Argentina.",USD,5.49,5.49,2025-12-30,1.73,2025-05-30,52.1,16.49,2021-11-29,1.73,2025-05-30,89.5,3276233,0.0593,2025-07-02,33.0,2025-07-02,33.0,1.73,2025-05-30,2025-07-02,True
TGS,GAS TRANSPORTER OF THE SOUTH INC,Transportadora de Gas del Sur S.,USD,30.92,30.92,2025-12-30,20.12,2025-09-18,52.0,33.25,2025-01-07,20.12,2025-09-18,39.5,160706,0.047,2025-10-27,39.0,2025-10-27,39.0,20.12,2025-09-18,2025-10-27,True
KALU,KAISER ALUMINUM CORP,"Kaiser Aluminum Corporation, together with its subsidiaries, manufactures and sells semi-fabricated specialty aluminum mill products.",USD,118.11,118.11,2025-12-30,48.75,2025-04-08,52.0,118.11,2025-12-30,,,,188716,0.0308,,,2025-04-29,21.0,52.09,2025-04-21,2025-05-02,True
TVTX,"Travere Therapeutics, Inc.","Travere Therapeutics, Inc. , a biopharmaceutical company, identifies, develops, and delivers therapies to people living with rare kidney and metabolic diseases in the United States.",USD,37.68,37.68,2025-12-30,13.49,2025-04-10,52.0,40.28,2025-12-24,,,,1649910,0.0377,,,2025-04-24,14.0,14.09,2025-06-17,2025-08-15,True
SPHR,Sphere Entertainment Co.,Sphere Entertainment Co. operates as a live entertainment and media company in the United States.,USD,96.76,96.76,2025-12-30,24.28,2025-04-21,51.9,96.76,2025-12-30,,,,767480,0.0261,,,2025-05-08,17.0,24.28,2025-04-21,2025-05-08,True
REAL,"TheRealReal, Inc.","The RealReal, Inc. operates an online marketplace for resale luxury goods worldwide.",USD,16.08,16.08,2025-12-30,4.79,2025-06-30,51.1,28.73,2021-02-17,1.03,2023-05-02,96.4,2793593,0.054,2023-05-08,6.0,2025-07-22,22.0,4.79,2025-06-30,2025-07-22,True
ANAB,"ANAPTYSBIO, INC","AnaptysBio, Inc. , a clinical-stage biotechnology company, focuses in delivering immunology therapeutics.",USD,48.23,48.23,2025-12-30,12.38,2025-02-11,50.9,50.91,2025-12-29,,,,513866,0.0339,,,2025-02-12,1.0,17.86,2025-04-14,2025-06-03,True
NRC,NATIONAL RESEARCH CORP,National Research Corporation provides analytics and insights that facilitate measurement and improvement of the patient and employee experience.,USD,18.65,18.65,2025-12-30,9.88,2025-04-21,50.5,48.65,2021-08-23,9.88,2025-04-21,79.7,91026,0.0289,2025-05-08,17.0,2025-05-08,17.0,9.88,2025-04-21,2025-05-08,True
PAM,Pampa Energy Inc.,Pampa Energía S. A.,USD,87.59,87.59,2025-12-30,56.55,2025-09-18,50.4,94.88,2025-01-10,56.55,2025-09-18,40.4,142206,0.0365,2025-10-27,39.0,2025-10-27,39.0,56.55,2025-09-18,2025-10-27,True
NESR,National Energy Services Reunited Corp.,National Energy Services Reunited Corp.,USD,15.63,15.63,2025-12-30,5.49,2025-04-08,50.4,15.63,2025-12-30,,,,889033,0.0303,,,2025-07-29,112.0,5.54,2025-06-05,2025-08-19,True
LUNR,"Intuitive Machines, Inc.","Intuitive Machines, Inc. designs, manufactures, and operates space products and services in the United States.",USD,15.94,15.94,2025-12-30,6.48,2025-03-11,50.2,81.99,2023-02-22,2.11,2024-01-04,97.4,8874080,0.0695,2024-01-10,6.0,2025-03-24,13.0,7.04,2025-04-21,2025-05-02,True
WILC,G WILLI FOOD INTERNATIONAL LTD,G. Willi-Food International Ltd.,USD,28.97,28.97,2025-12-30,13.85,2025-04-10,50.0,29.32,2025-12-26,,,,16326,0.0172,,,2025-06-30,81.0,14.13,2025-04-14,2025-06-30,True
GMED,GLOBUS MEDICAL INC,"Globus Medical, Inc. , a medical device company, develops and commercializes healthcare solutions for patients with musculoskeletal disorders in the United States and internationally.",USD,87.91,87.91,2025-12-30,51.89,2025-07-21,49.9,93.32,2025-01-22,51.89,2025-07-21,44.4,1487140,0.0421,2025-11-07,109.0,2025-11-07,109.0,51.89,2025-07-21,2025-11-07,True
ENTA,ENANTA PHARMACEUTICALS INC,"Enanta Pharmaceuticals, Inc. , a biotechnology company, discovers and develops small molecule drugs for virology and immunology indications.",USD,15.9,15.9,2025-12-30,4.26,2025-04-10,49.9,97.37,2021-11-05,4.26,2025-04-10,95.6,365610,0.0318,2025-04-23,13.0,2025-04-23,13.0,4.93,2025-04-14,2025-06-03,True
HLF,HERBALIFE LTD.,"Herbalife Ltd. , together with its subsidiaries, provides health and wellness products in North America, Mexico, South and Central America, Europe, the Middle East, Africa, China, and the Asia Pacific.",USD,12.84,12.84,2025-12-30,5.11,2025-02-12,49.7,58.2,2021-02-10,5.11,2025-02-12,91.2,2365926,0.0431,2025-02-20,8.0,2025-02-20,8.0,6.24,2025-04-16,2025-06-10,True
WBD,"Warner Bros. Discovery, Inc.","Warner Bros. Discovery, Inc.",USD,28.94,28.94,2025-12-30,7.69,2025-04-08,49.6,77.27,2021-03-19,6.71,2024-08-12,91.3,59172273,0.0252,2024-11-07,87.0,2025-05-28,50.0,7.92,2025-04-16,2025-06-11,True
DVAX,DYNAVAX TECHNOLOGIES CORP,"Dynavax Technologies Corporation, a commercial stage biopharmaceutical company, focuses on developing and commercializing vaccines in the United States and internationally.",USD,15.37,15.37,2025-12-30,9.36,2025-09-15,49.5,20.94,2021-11-03,7.45,2022-05-11,64.4,3064250,0.044,2022-05-16,5.0,2025-12-24,100.0,9.36,2025-09-15,2025-12-24,True
LBRT,Liberty Energy Inc.,"Liberty Energy Inc. provides hydraulic fracturing services and related technologies to onshore oil and natural gas exploration, and production companies in North America.",USD,18.69,18.69,2025-12-30,9.81,2025-04-08,49.4,23.83,2024-05-31,9.81,2025-04-08,58.8,3419653,0.0453,2025-06-11,64.0,2025-06-11,64.0,9.97,2025-09-09,2025-10-06,True
CRESY,CRESUD INC,"Cresud Sociedad Anónima, Comercial, Inmobiliaria, Financiera y Agropecuaria, an agricultural company, engages in the production of agricultural commodities in Brazil and other Latin American countries.",USD,12.65,12.65,2025-12-30,7.88,2025-09-12,49.3,13.11,2024-12-11,7.88,2025-09-12,39.9,280575,0.0398,2025-10-27,45.0,2025-10-27,45.0,7.88,2025-09-12,2025-10-27,True
ATEC,"Alphatec Holdings, Inc.","Alphatec Holdings, Inc. , a medical technology company, designs, develops, and advances technologies for the surgical treatment of spinal disorders in the United States and internationally.",USD,20.86,20.86,2025-12-30,9.06,2025-01-02,49.3,22.59,2025-11-26,19.57,2025-12-17,13.4,1992813,0.0283,,,2025-01-29,27.0,9.91,2025-04-15,2025-05-16,True
AIP,"Arteris, Inc.","Arteris, Inc. , together with its subsidiaries, provides semiconductor system intellectual property solutions in the United States, rest of the Americas, China, Korea, the rest of the Asia Pacific, Europe, and the Middle East.",USD,15.61,15.61,2025-12-30,5.59,2025-04-08,48.7,27.16,2021-11-30,3.36,2022-12-14,87.6,574330,0.0617,2022-12-21,7.0,2025-05-08,30.0,5.82,2025-04-17,2025-05-12,True
JBHT,HUNT J B TRANSPORT SERVICES INC,J. B.,USD,196.21,196.21,2025-12-30,123.62,2025-04-16,48.3,214.67,2024-02-15,123.62,2025-04-16,42.4,1195916,0.0303,2025-10-16,183.0,2025-10-16,183.0,123.62,2025-04-16,2025-10-16,True
ALM,Almonty Industries Inc.,"Almonty Industries Inc. engages in mining, processing, and shipping of tungsten concentrate.",USD,8.89,8.89,2025-12-30,1.4,2024-12-27,48.2,9.96,2025-10-14,5.59,2025-11-21,43.9,2574390,0.0601,2025-12-08,17.0,2025-01-29,33.0,3.42,2025-07-29,2025-08-12,True
MAAS,Maase Inc.,Maase Inc. provides technological intelligence and capital investment services in China.,USD,5.05,5.05,2025-12-30,2.53,2025-06-18,48.1,575.4,2024-03-12,2.53,2025-06-18,99.6,35026,0.047,2025-06-23,5.0,2025-06-23,5.0,2.53,2025-06-18,2025-06-23,True
