date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PCG-PC')","('high', 'PCG-PC')","('low', 'PCG-PC')","('close', 'PCG-PC')","('adj_close', 'PCG-PC')","('volume', 'PCG-PC')","('currency', '')"
2025-12-24,19.125,19.125,18.850000381469727,18.850000381469727,18.850000381469727,2,,,,,,,,
,PCG-PC,PCG-PC,PCG-PC,PCG-PC,PCG-PC,PCG-PC,,,,,,,,
