date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'OBICY')","('high', 'OBICY')","('low', 'OBICY')","('close', 'OBICY')","('adj_close', 'OBICY')","('volume', 'OBICY')","('currency', '')"
2025-09-16,18.527999877929688,18.8799991607666,18.239999771118164,18.600000381469727,18.600000381469727,241146,,,,,,,,
2025-09-17,18.565000534057617,18.8799991607666,18.350000381469727,18.350000381469727,18.350000381469727,59324,,,,,,,,
2025-09-18,18.239999771118164,18.8700008392334,18.239999771118164,18.790000915527344,18.790000915527344,39723,,,,,,,,
2025-09-19,18.239999771118164,18.850000381469727,17.760000228881836,18.0,18.0,195065,,,,,,,,
2025-09-22,18.3700008392334,18.799999237060547,18.15999984741211,18.799999237060547,18.799999237060547,63914,,,,,,,,
2025-09-23,18.31999969482422,18.579999923706055,18.167499542236328,18.299999237060547,18.299999237060547,12119,,,,,,,,
2025-09-24,17.770000457763672,18.59000015258789,17.770000457763672,18.299999237060547,18.299999237060547,42191,,,,,,,,
2025-09-25,17.600000381469727,18.25,17.25,17.549999237060547,17.549999237060547,29230,,,,,,,,
2025-09-26,17.670000076293945,17.780000686645508,17.39299964904785,17.780000686645508,17.780000686645508,16645,,,,,,,,
2025-09-29,17.770000457763672,17.770000457763672,17.350000381469727,17.399999618530273,17.399999618530273,16003,,,,,,,,
2025-09-30,17.780000686645508,17.780000686645508,17.06999969482422,17.15999984741211,17.15999984741211,83907,,,,,,,,
2025-10-01,17.309999465942383,17.350000381469727,17.149999618530273,17.18000030517578,17.18000030517578,27648,,,,,,,,
2025-10-02,16.799999237060547,16.81999969482422,16.71500015258789,16.719999313354492,16.719999313354492,7684,,,,,,,,
2025-10-03,16.94499969482422,17.1200008392334,16.79010009765625,16.79010009765625,16.79010009765625,29620,,,,,,,,
2025-10-06,17.020000457763672,17.25,16.969999313354492,17.15999984741211,17.15999984741211,41306,,,,,,,,
2025-10-07,17.209999084472656,17.246999740600586,16.650100708007812,16.650100708007812,16.650100708007812,7763,,,,,,,,
2025-10-08,16.430999755859375,16.5,16.43000030517578,16.5,16.5,9987,,,,,,,,
2025-10-09,16.68000030517578,17.003999710083008,16.479999542236328,16.530000686645508,16.530000686645508,51173,,,,,,,,
2025-10-10,16.63249969482422,17.18000030517578,16.29800033569336,16.459999084472656,16.459999084472656,16480,,,,,,,,
2025-10-13,16.415000915527344,16.56999969482422,16.3700008392334,16.510000228881836,16.510000228881836,37313,,,,,,,,
2025-10-14,16.290000915527344,16.530000686645508,16.290000915527344,16.3700008392334,16.3700008392334,43840,,,,,,,,
2025-10-15,16.405000686645508,16.59000015258789,16.360000610351562,16.59000015258789,16.59000015258789,34718,,,,,,,,
2025-10-16,15.579999923706055,16.290000915527344,15.579999923706055,16.256000518798828,16.256000518798828,56449,,,,,,,,
2025-10-17,16.1825008392334,16.40999984741211,16.110000610351562,16.399999618530273,16.399999618530273,40072,,,,,,,,
2025-10-20,16.989999771118164,16.989999771118164,16.290000915527344,16.357999801635742,16.357999801635742,28810,,,,,,,,
2025-10-21,16.086000442504883,16.530000686645508,16.086000442504883,16.43000030517578,16.43000030517578,82782,,,,,,,,
2025-10-22,16.780000686645508,17.15999984741211,16.3700008392334,16.450000762939453,16.450000762939453,63698,,,,,,,,
2025-10-23,16.606000900268555,16.649999618530273,16.549999237060547,16.56999969482422,16.56999969482422,29479,,,,,,,,
2025-10-24,15.890000343322754,16.639999389648438,15.890000343322754,16.639999389648438,16.639999389648438,46584,,,,,,,,
2025-10-27,17.20199966430664,17.20199966430664,16.79400062561035,16.889999389648438,16.889999389648438,71111,,,,,,,,
2025-10-28,16.635000228881836,17.790000915527344,16.190000534057617,17.100000381469727,17.100000381469727,39252,,,,,,,,
2025-10-29,15.720000267028809,16.0,15.420000076293945,15.600000381469727,15.600000381469727,31702,,,,,,,,
2025-10-30,14.859999656677246,15.949999809265137,14.859999656677246,15.350000381469727,15.350000381469727,63574,,,,,,,,
2025-10-31,15.449999809265137,16.1299991607666,15.390000343322754,15.484000205993652,15.484000205993652,81490,,,,,,,,
2025-11-03,15.5,15.670000076293945,15.430000305175781,15.460000038146973,15.460000038146973,60136,,,,,,,,
2025-11-04,15.494999885559082,16.09000015258789,15.460000038146973,16.079999923706055,16.079999923706055,63710,,,,,,,,
2025-11-05,15.854999542236328,16.09000015258789,15.630000114440918,15.680000305175781,15.680000305175781,51313,,,,,,,,
2025-11-06,15.649999618530273,15.899999618530273,15.430000305175781,15.880000114440918,15.880000114440918,100600,,,,,,,,
2025-11-07,16.18000030517578,16.18000030517578,16.050100326538086,16.139999389648438,16.139999389648438,41427,,,,,,,,
2025-11-10,15.90999984741211,16.010000228881836,15.819999694824219,16.010000228881836,16.010000228881836,120513,,,,,,,,
2025-11-11,15.380000114440918,16.6200008392334,15.380000114440918,16.0,16.0,123091,,,,,,,,
2025-11-12,15.350099563598633,16.079999923706055,15.350099563598633,15.949999809265137,15.949999809265137,64247,,,,,,,,
2025-11-13,15.390000343322754,16.1200008392334,15.390000343322754,15.960000038146973,15.960000038146973,92465,,,,,,,,
2025-11-14,16.200000762939453,16.219999313354492,16.107500076293945,16.149999618530273,16.149999618530273,276971,,,,,,,,
2025-11-17,16.724000930786133,16.724000930786133,16.049999237060547,16.229999542236328,16.229999542236328,351144,,,,,,,,
2025-11-18,15.925000190734863,15.960000038146973,15.880000114440918,15.9399995803833,15.9399995803833,144627,,,,,,,,
2025-11-19,15.350099563598633,16.56999969482422,15.350099563598633,16.0,16.0,101072,,,,,,,,
2025-11-20,15.604999542236328,16.5,15.510000228881836,15.670000076293945,15.670000076293945,426049,,,,,,,,
2025-11-21,16.5575008392334,16.81999969482422,16.520000457763672,16.739999771118164,16.739999771118164,390391,,,,,,,,
2025-11-24,17.440000534057617,17.440000534057617,16.200000762939453,16.670000076293945,16.670000076293945,134028,,,,,,,,
2025-11-25,16.520000457763672,16.790000915527344,16.3799991607666,16.549999237060547,16.549999237060547,893385,,,,,,,,
2025-11-26,15.899999618530273,16.790000915527344,15.899999618530273,16.6200008392334,16.6200008392334,102781,,,,,,,,
2025-11-28,15.779999732971191,16.039899826049805,15.600000381469727,15.989999771118164,15.989999771118164,80969,,,,,,,,
2025-12-01,16.03499984741211,16.200000762939453,16.03499984741211,16.139999389648438,16.139999389648438,155232,,,,,,,,
2025-12-02,16.100000381469727,16.309999465942383,16.100000381469727,16.170000076293945,16.170000076293945,184654,,,,,,,,
2025-12-03,16.1200008392334,16.540000915527344,16.100000381469727,16.139999389648438,16.139999389648438,286952,,,,,,,,
2025-12-04,15.819999694824219,16.43000030517578,15.819999694824219,16.209999084472656,16.209999084472656,134369,,,,,,,,
2025-12-05,15.970000267028809,16.110000610351562,15.970000267028809,16.06999969482422,16.06999969482422,436904,,,,,,,,
2025-12-08,15.989999771118164,16.350000381469727,15.930000305175781,16.010000228881836,16.010000228881836,555980,,,,,,,,
2025-12-09,15.430100440979004,16.155000686645508,15.430100440979004,15.850000381469727,15.850000381469727,419995,,,,,,,,
2025-12-10,16.246000289916992,16.246000289916992,15.649999618530273,15.930000305175781,15.930000305175781,242439,,,,,,,,
2025-12-11,15.430100440979004,16.690000534057617,15.430100440979004,15.8100004196167,15.8100004196167,125232,,,,,,,,
2025-12-12,15.795000076293945,15.795000076293945,15.640000343322754,15.699999809265137,15.699999809265137,149570,,,,,,,,
2025-12-15,15.430000305175781,16.357999801635742,15.430000305175781,15.9399995803833,15.9399995803833,201703,,,,,,,,
2025-12-16,15.430000305175781,16.204999923706055,15.430000305175781,15.90999984741211,15.90999984741211,159286,,,,,,,,
2025-12-17,15.61400032043457,15.670000076293945,15.430000305175781,15.630000114440918,15.630000114440918,69533,,,,,,,,
2025-12-18,15.430100440979004,15.800000190734863,15.430000305175781,15.710000038146973,15.710000038146973,80161,,,,,,,,
2025-12-19,16.261999130249023,16.261999130249023,15.637999534606934,15.859999656677246,15.859999656677246,153975,,,,,,,,
2025-12-22,15.477499961853027,15.59000015258789,15.460000038146973,15.489999771118164,15.489999771118164,224422,,,,,,,,
2025-12-23,15.490099906921387,15.859999656677246,15.490099906921387,15.789999961853027,15.789999961853027,128570,,,,,,,,
2025-12-24,15.699999809265137,15.770000457763672,15.699999809265137,15.699999809265137,15.699999809265137,37229,,,,,,,,
2025-12-26,15.760000228881836,16.769899368286133,15.720000267028809,15.720000267028809,15.720000267028809,124347,,,,,,,,
2025-12-29,15.15999984741211,15.789999961853027,15.15999984741211,15.640000343322754,15.640000343322754,590717,,,,,,,,
,OBICY,OBICY,OBICY,OBICY,OBICY,OBICY,,,,,,,,
