date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'LPGCY')","('high', 'LPGCY')","('low', 'LPGCY')","('close', 'LPGCY')","('adj_close', 'LPGCY')","('volume', 'LPGCY')","('currency', '')"
2025-07-10,15.5,15.5,13.020000457763672,13.020000457763672,12.886415481567383,308,,,,,,,,
2025-07-11,11.489999771118164,11.489999771118164,11.489999771118164,11.489999771118164,11.372112274169922,143,,,,,,,,
2025-07-21,11.819999694824219,11.819999694824219,11.819999694824219,11.819999694824219,11.698726654052734,100,,,,,,,,
2025-07-24,10.25,10.25,10.25,10.25,10.144835472106934,100,,,,,,,,
2025-07-29,9.225000381469727,9.600000381469727,9.225000381469727,9.600000381469727,9.501504898071289,218,,,,,,,,
2025-07-31,9.5,9.529999732971191,9.5,9.529999732971191,9.432222366333008,255,,,,,,,,
2025-08-11,10.119999885559082,10.119999885559082,9.630000114440918,9.630000114440918,9.531196594238281,331,,,,,,,,
2025-08-20,10.34000015258789,10.34000015258789,10.34000015258789,10.34000015258789,10.233911514282227,227,,,,,,,,
2025-08-21,10.069999694824219,10.069999694824219,9.9399995803833,9.9399995803833,9.83801555633545,580,,,,,,,,
2025-08-22,9.699999809265137,9.699999809265137,9.510000228881836,9.510000228881836,9.41242790222168,307,,,,,,,,
2025-08-25,9.510000228881836,9.510000228881836,9.510000228881836,9.510000228881836,9.41242790222168,3200,,,,,,,,
2025-08-26,10.119999885559082,10.119999885559082,10.119999885559082,10.119999885559082,10.016168594360352,206,,,,,,,,
2025-08-27,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,9.254069328308105,1500,,,,,,,,
2025-09-02,9.979999542236328,10.020000457763672,9.979999542236328,10.020000457763672,9.917195320129395,200,,,,,,,,
2025-09-04,10.0600004196167,10.0600004196167,10.020000457763672,10.020000457763672,9.917195320129395,1570,,,,,,,,
2025-09-08,10.0,10.0,10.0,10.0,9.89739990234375,200,,,,,,,,
2025-09-09,11.345499992370605,11.470000267028809,10.579999923706055,10.579999923706055,10.47144889831543,865,,,,,,,,
2025-09-11,9.640000343322754,9.640000343322754,9.640000343322754,9.640000343322754,9.541093826293945,638,,,,,,,,
2025-09-15,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.748939514160156,1100,,,,,,,,
2025-09-16,9.329999923706055,9.329999923706055,9.300000190734863,9.300000190734863,9.204582214355469,600,,,,,,,,
2025-09-18,9.100000381469727,9.100000381469727,9.020000457763672,9.020000457763672,8.927454948425293,3130,,,,,,,,
2025-10-08,8.831999778747559,9.029999732971191,8.831999778747559,9.029999732971191,8.937352180480957,300,,,,,,,,
2025-10-13,8.96500015258789,8.96500015258789,8.96500015258789,8.96500015258789,8.873019218444824,707,,,,,,,,
2025-10-23,9.0,9.0,9.0,9.0,8.907660484313965,558,,,,,,,,
2025-11-10,8.255000114440918,8.255000114440918,8.255000114440918,8.255000114440918,8.170304298400879,100,,,,,,,,
2025-11-18,9.170000076293945,9.170000076293945,9.170000076293945,9.170000076293945,9.075916290283203,505,,,,,,,,
2025-11-20,9.119999885559082,11.399999618530273,9.119999885559082,9.119999885559082,9.026429176330566,264,,,,,,,,
2025-11-21,8.387999534606934,8.387999534606934,8.387999534606934,8.387999534606934,8.387999534606934,142,,,,,,,,
2025-11-24,8.569999694824219,8.569999694824219,8.569999694824219,8.569999694824219,8.569999694824219,133,,,,,,,,
2025-11-25,8.6899995803833,12.734000205993652,8.670000076293945,9.069999694824219,9.069999694824219,1073,,,,,,,,
2025-11-26,8.739999771118164,8.739999771118164,8.739999771118164,8.739999771118164,8.739999771118164,36107,,,,,,,,
2025-12-01,9.3100004196167,9.319999694824219,9.3100004196167,9.319999694824219,9.319999694824219,217,,,,,,,,
2025-12-04,9.130000114440918,9.130000114440918,8.88700008392334,9.100000381469727,9.100000381469727,1169,,,,,,,,
2025-12-08,8.859999656677246,9.199999809265137,8.600000381469727,8.600000381469727,8.600000381469727,553,,,,,,,,
2025-12-09,8.369999885559082,8.369999885559082,7.625,7.625,7.625,1117,,,,,,,,
2025-12-10,7.856500148773193,7.860000133514404,7.856500148773193,7.860000133514404,7.860000133514404,3556,,,,,,,,
2025-12-11,8.131999969482422,8.16450023651123,8.131999969482422,8.16450023651123,8.16450023651123,1226,,,,,,,,
2025-12-12,8.34000015258789,8.34000015258789,8.319999694824219,8.319999694824219,8.319999694824219,426,,,,,,,,
2025-12-15,8.369500160217285,8.369500160217285,8.369500160217285,8.369500160217285,8.369500160217285,185,,,,,,,,
2025-12-16,8.350000381469727,8.398500442504883,8.350000381469727,8.398500442504883,8.398500442504883,450,,,,,,,,
2025-12-17,8.4399995803833,8.4399995803833,8.4399995803833,8.4399995803833,8.4399995803833,356,,,,,,,,
2025-12-18,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,345,,,,,,,,
2025-12-19,8.460000038146973,8.460000038146973,8.460000038146973,8.460000038146973,8.460000038146973,638,,,,,,,,
2025-12-22,8.765000343322754,9.050000190734863,8.68850040435791,9.050000190734863,9.050000190734863,27461,,,,,,,,
2025-12-23,9.048500061035156,9.048500061035156,9.048500061035156,9.048500061035156,9.048500061035156,241,,,,,,,,
,LPGCY,LPGCY,LPGCY,LPGCY,LPGCY,LPGCY,,,,,,,,
