date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'IFHLY')","('high', 'IFHLY')","('low', 'IFHLY')","('close', 'IFHLY')","('adj_close', 'IFHLY')","('volume', 'IFHLY')","('currency', '')"
2025-01-14,11.970000267028809,11.970000267028809,11.970000267028809,11.970000267028809,11.970000267028809,101,,,,,,,,
,IFHLY,IFHLY,IFHLY,IFHLY,IFHLY,IFHLY,,,,,,,,
