date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ALE')","('high', 'ALE')","('low', 'ALE')","('close', 'ALE')","('adj_close', 'ALE')","('volume', 'ALE')","('currency', '')"
2020-01-02,81.38999938964844,81.38999938964844,79.88999938964844,80.5199966430664,62.876556396484375,250485,,,,,,,,
2020-01-03,80.41000366210938,81.02999877929688,80.40499877929688,80.68000030517578,63.00150680541992,205137,,,,,,,,
2020-01-06,80.4800033569336,80.94000244140625,80.27999877929688,80.4000015258789,62.78284454345703,201816,,,,,,,,
2020-01-07,80.13999938964844,80.27999877929688,79.4000015258789,79.52999877929688,62.103485107421875,196445,,,,,,,,
2020-01-08,80.5,80.68000030517578,79.66000366210938,80.2300033569336,62.65011978149414,459668,,,,,,,,
2020-01-09,80.13999938964844,80.94999694824219,80.13999938964844,80.94999694824219,63.21232986450195,178714,,,,,,,,
2020-01-10,81.1500015258789,81.3949966430664,80.58999633789062,80.8499984741211,63.13424301147461,168284,,,,,,,,
2020-01-13,80.63999938964844,81.5999984741211,80.63999938964844,81.43000030517578,63.58717727661133,216960,,,,,,,,
2020-01-14,81.47000122070312,81.66000366210938,80.69999694824219,81.2300033569336,63.43099594116211,173180,,,,,,,,
2020-01-15,81.47000122070312,82.7699966430664,81.47000122070312,82.5999984741211,64.50079345703125,263300,,,,,,,,
2020-01-16,82.9000015258789,83.56999969482422,82.9000015258789,83.52999877929688,65.22699737548828,165057,,,,,,,,
2020-01-17,83.61000061035156,83.87999725341797,82.97000122070312,83.56999969482422,65.25823974609375,206023,,,,,,,,
2020-01-21,83.70999908447266,83.83000183105469,83.08999633789062,83.5,65.2035903930664,153281,,,,,,,,
2020-01-22,83.79000091552734,83.97000122070312,83.23999786376953,83.48999786376953,65.1957778930664,171240,,,,,,,,
2020-01-23,83.25,84.30999755859375,83.25,84.11000061035156,65.679931640625,190138,,,,,,,,
2020-01-24,84.0999984741211,84.70999908447266,83.6500015258789,83.94999694824219,65.55499267578125,156904,,,,,,,,
