date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PCG-PH')","('high', 'PCG-PH')","('low', 'PCG-PH')","('close', 'PCG-PH')","('adj_close', 'PCG-PH')","('volume', 'PCG-PH')","('currency', '')"
2020-01-02,19.25,19.25,19.25,19.25,13.779553413391113,500,,,,,,,,
2020-01-03,19.216800689697266,19.216800689697266,19.049999237060547,19.145200729370117,13.704536437988281,1000,,,,,,,,
2020-01-07,19.766300201416016,19.766300201416016,19.766300201416016,19.766300201416016,14.149133682250977,100,,,,,,,,
2020-01-08,19.299999237060547,19.299999237060547,19.299999237060547,19.299999237060547,13.815343856811523,439,,,,,,,,
2020-01-10,19.5,19.5,19.5,19.5,13.958511352539062,100,,,,,,,,
2020-01-14,19.75,19.75,19.75,19.75,14.137465476989746,580,,,,,,,,
2020-01-15,20.399999618530273,20.450000762939453,20.399999618530273,20.450000762939453,14.638540267944336,300,,,,,,,,
2020-01-16,20.450000762939453,20.551000595092773,20.100000381469727,20.100000381469727,14.388001441955566,1534,,,,,,,,
2020-01-17,20.5,20.5,20.5,20.5,14.67432975769043,211,,,,,,,,
2020-01-21,21.0,21.0,21.0,21.0,15.032240867614746,200,,,,,,,,
2020-01-22,21.25,21.25,21.25,21.25,15.211195945739746,708,,,,,,,,
2020-01-23,19.829999923706055,20.840999603271484,19.829999923706055,20.840999603271484,14.918426513671875,980,,,,,,,,
2020-01-24,20.799999237060547,21.5,20.75,20.75,14.853283882141113,750,,,,,,,,
2020-01-29,21.200000762939453,21.200000762939453,21.200000762939453,21.200000762939453,15.175405502319336,150,,,,,,,,
2020-02-03,21.75,21.75,21.75,21.75,15.569107055664062,275,,,,,,,,
2020-02-10,21.69879913330078,21.69879913330078,21.43000030517578,21.43000030517578,15.340044021606445,974,,,,,,,,
2020-02-11,22.0,22.0,22.0,22.0,15.748061180114746,275,,,,,,,,
2020-02-14,21.799999237060547,21.799999237060547,21.700000762939453,21.700000762939453,15.533315658569336,781,,,,,,,,
2020-02-18,21.510000228881836,21.510000228881836,21.450000762939453,21.450000762939453,15.354361534118652,420,,,,,,,,
