run_id,ticker,ticker_name,date_today,price_today,price_90d_ago,return_90d,qualifies_a,qualifies_b,qualifies_c,peak_5y_date,peak_5y_price,bottom_post_peak_date,bottom_post_peak_price,bottom_drawdown_pct,hit30_from_bottom_date,days_bottom_to_hit30,low_52w_date,low_52w_price,hit30_from_52wlow_date,days_52wlow_to_hit30,low180_date,low180_price,spike30_threshold,spike30_date,spike30_in_last30d,avg_volume_30d,volatility_90d,has_5y_history,has_52w_history,reason
20251231_094758,ABEV3.SA,,2025-12-30,13.859999656677246,11.455796241760254,0.20986785764858995,False,False,False,2021-06-07,14.708366394042969,2024-06-13,9.578426361083984,0.34877700864432226,2024-12-05,175.0,2025-02-05,9.860306739807127,2025-04-17,71.0,2025-10-07,11.09572982788086,14.424448776245118,,False,34189916.666666664,0.012515626998652236,True,True,ok
20251231_094758,B3SA3.SA,,2025-12-30,13.890000343322754,13.399999618530272,0.03656721930908735,False,False,False,2021-02-05,17.86273956298828,2024-11-28,8.945140838623047,0.499229062424588,2025-03-14,106.0,2025-01-13,9.630568504333496,2025-03-14,60.0,2025-04-16,11.924067497253418,15.501287746429444,,False,38489886.666666664,0.01939257712842869,True,True,ok
20251231_094758,BBAS3.SA,,2025-12-30,21.920000076293945,21.973888397216797,-0.002452379840505503,False,False,False,2025-05-14,29.063505172729492,2025-08-01,18.25354766845703,0.3719426628008905,,,2025-08-01,18.25354766845703,,,2025-08-01,18.25354766845703,23.729611968994142,,False,21663273.333333332,0.01581186299287546,True,True,ok
20251231_094758,BBDC4.SA,,2025-12-30,18.190000534057617,17.266674041748047,0.053474484436152325,False,False,True,2025-11-28,19.2205867767334,2025-12-09,17.633718490600586,0.08256086583442512,,,2025-01-10,10.23983669281006,2025-05-08,118.0,2025-04-16,11.920586585998535,15.496762561798096,2025-06-03,True,30267303.333333332,0.015658754439885028,True,True,ok
20251231_094758,CMIG4.SA,,2025-12-30,11.199999809265137,10.769926071166992,0.03993284032371669,False,False,True,2025-11-11,11.726181030273438,2025-12-11,10.576744079589844,0.09802312856300754,,,2025-04-04,8.734671592712402,2025-11-05,215.0,2025-04-14,8.909364700317383,11.582174110412598,2025-11-11,False,12046710.0,0.015211868642839025,True,True,ok
20251231_094758,CSNA3.SA,,2025-12-30,8.9399995803833,7.900000095367432,0.13164550284318688,False,False,True,2021-05-11,33.84372329711914,2025-08-15,6.769999980926514,0.7999629082919848,2025-10-27,73.0,2025-08-15,6.769999980926514,2025-10-27,73.0,2025-08-15,6.769999980926514,8.800999975204467,2025-10-27,True,7991266.666666667,0.02661423377459163,True,True,ok
20251231_094758,CYRE3.SA,,2025-12-30,29.6200008392334,28.30683708190918,0.04639033861411024,False,False,True,2025-12-04,35.305171966552734,2025-12-29,28.989999771118164,0.17887385455642058,,,2025-01-08,14.373465538024902,2025-02-14,37.0,2025-04-14,22.262527465820312,28.941285705566408,2025-11-05,True,5627763.333333333,0.02263386491012256,True,True,ok
20251231_094758,ECOR3.SA,,2025-12-30,10.600000381469728,7.829999923706055,0.35376762257394656,False,True,True,2021-06-15,12.33755874633789,2023-02-10,3.5619571208953857,0.7112915776832538,2023-03-17,35.0,2025-01-03,3.887660503387451,2025-02-14,42.0,2025-05-22,5.788506507873535,7.525058460235596,2025-08-27,True,4824326.666666667,0.02194062985331485,True,True,ok
20251231_094758,EGIE3.SA,,2025-12-30,31.3700008392334,28.988420486450195,0.08215626490916961,False,False,False,2025-07-03,34.00754928588867,2025-08-13,27.313308715820312,0.19684572133653022,,,2025-01-13,23.631336212158203,2025-06-27,165.0,2025-04-17,26.780363082885746,34.81447200775147,,False,1733651.3333333333,0.015197883480273192,True,True,ok
20251231_094758,ELET3.SA,,2025-12-30,50.61000061035156,50.934722900390625,-0.006375263701229872,False,False,True,2025-12-04,66.6500015258789,2025-12-22,48.650001525878906,0.2700675106963193,,,2025-01-03,30.60788917541504,2025-04-24,111.0,2025-07-28,35.025962829589844,45.5337516784668,2025-09-15,True,10768716.666666666,0.03561064717194698,True,True,ok
20251231_094758,ELET6.SA,,2025-12-30,52.41999816894531,42.527442932128906,0.23261580181541341,False,False,True,2025-12-04,55.620758056640625,2025-12-22,50.83000183105469,0.08613252305384511,,,2025-01-03,27.38603973388672,2025-08-11,220.0,2025-08-05,29.94412422180176,38.92736148834229,2025-09-16,True,2282378.8,0.013639820913264718,True,True,ok
20251231_094758,EMBR3.SA,,2025-12-30,88.5999984741211,79.53500366210938,0.11397490909188579,False,False,True,2025-12-23,89.9000015258789,,,,,,2024-12-30,55.60441207885742,2025-03-05,65.0,2025-04-22,60.33460235595703,78.43498306274414,2025-07-01,True,4140730.0,0.019709810723629158,True,True,ok
20251231_094758,EQTL3.SA,,2025-12-30,38.5,35.437076568603516,0.08643273452500777,False,False,True,2025-12-04,41.107200622558594,2025-12-22,37.46983337402344,0.08848491732465624,,,2025-01-03,24.60583877563477,2025-04-14,101.0,2025-04-16,31.57366943359375,41.045770263671876,2025-12-04,True,7976680.0,0.014879698867548986,True,True,ok
20251231_094758,FESA4.SA,,2025-12-30,6.929999828338623,5.937599182128906,0.16713836952764716,False,False,True,2023-03-03,12.30322551727295,2025-08-21,5.523044586181641,0.5510897058313988,2025-10-31,71.0,2025-08-21,5.523044586181641,2025-10-31,71.0,2025-08-21,5.523044586181641,7.179957962036133,2025-10-31,True,656780.0,0.01873274757678406,True,True,ok
20251231_094758,GOAU4.SA,,2025-12-30,9.0,7.0185065269470215,0.2823240906658966,False,False,True,2025-12-26,9.109999656677246,,,,,,2025-04-08,5.659877777099609,2025-10-03,178.0,2025-05-07,5.9131975173950195,7.687156772613526,2025-10-20,True,6283271.3,0.013257176020674666,True,True,ok
20251231_094758,ITUB4.SA,,2025-12-30,39.22999954223633,35.83259582519531,0.09481321793193032,False,False,True,2025-12-04,39.72794723510742,2025-12-17,37.8349494934082,0.04764901973154012,,,2025-01-03,23.19397354125977,2025-04-23,110.0,2025-04-14,29.026180267333984,37.734034347534184,2025-11-11,True,23328773.866666667,0.012267124909549426,True,True,ok
20251231_094758,MGLU3.SA,,2025-12-30,8.9399995803833,9.14285659790039,-0.02218748761340905,False,False,True,2021-02-09,226.75128173828125,2025-01-13,5.371740818023682,0.9763099869740811,2025-02-17,35.0,2025-01-13,5.371740818023682,2025-02-17,35.0,2025-08-15,6.304760932922363,8.196189212799073,2025-09-04,True,20085863.833333332,0.034474664528262755,True,True,ok
20251231_094758,PETR3.SA,,2025-12-30,32.56999969482422,32.809791564941406,-0.007308545976056013,False,False,False,2025-02-20,38.4268684387207,2025-05-05,29.39009666442871,0.23516805145605146,,,2025-05-05,29.39009666442871,,,2025-05-05,29.39009666442871,38.207125663757324,,False,11051413.333333334,0.013366113338393137,True,True,ok
20251231_094758,PETR4.SA,,2025-12-30,30.81999969482422,30.50587272644043,0.010297262143611041,False,False,False,2025-02-20,34.5811882019043,2025-05-05,27.299821853637695,0.21055859346861994,,,2025-05-05,27.299821853637695,,,2025-05-05,27.299821853637695,35.489768409729,,False,36304803.333333336,0.01177463153979646,True,True,ok
20251231_094758,RADL3.SA,,2025-12-30,23.450000762939453,17.853710174560547,0.3134525279990803,False,True,True,2024-08-05,28.581478118896484,2025-07-15,12.949271202087402,0.5469348664117527,2025-08-06,22.0,2025-07-15,12.949271202087402,2025-08-06,22.0,2025-07-15,12.949271202087402,16.834052562713623,2025-08-06,True,9585462.2,0.01943071357040651,True,True,ok
20251231_094758,RAIL3.SA,,2025-12-30,14.760000228881836,15.970000267028809,-0.0757670643653715,False,False,False,2023-07-25,22.981948852539062,2025-09-02,14.109999656677246,0.38603989821697116,,,2025-09-02,14.109999656677246,,,2025-09-02,14.109999656677246,18.34299955368042,,False,18210786.666666668,0.023476421874389242,True,True,ok
20251231_094758,RENT3.SA,,2025-12-30,43.56999969482422,38.98369216918945,0.11764682282350702,False,False,True,2022-11-04,64.83747100830078,2025-02-27,26.23994827270508,0.5952965489763515,2025-04-02,34.0,2025-02-27,26.23994827270508,2025-04-02,34.0,2025-08-21,31.899736404418945,41.46965732574463,2025-11-10,True,9622116.666666666,0.022986125862772114,True,True,ok
20251231_094758,SUZB3.SA,,2025-12-30,51.45000076293945,48.84173583984375,0.0534023797116554,False,False,False,2021-03-09,69.14583587646484,2023-04-27,35.19621276855469,0.49098579368632067,2023-08-03,98.0,2025-11-11,45.56277847290039,,,2025-11-11,45.56277847290039,59.23161201477051,,False,7313690.0,0.014266649147502078,True,True,ok
20251231_094758,VALE3.SA,,2025-12-30,71.95999908447266,54.715579986572266,0.31516469535975555,False,True,True,2025-12-26,73.12000274658203,,,,,,2025-04-08,45.167518615722656,2025-10-22,197.0,2025-06-20,45.8285026550293,59.577053451538085,2025-10-29,True,24507083.333333332,0.010516351122305182,True,True,ok
20251231_094758,WEGE3.SA,,2025-12-30,48.5099983215332,35.31980514526367,0.37345033818903484,False,True,True,2024-12-11,55.428951263427734,2025-08-19,34.25987243652344,0.3819137534516506,2025-12-05,108.0,2025-08-19,34.25987243652344,2025-12-05,108.0,2025-08-19,34.25987243652344,44.53783416748047,2025-12-05,True,8140680.0,0.015742602429094355,True,True,ok
