ticker,currency,market_cap,market_cap_usd,price_today_local,price_usd,title,cik
A,USD,39015113242.0,39015113242.0,139.55999755859375,139.55999755859375,"AGILENT TECHNOLOGIES, INC.",1090872
AA,USD,14082464336.0,14082464336.0,59.7400016784668,59.7400016784668,Alcoa Corp,1675149
AAL,USD,10119125917.0,10119125917.0,15.779999732971191,15.779999732971191,American Airlines Group Inc.,6201
AAM,USD,468323093.0,468323093.0,10.649999618530273,10.649999618530273,AA Mission Acquisition Corp.,2012964
AAMI,USD,1702498376.0,1702498376.0,50.720001220703125,50.720001220703125,Acadian Asset Management Inc.,1748824
