date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ORKA')","('high', 'ORKA')","('low', 'ORKA')","('close', 'ORKA')","('adj_close', 'ORKA')","('volume', 'ORKA')","('currency', '')"
2020-01-02,70.55999755859375,71.87999725341797,67.68000030517578,68.16000366210938,36.65797424316406,2950,,,,,,,,
2020-01-03,66.83999633789062,68.5199966430664,66.23999786376953,66.72000122070312,35.88351058959961,933,,,,,,,,
2020-01-06,66.83999633789062,69.5999984741211,65.76000213623047,67.55999755859375,36.33527755737305,2817,,,,,,,,
2020-01-07,67.44000244140625,69.23999786376953,67.44000244140625,68.04000091552734,36.59343338012695,1008,,,,,,,,
2020-01-08,68.76000213623047,77.27999877929688,68.76000213623047,72.83999633789062,39.17498016357422,21333,,,,,,,,
2020-01-09,73.80000305175781,78.12000274658203,72.5999984741211,77.04000091552734,41.433834075927734,5975,,,,,,,,
2020-01-10,77.63999938964844,77.63999938964844,72.95999908447266,75.72000122070312,40.72391128540039,3217,,,,,,,,
2020-01-13,75.72000122070312,76.68000030517578,70.91999816894531,73.31999969482422,39.433135986328125,4192,,,,,,,,
2020-01-14,73.80000305175781,76.08000183105469,70.19999694824219,71.4000015258789,38.400516510009766,3550,,,,,,,,
2020-01-15,72.0,73.19999694824219,68.4000015258789,68.76000213623047,36.98066711425781,3333,,,,,,,,
2020-01-16,69.4800033569336,69.5999984741211,65.63999938964844,66.0,35.49627685546875,2667,,,,,,,,
2020-01-17,66.12000274658203,69.4800033569336,65.87999725341797,68.63999938964844,36.9161262512207,3908,,,,,,,,
2020-01-21,69.36000061035156,71.5199966430664,68.63999938964844,70.31999969482422,37.81966781616211,5117,,,,,,,,
2020-01-22,71.27999877929688,71.27999877929688,68.4000015258789,69.83999633789062,37.5615119934082,1692,,,,,,,,
2020-01-23,69.83999633789062,69.95999908447266,67.44000244140625,67.44000244140625,36.2707405090332,1050,,,,,,,,
2020-01-24,68.63999938964844,68.63999938964844,67.08000183105469,67.44000244140625,36.2707405090332,875,,,,,,,,
2020-01-27,64.68000030517578,69.5999984741211,64.68000030517578,64.91999816894531,34.915428161621094,3933,,,,,,,,
2020-01-28,64.80000305175781,66.83999633789062,64.80000305175781,66.5999984741211,35.8189697265625,450,,,,,,,,
2020-01-29,66.4800033569336,67.91999816894531,66.0,66.0,35.49627685546875,400,,,,,,,,
2020-01-30,65.4000015258789,66.0,63.119998931884766,63.2400016784668,34.01188659667969,1317,,,,,,,,
2020-01-31,63.119998931884766,63.2400016784668,60.0,62.880001068115234,33.81827163696289,2217,,,,,,,,
2020-02-03,63.119998931884766,71.27999877929688,61.68000030517578,68.76000213623047,36.98066711425781,12492,,,,,,,,
2020-02-04,69.23999786376953,69.95999908447266,66.23999786376953,67.44000244140625,36.2707405090332,1658,,,,,,,,
2020-02-05,68.87999725341797,68.87999725341797,65.63999938964844,67.68000030517578,36.399818420410156,2017,,,,,,,,
2020-02-06,68.5199966430664,68.5199966430664,64.80000305175781,66.5999984741211,35.8189697265625,600,,,,,,,,
2020-02-07,68.4000015258789,69.4800033569336,65.76000213623047,68.04000091552734,36.59343338012695,2242,,,,,,,,
2020-02-10,67.80000305175781,69.4800033569336,66.0,66.23999786376953,35.62535095214844,1533,,,,,,,,
2020-02-11,65.4000015258789,68.76000213623047,63.2400016784668,64.19999694824219,34.528194427490234,983,,,,,,,,
2020-02-12,66.5999984741211,66.5999984741211,64.44000244140625,65.87999725341797,35.43173599243164,1500,,,,,,,,
2020-02-13,64.31999969482422,66.0,64.19999694824219,65.76000213623047,35.3671989440918,892,,,,,,,,
2020-02-14,65.4000015258789,66.36000061035156,65.4000015258789,66.36000061035156,35.68989181518555,358,,,,,,,,
2020-02-18,65.5199966430664,66.23999786376953,64.19999694824219,64.19999694824219,34.528194427490234,1225,,,,,,,,
2020-02-19,66.5999984741211,66.5999984741211,59.040000915527344,62.400001525878906,33.560115814208984,7175,,,,,,,,
2020-02-20,62.52000045776367,62.52000045776367,57.599998474121094,58.79999923706055,31.62395477294922,5225,,,,,,,,
2020-02-21,57.599998474121094,57.599998474121094,47.15999984741211,51.119998931884766,27.493478775024414,15075,,,,,,,,
2020-02-24,49.79999923706055,53.880001068115234,48.84000015258789,52.31999969482422,28.138866424560547,2725,,,,,,,,
2020-02-25,54.0,54.0,49.68000030517578,49.68000030517578,26.71901512145996,1658,,,,,,,,
2020-02-26,50.52000045776367,52.31999969482422,48.959999084472656,49.560001373291016,26.654478073120117,1850,,,,,,,,
2020-02-27,42.599998474121094,42.599998474121094,37.31999969482422,39.119998931884766,21.039609909057617,10950,,,,,,,,
2020-02-28,39.119998931884766,44.880001068115234,39.119998931884766,44.880001068115234,24.137468338012695,6117,,,,,,,,
2020-03-02,45.959999084472656,46.79999923706055,42.119998931884766,46.08000183105469,24.782855987548828,3150,,,,,,,,
2020-03-03,45.47999954223633,45.47999954223633,40.79999923706055,44.400001525878906,23.879314422607422,1967,,,,,,,,
2020-03-04,46.68000030517578,46.68000030517578,44.400001525878906,45.959999084472656,24.71831512451172,2133,,,,,,,,
2020-03-05,45.599998474121094,45.599998474121094,44.040000915527344,44.040000915527344,23.685697555541992,750,,,,,,,,
2020-03-06,48.36000061035156,48.36000061035156,44.279998779296875,45.599998474121094,24.52469825744629,3067,,,,,,,,
2020-03-09,48.0,48.0,40.560001373291016,40.68000030517578,21.87861442565918,2675,,,,,,,,
2020-03-10,41.400001525878906,41.52000045776367,37.79999923706055,39.720001220703125,21.3623046875,1667,,,,,,,,
2020-03-11,39.0,41.040000915527344,37.439998626708984,38.279998779296875,20.587839126586914,925,,,,,,,,
2020-03-12,37.439998626708984,37.560001373291016,36.0,36.119998931884766,19.426143646240234,3483,,,,,,,,
2020-03-13,36.0,37.68000030517578,32.400001525878906,32.400001525878906,17.425445556640625,3650,,,,,,,,
2020-03-16,32.52000045776367,32.52000045776367,29.399999618530273,29.399999618530273,15.81197738647461,2317,,,,,,,,
2020-03-17,32.400001525878906,32.400001525878906,29.520000457763672,30.0,16.13467025756836,850,,,,,,,,
2020-03-18,30.0,31.079999923706055,27.600000381469727,27.84000015258789,14.97297477722168,1042,,,,,,,,
2020-03-19,26.520000457763672,30.959999084472656,26.520000457763672,30.959999084472656,16.65097999572754,950,,,,,,,,
2020-03-20,31.920000076293945,32.400001525878906,31.200000762939453,31.200000762939453,16.780057907104492,650,,,,,,,,
2020-03-23,31.68000030517578,31.68000030517578,30.1200008392334,30.479999542236328,16.392826080322266,525,,,,,,,,
2020-03-24,31.799999237060547,33.0,30.1200008392334,31.200000762939453,16.780057907104492,608,,,,,,,,
