date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'KNSL')","('high', 'KNSL')","('low', 'KNSL')","('close', 'KNSL')","('adj_close', 'KNSL')","('volume', 'KNSL')","('currency', '')"
2020-01-27,110.27999877929688,112.72000122070312,109.58000183105469,112.6500015258789,111.39665985107422,132300,,,,,,,,
2020-01-28,113.5,116.33999633789062,113.19999694824219,116.16000366210938,114.86761474609375,273300,,,,,,,,
2020-01-29,116.37999725341797,117.41999816894531,111.59500122070312,113.33999633789062,112.07897186279297,236200,,,,,,,,
2020-01-30,112.80000305175781,115.4260025024414,112.13999938964844,115.12999725341797,113.84905242919922,280300,,,,,,,,
2020-01-31,115.19999694824219,117.25,113.0,114.22000122070312,112.94918823242188,291400,,,,,,,,
2020-02-03,114.44999694824219,115.91999816894531,114.1500015258789,114.9800033569336,113.70075225830078,175800,,,,,,,,
2020-02-04,117.41999816894531,117.75,115.73999786376953,116.73999786376953,115.44115447998047,245900,,,,,,,,
2020-02-05,117.37000274658203,118.70999908447266,115.5199966430664,118.41999816894531,117.10247039794922,221000,,,,,,,,
2020-02-06,118.70999908447266,120.61000061035156,118.16000366210938,120.37000274658203,119.03077697753906,171600,,,,,,,,
2020-02-07,120.97000122070312,121.69000244140625,119.54000091552734,120.80999755859375,119.46588134765625,183900,,,,,,,,
2020-02-10,121.27999877929688,122.75,120.8499984741211,122.5199966430664,121.15685272216797,192000,,,,,,,,
2020-02-11,122.97000122070312,123.25,120.66999816894531,123.0999984741211,121.73040771484375,171400,,,,,,,,
2020-02-12,123.19999694824219,124.19999694824219,120.38999938964844,124.0999984741211,122.71925354003906,142800,,,,,,,,
2020-02-13,123.4000015258789,126.69000244140625,122.93000030517578,126.47000122070312,125.0628890991211,107800,,,,,,,,
2020-02-14,126.73999786376953,127.125,125.81999969482422,126.8499984741211,125.43867492675781,116800,,,,,,,,
2020-02-18,126.62000274658203,127.58000183105469,125.98500061035156,126.97000122070312,125.5573501586914,97100,,,,,,,,
2020-02-19,127.18000030517578,129.41000366210938,126.5999984741211,127.73999786376953,126.31877136230469,160200,,,,,,,,
2020-02-20,127.95999908447266,128.05999755859375,123.7699966430664,125.08000183105469,123.68836975097656,244000,,,,,,,,
2020-02-21,126.66999816894531,128.6199951171875,120.08999633789062,126.43000030517578,125.02334594726562,239800,,,,,,,,
2020-02-24,121.0199966430664,127.48500061035156,121.0199966430664,126.37999725341797,124.9738998413086,138100,,,,,,,,
2020-02-25,127.08999633789062,131.25999450683594,126.30000305175781,130.4600067138672,129.0084991455078,236700,,,,,,,,
2020-02-26,130.00999450683594,132.61700439453125,125.84500122070312,127.58999633789062,126.1704330444336,155600,,,,,,,,
2020-02-27,125.98999786376953,127.0,123.08000183105469,123.22000122070312,121.93506622314453,173400,,,,,,,,
2020-02-28,119.30000305175781,122.16000366210938,116.26000213623047,121.47000122070312,120.20332336425781,233100,,,,,,,,
2020-03-02,122.80999755859375,129.42999267578125,122.6500015258789,129.39999389648438,128.05056762695312,193700,,,,,,,,
2020-03-03,129.97000122070312,131.69500732421875,127.30999755859375,128.8300018310547,127.48657989501953,141000,,,,,,,,
2020-03-04,130.16000366210938,132.6750030517578,128.92999267578125,131.7899932861328,130.4156951904297,155700,,,,,,,,
2020-03-05,127.95999908447266,131.5,127.95999908447266,128.91000366210938,127.56574249267578,173100,,,,,,,,
2020-03-06,126.66999816894531,127.3290023803711,120.44000244140625,125.55000305175781,124.24076080322266,164000,,,,,,,,
2020-03-09,119.86000061035156,120.80899810791016,110.83000183105469,114.13999938964844,112.94976043701172,243000,,,,,,,,
2020-03-10,118.0,119.81999969482422,112.03600311279297,118.86000061035156,117.62052917480469,180100,,,,,,,,
2020-03-11,116.43000030517578,118.08999633789062,112.63999938964844,114.88999938964844,113.6919174194336,136900,,,,,,,,
2020-03-12,107.33999633789062,110.7300033569336,100.0250015258789,100.36000061035156,99.31344604492188,289700,,,,,,,,
2020-03-13,103.88999938964844,104.98999786376953,96.18000030517578,104.54000091552734,103.4498519897461,272600,,,,,,,,
2020-03-16,93.0,93.0,83.1500015258789,84.33000183105469,83.45059967041016,461600,,,,,,,,
2020-03-17,86.69000244140625,99.4800033569336,80.93000030517578,97.87999725341797,96.85929870605469,369500,,,,,,,,
2020-03-18,89.86000061035156,94.9749984741211,84.0999984741211,93.30000305175781,92.32708740234375,212100,,,,,,,,
2020-03-19,91.58000183105469,100.94000244140625,87.1050033569336,98.41000366210938,97.38378143310547,232100,,,,,,,,
2020-03-20,98.94000244140625,101.19000244140625,84.77999877929688,86.37000274658203,85.46934509277344,334400,,,,,,,,
2020-03-23,85.69000244140625,88.98799896240234,83.83999633789062,87.62000274658203,86.70630645751953,255300,,,,,,,,
2020-03-24,91.43000030517578,95.94000244140625,88.73999786376953,94.87000274658203,93.88069915771484,200700,,,,,,,,
2020-03-25,95.29000091552734,97.78299713134766,92.16000366210938,92.7699966430664,91.8025894165039,160000,,,,,,,,
2020-03-26,92.8499984741211,102.5999984741211,92.8499984741211,102.58999633789062,101.52020263671875,162300,,,,,,,,
2020-03-27,98.94000244140625,103.625,97.81999969482422,98.9000015258789,97.8686752319336,117300,,,,,,,,
2020-03-30,100.44000244140625,109.08999633789062,98.02100372314453,107.05000305175781,105.93367767333984,145800,,,,,,,,
2020-03-31,106.87999725341797,107.0,101.16999816894531,104.52999877929688,103.43998718261719,223800,,,,,,,,
2020-04-01,101.55000305175781,103.125,98.41999816894531,100.0199966430664,98.97698211669922,144400,,,,,,,,
2020-04-02,99.88999938964844,104.88999938964844,98.52999877929688,101.9800033569336,100.91655731201172,110200,,,,,,,,
2020-04-03,102.5199966430664,104.98999786376953,97.83499908447266,99.5199966430664,98.48221588134766,135300,,,,,,,,
2020-04-06,104.37000274658203,108.93000030517578,102.8550033569336,107.5,106.37899780273438,145600,,,,,,,,
2020-04-07,111.43000030517578,114.62999725341797,106.66999816894531,107.9800033569336,106.85399627685547,139000,,,,,,,,
2020-04-08,108.8499984741211,109.5999984741211,106.27999877929688,107.58999633789062,106.46805572509766,157700,,,,,,,,
2020-04-09,110.20999908447266,114.20600128173828,109.4800033569336,112.97000122070312,111.79195404052734,152500,,,,,,,,
2020-04-13,114.0,114.69999694824219,107.72000122070312,108.80000305175781,107.66545867919922,88900,,,,,,,,
2020-04-14,113.41000366210938,114.68000030517578,111.875,113.08000183105469,111.90080261230469,160800,,,,,,,,
2020-04-15,111.0,113.19499969482422,107.0,108.05000305175781,106.92325592041016,155100,,,,,,,,
2020-04-16,108.23999786376953,110.5999984741211,105.51000213623047,109.76000213623047,108.61543273925781,206100,,,,,,,,
2020-04-17,112.91999816894531,114.83000183105469,111.0199966430664,114.01000213623047,112.82109069824219,214300,,,,,,,,
2020-04-20,112.80000305175781,114.81999969482422,112.0,113.3499984741211,112.16799926757812,124300,,,,,,,,
2020-04-21,110.55999755859375,113.45999908447266,109.0199966430664,110.54000091552734,109.38729095458984,151800,,,,,,,,
2020-04-22,112.66000366210938,113.06300354003906,105.72000122070312,106.0,104.89462280273438,199800,,,,,,,,
2020-04-23,105.97000122070312,107.31999969482422,103.52999877929688,105.9000015258789,104.7956771850586,231300,,,,,,,,
2020-04-24,107.22000122070312,107.3499984741211,103.2300033569336,103.76000213623047,102.67800903320312,178000,,,,,,,,
2020-04-27,103.7300033569336,111.38999938964844,103.66999816894531,108.9000015258789,107.76441192626953,211000,,,,,,,,
2020-04-28,111.05999755859375,113.9000015258789,108.8499984741211,111.31999969482422,110.15916442871094,194700,,,,,,,,
2020-04-29,114.80999755859375,120.30000305175781,113.20999908447266,117.66999816894531,116.44294738769531,278800,,,,,,,,
2020-04-30,115.25,116.3550033569336,107.87000274658203,108.62000274658203,107.48731231689453,252300,,,,,,,,
2020-05-01,105.27999877929688,121.36499786376953,102.11000061035156,119.62999725341797,118.38248443603516,368900,,,,,,,,
2020-05-04,117.55999755859375,119.39800262451172,115.16000366210938,116.52999877929688,115.31482696533203,224900,,,,,,,,
2020-05-05,117.47000122070312,131.0500030517578,117.33999633789062,128.5,127.16000366210938,371600,,,,,,,,
2020-05-06,132.97999572753906,134.71299743652344,129.02000427246094,129.1699981689453,127.82302856445312,271300,,,,,,,,
2020-05-07,132.5500030517578,134.1750030517578,130.5,131.39999389648438,130.02976989746094,156900,,,,,,,,
2020-05-08,133.77999877929688,136.85000610351562,133.0,135.63999938964844,134.22555541992188,149300,,,,,,,,
2020-05-11,135.64999389648438,137.3800048828125,133.5500030517578,135.16000366210938,133.7505645751953,132300,,,,,,,,
2020-05-12,135.22000122070312,136.44000244140625,131.83999633789062,131.83999633789062,130.4651641845703,141500,,,,,,,,
2020-05-13,131.6199951171875,131.80999755859375,128.22000122070312,131.11000061035156,129.7427978515625,147900,,,,,,,,
2020-05-14,128.75999450683594,130.72000122070312,127.13999938964844,130.41000366210938,129.05010986328125,103100,,,,,,,,
2020-05-15,129.25,134.0500030517578,128.77000427246094,133.02000427246094,131.6328887939453,125600,,,,,,,,
2020-05-18,136.49000549316406,140.52000427246094,136.0,139.13999938964844,137.6890411376953,154700,,,,,,,,
2020-05-19,138.72999572753906,139.97000122070312,135.1699981689453,137.08999633789062,135.6604461669922,162900,,,,,,,,
2020-05-20,139.3000030517578,145.85400390625,138.30999755859375,142.55999755859375,141.0734100341797,152100,,,,,,,,
2020-05-21,142.1999969482422,145.89999389648438,141.18299865722656,144.6699981689453,143.16140747070312,127600,,,,,,,,
2020-05-22,145.3000030517578,150.94000244140625,143.88999938964844,150.0500030517578,148.48529052734375,95400,,,,,,,,
2020-05-26,154.77999877929688,156.3300018310547,147.52000427246094,148.4499969482422,146.90199279785156,170200,,,,,,,,
2020-05-27,151.27999877929688,151.8800048828125,145.24000549316406,151.42999267578125,149.85089111328125,162400,,,,,,,,
2020-05-28,152.5,152.5,147.5800018310547,148.08999633789062,146.54574584960938,243700,,,,,,,,
2020-05-29,147.27999877929688,150.0500030517578,146.00999450683594,149.32000732421875,147.7628936767578,167200,,,,,,,,
2020-06-01,149.49000549316406,152.0800018310547,147.50100708007812,150.72999572753906,149.24813842773438,152700,,,,,,,,
2020-06-02,150.42999267578125,151.5800018310547,148.64999389648438,151.2100067138672,149.72344970703125,112300,,,,,,,,
2020-06-03,150.82000732421875,158.89999389648438,149.11000061035156,155.8300018310547,154.29800415039062,104500,,,,,,,,
2020-06-04,154.47000122070312,155.4250030517578,152.41000366210938,154.41000366210938,152.89199829101562,141900,,,,,,,,
2020-06-05,159.1199951171875,159.99000549316406,156.1300048828125,157.2100067138672,155.6644744873047,194700,,,,,,,,
2020-06-08,159.82000732421875,159.96499633789062,157.25,158.82000732421875,157.25863647460938,171800,,,,,,,,
2020-06-09,158.3800048828125,160.75999450683594,157.8699951171875,158.10000610351562,156.54568481445312,139500,,,,,,,,
2020-06-10,157.69000244140625,160.16000366210938,157.11000061035156,158.1199951171875,156.5655059814453,128100,,,,,,,,
2020-06-11,153.97000122070312,157.77999877929688,151.25,151.3800048828125,149.89175415039062,166300,,,,,,,,
2020-06-12,155.5,156.0,148.74000549316406,151.94000244140625,150.44625854492188,139400,,,,,,,,
2020-06-15,148.35000610351562,156.1699981689453,148.00999450683594,153.97000122070312,152.45631408691406,278700,,,,,,,,
2020-06-16,155.52000427246094,159.1179962158203,154.52999877929688,156.2100067138672,154.6742706298828,164200,,,,,,,,
2020-06-17,157.0,159.0449981689453,156.1199951171875,156.86000061035156,155.31790161132812,209500,,,,,,,,
2020-06-18,154.1300048828125,157.33999633789062,151.74000549316406,152.3300018310547,150.8324432373047,254000,,,,,,,,
2020-06-19,153.8699951171875,157.4199981689453,152.3800048828125,152.52000427246094,151.0205535888672,280500,,,,,,,,
2020-06-22,152.52000427246094,156.24000549316406,152.02999877929688,155.94000244140625,154.4069366455078,172700,,,,,,,,
2020-06-23,158.0399932861328,158.0399932861328,151.3699951171875,151.5749969482422,150.08485412597656,291800,,,,,,,,
2020-06-24,150.0,151.97999572753906,148.8800048828125,149.0399932861328,147.5747528076172,132200,,,,,,,,
2020-06-25,148.0500030517578,150.25999450683594,145.27000427246094,149.82000732421875,148.3470916748047,124000,,,,,,,,
2020-06-26,148.33999633789062,149.72000122070312,144.30999755859375,145.2100067138672,143.78244018554688,298800,,,,,,,,
2020-06-29,145.22000122070312,153.58099365234375,141.85400390625,151.77000427246094,150.27792358398438,219900,,,,,,,,
2020-06-30,156.1199951171875,158.0,154.11000061035156,155.2100067138672,153.6841278076172,206000,,,,,,,,
2020-07-01,156.19000244140625,158.3800048828125,155.89999389648438,156.9499969482422,155.40701293945312,102300,,,,,,,,
2020-07-02,159.41000366210938,160.8000030517578,153.07000732421875,153.75,152.23846435546875,118000,,,,,,,,
2020-07-06,157.1300048828125,159.4199981689453,154.2100067138672,155.5800018310547,154.05043029785156,106900,,,,,,,,
2020-07-07,156.1300048828125,157.49000549316406,153.9290008544922,154.9600067138672,153.4365692138672,98000,,,,,,,,
2020-07-08,154.7100067138672,158.1999969482422,154.52000427246094,157.99000549316406,156.43679809570312,87200,,,,,,,,
2020-07-09,157.99000549316406,158.19000244140625,152.92999267578125,154.3699951171875,152.85235595703125,125000,,,,,,,,
2020-07-10,155.02000427246094,159.02000427246094,153.34500122070312,158.24000549316406,156.68434143066406,62600,,,,,,,,
2020-07-13,159.91000366210938,162.86000061035156,156.22000122070312,156.86000061035156,155.31790161132812,135900,,,,,,,,
2020-07-14,156.13999938964844,157.75,153.16000366210938,157.57000732421875,156.02090454101562,118200,,,,,,,,
2020-07-15,160.25,164.8000030517578,157.38999938964844,159.35000610351562,157.78338623046875,179000,,,,,,,,
2020-07-16,157.86000061035156,162.7100067138672,157.86000061035156,162.00999450683594,160.41726684570312,83800,,,,,,,,
2020-07-17,160.52999877929688,162.93600463867188,158.30999755859375,162.07000732421875,160.47666931152344,85600,,,,,,,,
2020-07-20,161.85000610351562,164.66000366210938,161.6699981689453,162.4600067138672,160.86282348632812,75100,,,,,,,,
2020-07-21,163.14999389648438,167.08999633789062,162.52000427246094,163.63999938964844,162.03121948242188,79100,,,,,,,,
2020-07-22,163.42999267578125,166.05999755859375,163.42999267578125,164.8800048828125,163.259033203125,62000,,,,,,,,
2020-07-23,164.44000244140625,171.4250030517578,164.03199768066406,168.02000427246094,166.36817932128906,122300,,,,,,,,
2020-07-24,166.49000549316406,167.6699981689453,163.77200317382812,166.11000061035156,164.47695922851562,81700,,,,,,,,
2020-07-27,166.72999572753906,170.75,165.1199951171875,169.10000610351562,167.4375457763672,86000,,,,,,,,
2020-07-28,168.69000244140625,169.33999633789062,164.3699951171875,164.3800048828125,162.7639923095703,92400,,,,,,,,
2020-07-29,164.77000427246094,167.19000244140625,164.77000427246094,166.6300048828125,164.99185180664062,112600,,,,,,,,
2020-07-30,164.80999755859375,169.45399475097656,164.80999755859375,165.91000366210938,164.27891540527344,127100,,,,,,,,
2020-07-31,169.0,195.0,169.0,194.89999389648438,192.98387145996094,348000,,,,,,,,
2020-08-03,197.02999877929688,198.68099975585938,193.5449981689453,195.6300048828125,193.70672607421875,183700,,,,,,,,
2020-08-04,191.3300018310547,197.0800018310547,190.08099365234375,194.4199981689453,192.5085906982422,136400,,,,,,,,
2020-08-05,198.17999267578125,210.0,196.00999450683594,207.91000366210938,205.8660125732422,415300,,,,,,,,
2020-08-06,210.11000061035156,212.09800720214844,202.8000030517578,206.4499969482422,204.42034912109375,128600,,,,,,,,
2020-08-07,206.5,209.23500061035156,202.3300018310547,205.72999572753906,203.70742797851562,102900,,,,,,,,
2020-08-10,207.94000244140625,209.3699951171875,201.05999755859375,201.47000122070312,199.48931884765625,105800,,,,,,,,
2020-08-11,201.97999572753906,202.10000610351562,196.42999267578125,197.38999938964844,195.4494171142578,125300,,,,,,,,
2020-08-12,199.44000244140625,200.64999389648438,193.17999267578125,194.83999633789062,192.92449951171875,143100,,,,,,,,
2020-08-13,194.36000061035156,204.4600067138672,192.36000061035156,202.60000610351562,200.60818481445312,108200,,,,,,,,
2020-08-14,202.17999267578125,203.22000122070312,195.5449981689453,196.92999267578125,194.99392700195312,119300,,,,,,,,
2020-08-17,198.3699951171875,200.26199340820312,196.5800018310547,198.0500030517578,196.10293579101562,54500,,,,,,,,
2020-08-18,198.6699981689453,199.5800018310547,196.92999267578125,198.39999389648438,196.4495086669922,52300,,,,,,,,
2020-08-19,199.27999877929688,202.21499633789062,198.00999450683594,201.19000244140625,199.2120819091797,105000,,,,,,,,
2020-08-20,199.33999633789062,204.49000549316406,196.08999633789062,202.6699981689453,200.67750549316406,63300,,,,,,,,
2020-08-21,202.75999450683594,205.98500061035156,202.72999572753906,205.22999572753906,203.21240234375,94000,,,,,,,,
2020-08-24,207.17999267578125,207.75,202.00999450683594,203.6699981689453,201.66769409179688,83100,,,,,,,,
2020-08-25,203.3300018310547,204.86000061035156,202.51100158691406,203.08999633789062,201.09335327148438,127700,,,,,,,,
2020-08-26,204.42999267578125,206.5,203.0,203.97000122070312,201.96475219726562,87700,,,,,,,,
2020-08-27,204.2899932861328,210.0,202.57000732421875,208.57000732421875,206.51950073242188,152300,,,,,,,,
2020-08-28,210.55999755859375,212.22000122070312,204.50999450683594,204.57000732421875,202.64630126953125,119600,,,,,,,,
2020-08-31,204.0,209.0850067138672,202.5850067138672,207.22999572753906,205.28126525878906,127600,,,,,,,,
2020-09-01,207.22999572753906,210.63999938964844,207.1199951171875,209.97999572753906,208.0054168701172,91100,,,,,,,,
2020-09-02,209.72999572753906,211.22999572753906,207.88999938964844,209.05999755859375,207.09408569335938,80500,,,,,,,,
2020-09-03,209.00999450683594,209.2100067138672,196.6999969482422,199.1999969482422,197.32679748535156,144900,,,,,,,,
2020-09-04,201.63999938964844,203.07000732421875,188.50999450683594,188.7100067138672,186.93544006347656,220400,,,,,,,,
2020-09-08,187.55999755859375,194.35000610351562,184.08999633789062,191.0500030517578,189.25344848632812,149400,,,,,,,,
2020-09-09,193.02000427246094,198.6999969482422,193.0,195.0,193.16629028320312,117000,,,,,,,,
2020-09-10,197.0500030517578,198.80999755859375,189.39999389648438,189.8000030517578,188.0151824951172,110000,,,,,,,,
2020-09-11,190.3800048828125,192.3699951171875,186.67999267578125,187.92999267578125,186.1627655029297,81300,,,,,,,,
2020-09-14,189.97999572753906,191.2449951171875,187.02000427246094,190.92999267578125,189.1345672607422,123400,,,,,,,,
2020-09-15,193.41000366210938,197.4770050048828,191.3000030517578,191.94000244140625,190.135009765625,94800,,,,,,,,
2020-09-16,191.5,192.875,189.88999938964844,190.33999633789062,188.5501251220703,96200,,,,,,,,
2020-09-17,187.17999267578125,190.91000366210938,185.21600341796875,188.33999633789062,186.5689239501953,94000,,,,,,,,
2020-09-18,193.61000061035156,193.61000061035156,181.36000061035156,182.16000366210938,180.44703674316406,384100,,,,,,,,
2020-09-21,177.57000732421875,180.3000030517578,169.3000030517578,176.7100067138672,175.04827880859375,244600,,,,,,,,
2020-09-22,176.8800048828125,180.14999389648438,176.50999450683594,179.7899932861328,178.0992889404297,66700,,,,,,,,
2020-09-23,180.00999450683594,184.22000122070312,175.38999938964844,175.80999755859375,174.15673828125,132500,,,,,,,,
2020-09-24,175.3800048828125,179.6999969482422,173.77000427246094,173.8000030517578,172.16563415527344,67200,,,,,,,,
2020-09-25,172.1300048828125,177.2899932861328,172.11000061035156,175.69000244140625,174.0378875732422,85900,,,,,,,,
2020-09-28,177.67999267578125,183.6699981689453,177.67999267578125,182.77000427246094,181.05130004882812,132800,,,,,,,,
2020-09-29,182.6300048828125,186.52999877929688,182.52000427246094,186.27999877929688,184.52828979492188,113300,,,,,,,,
2020-09-30,186.27999877929688,191.91000366210938,186.27999877929688,190.17999267578125,188.39157104492188,290100,,,,,,,,
2020-10-01,191.00999450683594,192.0500030517578,187.38999938964844,189.64999389648438,187.86659240722656,142500,,,,,,,,
2020-10-02,186.38999938964844,199.11000061035156,185.0,195.89999389648438,194.0578155517578,173600,,,,,,,,
2020-10-05,198.7899932861328,203.6199951171875,197.6999969482422,203.0800018310547,201.1702880859375,106900,,,,,,,,
2020-10-06,204.5,205.86000061035156,200.0,201.3800048828125,199.48629760742188,144600,,,,,,,,
2020-10-07,203.14999389648438,208.47999572753906,203.14999389648438,207.27999877929688,205.33079528808594,150500,,,,,,,,
2020-10-08,209.22000122070312,210.4199981689453,205.27000427246094,205.72999572753906,203.79539489746094,73700,,,,,,,,
2020-10-09,206.4600067138672,209.72000122070312,206.44000244140625,208.1999969482422,206.24217224121094,64300,,,,,,,,
2020-10-12,208.82000732421875,214.35000610351562,208.82000732421875,213.08999633789062,211.08619689941406,86800,,,,,,,,
2020-10-13,212.5500030517578,214.0,209.41000366210938,210.97999572753906,208.9960174560547,82200,,,,,,,,
2020-10-14,212.67999267578125,213.94000244140625,208.11000061035156,208.11000061035156,206.15301513671875,97400,,,,,,,,
2020-10-15,205.47999572753906,210.92999267578125,204.0,209.64999389648438,207.67849731445312,66600,,,,,,,,
2020-10-16,209.14999389648438,211.78700256347656,208.52999877929688,210.6199951171875,208.63938903808594,48100,,,,,,,,
2020-10-19,212.0,214.5500030517578,204.2100067138672,204.89999389648438,202.97317504882812,90500,,,,,,,,
2020-10-20,206.88999938964844,209.77000427246094,205.42999267578125,207.13999938964844,205.19212341308594,67600,,,,,,,,
2020-10-21,207.80999755859375,212.47999572753906,207.80999755859375,210.8000030517578,208.81768798828125,51900,,,,,,,,
2020-10-22,211.39999389648438,213.9499969482422,210.47000122070312,211.47000122070312,209.48138427734375,74000,,,,,,,,
2020-10-23,212.77999877929688,213.0500030517578,210.1699981689453,211.25999450683594,209.27340698242188,53200,,,,,,,,
2020-10-26,208.50999450683594,210.41000366210938,204.93600463867188,207.89999389648438,205.94496154785156,108400,,,,,,,,
2020-10-27,208.6699981689453,210.0,207.42999267578125,208.0,206.04403686523438,70800,,,,,,,,
2020-10-28,204.5399932861328,207.25,201.39500427246094,203.5500030517578,201.63587951660156,155400,,,,,,,,
2020-10-29,202.08999633789062,209.7100067138672,199.11000061035156,208.25999450683594,206.3015899658203,116900,,,,,,,,
2020-10-30,191.80999755859375,196.6300048828125,183.60000610351562,187.47000122070312,185.7071533203125,350100,,,,,,,,
2020-11-02,189.5399932861328,198.8699951171875,189.00999450683594,198.39999389648438,196.53433227539062,159200,,,,,,,,
2020-11-03,201.8800048828125,208.1699981689453,200.5399932861328,203.27000427246094,201.3585205078125,139400,,,,,,,,
2020-11-04,204.00999450683594,209.33999633789062,194.8800048828125,199.38999938964844,197.51499938964844,131500,,,,,,,,
2020-11-05,202.16000366210938,206.0749969482422,202.16000366210938,204.85000610351562,202.92367553710938,57300,,,,,,,,
2020-11-06,205.55999755859375,208.49000549316406,201.14999389648438,207.61000061035156,205.65771484375,69700,,,,,,,,
2020-11-09,210.0,218.64700317382812,205.83999633789062,211.27999877929688,209.29315185546875,170600,,,,,,,,
2020-11-10,213.3300018310547,218.64999389648438,209.3800048828125,217.64999389648438,215.60328674316406,140600,,,,,,,,
2020-11-11,218.85000610351562,222.7100067138672,214.72999572753906,222.7100067138672,220.61572265625,88000,,,,,,,,
2020-11-12,220.75999450683594,222.11000061035156,207.6699981689453,210.44000244140625,208.4610595703125,138500,,,,,,,,
2020-11-13,212.02999877929688,214.02999877929688,208.75999450683594,212.66000366210938,210.66018676757812,72500,,,,,,,,
2020-11-16,216.35000610351562,223.8000030517578,213.9600067138672,223.66000366210938,221.55677795410156,152000,,,,,,,,
2020-11-17,224.60000610351562,234.02000427246094,221.38999938964844,232.6199951171875,230.4324951171875,202800,,,,,,,,
2020-11-18,234.42999267578125,234.42999267578125,228.83999633789062,232.72999572753906,230.54148864746094,146900,,,,,,,,
2020-11-19,233.1300048828125,236.1300048828125,226.63999938964844,232.60000610351562,230.41268920898438,127900,,,,,,,,
2020-11-20,231.42999267578125,233.57000732421875,223.41000366210938,232.27000427246094,230.0858154296875,211300,,,,,,,,
2020-11-23,233.50999450683594,235.27000427246094,229.33999633789062,231.91000366210938,229.72918701171875,120100,,,,,,,,
2020-11-24,231.91000366210938,236.8300018310547,229.2100067138672,236.36000061035156,234.13734436035156,151100,,,,,,,,
2020-11-25,237.19000244140625,239.19000244140625,232.19000244140625,238.41000366210938,236.1680908203125,107700,,,,,,,,
2020-11-27,242.5399932861328,243.5,237.42999267578125,240.75,238.57611083984375,66200,,,,,,,,
2020-11-30,240.0,243.92999267578125,238.0,240.16000366210938,237.991455078125,158200,,,,,,,,
2020-12-01,242.1999969482422,243.77999877929688,238.8699951171875,243.1199951171875,240.92469787597656,125300,,,,,,,,
2020-12-02,243.9199981689453,244.59500122070312,240.61000061035156,241.6199951171875,239.438232421875,110700,,,,,,,,
2020-12-03,242.11000061035156,243.27000427246094,235.42999267578125,236.33999633789062,234.2059326171875,247600,,,,,,,,
2020-12-04,236.58999633789062,245.83999633789062,234.2449951171875,244.30999755859375,242.1039581298828,148000,,,,,,,,
2020-12-07,244.0,245.66400146484375,240.64999389648438,243.49000549316406,241.29139709472656,136000,,,,,,,,
2020-12-08,242.22000122070312,242.22000122070312,232.69000244140625,235.19000244140625,233.0662841796875,142400,,,,,,,,
2020-12-09,236.14999389648438,238.80999755859375,233.07000732421875,233.75999450683594,231.6492156982422,82100,,,,,,,,
2020-12-10,232.00999450683594,238.30999755859375,229.39999389648438,238.2100067138672,236.05909729003906,67400,,,,,,,,
2020-12-11,237.00999450683594,242.2100067138672,233.89999389648438,236.5800018310547,234.44375610351562,77000,,,,,,,,
2020-12-14,239.77999877929688,242.38999938964844,236.38499450683594,239.85000610351562,237.68423461914062,119200,,,,,,,,
2020-12-15,242.83999633789062,242.83999633789062,238.86000061035156,240.1199951171875,237.95181274414062,184100,,,,,,,,
2020-12-16,241.83999633789062,250.23500061035156,240.5800018310547,247.3000030517578,245.06698608398438,164200,,,,,,,,
