date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MORN')","('high', 'MORN')","('low', 'MORN')","('close', 'MORN')","('adj_close', 'MORN')","('volume', 'MORN')","('currency', '')"
2020-01-02,151.25999450683594,151.4499969482422,150.02000427246094,151.3000030517578,145.93716430664062,63800,,,,,,,,
2020-01-03,150.11000061035156,152.3800048828125,150.11000061035156,151.9199981689453,146.53517150878906,48200,,,,,,,,
2020-01-06,151.3000030517578,153.9600067138672,149.58999633789062,153.55999755859375,148.11708068847656,127200,,,,,,,,
2020-01-07,153.0500030517578,154.41000366210938,151.72999572753906,151.8000030517578,146.41943359375,48600,,,,,,,,
2020-01-08,151.8800048828125,153.6199951171875,151.8800048828125,152.74000549316406,147.326171875,62100,,,,,,,,
2020-01-09,153.32000732421875,155.6999969482422,152.99000549316406,153.92999267578125,148.4739532470703,29500,,,,,,,,
2020-01-10,153.94000244140625,155.88999938964844,153.0800018310547,155.63999938964844,150.12330627441406,62800,,,,,,,,
2020-01-13,155.6699981689453,158.14999389648438,155.5800018310547,158.0800018310547,152.4768524169922,56600,,,,,,,,
2020-01-14,157.9499969482422,165.8800048828125,156.6999969482422,157.13999938964844,151.57017517089844,76700,,,,,,,,
2020-01-15,157.11000061035156,159.47000122070312,155.91000366210938,158.10000610351562,152.49615478515625,43100,,,,,,,,
2020-01-16,158.8000030517578,160.72000122070312,158.44000244140625,159.97000122070312,154.29989624023438,46800,,,,,,,,
2020-01-17,160.41000366210938,161.97999572753906,158.1699981689453,158.67999267578125,153.0555877685547,44600,,,,,,,,
2020-01-21,157.8300018310547,159.49000549316406,157.8300018310547,158.85000610351562,153.2196044921875,120900,,,,,,,,
2020-01-22,159.7100067138672,160.0500030517578,158.4199981689453,159.0399932861328,153.40286254882812,43800,,,,,,,,
2020-01-23,158.9199981689453,158.9199981689453,157.1699981689453,157.1699981689453,151.59912109375,67300,,,,,,,,
2020-01-24,157.30999755859375,158.74000549316406,156.5,156.69000244140625,151.13616943359375,28700,,,,,,,,
2020-01-27,154.3800048828125,157.6999969482422,154.3800048828125,157.13999938964844,151.57017517089844,42100,,,,,,,,
2020-01-28,157.69000244140625,158.39999389648438,156.50999450683594,157.1699981689453,151.59912109375,45400,,,,,,,,
2020-01-29,157.64999389648438,158.30999755859375,155.41000366210938,156.88999938964844,151.3290557861328,46000,,,,,,,,
2020-01-30,156.5399932861328,159.61000061035156,156.19000244140625,159.33999633789062,153.69219970703125,40600,,,,,,,,
2020-01-31,159.3000030517578,159.42999267578125,156.14999389648438,156.88999938964844,151.3290557861328,34100,,,,,,,,
2020-02-03,156.83999633789062,161.24000549316406,156.83999633789062,160.11000061035156,154.43495178222656,57800,,,,,,,,
2020-02-04,161.0500030517578,163.88999938964844,159.4199981689453,159.72999572753906,154.0684051513672,79400,,,,,,,,
2020-02-05,160.94000244140625,162.47000122070312,157.91000366210938,158.69000244140625,153.065185546875,56900,,,,,,,,
2020-02-06,159.0800018310547,160.0,157.49000549316406,158.8300018310547,153.2003173828125,52800,,,,,,,,
2020-02-07,158.72999572753906,158.72999572753906,156.33999633789062,157.38999938964844,151.81130981445312,38400,,,,,,,,
2020-02-10,156.94000244140625,157.99000549316406,156.49000549316406,157.85000610351562,152.2550048828125,37500,,,,,,,,
2020-02-11,158.0,159.1999969482422,156.4600067138672,157.22000122070312,151.64732360839844,38800,,,,,,,,
2020-02-12,157.77999877929688,157.77999877929688,155.9499969482422,156.32000732421875,150.7792510986328,36000,,,,,,,,
2020-02-13,155.9499969482422,157.38999938964844,154.92999267578125,157.10000610351562,151.53158569335938,50700,,,,,,,,
2020-02-14,157.7899932861328,158.85000610351562,156.36000061035156,158.24000549316406,152.63116455078125,37700,,,,,,,,
2020-02-18,158.1999969482422,161.9600067138672,157.7899932861328,161.83999633789062,156.1035919189453,74400,,,,,,,,
2020-02-19,162.47000122070312,166.02999877929688,162.47000122070312,165.72000122070312,159.84603881835938,69700,,,,,,,,
2020-02-20,165.61000061035156,166.58999633789062,162.64999389648438,164.72000122070312,158.88145446777344,79800,,,,,,,,
2020-02-21,163.74000549316406,163.74000549316406,157.92999267578125,161.55999755859375,155.8335418701172,64700,,,,,,,,
2020-02-24,158.27999877929688,160.3800048828125,156.8000030517578,159.08999633789062,153.45108032226562,50200,,,,,,,,
2020-02-25,159.19000244140625,159.19000244140625,154.32000732421875,155.17999267578125,149.67965698242188,53300,,,,,,,,
2020-02-26,155.36000061035156,159.33999633789062,154.55999755859375,155.1300048828125,149.63140869140625,61900,,,,,,,,
2020-02-27,150.69000244140625,152.8699951171875,146.13999938964844,146.13999938964844,140.96006774902344,45600,,,,,,,,
2020-02-28,142.97000122070312,147.7100067138672,140.0,146.89999389648438,141.69314575195312,218000,,,,,,,,
2020-03-02,147.1300048828125,149.5500030517578,144.75999450683594,149.44000244140625,144.14309692382812,127300,,,,,,,,
2020-03-03,147.5,151.2899932861328,142.89999389648438,145.0,139.86050415039062,87400,,,,,,,,
2020-03-04,146.97000122070312,148.16000366210938,143.83999633789062,146.3699951171875,141.18191528320312,100200,,,,,,,,
2020-03-05,143.6699981689453,144.5,139.64999389648438,140.3300018310547,135.35598754882812,51400,,,,,,,,
2020-03-06,136.61000061035156,142.02999877929688,135.39999389648438,139.47000122070312,134.5264892578125,84900,,,,,,,,
2020-03-09,133.30999755859375,134.19000244140625,130.02000427246094,131.4199981689453,126.76178741455078,86200,,,,,,,,
2020-03-10,133.5399932861328,135.3300018310547,130.49000549316406,135.2899932861328,130.49462890625,116700,,,,,,,,
2020-03-11,132.77999877929688,134.4499969482422,125.41999816894531,125.41999816894531,120.97447204589844,94100,,,,,,,,
2020-03-12,120.29000091552734,122.0,114.31999969482422,115.08999633789062,111.01063537597656,159100,,,,,,,,
2020-03-13,117.16999816894531,120.76000213623047,113.63999938964844,120.45999908447266,116.1903076171875,197700,,,,,,,,
2020-03-16,109.97000122070312,116.4800033569336,107.66999816894531,108.27999877929688,104.44202423095703,104800,,,,,,,,
2020-03-17,109.45999908447266,124.25,107.6500015258789,113.87000274658203,109.83390045166016,188200,,,,,,,,
