date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EACO')","('high', 'EACO')","('low', 'EACO')","('close', 'EACO')","('adj_close', 'EACO')","('volume', 'EACO')","('currency', '')"
2020-02-12,21.0,21.0,21.0,21.0,21.0,0,,,,,,,,
2020-02-13,21.0,21.0,21.0,21.0,21.0,0,,,,,,,,
2020-02-14,21.0,21.0,21.0,21.0,21.0,0,,,,,,,,
2020-02-18,21.0,21.0,21.0,21.0,21.0,0,,,,,,,,
2020-02-19,21.0,21.0,21.0,21.0,21.0,0,,,,,,,,
2020-02-20,21.0,21.0,21.0,21.0,21.0,0,,,,,,,,
2020-02-21,21.0,21.0,21.0,21.0,21.0,0,,,,,,,,
2020-02-24,21.0,21.0,21.0,21.0,21.0,0,,,,,,,,
2020-02-25,20.5,20.700000762939453,20.5,20.700000762939453,20.700000762939453,400,,,,,,,,
2020-02-26,20.700000762939453,20.700000762939453,20.700000762939453,20.700000762939453,20.700000762939453,0,,,,,,,,
2020-02-27,20.700000762939453,20.700000762939453,20.700000762939453,20.700000762939453,20.700000762939453,0,,,,,,,,
2020-02-28,19.0,19.0,18.5,18.5,18.5,200,,,,,,,,
2020-03-02,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,200,,,,,,,,
2020-03-03,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,0,,,,,,,,
2020-03-04,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,200,,,,,,,,
2020-03-05,18.5,18.700000762939453,17.260000228881836,17.260000228881836,17.260000228881836,800,,,,,,,,
2020-03-06,17.5,17.5,16.5,16.5,16.5,800,,,,,,,,
2020-03-09,16.510000228881836,16.510000228881836,16.5,16.5,16.5,700,,,,,,,,
2020-03-10,17.0,17.0,17.0,17.0,17.0,500,,,,,,,,
2020-03-11,16.0,16.0,15.260000228881836,15.260000228881836,15.260000228881836,1100,,,,,,,,
2020-03-12,15.25,15.25,15.0,15.0,15.0,1600,,,,,,,,
2020-03-13,15.0,15.0,15.0,15.0,15.0,0,,,,,,,,
2020-03-16,14.260000228881836,14.260000228881836,13.5,13.5,13.5,600,,,,,,,,
2020-03-17,13.5,13.5,13.5,13.5,13.5,0,,,,,,,,
2020-03-18,13.5,13.5,13.5,13.5,13.5,0,,,,,,,,
2020-03-19,13.5,13.5,13.5,13.5,13.5,100,,,,,,,,
2020-03-20,13.5,13.5,13.5,13.5,13.5,0,,,,,,,,
2020-03-23,13.5,13.5,11.539999961853027,12.75,12.75,700,,,,,,,,
2020-03-24,12.75,12.75,12.75,12.75,12.75,0,,,,,,,,
2020-03-25,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,600,,,,,,,,
2020-03-26,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-03-27,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,12.989999771118164,0,,,,,,,,
2020-03-30,13.25,13.25,13.25,13.25,13.25,100,,,,,,,,
2020-03-31,14.75,17.389999389648438,14.75,17.389999389648438,17.389999389648438,400,,,,,,,,
2020-04-01,17.389999389648438,17.389999389648438,17.389999389648438,17.389999389648438,17.389999389648438,0,,,,,,,,
2020-04-02,17.389999389648438,17.389999389648438,17.389999389648438,17.389999389648438,17.389999389648438,0,,,,,,,,
2020-04-03,17.389999389648438,17.389999389648438,17.389999389648438,17.389999389648438,17.389999389648438,0,,,,,,,,
2020-04-06,17.389999389648438,17.389999389648438,17.389999389648438,17.389999389648438,17.389999389648438,0,,,,,,,,
2020-04-07,17.389999389648438,17.389999389648438,17.389999389648438,17.389999389648438,17.389999389648438,0,,,,,,,,
2020-04-08,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,100,,,,,,,,
2020-04-09,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-04-13,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-04-14,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-04-15,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-04-16,15.619999885559082,15.619999885559082,15.619999885559082,15.619999885559082,15.619999885559082,200,,,,,,,,
2020-04-17,15.640000343322754,15.640000343322754,15.640000343322754,15.640000343322754,15.640000343322754,100,,,,,,,,
2020-04-20,15.640000343322754,15.640000343322754,15.640000343322754,15.640000343322754,15.640000343322754,0,,,,,,,,
2020-04-21,15.640000343322754,15.640000343322754,15.640000343322754,15.640000343322754,15.640000343322754,0,,,,,,,,
2020-04-22,15.640000343322754,15.640000343322754,15.640000343322754,15.640000343322754,15.640000343322754,0,,,,,,,,
2020-04-23,15.640000343322754,15.640000343322754,15.640000343322754,15.640000343322754,15.640000343322754,0,,,,,,,,
2020-04-24,15.5600004196167,15.760000228881836,15.5,15.5,15.5,1400,,,,,,,,
2020-04-27,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2020-04-28,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2020-04-29,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2020-04-30,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2020-05-01,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2020-05-04,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2020-05-05,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2020-05-06,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2020-05-07,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2020-05-08,15.069999694824219,15.069999694824219,15.069999694824219,15.069999694824219,15.069999694824219,1000,,,,,,,,
2020-05-11,15.069999694824219,15.069999694824219,15.069999694824219,15.069999694824219,15.069999694824219,0,,,,,,,,
2020-05-12,15.539999961853027,15.539999961853027,15.539999961853027,15.539999961853027,15.539999961853027,1000,,,,,,,,
2020-05-13,15.539999961853027,15.539999961853027,15.539999961853027,15.539999961853027,15.539999961853027,0,,,,,,,,
2020-05-14,15.5,15.5,15.5,15.5,15.5,500,,,,,,,,
2020-05-15,15.5,15.5,15.5,15.5,15.5,500,,,,,,,,
2020-05-18,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2020-05-19,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2020-05-20,15.5,15.5,15.5,15.5,15.5,200,,,,,,,,
2020-05-21,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2020-05-22,15.5,15.5,15.5,15.5,15.5,0,,,,,,,,
2020-05-26,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,100,,,,,,,,
2020-05-27,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-05-28,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-05-29,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-06-01,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-06-02,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-06-03,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-06-04,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-06-05,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-06-08,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-06-09,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-06-10,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-06-11,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-06-12,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,15.529999732971191,0,,,,,,,,
2020-06-15,16.0,16.0,16.0,16.0,16.0,100,,,,,,,,
2020-06-16,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-06-17,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-06-18,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-06-19,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-06-22,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-06-23,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-06-24,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-06-25,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-06-26,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-06-29,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-06-30,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-07-01,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-07-02,16.5,16.5,16.5,16.5,16.5,200,,,,,,,,
2020-07-06,16.5,16.5,16.5,16.5,16.5,0,,,,,,,,
2020-07-07,16.5,16.5,16.5,16.5,16.5,0,,,,,,,,
2020-07-08,16.010000228881836,16.010000228881836,16.0,16.0,16.0,1000,,,,,,,,
2020-07-09,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-07-10,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-07-13,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-07-14,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-07-15,15.069999694824219,16.0,15.039999961853027,16.0,16.0,1100,,,,,,,,
2020-07-16,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-07-17,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-07-20,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-07-21,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,300,,,,,,,,
2020-07-22,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,0,,,,,,,,
2020-07-23,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,0,,,,,,,,
2020-07-24,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,0,,,,,,,,
2020-07-27,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,0,,,,,,,,
2020-07-28,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,0,,,,,,,,
2020-07-29,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,0,,,,,,,,
2020-07-30,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,0,,,,,,,,
2020-07-31,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,0,,,,,,,,
2020-08-03,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,0,,,,,,,,
2020-08-04,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,0,,,,,,,,
2020-08-05,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,0,,,,,,,,
2020-08-06,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,15.050000190734863,0,,,,,,,,
2020-08-07,16.0,16.0,16.0,16.0,16.0,200,,,,,,,,
2020-08-10,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-08-11,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-08-12,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2020-08-13,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,800,,,,,,,,
2020-08-14,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,0,,,,,,,,
2020-08-17,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,0,,,,,,,,
2020-08-18,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,100,,,,,,,,
2020-08-19,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,0,,,,,,,,
2020-08-20,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,300,,,,,,,,
2020-08-21,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,,,,,,,,
2020-08-24,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,,,,,,,,
2020-08-25,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,,,,,,,,
2020-08-26,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,,,,,,,,
2020-08-27,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,,,,,,,,
2020-08-28,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,,,,,,,,
2020-08-31,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,,,,,,,,
2020-09-01,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,,,,,,,,
2020-09-02,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,,,,,,,,
2020-09-03,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,,,,,,,,
2020-09-04,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,,,,,,,,
2020-09-08,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,,,,,,,,
2020-09-09,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,,,,,,,,
2020-09-10,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,,,,,,,,
2020-09-11,17.200000762939453,17.299999237060547,17.200000762939453,17.299999237060547,17.299999237060547,2000,,,,,,,,
2020-09-14,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,200,,,,,,,,
2020-09-15,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,0,,,,,,,,
2020-09-16,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,0,,,,,,,,
2020-09-17,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,0,,,,,,,,
2020-09-18,19.31999969482422,19.31999969482422,19.31999969482422,19.31999969482422,19.31999969482422,200,,,,,,,,
2020-09-21,19.31999969482422,19.31999969482422,19.31999969482422,19.31999969482422,19.31999969482422,0,,,,,,,,
2020-09-22,16.510000228881836,19.31999969482422,16.510000228881836,19.31999969482422,19.31999969482422,700,,,,,,,,
2020-09-23,19.31999969482422,19.31999969482422,19.31999969482422,19.31999969482422,19.31999969482422,0,,,,,,,,
2020-09-24,19.31999969482422,19.31999969482422,19.31999969482422,19.31999969482422,19.31999969482422,0,,,,,,,,
2020-09-25,19.31999969482422,19.31999969482422,19.31999969482422,19.31999969482422,19.31999969482422,0,,,,,,,,
2020-09-28,17.389999389648438,17.389999389648438,16.75,16.75,16.75,1000,,,,,,,,
2020-09-29,16.75,16.75,16.75,16.75,16.75,700,,,,,,,,
2020-09-30,16.75,16.950000762939453,16.75,16.950000762939453,16.950000762939453,800,,,,,,,,
2020-10-01,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,0,,,,,,,,
2020-10-02,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,0,,,,,,,,
2020-10-05,17.899999618530273,17.899999618530273,17.899999618530273,17.899999618530273,17.899999618530273,200,,,,,,,,
2020-10-06,17.899999618530273,17.899999618530273,17.899999618530273,17.899999618530273,17.899999618530273,0,,,,,,,,
2020-10-07,17.899999618530273,17.899999618530273,17.899999618530273,17.899999618530273,17.899999618530273,0,,,,,,,,
2020-10-08,17.899999618530273,18.5,17.899999618530273,18.5,18.5,600,,,,,,,,
2020-10-09,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-10-12,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-10-13,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-10-14,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-10-15,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-10-16,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-10-19,18.5,18.5,18.5,18.5,18.5,100,,,,,,,,
2020-10-20,18.950000762939453,19.190000534057617,18.5,19.190000534057617,19.190000534057617,1000,,,,,,,,
2020-10-21,19.149999618530273,19.200000762939453,19.149999618530273,19.200000762939453,19.200000762939453,600,,,,,,,,
2020-10-22,19.18000030517578,19.18000030517578,19.18000030517578,19.18000030517578,19.18000030517578,300,,,,,,,,
2020-10-23,19.18000030517578,19.18000030517578,19.18000030517578,19.18000030517578,19.18000030517578,200,,,,,,,,
2020-10-26,19.18000030517578,19.18000030517578,19.18000030517578,19.18000030517578,19.18000030517578,0,,,,,,,,
2020-10-27,19.18000030517578,19.18000030517578,19.18000030517578,19.18000030517578,19.18000030517578,0,,,,,,,,
2020-10-28,18.100000381469727,18.25,18.0,18.25,18.25,1900,,,,,,,,
2020-10-29,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,200,,,,,,,,
2020-10-30,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,200,,,,,,,,
2020-11-02,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,0,,,,,,,,
2020-11-03,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,0,,,,,,,,
2020-11-04,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,0,,,,,,,,
2020-11-05,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,0,,,,,,,,
2020-11-06,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,0,,,,,,,,
2020-11-09,18.75,18.75,18.75,18.75,18.75,100,,,,,,,,
2020-11-10,18.75,18.75,18.75,18.75,18.75,0,,,,,,,,
2020-11-11,18.75,18.75,18.75,18.75,18.75,0,,,,,,,,
2020-11-12,18.75,18.75,18.75,18.75,18.75,0,,,,,,,,
2020-11-13,18.75,18.75,18.75,18.75,18.75,0,,,,,,,,
2020-11-16,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,200,,,,,,,,
2020-11-17,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,0,,,,,,,,
2020-11-18,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,0,,,,,,,,
2020-11-19,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,0,,,,,,,,
2020-11-20,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,0,,,,,,,,
2020-11-23,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,100,,,,,,,,
2020-11-24,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,0,,,,,,,,
2020-11-25,19.149999618530273,20.200000762939453,18.799999237060547,20.200000762939453,20.200000762939453,1000,,,,,,,,
2020-11-27,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,0,,,,,,,,
2020-11-30,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,0,,,,,,,,
2020-12-01,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,0,,,,,,,,
2020-12-02,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,0,,,,,,,,
2020-12-03,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,0,,,,,,,,
2020-12-04,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,0,,,,,,,,
2020-12-07,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,0,,,,,,,,
2020-12-08,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,0,,,,,,,,
2020-12-09,19.989999771118164,19.989999771118164,19.989999771118164,19.989999771118164,19.989999771118164,200,,,,,,,,
2020-12-10,19.989999771118164,19.989999771118164,19.989999771118164,19.989999771118164,19.989999771118164,0,,,,,,,,
2020-12-11,19.989999771118164,19.989999771118164,19.989999771118164,19.989999771118164,19.989999771118164,0,,,,,,,,
2020-12-14,19.989999771118164,19.989999771118164,19.989999771118164,19.989999771118164,19.989999771118164,0,,,,,,,,
2020-12-15,19.989999771118164,19.989999771118164,19.989999771118164,19.989999771118164,19.989999771118164,0,,,,,,,,
2020-12-16,20.0,20.0,20.0,20.0,20.0,300,,,,,,,,
2020-12-17,19.5,20.200000762939453,19.5,20.200000762939453,20.200000762939453,200,,,,,,,,
2020-12-18,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,0,,,,,,,,
2020-12-21,20.209999084472656,20.209999084472656,20.209999084472656,20.209999084472656,20.209999084472656,100,,,,,,,,
2020-12-22,20.450000762939453,20.450000762939453,20.450000762939453,20.450000762939453,20.450000762939453,100,,,,,,,,
2020-12-23,19.5,19.5,19.299999237060547,19.299999237060547,19.299999237060547,200,,,,,,,,
2020-12-24,19.479999542236328,19.479999542236328,19.25,19.25,19.25,400,,,,,,,,
2020-12-28,20.0,20.0,20.0,20.0,20.0,100,,,,,,,,
2020-12-29,19.25,20.209999084472656,18.809999465942383,20.209999084472656,20.209999084472656,2500,,,,,,,,
2020-12-30,20.209999084472656,20.209999084472656,20.209999084472656,20.209999084472656,20.209999084472656,0,,,,,,,,
2020-12-31,20.0,20.0,20.0,20.0,20.0,3000,,,,,,,,
2021-01-04,20.209999084472656,20.209999084472656,20.209999084472656,20.209999084472656,20.209999084472656,700,,,,,,,,
2021-01-05,20.450000762939453,20.5,20.450000762939453,20.5,20.5,600,,,,,,,,
2021-01-06,20.5,20.5,20.5,20.5,20.5,0,,,,,,,,
2021-01-07,20.0,20.0,20.0,20.0,20.0,900,,,,,,,,
2021-01-08,19.010000228881836,19.209999084472656,19.0,19.0,19.0,1300,,,,,,,,
2021-01-11,19.0,19.0,19.0,19.0,19.0,0,,,,,,,,
2021-01-12,19.0,19.0,19.0,19.0,19.0,0,,,,,,,,
2021-01-13,19.0,19.0,19.0,19.0,19.0,0,,,,,,,,
2021-01-14,19.0,19.0,19.0,19.0,19.0,0,,,,,,,,
2021-01-15,19.0,19.0,19.0,19.0,19.0,0,,,,,,,,
2021-01-19,19.0,19.0,19.0,19.0,19.0,0,,,,,,,,
2021-01-20,19.0,19.0,19.0,19.0,19.0,0,,,,,,,,
2021-01-21,19.0,19.0,19.0,19.0,19.0,0,,,,,,,,
2021-01-22,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,100,,,,,,,,
2021-01-25,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,0,,,,,,,,
2021-01-26,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,0,,,,,,,,
2021-01-27,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,0,,,,,,,,
2021-01-28,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,0,,,,,,,,
2021-01-29,19.200000762939453,19.200000762939453,19.0,19.0,19.0,800,,,,,,,,
2021-02-01,19.0,19.0,19.0,19.0,19.0,400,,,,,,,,
2021-02-02,19.0,19.0,19.0,19.0,19.0,0,,,,,,,,
2021-02-03,19.0,19.0,19.0,19.0,19.0,0,,,,,,,,
2021-02-04,19.0,19.0,19.0,19.0,19.0,0,,,,,,,,
2021-02-05,19.0,19.0,19.0,19.0,19.0,0,,,,,,,,
2021-02-08,19.0,19.0,19.0,19.0,19.0,0,,,,,,,,
2021-02-09,19.0,19.0,19.0,19.0,19.0,0,,,,,,,,
2021-02-10,19.0,19.0,19.0,19.0,19.0,0,,,,,,,,
2021-02-11,19.399999618530273,19.399999618530273,19.399999618530273,19.399999618530273,19.399999618530273,100,,,,,,,,
2021-02-12,19.450000762939453,19.450000762939453,19.450000762939453,19.450000762939453,19.450000762939453,200,,,,,,,,
2021-02-16,19.450000762939453,19.450000762939453,19.450000762939453,19.450000762939453,19.450000762939453,0,,,,,,,,
2021-02-17,19.450000762939453,19.450000762939453,19.450000762939453,19.450000762939453,19.450000762939453,0,,,,,,,,
