date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MAWAF')","('high', 'MAWAF')","('low', 'MAWAF')","('close', 'MAWAF')","('adj_close', 'MAWAF')","('volume', 'MAWAF')","('currency', '')"
2024-09-27,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,1,,,,,,,,
2024-09-30,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-01,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-02,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-03,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-04,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-07,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-08,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-09,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-10,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-11,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-14,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-15,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-16,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-17,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-18,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-21,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-22,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-23,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-24,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-25,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-28,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-29,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-30,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-10-31,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-01,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-04,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-05,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-06,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-07,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-08,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-11,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-12,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-13,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-14,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-15,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-18,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-19,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-20,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-21,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-22,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
2024-11-25,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,200.92420959472656,0,,,,,,,,
