date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'LLDTF')","('high', 'LLDTF')","('low', 'LLDTF')","('close', 'LLDTF')","('adj_close', 'LLDTF')","('volume', 'LLDTF')","('currency', '')"
2020-01-02,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.6357160806655884,1700,,,,,,,,
2020-01-03,0.8199999928474426,0.8399999737739563,0.8199999928474426,0.8399999737739563,0.6675017476081848,14200,,,,,,,,
2020-01-06,0.8600000143051147,0.8600000143051147,0.8199999928474426,0.8199999928474426,0.651608943939209,26100,,,,,,,,
2020-01-07,0.8199999928474426,0.8199999928474426,0.8199999928474426,0.8199999928474426,0.651608943939209,0,,,,,,,,
2020-01-08,0.8299999833106995,0.8299999833106995,0.8199999928474426,0.8199999928474426,0.651608943939209,10800,,,,,,,,
2020-01-09,0.8199999928474426,0.8199999928474426,0.8199999928474426,0.8199999928474426,0.651608943939209,18700,,,,,,,,
2020-01-10,0.7900000214576721,0.7900000214576721,0.7900000214576721,0.7900000214576721,0.6277695298194885,900,,,,,,,,
2020-01-13,0.75,0.7799999713897705,0.7300000190734863,0.7300000190734863,0.5800908207893372,5900,,,,,,,,
2020-01-14,0.7099999785423279,0.7599999904632568,0.7099999785423279,0.7099999785423279,0.5641980171203613,4600,,,,,,,,
2020-01-15,0.75,0.75,0.75,0.75,0.5959838032722473,6800,,,,,,,,
2020-01-16,0.75,0.7900000214576721,0.75,0.75,0.5959838032722473,3200,,,,,,,,
2020-01-17,0.75,0.75,0.75,0.75,0.5959838032722473,0,,,,,,,,
2020-01-21,0.7200000286102295,0.7400000095367432,0.7099999785423279,0.7400000095367432,0.5880373120307922,36100,,,,,,,,
2020-01-22,0.7400000095367432,0.7599999904632568,0.7099999785423279,0.7599999904632568,0.6039301156997681,5100,,,,,,,,
2020-01-23,0.75,0.75,0.7400000095367432,0.7400000095367432,0.5880373120307922,3200,,,,,,,,
2020-01-24,0.7400000095367432,0.7400000095367432,0.7400000095367432,0.7400000095367432,0.5880373120307922,800,,,,,,,,
2020-01-27,0.7200000286102295,0.7400000095367432,0.7200000286102295,0.7400000095367432,0.5880373120307922,7800,,,,,,,,
2020-01-28,0.7200000286102295,0.75,0.7200000286102295,0.75,0.5959838032722473,2900,,,,,,,,
2020-01-29,0.75,0.75,0.75,0.75,0.5959838032722473,0,,,,,,,,
2020-01-30,0.75,0.75,0.75,0.75,0.5959838032722473,0,,,,,,,,
2020-01-31,0.75,0.75,0.75,0.75,0.5959838032722473,0,,,,,,,,
2020-02-03,0.7400000095367432,0.7799999713897705,0.7400000095367432,0.7799999713897705,0.6198230981826782,61000,,,,,,,,
