date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PAYX')","('high', 'PAYX')","('low', 'PAYX')","('close', 'PAYX')","('adj_close', 'PAYX')","('volume', 'PAYX')","('currency', '')"
2020-01-02,85.5,85.62999725341797,84.70999908447266,85.11000061035156,71.49057006835938,1307000,,,,,,,,
2020-01-03,84.70999908447266,85.04000091552734,84.4000015258789,84.81999969482422,71.2469711303711,964700,,,,,,,,
2020-01-06,84.4800033569336,84.8499984741211,84.37000274658203,84.80999755859375,71.23857879638672,1196700,,,,,,,,
2020-01-07,84.48999786376953,84.62000274658203,84.11000061035156,84.33999633789062,70.84378814697266,1361200,,,,,,,,
2020-01-08,84.43000030517578,85.48999786376953,84.27999877929688,85.16999816894531,71.54096984863281,1500500,,,,,,,,
2020-01-09,85.38999938964844,86.19999694824219,85.19999694824219,85.75,72.02814483642578,1245600,,,,,,,,
2020-01-10,86.19000244140625,86.30000305175781,85.16999816894531,85.2699966430664,71.62496948242188,1048500,,,,,,,,
2020-01-13,85.61000061035156,86.37000274658203,85.51000213623047,86.26000213623047,72.4565658569336,1183200,,,,,,,,
2020-01-14,86.72000122070312,87.45999908447266,86.20999908447266,86.62000274658203,72.75894927978516,1518400,,,,,,,,
2020-01-15,86.79000091552734,87.83000183105469,86.79000091552734,87.37000274658203,73.38893127441406,2091000,,,,,,,,
2020-01-16,88.08999633789062,88.2300033569336,87.41000366210938,87.97000122070312,73.89289855957031,1478200,,,,,,,,
2020-01-17,88.19999694824219,88.27999877929688,87.87999725341797,88.23999786376953,74.11970520019531,1585600,,,,,,,,
2020-01-21,88.01000213623047,88.91999816894531,87.9800033569336,88.6500015258789,74.464111328125,1796400,,,,,,,,
2020-01-22,89.20999908447266,89.94999694824219,88.94000244140625,89.66000366210938,75.31248474121094,1381400,,,,,,,,
2020-01-23,89.68000030517578,89.77999877929688,89.06999969482422,89.6500015258789,75.3040771484375,1259300,,,,,,,,
2020-01-24,89.94999694824219,89.95999908447266,88.5199966430664,88.91000366210938,74.68250274658203,1005100,,,,,,,,
2020-01-27,88.0199966430664,88.56999969482422,87.58999633789062,87.70999908447266,73.67453002929688,1512400,,,,,,,,
2020-01-28,87.7699966430664,89.05999755859375,87.7699966430664,88.66000366210938,74.47249603271484,1057300,,,,,,,,
2020-01-29,88.95999908447266,88.95999908447266,87.30999755859375,87.4000015258789,73.41413116455078,1416300,,,,,,,,
2020-01-30,86.72000122070312,88.04000091552734,86.37999725341797,87.95999908447266,73.88452911376953,1368600,,,,,,,,
2020-01-31,87.19000244140625,87.30999755859375,85.4000015258789,85.7699966430664,72.55638885498047,1718400,,,,,,,,
2020-02-03,86.44999694824219,87.41999816894531,86.41999816894531,86.55999755859375,73.22469329833984,1406000,,,,,,,,
2020-02-04,87.52999877929688,88.8499984741211,87.26000213623047,88.27999877929688,74.67969512939453,1239000,,,,,,,,
2020-02-05,88.81999969482422,88.91999816894531,87.77999877929688,88.02999877929688,74.46820831298828,1570600,,,,,,,,
2020-02-06,88.5999984741211,88.86000061035156,88.01000213623047,88.44999694824219,74.82350158691406,855000,,,,,,,,
2020-02-07,87.98999786376953,88.29000091552734,87.51000213623047,87.9800033569336,74.42591094970703,886700,,,,,,,,
2020-02-10,87.8499984741211,88.58999633789062,87.83999633789062,88.48999786376953,74.85733795166016,855000,,,,,,,,
2020-02-11,88.75,88.75,87.70999908447266,87.80000305175781,74.2736587524414,847300,,,,,,,,
2020-02-12,88.23999786376953,88.37999725341797,87.33000183105469,87.97000122070312,74.41744232177734,1019800,,,,,,,,
2020-02-13,87.69999694824219,88.87999725341797,87.5999984741211,88.5999984741211,74.95038604736328,782700,,,,,,,,
2020-02-14,88.51000213623047,89.22000122070312,88.4000015258789,89.20999908447266,75.4664306640625,949100,,,,,,,,
2020-02-18,89.3499984741211,89.69999694824219,89.08000183105469,89.36000061035156,75.59333038330078,1117700,,,,,,,,
2020-02-19,89.72000122070312,90.3499984741211,89.5,90.11000061035156,76.2277603149414,1417300,,,,,,,,
2020-02-20,90.29000091552734,90.54000091552734,89.05000305175781,90.2300033569336,76.32928466796875,2253500,,,,,,,,
2020-02-21,89.94999694824219,90.04000091552734,88.72000122070312,89.05000305175781,75.33108520507812,1838100,,,,,,,,
2020-02-24,87.1500015258789,88.69999694824219,86.52999877929688,87.20999908447266,73.77452850341797,1768200,,,,,,,,
2020-02-25,87.5,87.86000061035156,83.47000122070312,83.61000061035156,70.72915649414062,2164100,,,,,,,,
2020-02-26,84.55999755859375,85.31999969482422,82.2300033569336,82.27999877929688,69.60404968261719,2276300,,,,,,,,
2020-02-27,81.0999984741211,82.56999969482422,78.87000274658203,78.9000015258789,66.7447738647461,2689700,,,,,,,,
2020-02-28,76.70999908447266,78.12000274658203,75.3499984741211,77.4800033569336,65.54354095458984,4052700,,,,,,,,
2020-03-02,77.61000061035156,82.2300033569336,76.87999725341797,82.08000183105469,69.43486785888672,3500900,,,,,,,,
2020-03-03,81.2699966430664,82.80000305175781,78.56999969482422,79.05999755859375,66.88011932373047,2944600,,,,,,,,
2020-03-04,80.54000091552734,82.62000274658203,79.69999694824219,82.37999725341797,69.68864440917969,1913100,,,,,,,,
2020-03-05,80.30999755859375,80.81999969482422,78.5199966430664,79.31999969482422,67.10006713867188,2360800,,,,,,,,
2020-03-06,76.44000244140625,77.91999816894531,75.22000122070312,77.5,65.56045532226562,2592000,,,,,,,,
2020-03-09,72.36000061035156,75.12999725341797,69.5199966430664,72.45999908447266,61.296913146972656,3281900,,,,,,,,
2020-03-10,74.70999908447266,76.72000122070312,72.38999938964844,76.70999908447266,64.89216613769531,2699300,,,,,,,,
2020-03-11,74.1500015258789,75.9800033569336,73.05000305175781,74.68000030517578,63.17489242553711,4562600,,,,,,,,
2020-03-12,69.66000366210938,71.58000183105469,64.61000061035156,66.45999908447266,56.221256256103516,5742900,,,,,,,,
2020-03-13,69.7300033569336,71.55999755859375,65.11000061035156,71.55999755859375,60.53554916381836,4951100,,,,,,,,
2020-03-16,63.61000061035156,64.43000030517578,57.619998931884766,57.619998931884766,48.743141174316406,5565300,,,,,,,,
2020-03-17,58.470001220703125,61.27000045776367,54.47999954223633,60.790000915527344,51.42476272583008,7262400,,,,,,,,
2020-03-18,55.93000030517578,63.880001068115234,47.869998931884766,63.29999923706055,53.5480842590332,5556900,,,,,,,,
2020-03-19,62.15999984741211,62.5,54.470001220703125,58.029998779296875,49.0899772644043,5592500,,,,,,,,
2020-03-20,58.279998779296875,58.43000030517578,51.369998931884766,51.970001220703125,43.96358108520508,5751200,,,,,,,,
2020-03-23,51.689998626708984,52.5,48.5,50.38999938964844,42.62698745727539,5166400,,,,,,,,
2020-03-24,52.779998779296875,61.869998931884766,52.7599983215332,59.560001373291016,50.3842658996582,4925300,,,,,,,,
2020-03-25,59.0,65.66999816894531,54.34000015258789,60.08000183105469,50.82415771484375,5912500,,,,,,,,
2020-03-26,60.16999816894531,66.13999938964844,60.02000045776367,65.66000366210938,55.54450225830078,3445300,,,,,,,,
2020-03-27,62.54999923706055,63.9900016784668,59.68000030517578,60.16999816894531,50.9002799987793,4114300,,,,,,,,
2020-03-30,60.68000030517578,64.94999694824219,60.279998779296875,64.41999816894531,54.49553298950195,3754700,,,,,,,,
2020-03-31,63.900001525878906,64.8499984741211,61.40999984741211,62.91999816894531,53.22662353515625,5368500,,,,,,,,
2020-04-01,59.41999816894531,62.150001525878906,59.119998931884766,60.61000061035156,51.27251052856445,5451500,,,,,,,,
2020-04-02,59.91999816894531,61.630001068115234,59.790000915527344,61.029998779296875,51.62779998779297,3716200,,,,,,,,
2020-04-03,60.90999984741211,61.5099983215332,58.849998474121094,59.54999923706055,50.37580108642578,6192900,,,,,,,,
2020-04-06,62.70000076293945,65.7300033569336,62.18000030517578,65.29000091552734,55.23151779174805,3475500,,,,,,,,
2020-04-07,68.27999877929688,68.79000091552734,64.63999938964844,64.81999969482422,54.83391571044922,4136400,,,,,,,,
2020-04-08,65.33000183105469,66.41000366210938,63.939998626708984,65.05999755859375,55.03694152832031,3171800,,,,,,,,
2020-04-09,66.2300033569336,67.69000244140625,65.73999786376953,66.54000091552734,56.2889289855957,2877400,,,,,,,,
2020-04-13,65.55999755859375,65.75,63.4900016784668,64.1500015258789,54.26713562011719,1985100,,,,,,,,
2020-04-14,65.33000183105469,66.25,64.37999725341797,66.13999938964844,55.95056915283203,3233300,,,,,,,,
2020-04-15,64.79000091552734,65.13999938964844,63.939998626708984,64.88999938964844,54.893131256103516,2366100,,,,,,,,
2020-04-16,65.01000213623047,65.22000122070312,63.310001373291016,63.77000045776367,53.9456787109375,2105200,,,,,,,,
2020-04-17,65.9800033569336,67.55000305175781,65.69999694824219,67.5,57.10103988647461,2764600,,,,,,,,
2020-04-20,66.11000061035156,67.66999816894531,65.8499984741211,66.45999908447266,56.221256256103516,2372400,,,,,,,,
2020-04-21,64.97000122070312,65.55000305175781,63.77000045776367,64.0199966430664,54.15716552734375,2776900,,,,,,,,
2020-04-22,65.54000091552734,67.69999694824219,65.29000091552734,66.81999969482422,56.52579116821289,2394200,,,,,,,,
2020-04-23,67.2300033569336,68.19000244140625,66.55999755859375,66.91000366210938,56.60194396972656,2477000,,,,,,,,
2020-04-24,67.62999725341797,68.68000030517578,66.73999786376953,68.08999633789062,57.60013198852539,3032700,,,,,,,,
2020-04-27,68.69999694824219,68.98999786376953,67.97000122070312,68.55999755859375,57.99773025512695,1849700,,,,,,,,
2020-04-28,69.5999984741211,70.69000244140625,68.47000122070312,68.66000366210938,58.08234405517578,2096200,,,,,,,,
2020-04-29,70.2699966430664,70.86000061035156,68.16000366210938,69.86000061035156,59.09746170043945,2300200,,,,,,,,
2020-04-30,69.62999725341797,69.69000244140625,67.5,68.5199966430664,57.96389389038086,2463900,,,,,,,,
2020-05-01,67.13999938964844,67.69999694824219,65.94999694824219,66.5999984741211,56.33969497680664,2162800,,,,,,,,
