date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TMUS')","('high', 'TMUS')","('low', 'TMUS')","('close', 'TMUS')","('adj_close', 'TMUS')","('volume', 'TMUS')","('currency', '')"
2020-01-02,78.87999725341797,78.88999938964844,77.93000030517578,78.58999633789062,75.9262466430664,3392700,,,,,,,,
2020-01-03,78.05999755859375,78.43000030517578,77.47000122070312,78.16999816894531,75.52050018310547,1831900,,,,,,,,
2020-01-06,78.12999725341797,78.8499984741211,77.97000122070312,78.62000274658203,75.95524597167969,2675300,,,,,,,,
2020-01-07,78.56999969482422,79.51000213623047,78.1500015258789,78.91999816894531,76.24506378173828,3262400,,,,,,,,
2020-01-08,79.22000122070312,79.79000091552734,78.08000183105469,79.41999816894531,76.7281265258789,3037400,,,,,,,,
2020-01-09,79.7699966430664,80.33000183105469,79.4000015258789,79.80999755859375,77.10490417480469,2981900,,,,,,,,
2020-01-10,80.20999908447266,80.20999908447266,78.8499984741211,79.0,76.3223648071289,2224800,,,,,,,,
2020-01-13,79.16999816894531,79.55999755859375,78.88999938964844,79.4000015258789,76.70880889892578,2283400,,,,,,,,
2020-01-14,79.16999816894531,79.94999694824219,78.86000061035156,79.80000305175781,77.09524536132812,2050100,,,,,,,,
2020-01-15,79.86000061035156,80.4800033569336,79.62000274658203,80.2699966430664,77.54932403564453,1612300,,,,,,,,
2020-01-16,80.2699966430664,81.5199966430664,80.2699966430664,81.44000244140625,78.67964935302734,3109300,,,,,,,,
2020-01-17,81.94999694824219,82.23999786376953,81.56999969482422,82.1500015258789,79.36559295654297,3559600,,,,,,,,
2020-01-21,81.98999786376953,82.94999694824219,81.80000305175781,82.02999877929688,79.24967193603516,3612000,,,,,,,,
2020-01-22,82.13999938964844,83.02999877929688,82.06999969482422,82.48999786376953,79.69406127929688,1672500,,,,,,,,
2020-01-23,82.30000305175781,82.37000274658203,81.94999694824219,82.18000030517578,79.39458465576172,1754900,,,,,,,,
2020-01-24,82.29000091552734,82.58999633789062,81.33000183105469,81.58000183105469,78.81491088867188,1596500,,,,,,,,
2020-01-27,80.88999938964844,81.55000305175781,80.37999725341797,80.72000122070312,77.98406219482422,1934600,,,,,,,,
2020-01-28,81.08000183105469,82.30000305175781,80.93000030517578,81.66000366210938,78.89221954345703,2395000,,,,,,,,
2020-01-29,81.87000274658203,81.88999938964844,80.08999633789062,80.26000213623047,77.53965759277344,2602400,,,,,,,,
2020-01-30,79.58999633789062,81.05000305175781,79.58000183105469,80.94000244140625,78.19660186767578,2352700,,,,,,,,
2020-01-31,80.58999633789062,80.79000091552734,79.16000366210938,79.19000244140625,76.50592803955078,2863600,,,,,,,,
2020-02-03,80.36000061035156,80.76000213623047,79.33000183105469,79.45999908447266,76.76677703857422,2873600,,,,,,,,
2020-02-04,80.1500015258789,81.88999938964844,79.2300033569336,81.51000213623047,78.7472915649414,4597800,,,,,,,,
2020-02-05,81.95999908447266,82.70999908447266,81.75,81.79000091552734,79.01780700683594,2758800,,,,,,,,
2020-02-06,82.12999725341797,83.08000183105469,82.0,82.7699966430664,79.9645767211914,2976200,,,,,,,,
2020-02-07,83.37000274658203,85.79000091552734,82.26000213623047,85.44000244140625,82.5440902709961,6740600,,,,,,,,
2020-02-10,85.41000366210938,85.6500015258789,84.37999725341797,84.52999877929688,81.66492462158203,3423100,,,,,,,,
2020-02-11,93.69999694824219,95.2300033569336,92.66000366210938,94.48999786376953,91.28734588623047,25874400,,,,,,,,
2020-02-12,94.0,96.2699966430664,93.91999816894531,95.66999816894531,92.4273452758789,8915500,,,,,,,,
2020-02-13,95.12000274658203,96.1500015258789,94.80000305175781,95.13999938964844,91.91531372070312,5490500,,,,,,,,
2020-02-14,95.26000213623047,96.62000274658203,95.0199966430664,96.4800033569336,93.20989227294922,3045900,,,,,,,,
2020-02-18,96.8499984741211,100.0199966430664,96.27999877929688,99.87999725341797,96.49463653564453,7460100,,,,,,,,
2020-02-19,101.16000366210938,101.3499984741211,99.63999938964844,100.48999786376953,97.08397674560547,6091300,,,,,,,,
2020-02-20,100.0999984741211,100.41999816894531,98.2300033569336,99.5,96.1275405883789,6350400,,,,,,,,
2020-02-21,98.97000122070312,99.48999786376953,96.62000274658203,98.56999969482422,95.22905731201172,12101000,,,,,,,,
2020-02-24,96.12999725341797,97.30999755859375,95.87999725341797,96.37000274658203,93.10362243652344,4700900,,,,,,,,
2020-02-25,96.55999755859375,97.0,94.44999694824219,94.58000183105469,91.3742904663086,5117500,,,,,,,,
2020-02-26,94.68000030517578,95.66000366210938,93.44000244140625,93.6500015258789,90.47581481933594,4371300,,,,,,,,
2020-02-27,92.83000183105469,93.31999969482422,91.16000366210938,91.23999786376953,88.14749145507812,5856400,,,,,,,,
2020-02-28,89.44000244140625,90.5,87.4800033569336,90.16000366210938,87.1041030883789,6957600,,,,,,,,
2020-03-02,90.27999877929688,93.36000061035156,88.9800033569336,93.29000091552734,90.12802124023438,5160600,,,,,,,,
2020-03-03,92.62999725341797,93.91999816894531,88.7699966430664,89.37000274658203,86.34088134765625,5702000,,,,,,,,
2020-03-04,90.43000030517578,93.95999908447266,90.25,93.80999755859375,90.63038635253906,5222200,,,,,,,,
2020-03-05,91.61000061035156,93.16000366210938,89.19000244140625,89.86000061035156,86.81427001953125,4941300,,,,,,,,
2020-03-06,86.0999984741211,88.27999877929688,85.41999816894531,87.86000061035156,84.8820571899414,5978500,,,,,,,,
2020-03-09,83.2699966430664,84.88999938964844,79.58000183105469,79.75,77.04693603515625,7946600,,,,,,,,
2020-03-10,81.9800033569336,85.01000213623047,80.20999908447266,84.9800033569336,82.09966278076172,6713600,,,,,,,,
2020-03-11,82.86000061035156,87.83000183105469,82.8499984741211,86.44999694824219,83.51984405517578,8840300,,,,,,,,
2020-03-12,82.0199966430664,85.0,76.41000366210938,76.76000213623047,74.15827941894531,9075300,,,,,,,,
2020-03-13,80.1500015258789,85.5199966430664,76.61000061035156,85.38999938964844,82.49577331542969,7401700,,,,,,,,
2020-03-16,78.33999633789062,80.55000305175781,74.83999633789062,76.52999877929688,73.93607330322266,6787700,,,,,,,,
2020-03-17,77.5999984741211,80.4000015258789,75.44999694824219,78.3499984741211,75.69438171386719,7609100,,,,,,,,
2020-03-18,74.5999984741211,76.0999984741211,63.5,74.31999969482422,71.80098724365234,11114200,,,,,,,,
2020-03-19,74.7699966430664,81.98999786376953,73.61000061035156,79.44999694824219,76.75711059570312,8906200,,,,,,,,
2020-03-20,80.0,82.0,73.16000366210938,74.55000305175781,72.02320098876953,6836600,,,,,,,,
2020-03-23,74.9800033569336,76.66000366210938,70.83000183105469,75.69999694824219,73.13420867919922,8328800,,,,,,,,
2020-03-24,78.5,79.70999908447266,75.83000183105469,78.6500015258789,75.9842300415039,5929100,,,,,,,,
2020-03-25,77.7699966430664,85.47000122070312,77.75,79.16999816894531,76.48658752441406,6252700,,,,,,,,
2020-03-26,80.0,84.98999786376953,79.7300033569336,84.62999725341797,81.76153564453125,4821300,,,,,,,,
2020-03-27,82.54000091552734,83.9000015258789,81.0199966430664,81.72000122070312,78.95018005371094,4309600,,,,,,,,
2020-03-30,82.29000091552734,83.86000061035156,81.23999786376953,83.12000274658203,80.30272674560547,5625200,,,,,,,,
2020-03-31,83.04000091552734,84.75,81.9800033569336,83.9000015258789,81.05628204345703,6920600,,,,,,,,
2020-04-01,82.98999786376953,86.70999908447266,82.69999694824219,85.12999725341797,82.24459075927734,11018800,,,,,,,,
2020-04-02,85.05000305175781,88.5199966430664,84.0199966430664,84.41000366210938,81.54899597167969,22956100,,,,,,,,
2020-04-03,84.55999755859375,84.98999786376953,81.04000091552734,81.9800033569336,79.20135498046875,8378500,,,,,,,,
2020-04-06,84.48999786376953,86.48999786376953,82.98999786376953,86.08999633789062,83.17205810546875,5256300,,,,,,,,
2020-04-07,87.66000366210938,87.91000366210938,85.16999816894531,86.51000213623047,83.57781982421875,4410100,,,,,,,,
2020-04-08,86.5999984741211,87.63999938964844,86.0,86.8499984741211,83.90629577636719,3831600,,,,,,,,
2020-04-09,86.87999725341797,87.75,84.93000030517578,85.9000015258789,82.98849487304688,5770900,,,,,,,,
