date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'REG')","('high', 'REG')","('low', 'REG')","('close', 'REG')","('adj_close', 'REG')","('volume', 'REG')","('currency', '')"
2020-01-02,63.470001220703125,63.470001220703125,61.529998779296875,61.68000030517578,47.90061950683594,759300,,,,,,,,
2020-01-03,61.61000061035156,62.4900016784668,61.38999938964844,62.40999984741211,48.46754455566406,833500,,,,,,,,
2020-01-06,62.43000030517578,63.0099983215332,62.16999816894531,62.56999969482422,48.59178924560547,618300,,,,,,,,
2020-01-07,62.400001525878906,62.40999984741211,61.27000045776367,61.68000030517578,47.90061950683594,557100,,,,,,,,
2020-01-08,61.79999923706055,62.5099983215332,61.65999984741211,62.18000030517578,48.28892135620117,767700,,,,,,,,
2020-01-09,62.0,62.099998474121094,61.220001220703125,61.54999923706055,47.7996711730957,875600,,,,,,,,
2020-01-10,61.630001068115234,62.11000061035156,61.2400016784668,61.91999816894531,48.08700942993164,1207800,,,,,,,,
2020-01-13,61.86000061035156,62.220001220703125,61.720001220703125,62.119998931884766,48.24232482910156,804000,,,,,,,,
2020-01-14,62.130001068115234,62.72999954223633,61.810001373291016,62.65999984741211,48.66168975830078,986200,,,,,,,,
2020-01-15,63.02000045776367,63.33000183105469,62.560001373291016,63.04999923706055,48.964569091796875,785500,,,,,,,,
2020-01-16,63.310001373291016,63.470001220703125,62.9900016784668,63.25,49.11988067626953,605000,,,,,,,,
2020-01-17,63.220001220703125,63.709999084472656,63.13999938964844,63.20000076293945,49.0810546875,750500,,,,,,,,
2020-01-21,63.380001068115234,64.0,63.029998779296875,63.849998474121094,49.58584213256836,667000,,,,,,,,
2020-01-22,63.72999954223633,64.30999755859375,63.439998626708984,63.61000061035156,49.39945602416992,503400,,,,,,,,
2020-01-23,63.77000045776367,64.11000061035156,63.220001220703125,64.08000183105469,49.76446533203125,437100,,,,,,,,
2020-01-24,63.880001068115234,64.08000183105469,63.400001525878906,63.790000915527344,49.53925323486328,459800,,,,,,,,
2020-01-27,63.33000183105469,63.63999938964844,63.04999923706055,63.33000183105469,49.182010650634766,604300,,,,,,,,
2020-01-28,63.15999984741211,63.97999954223633,63.130001068115234,63.75,49.508182525634766,762500,,,,,,,,
2020-01-29,63.59000015258789,63.849998474121094,62.93000030517578,62.970001220703125,48.902435302734375,436200,,,,,,,,
2020-01-30,62.790000915527344,62.97999954223633,61.900001525878906,62.38999938964844,48.45201110839844,672500,,,,,,,,
2020-01-31,62.369998931884766,62.41999816894531,61.720001220703125,62.040000915527344,48.18019485473633,799300,,,,,,,,
2020-02-03,62.38999938964844,62.75,61.81999969482422,61.91999816894531,48.08700942993164,1091800,,,,,,,,
2020-02-04,63.4900016784668,63.59000015258789,61.970001220703125,62.650001525878906,48.65392303466797,1312400,,,,,,,,
2020-02-05,62.790000915527344,63.59000015258789,62.630001068115234,63.439998626708984,49.26744079589844,682700,,,,,,,,
2020-02-06,63.689998626708984,64.05000305175781,63.36000061035156,63.5099983215332,49.321800231933594,448000,,,,,,,,
2020-02-07,63.540000915527344,63.79999923706055,62.880001068115234,63.119998931884766,49.0189208984375,382800,,,,,,,,
2020-02-10,63.52000045776367,63.849998474121094,63.220001220703125,63.79999923706055,49.5470085144043,728800,,,,,,,,
2020-02-11,63.77000045776367,64.36000061035156,62.310001373291016,62.650001525878906,48.65392303466797,690300,,,,,,,,
2020-02-12,62.689998626708984,62.959999084472656,62.18000030517578,62.310001373291016,48.3898811340332,1645800,,,,,,,,
2020-02-13,62.310001373291016,63.400001525878906,61.900001525878906,62.83000183105469,48.79370880126953,1595700,,,,,,,,
2020-02-14,63.130001068115234,64.08999633789062,62.439998626708984,64.0199966430664,49.717864990234375,1358700,,,,,,,,
2020-02-18,64.12000274658203,64.6500015258789,63.70000076293945,64.23999786376953,49.88870620727539,749700,,,,,,,,
