date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SCI')","('high', 'SCI')","('low', 'SCI')","('close', 'SCI')","('adj_close', 'SCI')","('volume', 'SCI')","('currency', '')"
2020-01-02,46.220001220703125,46.25,45.650001525878906,46.20000076293945,41.88450241088867,657300,,,,,,,,
2020-01-03,45.709999084472656,46.31999969482422,45.619998931884766,46.27000045776367,41.947967529296875,668700,,,,,,,,
2020-01-06,46.13999938964844,46.720001220703125,46.11000061035156,46.630001068115234,42.274330139160156,766500,,,,,,,,
2020-01-07,46.689998626708984,47.5,46.5099983215332,46.540000915527344,42.1927375793457,747900,,,,,,,,
2020-01-08,46.41999816894531,47.040000915527344,46.16999816894531,46.630001068115234,42.274330139160156,1098800,,,,,,,,
2020-01-09,46.83000183105469,47.310001373291016,46.63999938964844,46.97999954223633,42.591636657714844,526700,,,,,,,,
2020-01-10,47.13999938964844,47.540000915527344,46.91999816894531,47.40999984741211,42.981468200683594,506600,,,,,,,,
2020-01-13,47.40999984741211,47.75,47.36000061035156,47.70000076293945,43.244384765625,392100,,,,,,,,
2020-01-14,47.54999923706055,47.70000076293945,47.02000045776367,47.619998931884766,43.17184829711914,562400,,,,,,,,
2020-01-15,47.689998626708984,48.220001220703125,47.619998931884766,47.95000076293945,43.471031188964844,661300,,,,,,,,
2020-01-16,48.119998931884766,48.470001220703125,48.029998779296875,48.45000076293945,43.9243278503418,494600,,,,,,,,
2020-01-17,48.5,48.72999954223633,48.38999938964844,48.5,43.96966552734375,433100,,,,,,,,
2020-01-21,48.25,48.56999969482422,48.06999969482422,48.4900016784668,43.960594177246094,478700,,,,,,,,
2020-01-22,48.689998626708984,49.20000076293945,48.43000030517578,48.61000061035156,44.06938934326172,636800,,,,,,,,
2020-01-23,48.34000015258789,48.56999969482422,48.11000061035156,48.349998474121094,43.833675384521484,719000,,,,,,,,
2020-01-24,48.40999984741211,48.68000030517578,47.689998626708984,47.900001525878906,43.42571258544922,602700,,,,,,,,
2020-01-27,47.33000183105469,48.02000045776367,47.08000183105469,47.58000183105469,43.135597229003906,785700,,,,,,,,
2020-01-28,47.7400016784668,48.47999954223633,47.709999084472656,48.279998779296875,43.770206451416016,434900,,,,,,,,
2020-01-29,48.36000061035156,48.65999984741211,48.209999084472656,48.38999938964844,43.86993408203125,377400,,,,,,,,
2020-01-30,48.08000183105469,48.619998931884766,47.849998474121094,48.310001373291016,43.79740524291992,520100,,,,,,,,
2020-01-31,48.209999084472656,48.27000045776367,47.41999816894531,47.95000076293945,43.471031188964844,749300,,,,,,,,
2020-02-03,48.09000015258789,48.79999923706055,48.09000015258789,48.38999938964844,43.86993408203125,635600,,,,,,,,
2020-02-04,49.0,49.220001220703125,46.5099983215332,46.70000076293945,42.33779525756836,1409000,,,,,,,,
2020-02-05,46.790000915527344,47.29999923706055,46.560001373291016,47.11000061035156,42.709495544433594,1554800,,,,,,,,
2020-02-06,47.18000030517578,47.400001525878906,47.04999923706055,47.20000076293945,42.79109573364258,521500,,,,,,,,
2020-02-07,47.15999984741211,47.4900016784668,46.869998931884766,47.02000045776367,42.627899169921875,584500,,,,,,,,
2020-02-10,47.029998779296875,47.4900016784668,46.88999938964844,47.40999984741211,42.981468200683594,410300,,,,,,,,
2020-02-11,47.5,47.970001220703125,47.25,47.58000183105469,43.135597229003906,387200,,,,,,,,
2020-02-12,47.7599983215332,48.540000915527344,47.70000076293945,48.52000045776367,43.987789154052734,627300,,,,,,,,
2020-02-13,48.31999969482422,48.70000076293945,48.09000015258789,48.63999938964844,44.09658432006836,572700,,,,,,,,
2020-02-14,48.75,50.099998474121094,48.400001525878906,49.959999084472656,45.29328155517578,1305100,,,,,,,,
2020-02-18,50.90999984741211,52.439998626708984,50.119998931884766,50.689998626708984,45.955101013183594,1318600,,,,,,,,
2020-02-19,50.45000076293945,51.209999084472656,50.41999816894531,50.959999084472656,46.19986343383789,1190200,,,,,,,,
2020-02-20,50.97999954223633,52.0,50.91999816894531,51.9900016784668,47.133663177490234,838000,,,,,,,,
2020-02-21,52.0,52.7400016784668,51.81999969482422,52.529998779296875,47.62321853637695,1061900,,,,,,,,
2020-02-24,51.599998474121094,52.52000045776367,51.45000076293945,51.939998626708984,47.08833694458008,1302500,,,,,,,,
2020-02-25,52.040000915527344,52.47999954223633,51.43000030517578,51.59000015258789,46.771018981933594,1390500,,,,,,,,
2020-02-26,51.59000015258789,52.45000076293945,49.849998474121094,50.369998931884766,45.66497802734375,1324000,,,,,,,,
2020-02-27,49.869998931884766,50.5099983215332,48.59000015258789,48.59000015258789,44.05126190185547,1081000,,,,,,,,
2020-02-28,47.43000030517578,48.15999984741211,46.52000045776367,47.790000915527344,43.32598114013672,2097100,,,,,,,,
2020-03-02,48.04999923706055,50.459999084472656,47.470001220703125,50.43000030517578,45.71937942504883,1479500,,,,,,,,
