date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'IAC')","('high', 'IAC')","('low', 'IAC')","('close', 'IAC')","('adj_close', 'IAC')","('volume', 'IAC')","('currency', '')"
2020-01-02,44.73847579956055,45.66244888305664,44.670562744140625,45.623130798339844,45.623130798339844,5789568,,,,,,,,
2020-01-03,45.08161544799805,45.4926643371582,45.00297927856445,45.3782844543457,45.3782844543457,3651003,,,,,,,,
2020-01-06,45.21207809448242,45.4569206237793,44.97616958618164,45.43726348876953,45.43726348876953,5663112,,,,,,,,
2020-01-07,45.519474029541016,45.891204833984375,45.14237976074219,45.724998474121094,45.724998474121094,4461218,,,,,,,,
2020-01-08,45.75359344482422,46.7258186340332,45.75359344482422,46.262939453125,46.262939453125,6777158,,,,,,,,
2020-01-09,46.66862869262695,47.15831756591797,46.27545166015625,46.49884796142578,46.49884796142578,5426426,,,,,,,,
2020-01-10,46.83662414550781,47.463924407958984,46.39519119262695,47.39065170288086,47.39065170288086,3772424,,,,,,,,
2020-01-13,47.45320129394531,49.158172607421875,47.45320129394531,48.44866180419922,48.44866180419922,7340615,,,,,,,,
2020-01-14,48.37895965576172,48.94192123413086,48.01258850097656,48.361087799072266,48.361087799072266,4605580,,,,,,,,
2020-01-15,48.31462097167969,49.426246643066406,48.31462097167969,49.084896087646484,49.084896087646484,4211663,,,,,,,,
2020-01-16,49.3154411315918,49.67824172973633,49.1474494934082,49.50309753417969,49.50309753417969,3775781,,,,,,,,
2020-01-17,49.835514068603516,49.835514068603516,48.90439224243164,49.272552490234375,49.272552490234375,5131548,,,,,,,,
2020-01-21,49.0420036315918,49.260040283203125,48.49691390991211,48.69886779785156,48.69886779785156,10545105,,,,,,,,
2020-01-22,49.09025955200195,49.186767578125,48.4611701965332,48.58091354370117,48.58091354370117,6612653,,,,,,,,
2020-01-23,48.54695510864258,48.929412841796875,48.1126708984375,48.2324104309082,48.2324104309082,3360042,,,,,,,,
2020-01-24,48.4951286315918,48.61308288574219,46.993896484375,47.067169189453125,47.067169189453125,3617431,,,,,,,,
2020-01-27,46.068138122558594,46.573909759521484,45.66244888305664,46.355873107910156,46.355873107910156,4962567,,,,,,,,
2020-01-28,46.64897155761719,46.743690490722656,46.20396423339844,46.30940628051758,46.30940628051758,3659956,,,,,,,,
2020-01-29,46.398765563964844,46.398765563964844,45.04050827026367,45.095909118652344,45.095909118652344,4564733,,,,,,,,
2020-01-30,44.718814849853516,45.0244255065918,44.404273986816406,44.84749221801758,44.84749221801758,5117000,,,,,,,,
2020-01-31,44.63839340209961,44.663414001464844,43.38200759887695,43.53391647338867,43.53391647338867,5070558,,,,,,,,
2020-02-03,43.657230377197266,44.457889556884766,43.657230377197266,44.34886932373047,44.34886932373047,7293054,,,,,,,,
2020-02-04,44.85821533203125,45.54270553588867,44.40248489379883,45.397945404052734,45.397945404052734,5381103,,,,,,,,
2020-02-05,44.54545974731445,44.54545974731445,42.37760925292969,42.62960433959961,42.62960433959961,9845679,,,,,,,,
2020-02-06,42.35795211791992,44.59371566772461,41.89149856567383,43.68761444091797,43.68761444091797,9593326,,,,,,,,
2020-02-07,43.315879821777344,43.85203552246094,42.836917877197266,43.01205825805664,43.01205825805664,5547287,,,,,,,,
2020-02-10,42.820831298828125,43.08354568481445,42.11310958862305,42.23999786376953,42.23999786376953,3863069,,,,,,,,
