date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'LW')","('high', 'LW')","('low', 'LW')","('close', 'LW')","('adj_close', 'LW')","('volume', 'LW')","('currency', '')"
2020-01-02,85.7699966430664,86.06999969482422,83.9469985961914,84.08999633789062,76.39503479003906,1593400,,,,,,,,
2020-01-03,87.1500015258789,94.45999908447266,86.19000244140625,93.55999755859375,84.99845886230469,3940600,,,,,,,,
2020-01-06,92.44999694824219,92.51000213623047,90.4800033569336,90.69999694824219,82.40015411376953,1960200,,,,,,,,
2020-01-07,90.55000305175781,91.91999816894531,90.19999694824219,91.20999908447266,82.86349487304688,1768800,,,,,,,,
2020-01-08,91.19999694824219,92.25,91.02999877929688,91.26000213623047,82.90892028808594,1516400,,,,,,,,
2020-01-09,91.94999694824219,91.98999786376953,90.58000183105469,90.79000091552734,82.48194122314453,945700,,,,,,,,
2020-01-10,90.83000183105469,91.2699966430664,90.20999908447266,90.4800033569336,82.2002944946289,908900,,,,,,,,
2020-01-13,90.2699966430664,91.91000366210938,90.2699966430664,91.2300033569336,82.88165283203125,1586800,,,,,,,,
2020-01-14,91.05999755859375,91.58999633789062,90.37000274658203,90.66999816894531,82.3729248046875,685500,,,,,,,,
2020-01-15,90.7300033569336,92.0199966430664,90.66999816894531,90.87999725341797,82.56368255615234,809300,,,,,,,,
2020-01-16,90.94000244140625,91.69000244140625,90.58999633789062,91.0,82.67271423339844,682000,,,,,,,,
2020-01-17,91.20999908447266,91.43000030517578,90.48999786376953,90.5,82.21846008300781,908500,,,,,,,,
2020-01-21,90.5199966430664,91.44000244140625,90.48999786376953,91.19999694824219,82.8543930053711,1010900,,,,,,,,
2020-01-22,91.2300033569336,92.16000366210938,91.06999969482422,91.19000244140625,82.84532928466797,1001400,,,,,,,,
2020-01-23,90.94999694824219,91.45999908447266,90.65499877929688,90.88999938964844,82.57276916503906,901300,,,,,,,,
2020-01-24,91.08999633789062,91.16000366210938,90.29000091552734,90.69000244140625,82.3910903930664,519000,,,,,,,,
2020-01-27,90.63999938964844,91.69999694824219,90.2699966430664,90.43000030517578,82.1548843383789,907200,,,,,,,,
