date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'JBSS')","('high', 'JBSS')","('low', 'JBSS')","('close', 'JBSS')","('adj_close', 'JBSS')","('volume', 'JBSS')","('currency', '')"
2020-01-02,91.30000305175781,91.62000274658203,88.98999786376953,89.01000213623047,69.74501037597656,52500,,,,,,,,
2020-01-03,88.18000030517578,90.58000183105469,87.33999633789062,89.48999786376953,70.1211166381836,104400,,,,,,,,
2020-01-06,89.30000305175781,90.13999938964844,88.63999938964844,89.0,69.73716735839844,70000,,,,,,,,
2020-01-07,88.87999725341797,90.12999725341797,88.43000030517578,88.91000366210938,69.6666488647461,53900,,,,,,,,
2020-01-08,88.63999938964844,89.72000122070312,88.33999633789062,88.76000213623047,69.54911804199219,80200,,,,,,,,
2020-01-09,88.94999694824219,89.77999877929688,88.0999984741211,88.83000183105469,69.60395812988281,138200,,,,,,,,
2020-01-10,89.0,89.5999984741211,87.58999633789062,87.62000274658203,68.65585327148438,92800,,,,,,,,
2020-01-13,87.91999816894531,88.97000122070312,87.75,88.7699966430664,69.55694580078125,117700,,,,,,,,
2020-01-14,88.48999786376953,89.83000183105469,87.87999725341797,88.0199966430664,68.96926879882812,70100,,,,,,,,
2020-01-15,87.93000030517578,89.54000091552734,87.8499984741211,89.26000213623047,69.94088745117188,97900,,,,,,,,
2020-01-16,89.45999908447266,90.80000305175781,88.91000366210938,89.7300033569336,70.30917358398438,80400,,,,,,,,
2020-01-17,89.91999816894531,90.77999877929688,89.38999938964844,90.48999786376953,70.90467834472656,67000,,,,,,,,
2020-01-21,90.25,90.88999938964844,89.79000091552734,90.31999969482422,70.7714614868164,65200,,,,,,,,
2020-01-22,90.41000366210938,90.41000366210938,86.69000244140625,86.69000244140625,67.9271469116211,66200,,,,,,,,
2020-01-23,86.80000305175781,87.87000274658203,86.44000244140625,87.58000183105469,68.62451171875,109900,,,,,,,,
2020-01-24,87.80999755859375,87.80999755859375,85.69000244140625,86.41999816894531,67.715576171875,49700,,,,,,,,
2020-01-27,85.80000305175781,86.26000213623047,84.87000274658203,84.94000244140625,66.555908203125,68300,,,,,,,,
2020-01-28,84.98999786376953,85.01000213623047,83.58000183105469,83.87999725341797,65.7253189086914,86200,,,,,,,,
2020-01-29,84.04000091552734,84.1500015258789,82.55000305175781,83.63999938964844,65.53727722167969,65000,,,,,,,,
2020-01-30,87.44000244140625,94.30000305175781,86.0199966430664,87.19999694824219,68.32674407958984,177000,,,,,,,,
2020-01-31,87.56999969482422,88.30999755859375,83.94000244140625,84.30000305175781,66.05441284179688,95200,,,,,,,,
2020-02-03,84.63999938964844,84.63999938964844,81.0199966430664,81.19000244140625,63.617549896240234,97300,,,,,,,,
2020-02-04,81.62999725341797,82.29000091552734,81.08999633789062,81.19999694824219,63.625370025634766,119400,,,,,,,,
2020-02-05,81.62999725341797,81.62999725341797,79.62000274658203,79.7300033569336,62.47352981567383,87200,,,,,,,,
2020-02-06,79.48999786376953,80.38999938964844,79.06999969482422,79.16000366210938,62.02691650390625,97100,,,,,,,,
2020-02-07,79.04000091552734,79.52999877929688,77.12999725341797,77.18000030517578,60.47545623779297,41400,,,,,,,,
2020-02-10,77.25,78.47000122070312,76.37999725341797,77.69999694824219,60.88289260864258,207100,,,,,,,,
2020-02-11,77.80999755859375,80.87999725341797,77.80999755859375,79.73999786376953,62.48137664794922,89000,,,,,,,,
2020-02-12,79.73999786376953,80.4800033569336,78.7300033569336,78.75,61.70563888549805,58900,,,,,,,,
2020-02-13,78.72000122070312,79.41000366210938,78.0199966430664,79.33999633789062,62.16794967651367,37100,,,,,,,,
2020-02-14,79.11000061035156,80.88999938964844,79.11000061035156,79.98999786376953,62.67726135253906,81700,,,,,,,,
2020-02-18,79.95999908447266,80.30000305175781,78.44000244140625,78.66000366210938,61.635128021240234,41300,,,,,,,,
2020-02-19,78.55000305175781,80.08000183105469,78.26000213623047,79.25,62.0974235534668,32700,,,,,,,,
2020-02-20,79.25,79.58999633789062,78.56999969482422,79.2699966430664,62.11309051513672,77600,,,,,,,,
2020-02-21,79.30999755859375,79.9800033569336,78.86000061035156,79.18000030517578,62.04257583618164,28200,,,,,,,,
2020-02-24,78.2699966430664,78.55999755859375,77.06999969482422,77.97000122070312,61.09445571899414,28600,,,,,,,,
