date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NAGE')","('high', 'NAGE')","('low', 'NAGE')","('close', 'NAGE')","('adj_close', 'NAGE')","('volume', 'NAGE')","('currency', '')"
2020-01-02,4.340000152587891,4.369999885559082,4.179999828338623,4.300000190734863,4.300000190734863,197100,,,,,,,,
2020-01-03,4.28000020980835,4.409999847412109,4.239999771118164,4.389999866485596,4.389999866485596,209900,,,,,,,,
2020-01-06,4.400000095367432,4.739999771118164,4.329999923706055,4.690000057220459,4.690000057220459,395700,,,,,,,,
2020-01-07,4.659999847412109,4.730000019073486,4.5,4.519999980926514,4.519999980926514,125200,,,,,,,,
2020-01-08,4.53000020980835,4.800000190734863,4.449999809265137,4.75,4.75,257800,,,,,,,,
2020-01-09,4.800000190734863,4.800000190734863,4.630000114440918,4.650000095367432,4.650000095367432,195200,,,,,,,,
2020-01-10,4.650000095367432,4.75,4.639999866485596,4.690000057220459,4.690000057220459,92700,,,,,,,,
2020-01-13,4.630000114440918,4.690000057220459,4.260000228881836,4.380000114440918,4.380000114440918,715100,,,,,,,,
2020-01-14,4.21999979019165,4.420000076293945,4.199999809265137,4.269999980926514,4.269999980926514,233800,,,,,,,,
2020-01-15,4.360000133514404,4.550000190734863,4.360000133514404,4.380000114440918,4.380000114440918,266800,,,,,,,,
2020-01-16,4.449999809265137,4.53000020980835,4.369999885559082,4.460000038146973,4.460000038146973,180800,,,,,,,,
2020-01-17,4.489999771118164,4.550000190734863,4.349999904632568,4.360000133514404,4.360000133514404,154500,,,,,,,,
2020-01-21,4.369999885559082,4.460000038146973,4.340000152587891,4.360000133514404,4.360000133514404,171500,,,,,,,,
2020-01-22,4.340000152587891,4.420000076293945,4.329999923706055,4.340000152587891,4.340000152587891,120700,,,,,,,,
2020-01-23,4.300000190734863,4.349999904632568,4.010000228881836,4.21999979019165,4.21999979019165,358600,,,,,,,,
2020-01-24,4.190000057220459,4.320000171661377,4.159999847412109,4.170000076293945,4.170000076293945,122900,,,,,,,,
2020-01-27,4.119999885559082,4.230000019073486,4.019999980926514,4.179999828338623,4.179999828338623,130700,,,,,,,,
2020-01-28,4.159999847412109,4.349999904632568,4.159999847412109,4.309999942779541,4.309999942779541,107600,,,,,,,,
2020-01-29,4.25,4.360000133514404,4.25,4.309999942779541,4.309999942779541,73700,,,,,,,,
2020-01-30,4.25,4.340000152587891,4.230000019073486,4.289999961853027,4.289999961853027,79100,,,,,,,,
2020-01-31,4.199999809265137,4.440000057220459,4.190000057220459,4.409999847412109,4.409999847412109,352100,,,,,,,,
2020-02-03,4.400000095367432,4.409999847412109,4.170000076293945,4.230000019073486,4.230000019073486,205300,,,,,,,,
2020-02-04,4.150000095367432,4.360000133514404,3.950000047683716,4.010000228881836,4.010000228881836,526000,,,,,,,,
2020-02-05,4.050000190734863,4.199999809265137,3.940000057220459,4.03000020980835,4.03000020980835,226900,,,,,,,,
2020-02-06,4.039999961853027,4.230000019073486,4.0,4.190000057220459,4.190000057220459,144100,,,,,,,,
2020-02-07,4.199999809265137,4.300000190734863,3.9700000286102295,4.039999961853027,4.039999961853027,338100,,,,,,,,
2020-02-10,4.03000020980835,4.289999961853027,4.03000020980835,4.190000057220459,4.190000057220459,196100,,,,,,,,
2020-02-11,4.179999828338623,4.21999979019165,4.03000020980835,4.079999923706055,4.079999923706055,178300,,,,,,,,
2020-02-12,4.079999923706055,4.199999809265137,4.079999923706055,4.139999866485596,4.139999866485596,171400,,,,,,,,
2020-02-13,4.119999885559082,4.179999828338623,4.059999942779541,4.139999866485596,4.139999866485596,144600,,,,,,,,
2020-02-14,4.110000133514404,4.159999847412109,4.059999942779541,4.099999904632568,4.099999904632568,129700,,,,,,,,
2020-02-18,4.019999980926514,4.170000076293945,3.9600000381469727,4.010000228881836,4.010000228881836,198100,,,,,,,,
