date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MBRFY')","('high', 'MBRFY')","('low', 'MBRFY')","('close', 'MBRFY')","('adj_close', 'MBRFY')","('volume', 'MBRFY')","('currency', '')"
2020-01-02,2.509999990463257,2.559999942779541,2.509999990463257,2.559999942779541,1.5824626684188843,1600,,,,,,,,
2020-01-03,2.5,2.6500000953674316,2.5,2.6500000953674316,1.6380963325500488,216700,,,,,,,,
2020-01-06,2.490000009536743,2.569999933242798,2.490000009536743,2.509999990463257,1.5515552759170532,173400,,,,,,,,
2020-01-07,2.5799999237060547,2.5999999046325684,2.5399999618530273,2.5999999046325684,1.6071884632110596,25100,,,,,,,,
2020-01-08,2.569999933242798,2.690000057220459,2.569999933242798,2.690000057220459,1.6628223657608032,51700,,,,,,,,
2020-01-09,2.7200000286102295,2.7799999713897705,2.700000047683716,2.7200000286102295,1.6813668012619019,102400,,,,,,,,
2020-01-10,2.7200000286102295,2.75,2.640000104904175,2.640000104904175,1.6319148540496826,37500,,,,,,,,
2020-01-13,2.6600000858306885,2.680000066757202,2.6600000858306885,2.680000066757202,1.656640648841858,7700,,,,,,,,
2020-01-14,2.75,2.799999952316284,2.740000009536743,2.7699999809265137,1.7122743129730225,25400,,,,,,,,
2020-01-15,2.8499999046325684,2.859999895095825,2.799999952316284,2.8299999237060547,1.7493629455566406,81700,,,,,,,,
2020-01-16,3.0399999618530273,3.0399999618530273,2.890000104904175,2.890000104904175,1.7864521741867065,44800,,,,,,,,
2020-01-17,2.890000104904175,3.0,2.890000104904175,2.950000047683716,1.8235408067703247,176800,,,,,,,,
2020-01-21,2.9000000953674316,2.9600000381469727,2.9000000953674316,2.9600000381469727,1.8297227621078491,27800,,,,,,,,
2020-01-22,2.869999885559082,2.9200000762939453,2.8299999237060547,2.9200000762939453,1.8049964904785156,110000,,,,,,,,
2020-01-23,2.9000000953674316,3.0999999046325684,2.9000000953674316,3.0999999046325684,1.9162635803222656,29700,,,,,,,,
2020-01-24,2.9200000762939453,2.9700000286102295,2.9100000858306885,2.9100000858306885,1.7988152503967285,131700,,,,,,,,
2020-01-27,2.740000009536743,2.799999952316284,2.700000047683716,2.700000047683716,1.6690038442611694,51800,,,,,,,,
2020-01-28,2.7799999713897705,2.8499999046325684,2.75,2.809999942779541,1.7370002269744873,65200,,,,,,,,
2020-01-29,2.700000047683716,2.7200000286102295,2.6500000953674316,2.6700000762939453,1.6504591703414917,65200,,,,,,,,
2020-01-30,2.549999952316284,2.5899999141693115,2.509999990463257,2.5399999618530273,1.5700998306274414,87500,,,,,,,,
2020-01-31,2.5799999237060547,2.5999999046325684,2.5199999809265137,2.5999999046325684,1.6071884632110596,15400,,,,,,,,
2020-02-03,2.6500000953674316,2.690000057220459,2.6500000953674316,2.690000057220459,1.6628223657608032,2200,,,,,,,,
2020-02-04,2.75,2.759999990463257,2.680000066757202,2.680000066757202,1.656640648841858,48900,,,,,,,,
2020-02-05,2.759999990463257,2.7899999618530273,2.700000047683716,2.75,1.699911117553711,76800,,,,,,,,
2020-02-06,2.7899999618530273,2.799999952316284,2.7100000381469727,2.7200000286102295,1.6813668012619019,52000,,,,,,,,
2020-02-07,2.5399999618530273,2.6500000953674316,2.5299999713897705,2.5299999713897705,1.5639184713363647,66200,,,,,,,,
2020-02-10,2.5,2.5,2.4100000858306885,2.4100000858306885,1.4897406101226807,93900,,,,,,,,
2020-02-11,2.5,2.5,2.440000057220459,2.440000057220459,1.5082846879959106,2400,,,,,,,,
2020-02-12,2.4800000190734863,2.4800000190734863,2.4800000190734863,2.4800000190734863,1.533010721206665,400,,,,,,,,
2020-02-13,2.609999895095825,2.619999885559082,2.569999933242798,2.619999885559082,1.619551658630371,12000,,,,,,,,
2020-02-14,2.609999895095825,2.75,2.569999933242798,2.75,1.699911117553711,2400,,,,,,,,
2020-02-18,3.059999942779541,3.130000114440918,3.0,3.109999895095825,1.9224448204040527,41300,,,,,,,,
2020-02-19,3.190000057220459,3.25,3.130000114440918,3.200000047683716,1.9780783653259277,37300,,,,,,,,
2020-02-20,3.140000104904175,3.1500000953674316,3.0399999618530273,3.0899999141693115,1.9100818634033203,10000,,,,,,,,
2020-02-21,3.0999999046325684,3.180000066757202,3.0899999141693115,3.180000066757202,1.9657156467437744,10200,,,,,,,,
2020-02-24,3.0999999046325684,3.0999999046325684,2.990000009536743,3.0199999809265137,1.8668112754821777,51900,,,,,,,,
2020-02-25,3.049999952316284,3.119999885559082,3.0,3.0199999809265137,1.8668112754821777,31100,,,,,,,,
2020-02-26,3.049999952316284,3.0899999141693115,2.809999942779541,2.869999885559082,1.774088978767395,34400,,,,,,,,
2020-02-27,2.700000047683716,2.8299999237060547,2.690000057220459,2.7100000381469727,1.6751850843429565,21000,,,,,,,,
2020-02-28,2.549999952316284,2.700000047683716,2.549999952316284,2.700000047683716,1.6690038442611694,131200,,,,,,,,
2020-03-02,2.7799999713897705,2.7799999713897705,2.7100000381469727,2.7799999713897705,1.71845543384552,50200,,,,,,,,
2020-03-03,2.819999933242798,2.9100000858306885,2.6500000953674316,2.6500000953674316,1.6380963325500488,50400,,,,,,,,
2020-03-04,2.690000057220459,2.740000009536743,2.619999885559082,2.740000009536743,1.6937297582626343,2800,,,,,,,,
2020-03-05,2.5999999046325684,2.6500000953674316,2.4200000762939453,2.4200000762939453,1.4959218502044678,41000,,,,,,,,
2020-03-06,2.3399999141693115,2.5199999809265137,2.2899999618530273,2.390000104904175,1.4773774147033691,20600,,,,,,,,
2020-03-09,1.9600000381469727,2.0899999141693115,1.75,1.7999999523162842,1.1126691102981567,23400,,,,,,,,
2020-03-10,1.909999966621399,2.0999999046325684,1.909999966621399,2.0999999046325684,1.2981139421463013,55600,,,,,,,,
2020-03-11,2.069999933242798,2.069999933242798,1.6200000047683716,1.6200000047683716,1.0014022588729858,24300,,,,,,,,
2020-03-12,1.600000023841858,2.4700000286102295,1.4600000381469727,1.600000023841858,0.9890391826629639,134800,,,,,,,,
2020-03-13,1.899999976158142,1.9600000381469727,1.75,1.9600000381469727,1.2115732431411743,20500,,,,,,,,
2020-03-16,1.5800000429153442,1.7000000476837158,1.4600000381469727,1.4600000381469727,0.9024982452392578,20400,,,,,,,,
2020-03-17,1.600000023841858,1.75,1.4800000190734863,1.5299999713897705,0.9457688927650452,3200,,,,,,,,
2020-03-18,1.3799999952316284,1.4199999570846558,1.0,1.2699999809265137,0.7850499153137207,104500,,,,,,,,
2020-03-19,1.149999976158142,1.340000033378601,1.0800000429153442,1.340000033378601,0.828320324420929,3900,,,,,,,,
2020-03-20,1.4600000381469727,1.5099999904632568,1.2000000476837158,1.350000023841858,0.8345019221305847,1009600,,,,,,,,
2020-03-23,1.309999942779541,1.4199999570846558,1.309999942779541,1.3799999952316284,0.8530462980270386,3100,,,,,,,,
2020-03-24,1.5399999618530273,1.5700000524520874,1.5299999713897705,1.559999942779541,0.964313268661499,51300,,,,,,,,
2020-03-25,1.5499999523162842,1.6799999475479126,1.5099999904632568,1.6699999570846558,1.0323097705841064,30200,,,,,,,,
2020-03-26,1.7300000190734863,1.75,1.600000023841858,1.6299999952316284,1.0075836181640625,10200,,,,,,,,
2020-03-27,1.559999942779541,1.6799999475479126,1.559999942779541,1.6799999475479126,1.0384910106658936,12500,,,,,,,,
2020-03-30,2.0399999618530273,2.0399999618530273,1.6299999952316284,1.7599999904632568,1.0879430770874023,95000,,,,,,,,
2020-03-31,1.7300000190734863,1.7699999809265137,1.7000000476837158,1.7300000190734863,1.0693986415863037,6600,,,,,,,,
2020-04-01,1.590000033378601,1.7300000190734863,1.559999942779541,1.7200000286102295,1.063217282295227,10800,,,,,,,,
2020-04-02,1.7100000381469727,1.7100000381469727,1.6200000047683716,1.6399999856948853,1.0137652158737183,2500,,,,,,,,
2020-04-03,1.600000023841858,1.600000023841858,1.5,1.5800000429153442,0.9766762852668762,16300,,,,,,,,
2020-04-06,1.7400000095367432,1.7400000095367432,1.659999966621399,1.659999966621399,1.0261281728744507,1300,,,,,,,,
2020-04-07,1.840000033378601,1.8799999952316284,1.659999966621399,1.6799999475479126,1.0384910106658936,75900,,,,,,,,
2020-04-08,1.690000057220459,1.690000057220459,1.6299999952316284,1.690000057220459,1.0446727275848389,10800,,,,,,,,
2020-04-09,1.7799999713897705,1.7899999618530273,1.7200000286102295,1.7200000286102295,1.063217282295227,9100,,,,,,,,
2020-04-13,1.6799999475479126,1.7899999618530273,1.6799999475479126,1.7899999618530273,1.1064876317977905,11500,,,,,,,,
2020-04-14,1.809999942779541,1.809999942779541,1.7699999809265137,1.809999942779541,1.118850588798523,9800,,,,,,,,
2020-04-15,1.7799999713897705,1.7999999523162842,1.7699999809265137,1.7999999523162842,1.1126691102981567,4700,,,,,,,,
2020-04-16,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.1126691102981567,0,,,,,,,,
2020-04-17,1.809999942779541,1.809999942779541,1.7300000190734863,1.7699999809265137,1.094124674797058,22700,,,,,,,,
2020-04-20,1.7999999523162842,1.7999999523162842,1.7300000190734863,1.7400000095367432,1.07558012008667,7200,,,,,,,,
2020-04-21,1.6200000047683716,1.7000000476837158,1.600000023841858,1.7000000476837158,1.050854206085205,10000,,,,,,,,
2020-04-22,1.7999999523162842,1.909999966621399,1.7899999618530273,1.8799999952316284,1.1621211767196655,70200,,,,,,,,
2020-04-23,1.8899999856948853,1.899999976158142,1.8200000524520874,1.8799999952316284,1.1621211767196655,10300,,,,,,,,
2020-04-24,1.850000023841858,1.899999976158142,1.7000000476837158,1.7699999809265137,1.094124674797058,18800,,,,,,,,
2020-04-27,1.8600000143051147,2.0199999809265137,1.840000033378601,1.9800000190734863,1.2239360809326172,66000,,,,,,,,
2020-04-28,2.0999999046325684,2.25,2.059999942779541,2.240000009536743,1.3846551179885864,39700,,,,,,,,
2020-04-29,2.240000009536743,2.3499999046325684,2.240000009536743,2.3399999141693115,1.4464696645736694,61800,,,,,,,,
2020-04-30,2.309999942779541,2.3499999046325684,2.25,2.3499999046325684,1.4526513814926147,82300,,,,,,,,
2020-05-01,2.630000114440918,2.680000066757202,2.5,2.5,1.545373797416687,3900,,,,,,,,
2020-05-04,2.200000047683716,2.2899999618530273,2.200000047683716,2.240000009536743,1.3846551179885864,27200,,,,,,,,
2020-05-05,2.2899999618530273,2.2899999618530273,2.2300000190734863,2.2300000190734863,1.3784735202789307,28500,,,,,,,,
2020-05-06,2.1500000953674316,2.190000057220459,2.1500000953674316,2.1700000762939453,1.3413845300674438,11600,,,,,,,,
2020-05-07,2.3299999237060547,2.3299999237060547,2.2200000286102295,2.319999933242798,1.4341068267822266,19400,,,,,,,,
2020-05-08,2.319999933242798,2.319999933242798,2.240000009536743,2.240000009536743,1.3846551179885864,12200,,,,,,,,
2020-05-11,2.3399999141693115,2.4100000858306885,2.2899999618530273,2.3399999141693115,1.4464696645736694,33400,,,,,,,,
2020-05-12,2.4100000858306885,2.4700000286102295,2.4000000953674316,2.4000000953674316,1.4835588932037354,41200,,,,,,,,
2020-05-13,2.4600000381469727,2.4700000286102295,2.369999885559082,2.369999885559082,1.4650143384933472,11900,,,,,,,,
2020-05-14,2.4200000762939453,2.4600000381469727,2.4200000762939453,2.440000057220459,1.5082846879959106,4900,,,,,,,,
2020-05-15,2.369999885559082,2.4000000953674316,2.3499999046325684,2.3499999046325684,1.4526513814926147,14500,,,,,,,,
2020-05-18,2.3499999046325684,2.369999885559082,2.2699999809265137,2.309999942779541,1.4279253482818604,108600,,,,,,,,
2020-05-19,2.4100000858306885,2.4200000762939453,2.25,2.319999933242798,1.4341068267822266,125600,,,,,,,,
2020-05-20,2.309999942779541,2.319999933242798,2.2699999809265137,2.2699999809265137,1.403199315071106,170800,,,,,,,,
2020-05-21,2.259999990463257,2.259999990463257,2.1700000762939453,2.190000057220459,1.3537474870681763,3500,,,,,,,,
2020-05-22,2.240000009536743,2.240000009536743,2.2200000286102295,2.2300000190734863,1.3784735202789307,1900,,,,,,,,
2020-05-26,2.190000057220459,2.3299999237060547,2.190000057220459,2.190000057220459,1.3537474870681763,95900,,,,,,,,
2020-05-27,2.380000114440918,2.440000057220459,2.369999885559082,2.390000104904175,1.4773774147033691,82600,,,,,,,,
2020-05-28,2.390000104904175,2.390000104904175,2.380000114440918,2.380000114440918,1.4711960554122925,23100,,,,,,,,
2020-05-29,2.3399999141693115,2.4600000381469727,2.309999942779541,2.440000057220459,1.5082846879959106,4200,,,,,,,,
2020-06-01,2.4200000762939453,2.4600000381469727,2.390000104904175,2.440000057220459,1.5082846879959106,48600,,,,,,,,
2020-06-02,2.440000057220459,2.4800000190734863,2.4100000858306885,2.4100000858306885,1.4897406101226807,39100,,,,,,,,
2020-06-03,2.509999990463257,2.5399999618530273,2.4200000762939453,2.4200000762939453,1.4959218502044678,13500,,,,,,,,
2020-06-04,2.5199999809265137,2.5299999713897705,2.4600000381469727,2.5,1.545373797416687,182400,,,,,,,,
2020-06-05,2.549999952316284,2.559999942779541,2.549999952316284,2.559999942779541,1.5824626684188843,33000,,,,,,,,
2020-06-08,2.559999942779541,2.5899999141693115,2.549999952316284,2.5899999141693115,1.601007342338562,26700,,,,,,,,
2020-06-09,2.5799999237060547,2.5799999237060547,2.5399999618530273,2.5399999618530273,1.5700998306274414,3400,,,,,,,,
2020-06-10,2.559999942779541,2.559999942779541,2.509999990463257,2.5299999713897705,1.5639184713363647,9300,,,,,,,,
2020-06-11,2.2899999618530273,2.2899999618530273,2.2200000286102295,2.2200000286102295,1.3722920417785645,3100,,,,,,,,
2020-06-12,2.359999895095825,2.440000057220459,2.359999895095825,2.4200000762939453,1.4959218502044678,15800,,,,,,,,
2020-06-15,2.440000057220459,2.490000009536743,2.440000057220459,2.490000009536743,1.5391923189163208,162500,,,,,,,,
2020-06-16,2.490000009536743,2.5,2.430000066757202,2.4600000381469727,1.5206478834152222,28200,,,,,,,,
2020-06-17,2.4700000286102295,2.5,2.4100000858306885,2.4100000858306885,1.4897406101226807,183400,,,,,,,,
2020-06-18,2.4700000286102295,2.4700000286102295,2.4200000762939453,2.4200000762939453,1.4959218502044678,94400,,,,,,,,
2020-06-19,2.440000057220459,2.5399999618530273,2.440000057220459,2.5399999618530273,1.5700998306274414,50200,,,,,,,,
2020-06-22,2.4100000858306885,2.4600000381469727,2.4100000858306885,2.4100000858306885,1.4897406101226807,13000,,,,,,,,
2020-06-23,2.4200000762939453,2.4800000190734863,2.390000104904175,2.440000057220459,1.5082846879959106,5300,,,,,,,,
2020-06-24,2.319999933242798,2.369999885559082,2.299999952316284,2.369999885559082,1.4650143384933472,49200,,,,,,,,
2020-06-25,2.3399999141693115,2.369999885559082,2.259999990463257,2.259999990463257,1.3970179557800293,23200,,,,,,,,
2020-06-26,2.309999942779541,2.319999933242798,2.2699999809265137,2.2899999618530273,1.415562391281128,12200,,,,,,,,
2020-06-29,2.2899999618530273,2.2899999618530273,2.2100000381469727,2.25,1.3908363580703735,6600,,,,,,,,
2020-06-30,2.2699999809265137,2.2799999713897705,2.2699999809265137,2.2799999713897705,1.4093809127807617,20800,,,,,,,,
2020-07-01,2.3299999237060547,2.3299999237060547,2.2699999809265137,2.299999952316284,1.4217438697814941,3700,,,,,,,,
2020-07-02,2.2699999809265137,2.2799999713897705,2.2699999809265137,2.2799999713897705,1.4093809127807617,5100,,,,,,,,
2020-07-06,2.299999952316284,2.319999933242798,2.299999952316284,2.319999933242798,1.4341068267822266,1700,,,,,,,,
2020-07-07,2.450000047683716,2.4700000286102295,2.4100000858306885,2.4600000381469727,1.5206478834152222,107400,,,,,,,,
2020-07-08,2.490000009536743,2.490000009536743,2.4000000953674316,2.490000009536743,1.5391923189163208,51000,,,,,,,,
2020-07-09,2.4200000762939453,2.430000066757202,2.390000104904175,2.4200000762939453,1.4959218502044678,16300,,,,,,,,
2020-07-10,2.5,2.5,2.490000009536743,2.490000009536743,1.5391923189163208,3800,,,,,,,,
2020-07-13,2.4700000286102295,2.490000009536743,2.380000114440918,2.380000114440918,1.4711960554122925,3300,,,,,,,,
2020-07-14,2.359999895095825,2.390000104904175,2.3299999237060547,2.359999895095825,1.458832859992981,32500,,,,,,,,
2020-07-15,2.369999885559082,2.450000047683716,2.369999885559082,2.430000066757202,1.5021034479141235,8200,,,,,,,,
2020-07-16,2.490000009536743,2.5399999618530273,2.440000057220459,2.450000047683716,1.514466404914856,3300,,,,,,,,
2020-07-17,2.5999999046325684,2.7300000190734863,2.5999999046325684,2.7300000190734863,1.6875483989715576,108500,,,,,,,,
2020-07-20,2.75,2.930000066757202,2.75,2.7899999618530273,1.7246371507644653,437100,,,,,,,,
2020-07-21,2.9000000953674316,2.9200000762939453,2.9000000953674316,2.9200000762939453,1.8049964904785156,22100,,,,,,,,
2020-07-22,2.9800000190734863,2.9800000190734863,2.940000057220459,2.9800000190734863,1.8420854806900024,16200,,,,,,,,
2020-07-23,2.9600000381469727,3.0,2.8499999046325684,2.880000114440918,1.7802706956863403,71800,,,,,,,,
2020-07-24,2.700000047683716,2.8399999141693115,2.690000057220459,2.799999952316284,1.7308186292648315,348700,,,,,,,,
2020-07-27,2.819999933242798,2.869999885559082,2.819999933242798,2.8399999141693115,1.7555444240570068,3800,,,,,,,,
2020-07-28,2.8399999141693115,2.9000000953674316,2.8299999237060547,2.8299999237060547,1.7493629455566406,24000,,,,,,,,
2020-07-29,2.8499999046325684,2.8499999046325684,2.819999933242798,2.819999933242798,1.7431812286376953,28800,,,,,,,,
2020-07-30,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,1.7060925960540771,300,,,,,,,,
2020-07-31,2.7200000286102295,2.740000009536743,2.7100000381469727,2.7100000381469727,1.6751850843429565,20700,,,,,,,,
2020-08-03,2.7100000381469727,2.7100000381469727,2.7100000381469727,2.7100000381469727,1.6751850843429565,0,,,,,,,,
2020-08-04,2.700000047683716,2.700000047683716,2.609999895095825,2.609999895095825,1.6133701801300049,9100,,,,,,,,
2020-08-05,2.6700000762939453,2.7300000190734863,2.5999999046325684,2.640000104904175,1.6319148540496826,7400,,,,,,,,
2020-08-06,2.5899999141693115,2.5899999141693115,2.5899999141693115,2.5899999141693115,1.601007342338562,5100,,,,,,,,
2020-08-07,2.5299999713897705,2.5999999046325684,2.5299999713897705,2.549999952316284,1.5762814283370972,45200,,,,,,,,
2020-08-10,2.549999952316284,2.5899999141693115,2.490000009536743,2.5899999141693115,1.601007342338562,36700,,,,,,,,
2020-08-11,2.619999885559082,2.9000000953674316,2.5999999046325684,2.9000000953674316,1.7926336526870728,23700,,,,,,,,
2020-08-12,2.5799999237060547,2.5999999046325684,2.559999942779541,2.559999942779541,1.5824626684188843,34400,,,,,,,,
2020-08-13,2.890000104904175,2.890000104904175,2.7300000190734863,2.7300000190734863,1.6875483989715576,19400,,,,,,,,
2020-08-14,2.759999990463257,2.8299999237060547,2.759999990463257,2.7799999713897705,1.71845543384552,60600,,,,,,,,
2020-08-17,2.8499999046325684,2.950000047683716,2.819999933242798,2.8499999046325684,1.7617260217666626,142600,,,,,,,,
2020-08-18,2.869999885559082,2.930000066757202,2.869999885559082,2.890000104904175,1.7864521741867065,14000,,,,,,,,
2020-08-19,3.0299999713897705,3.0899999141693115,2.990000009536743,3.0899999141693115,1.9100818634033203,14400,,,,,,,,
2020-08-20,3.0899999141693115,3.140000104904175,3.069999933242798,3.109999895095825,1.9224448204040527,19200,,,,,,,,
