date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EC.PA')","('high', 'EC.PA')","('low', 'EC.PA')","('close', 'EC.PA')","('adj_close', 'EC.PA')","('volume', 'EC.PA')","('currency', '')"
2020-05-15,100.5,103.0,100.0,101.0,18.851877212524414,389,,,,,,,,
2020-05-18,102.0,104.0,100.5,103.5,19.31850814819336,1235,,,,,,,,
2020-05-19,104.0,104.0,101.5,102.0,19.038528442382812,536,,,,,,,,
2020-05-20,102.0,103.5,101.0,101.5,18.945201873779297,302,,,,,,,,
2020-05-21,103.5,103.5,101.5,102.0,19.038528442382812,572,,,,,,,,
2020-05-22,102.0,103.0,101.5,102.0,19.038528442382812,134,,,,,,,,
2020-05-25,104.0,106.5,103.0,106.0,19.785137176513672,962,,,,,,,,
2020-05-26,107.0,110.5,106.0,110.5,20.625070571899414,1862,,,,,,,,
2020-05-27,113.0,115.0,112.0,113.0,21.09170150756836,2016,,,,,,,,
2020-05-28,114.5,114.5,111.0,111.0,20.718395233154297,1043,,,,,,,,
2020-05-29,113.5,113.5,110.0,110.0,20.531742095947266,1109,,,,,,,,
2020-06-01,114.5,116.0,111.5,115.5,21.558330535888672,1277,,,,,,,,
2020-06-02,116.0,120.0,115.5,119.0,22.21161651611328,1299,,,,,,,,
2020-06-03,119.0,119.5,118.5,119.0,22.21161651611328,918,,,,,,,,
2020-06-04,119.0,119.0,117.0,118.0,22.024961471557617,1123,,,,,,,,
2020-06-05,119.0,119.5,118.0,119.0,22.21161651611328,3351,,,,,,,,
2020-06-08,119.0,121.5,118.0,121.5,22.678245544433594,4322,,,,,,,,
2020-06-09,111.5,112.0,106.0,109.0,22.145931243896484,3204,,,,,,,,
2020-06-10,109.5,111.5,103.5,105.5,21.434823989868164,2944,,,,,,,,
2020-06-11,105.0,106.0,104.0,106.0,21.536407470703125,506,,,,,,,,
2020-06-12,104.0,105.5,103.5,105.0,21.333236694335938,1062,,,,,,,,
2020-06-15,104.0,105.0,104.0,105.0,21.333236694335938,389,,,,,,,,
2020-06-16,105.0,107.5,104.0,106.0,21.536407470703125,571,,,,,,,,
2020-06-17,108.0,108.5,105.5,106.0,21.536407470703125,505,,,,,,,,
2020-06-18,106.5,112.5,106.0,107.0,21.73958396911621,630,,,,,,,,
2020-06-19,111.5,111.5,106.0,108.0,21.942758560180664,887,,,,,,,,
2020-06-22,108.5,108.5,105.0,107.0,21.73958396911621,767,,,,,,,,
2020-06-23,105.5,106.5,104.5,105.0,21.333236694335938,897,,,,,,,,
2020-06-24,108.5,108.5,104.0,104.0,21.13006019592285,593,,,,,,,,
2020-06-25,104.5,104.5,104.0,104.0,21.13006019592285,363,,,,,,,,
2020-06-26,104.0,104.5,104.0,104.0,21.13006019592285,121,,,,,,,,
2020-06-29,104.0,104.0,103.0,103.0,20.92688751220703,195,,,,,,,,
2020-06-30,103.5,104.5,103.0,103.0,20.92688751220703,308,,,,,,,,
2020-07-01,103.0,104.5,100.5,101.0,20.520544052124023,800,,,,,,,,
2020-07-02,101.0,103.0,101.0,103.0,20.92688751220703,102,,,,,,,,
2020-07-03,103.0,103.5,102.0,103.5,21.02847671508789,232,,,,,,,,
2020-07-06,102.0,103.0,102.0,102.5,20.82530403137207,178,,,,,,,,
2020-07-07,102.5,104.0,102.5,102.5,20.82530403137207,152,,,,,,,,
2020-07-08,103.0,104.0,102.5,103.0,20.92688751220703,156,,,,,,,,
2020-07-09,103.5,104.0,102.5,102.5,20.82530403137207,138,,,,,,,,
2020-07-10,103.5,105.5,103.0,104.0,21.13006019592285,313,,,,,,,,
2020-07-13,105.5,105.5,102.5,102.5,20.82530403137207,361,,,,,,,,
2020-07-14,103.5,103.5,102.0,102.5,20.82530403137207,408,,,,,,,,
2020-07-15,102.5,103.0,102.0,102.0,20.72371482849121,787,,,,,,,,
2020-07-16,102.5,102.5,102.0,102.0,20.72371482849121,74,,,,,,,,
2020-07-17,102.5,102.5,101.0,102.5,20.82530403137207,260,,,,,,,,
2020-07-20,102.5,102.5,101.0,101.0,20.520544052124023,291,,,,,,,,
2020-07-21,101.5,101.5,99.80000305175781,101.0,20.520544052124023,530,,,,,,,,
2020-07-22,101.5,101.5,101.0,101.5,20.622127532958984,235,,,,,,,,
2020-07-23,101.5,104.0,101.5,101.5,20.622127532958984,454,,,,,,,,
2020-07-24,103.5,103.5,101.0,102.5,20.82530403137207,81,,,,,,,,
2020-07-27,103.5,103.5,102.0,102.0,20.72371482849121,133,,,,,,,,
2020-07-28,101.5,103.0,100.5,101.5,20.622127532958984,412,,,,,,,,
2020-07-29,103.5,103.5,102.0,102.5,20.82530403137207,111,,,,,,,,
2020-07-30,102.5,116.0,102.5,115.0,23.364973068237305,7573,,,,,,,,
2020-07-31,115.0,116.5,114.0,116.5,23.669736862182617,1355,,,,,,,,
2020-08-03,117.0,120.5,117.0,120.0,24.38083839416504,1277,,,,,,,,
2020-08-04,120.0,126.0,120.0,123.0,24.99036407470703,1428,,,,,,,,
2020-08-05,125.0,126.5,123.5,123.5,25.091949462890625,670,,,,,,,,
2020-08-06,123.5,124.0,123.0,124.0,25.19353485107422,518,,,,,,,,
2020-08-07,123.5,123.5,120.0,123.0,24.99036407470703,677,,,,,,,,
2020-08-10,122.5,125.0,122.5,125.0,25.396711349487305,492,,,,,,,,
2020-08-11,125.0,126.0,123.5,125.5,25.4982967376709,384,,,,,,,,
2020-08-12,125.5,125.5,125.0,125.0,25.396711349487305,167,,,,,,,,
2020-08-13,124.5,126.0,124.0,126.0,25.599884033203125,771,,,,,,,,
2020-08-14,126.0,126.0,122.0,124.5,25.29512596130371,263,,,,,,,,
2020-08-17,125.0,125.5,123.0,125.0,25.396711349487305,129,,,,,,,,
2020-08-18,125.5,125.5,124.0,125.0,25.396711349487305,166,,,,,,,,
2020-08-19,122.5,126.0,122.5,125.5,25.4982967376709,541,,,,,,,,
2020-08-20,123.5,126.0,112.0,126.0,25.599884033203125,1347,,,,,,,,
2020-08-21,126.0,126.0,123.0,123.5,25.091949462890625,75,,,,,,,,
2020-08-24,123.5,124.0,123.0,124.0,25.19353485107422,590,,,,,,,,
2020-08-25,124.0,124.0,120.0,124.0,25.19353485107422,380,,,,,,,,
2020-08-26,121.5,122.5,121.5,122.5,24.888776779174805,30,,,,,,,,
2020-08-27,123.5,123.5,122.5,123.0,24.99036407470703,86,,,,,,,,
2020-08-28,123.5,123.5,115.5,123.0,24.99036407470703,954,,,,,,,,
2020-08-31,120.0,122.5,120.0,122.5,24.888776779174805,116,,,,,,,,
2020-09-01,121.5,121.5,118.5,120.0,24.38083839416504,791,,,,,,,,
2020-09-02,119.0,121.0,119.0,119.5,24.279254913330078,189,,,,,,,,
2020-09-03,120.5,120.5,119.5,120.0,24.38083839416504,347,,,,,,,,
2020-09-04,127.0,142.0,127.0,136.0,27.631622314453125,15602,,,,,,,,
2020-09-07,138.0,140.0,137.0,137.0,27.834793090820312,1919,,,,,,,,
2020-09-08,138.0,138.5,135.0,136.0,27.631622314453125,985,,,,,,,,
2020-09-09,135.0,139.5,135.0,137.5,27.936378479003906,1788,,,,,,,,
2020-09-10,138.5,138.5,135.5,135.5,27.530031204223633,503,,,,,,,,
2020-09-11,138.5,138.5,136.0,138.0,28.037967681884766,1504,,,,,,,,
2020-09-14,139.5,139.5,137.5,138.5,28.139554977416992,437,,,,,,,,
2020-09-15,138.5,139.0,138.0,138.5,28.139554977416992,249,,,,,,,,
2020-09-16,139.5,142.5,138.5,142.0,28.850662231445312,1626,,,,,,,,
2020-09-17,142.0,142.0,139.0,139.0,28.24114227294922,553,,,,,,,,
2020-09-18,140.0,143.5,139.0,143.0,29.0538387298584,1840,,,,,,,,
2020-09-21,144.0,144.0,135.0,135.0,27.428449630737305,1956,,,,,,,,
2020-09-22,137.0,140.0,134.0,137.5,27.936378479003906,4654,,,,,,,,
2020-09-23,102.0,112.0,100.0,112.0,31.351451873779297,9846,,,,,,,,
2020-09-24,108.0,110.0,107.0,107.5,30.091794967651367,1073,,,,,,,,
2020-09-25,109.0,109.0,104.0,105.5,29.531944274902344,1589,,,,,,,,
2020-09-28,109.0,109.5,107.5,108.5,30.371715545654297,999,,,,,,,,
2020-09-29,107.5,109.5,107.5,108.0,30.23175621032715,507,,,,,,,,
2020-09-30,108.0,109.5,107.0,109.0,30.511676788330078,685,,,,,,,,
2020-10-01,109.0,109.0,104.0,106.0,29.67190933227539,1122,,,,,,,,
2020-10-02,106.0,108.0,104.5,108.0,30.23175621032715,918,,,,,,,,
2020-10-05,108.5,108.5,107.5,108.5,30.371715545654297,388,,,,,,,,
2020-10-06,108.5,111.0,108.5,111.0,31.0715274810791,745,,,,,,,,
2020-10-07,111.5,112.0,110.5,112.0,31.351451873779297,214,,,,,,,,
2020-10-08,112.0,118.5,112.0,115.5,32.331180572509766,555,,,,,,,,
2020-10-09,119.0,122.0,116.0,121.0,33.87076187133789,1970,,,,,,,,
2020-10-12,121.5,122.0,118.0,121.0,33.87076187133789,732,,,,,,,,
2020-10-13,121.0,121.0,115.0,115.0,32.191226959228516,652,,,,,,,,
2020-10-14,116.0,118.0,116.0,116.0,32.47114944458008,280,,,,,,,,
2020-10-15,116.5,117.5,116.0,116.0,32.47114944458008,319,,,,,,,,
2020-10-16,116.5,119.0,116.5,118.0,33.0309944152832,295,,,,,,,,
2020-10-19,116.5,118.5,116.5,118.0,33.0309944152832,138,,,,,,,,
2020-10-20,118.0,119.0,118.0,118.5,33.170955657958984,398,,,,,,,,
2020-10-21,118.5,118.5,112.0,113.5,31.77133560180664,985,,,,,,,,
2020-10-22,116.5,116.5,114.5,115.0,32.191226959228516,346,,,,,,,,
2020-10-23,114.5,114.5,112.0,112.0,31.351451873779297,659,,,,,,,,
2020-10-26,113.5,113.5,106.0,106.5,29.811874389648438,1749,,,,,,,,
2020-10-27,108.0,108.0,107.0,107.5,30.091794967651367,299,,,,,,,,
2020-10-28,108.0,108.0,104.0,104.0,29.112062454223633,1667,,,,,,,,
2020-10-29,104.0,107.5,103.0,107.5,30.091794967651367,913,,,,,,,,
2020-10-30,106.5,109.0,106.5,106.5,29.811874389648438,504,,,,,,,,
2020-11-02,107.0,108.0,105.5,105.5,29.531944274902344,477,,,,,,,,
2020-11-03,105.5,107.0,105.5,106.5,29.811874389648438,369,,,,,,,,
2020-11-04,106.0,106.5,105.5,105.5,29.531944274902344,770,,,,,,,,
2020-11-05,106.5,106.5,105.5,106.5,29.811874389648438,336,,,,,,,,
2020-11-06,106.0,106.5,105.0,106.0,29.67190933227539,541,,,,,,,,
2020-11-09,107.0,114.0,106.0,113.5,31.77133560180664,3275,,,,,,,,
2020-11-10,114.0,117.0,113.0,116.5,32.61111068725586,1934,,,,,,,,
2020-11-11,116.5,117.5,115.0,117.5,32.891029357910156,498,,,,,,,,
2020-11-12,117.0,120.0,115.0,118.5,33.170955657958984,1252,,,,,,,,
2020-11-13,118.5,121.0,117.5,120.5,33.73080062866211,1713,,,,,,,,
2020-11-16,121.0,124.0,119.5,123.5,34.57057189941406,1262,,,,,,,,
2020-11-17,126.0,126.0,123.5,124.5,34.850494384765625,784,,,,,,,,
2020-11-18,124.0,125.5,124.0,125.5,35.13041687011719,541,,,,,,,,
2020-11-19,125.0,125.5,123.5,123.5,34.57057189941406,310,,,,,,,,
2020-11-20,124.0,128.5,124.0,125.5,35.13041687011719,1900,,,,,,,,
2020-11-23,127.0,132.0,125.0,131.0,36.67000198364258,2585,,,,,,,,
2020-11-24,130.0,130.5,125.0,130.0,36.39007568359375,674,,,,,,,,
2020-11-25,130.0,130.5,128.5,128.5,35.970191955566406,811,,,,,,,,
2020-11-26,129.0,130.5,128.5,130.0,36.39007568359375,341,,,,,,,,
2020-11-27,130.5,130.5,129.0,130.0,36.39007568359375,763,,,,,,,,
2020-11-30,128.5,130.5,128.5,129.5,36.250118255615234,691,,,,,,,,
2020-12-01,128.0,131.0,127.5,130.5,36.530033111572266,1642,,,,,,,,
2020-12-02,130.0,130.5,130.0,130.5,36.530033111572266,53,,,,,,,,
2020-12-03,130.5,132.0,130.0,132.0,36.94992446899414,739,,,,,,,,
2020-12-04,132.5,139.0,130.5,139.0,38.90938949584961,1956,,,,,,,,
2020-12-07,137.0,139.0,137.0,139.0,38.90938949584961,580,,,,,,,,
2020-12-08,138.5,138.5,134.5,138.5,38.76942443847656,661,,,,,,,,
2020-12-09,138.5,140.5,137.5,140.0,39.18931579589844,1387,,,,,,,,
2020-12-10,136.5,140.0,135.5,138.5,38.76942443847656,1715,,,,,,,,
2020-12-11,138.5,140.0,136.0,139.0,38.90938949584961,880,,,,,,,,
2020-12-14,139.5,140.5,137.0,138.5,38.76942443847656,1033,,,,,,,,
2020-12-15,137.5,137.5,135.0,136.0,38.069618225097656,476,,,,,,,,
2020-12-16,137.0,137.5,135.0,136.0,38.069618225097656,302,,,,,,,,
2020-12-17,137.0,137.0,135.5,137.0,38.34953689575195,273,,,,,,,,
2020-12-18,135.0,137.5,135.0,137.0,38.34953689575195,272,,,,,,,,
2020-12-21,137.5,137.5,128.0,129.0,36.11015701293945,1910,,,,,,,,
2020-12-22,131.0,134.5,131.0,133.0,37.22985076904297,753,,,,,,,,
2020-12-23,133.0,133.5,133.0,133.5,37.369808197021484,404,,,,,,,,
2020-12-24,133.0,134.5,133.0,134.5,37.64973831176758,134,,,,,,,,
2020-12-28,133.5,134.0,133.0,133.5,37.369808197021484,419,,,,,,,,
2020-12-29,133.0,133.0,130.0,131.0,36.67000198364258,924,,,,,,,,
2020-12-30,131.5,131.5,130.0,131.0,36.67000198364258,274,,,,,,,,
2020-12-31,130.0,132.0,130.0,132.0,36.94992446899414,216,,,,,,,,
2021-01-04,130.5,132.0,130.5,131.0,36.67000198364258,489,,,,,,,,
2021-01-05,131.5,132.0,131.0,131.0,36.67000198364258,253,,,,,,,,
2021-01-06,131.0,136.0,131.0,133.0,37.22985076904297,1983,,,,,,,,
2021-01-07,136.0,140.0,134.0,139.5,39.049354553222656,1143,,,,,,,,
2021-01-08,139.5,139.5,137.5,138.5,38.76942443847656,396,,,,,,,,
2021-01-11,139.5,139.5,137.0,137.5,38.489505767822266,687,,,,,,,,
2021-01-12,137.0,137.5,136.5,137.0,38.34953689575195,319,,,,,,,,
2021-01-13,137.0,138.5,136.5,137.5,38.489505767822266,816,,,,,,,,
2021-01-14,140.0,140.0,138.0,138.0,38.62946319580078,545,,,,,,,,
2021-01-15,138.0,138.5,136.0,137.5,38.489505767822266,243,,,,,,,,
2021-01-18,136.0,140.0,136.0,137.0,38.34953689575195,603,,,,,,,,
2021-01-19,139.0,140.0,137.5,139.5,39.049354553222656,419,,,,,,,,
2021-01-20,138.0,139.0,138.0,139.0,38.90938949584961,148,,,,,,,,
2021-01-21,139.0,139.0,137.0,137.0,38.34953689575195,297,,,,,,,,
2021-01-22,139.0,139.0,135.5,137.0,38.34953689575195,466,,,,,,,,
2021-01-25,135.5,137.5,134.0,135.0,37.789695739746094,601,,,,,,,,
2021-01-26,135.0,136.0,133.0,134.0,37.509769439697266,817,,,,,,,,
2021-01-27,136.0,136.0,133.5,134.5,37.64973831176758,299,,,,,,,,
2021-01-28,136.0,136.5,133.0,136.0,38.069618225097656,680,,,,,,,,
2021-01-29,137.0,137.0,133.0,133.0,37.22985076904297,470,,,,,,,,
2021-02-01,133.0,136.0,133.0,134.5,37.64973831176758,167,,,,,,,,
2021-02-02,134.5,136.5,134.0,136.0,38.069618225097656,540,,,,,,,,
2021-02-03,137.0,137.5,137.0,137.0,38.34953689575195,318,,,,,,,,
2021-02-04,137.0,137.0,136.0,136.5,38.20957946777344,239,,,,,,,,
2021-02-05,137.0,137.5,135.5,137.5,38.489505767822266,887,,,,,,,,
2021-02-08,137.0,137.5,134.5,136.0,38.069618225097656,777,,,,,,,,
2021-02-09,136.0,137.0,135.5,137.0,38.34953689575195,692,,,,,,,,
2021-02-10,137.0,137.5,136.5,137.0,38.34953689575195,790,,,,,,,,
2021-02-11,136.5,137.0,135.5,135.5,37.929656982421875,1829,,,,,,,,
2021-02-12,137.0,137.0,135.0,135.5,37.929656982421875,627,,,,,,,,
2021-02-15,137.0,137.5,136.5,136.5,38.20957946777344,396,,,,,,,,
2021-02-16,137.5,138.0,137.0,137.0,38.34953689575195,232,,,,,,,,
2021-02-17,137.0,137.5,136.0,136.0,38.069618225097656,1630,,,,,,,,
2021-02-18,137.5,137.5,135.5,135.5,37.929656982421875,372,,,,,,,,
2021-02-19,136.0,136.0,132.5,132.5,37.08988571166992,1105,,,,,,,,
2021-02-22,133.5,136.0,133.5,135.5,37.929656982421875,715,,,,,,,,
2021-02-23,135.0,138.0,135.0,137.0,38.34953689575195,397,,,,,,,,
2021-02-24,138.0,138.0,137.0,137.0,38.34953689575195,167,,,,,,,,
2021-02-25,137.5,138.0,137.0,138.0,38.62946319580078,260,,,,,,,,
2021-02-26,138.0,138.5,132.5,136.5,38.20957946777344,983,,,,,,,,
2021-03-01,136.5,138.5,136.0,138.5,38.76942443847656,285,,,,,,,,
2021-03-02,138.0,138.0,135.5,137.0,38.34953689575195,234,,,,,,,,
2021-03-03,136.0,138.0,134.0,136.5,38.20957946777344,225,,,,,,,,
2021-03-04,136.5,137.0,136.5,137.0,38.34953689575195,51,,,,,,,,
2021-03-05,138.0,138.5,135.5,137.5,38.489505767822266,751,,,,,,,,
2021-03-08,137.0,138.5,135.5,138.0,38.62946319580078,958,,,,,,,,
2021-03-09,138.5,138.5,137.5,137.5,38.489505767822266,210,,,,,,,,
2021-03-10,138.5,139.0,138.0,139.0,38.90938949584961,359,,,,,,,,
2021-03-11,138.5,139.5,138.5,139.5,39.049354553222656,216,,,,,,,,
2021-03-12,139.5,139.5,138.0,139.0,38.90938949584961,240,,,,,,,,
2021-03-15,139.5,139.5,138.5,138.5,38.76942443847656,226,,,,,,,,
2021-03-16,139.0,146.0,138.5,144.5,40.448970794677734,2409,,,,,,,,
2021-03-17,146.5,148.5,146.0,146.0,40.868858337402344,1786,,,,,,,,
2021-03-18,146.0,146.0,142.0,142.0,39.7491569519043,425,,,,,,,,
2021-03-19,142.5,143.5,141.5,142.0,39.7491569519043,355,,,,,,,,
2021-03-22,144.0,144.0,142.5,143.0,40.02908706665039,187,,,,,,,,
2021-03-23,143.5,144.0,142.5,143.0,40.02908706665039,605,,,,,,,,
2021-03-24,143.0,144.5,143.0,143.0,40.02908706665039,513,,,,,,,,
2021-03-25,140.0,141.5,138.0,139.0,38.90938949584961,1417,,,,,,,,
2021-03-26,142.0,142.0,140.0,142.0,39.7491569519043,448,,,,,,,,
2021-03-29,142.5,142.5,140.0,141.0,39.46923828125,994,,,,,,,,
2021-03-30,141.0,142.0,140.0,140.0,39.18931579589844,396,,,,,,,,
2021-03-31,139.5,141.5,139.5,141.5,39.60919952392578,127,,,,,,,,
2021-04-01,143.0,143.0,139.0,139.0,38.90938949584961,675,,,,,,,,
2021-04-06,139.0,140.0,138.0,139.0,38.90938949584961,926,,,,,,,,
2021-04-07,140.0,140.0,138.5,138.5,38.76942443847656,712,,,,,,,,
2021-04-08,140.0,140.0,136.0,136.5,38.20957946777344,1632,,,,,,,,
2021-04-09,138.5,139.5,137.0,139.5,39.049354553222656,384,,,,,,,,
2021-04-12,140.0,140.0,137.0,137.0,38.34953689575195,263,,,,,,,,
