date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MGCLY')","('high', 'MGCLY')","('low', 'MGCLY')","('close', 'MGCLY')","('adj_close', 'MGCLY')","('volume', 'MGCLY')","('currency', '')"
2025-10-06,10.604999542236328,10.850000381469727,10.324999809265137,10.829999923706055,10.780301094055176,108698,,,,,,,,
2025-10-07,10.850000381469727,10.850000381469727,10.49899959564209,10.49899959564209,10.45081901550293,125538,,,,,,,,
2025-10-08,10.479999542236328,10.5,10.300000190734863,10.414999961853027,10.367205619812012,38014,,,,,,,,
2025-10-09,10.579999923706055,10.989999771118164,10.270000457763672,10.4399995803833,10.39208984375,15772,,,,,,,,
2025-10-10,10.859999656677246,10.859999656677246,9.949999809265137,10.100000381469727,10.053650856018066,36757,,,,,,,,
2025-10-13,10.362500190734863,10.499899864196777,9.949999809265137,10.229999542236328,10.183053970336914,52506,,,,,,,,
2025-10-14,10.25,10.5,10.25,10.399999618530273,10.352273941040039,20096,,,,,,,,
2025-10-15,10.614500045776367,10.75,10.270099639892578,10.449999809265137,10.402044296264648,14872,,,,,,,,
2025-10-16,10.744999885559082,10.800000190734863,10.270000457763672,10.652999877929688,10.60411262512207,37626,,,,,,,,
2025-10-17,10.562999725341797,10.670000076293945,10.030099868774414,10.600000381469727,10.551356315612793,26494,,,,,,,,
2025-10-20,10.550000190734863,10.649999618530273,10.545000076293945,10.649999618530273,10.601126670837402,12993,,,,,,,,
2025-10-21,10.550000190734863,10.800000190734863,10.399999618530273,10.499899864196777,10.451715469360352,67796,,,,,,,,
2025-10-22,10.505000114440918,10.699999809265137,10.399999618530273,10.550000190734863,10.501585960388184,17792,,,,,,,,
2025-10-23,10.625,11.149999618530273,10.625,10.84000015258789,10.790255546569824,39281,,,,,,,,
2025-10-24,10.710000038146973,10.949999809265137,10.390000343322754,10.850000381469727,10.800209045410156,30172,,,,,,,,
2025-10-27,10.949999809265137,10.949999809265137,10.753999710083008,10.859999656677246,10.810162544250488,19499,,,,,,,,
2025-10-28,10.5649995803833,10.949999809265137,10.5649995803833,10.649999618530273,10.601126670837402,15789,,,,,,,,
2025-10-29,10.16349983215332,10.949999809265137,9.530099868774414,10.520000457763672,10.471723556518555,31486,,,,,,,,
2025-10-30,10.640000343322754,10.729999542236328,10.329999923706055,10.729900360107422,10.680660247802734,35649,,,,,,,,
2025-10-31,10.949999809265137,10.949999809265137,10.65999984741211,10.800000190734863,10.800000190734863,20417,,,,,,,,
2025-11-03,10.5,10.800000190734863,10.5,10.579999923706055,10.579999923706055,33397,,,,,,,,
2025-11-04,10.574999809265137,10.800000190734863,10.500100135803223,10.75,10.75,28316,,,,,,,,
2025-11-05,11.07699966430664,11.097999572753906,10.699999809265137,10.899999618530273,10.899999618530273,11653,,,,,,,,
2025-11-06,10.760000228881836,11.640000343322754,10.760000228881836,11.199999809265137,11.199999809265137,17394,,,,,,,,
2025-11-07,11.104999542236328,11.510000228881836,11.02400016784668,11.509900093078613,11.509900093078613,15313,,,,,,,,
2025-11-10,11.196000099182129,11.680000305175781,11.196000099182129,11.355999946594238,11.355999946594238,25357,,,,,,,,
2025-11-11,11.154999732971191,11.510000228881836,10.800000190734863,10.820099830627441,10.820099830627441,17942,,,,,,,,
2025-11-12,11.574000358581543,11.75,11.3100004196167,11.420000076293945,11.420000076293945,14919,,,,,,,,
2025-11-13,11.550000190734863,11.749899864196777,11.329999923706055,11.5,11.5,18174,,,,,,,,
2025-11-14,11.364999771118164,11.749899864196777,11.288000106811523,11.5,11.5,11122,,,,,,,,
2025-11-17,11.303999900817871,11.499899864196777,10.960000038146973,11.350000381469727,11.350000381469727,16724,,,,,,,,
2025-11-18,11.074999809265137,11.350000381469727,10.850000381469727,11.350000381469727,11.350000381469727,18950,,,,,,,,
2025-11-19,11.157500267028809,11.350000381469727,11.0,11.04990005493164,11.04990005493164,19111,,,,,,,,
2025-11-20,11.432000160217285,11.739999771118164,10.979999542236328,11.439000129699707,11.439000129699707,12694,,,,,,,,
2025-11-21,11.352499961853027,11.649999618530273,10.800000190734863,11.260000228881836,11.260000228881836,22055,,,,,,,,
2025-11-24,11.1899995803833,11.520000457763672,11.1899995803833,11.399999618530273,11.399999618530273,17475,,,,,,,,
2025-11-25,11.710000038146973,11.710000038146973,11.25,11.25,11.25,34899,,,,,,,,
2025-11-26,11.324999809265137,11.630000114440918,11.302499771118164,11.40999984741211,11.40999984741211,21381,,,,,,,,
2025-11-28,11.5649995803833,11.8100004196167,11.399999618530273,11.399999618530273,11.399999618530273,8471,,,,,,,,
2025-12-01,11.880000114440918,11.880000114440918,11.399999618530273,11.399999618530273,11.399999618530273,20104,,,,,,,,
2025-12-02,11.670499801635742,11.9399995803833,11.560099601745605,11.779999732971191,11.779999732971191,33075,,,,,,,,
2025-12-03,11.864999771118164,12.149999618530273,11.649999618530273,11.649999618530273,11.649999618530273,52027,,,,,,,,
2025-12-04,11.694999694824219,12.140000343322754,11.250100135803223,11.854999542236328,11.854999542236328,22770,,,,,,,,
2025-12-05,11.843999862670898,12.20989990234375,11.699999809265137,11.979999542236328,11.979999542236328,14427,,,,,,,,
2025-12-08,11.800000190734863,12.100000381469727,11.5,12.0,12.0,23050,,,,,,,,
2025-12-09,11.5,11.880000114440918,11.420000076293945,11.649999618530273,11.649999618530273,49542,,,,,,,,
2025-12-10,11.890000343322754,11.890000343322754,10.989999771118164,11.890000343322754,11.890000343322754,30476,,,,,,,,
2025-12-11,11.461999893188477,11.770000457763672,11.100000381469727,11.3725004196167,11.3725004196167,45808,,,,,,,,
2025-12-12,11.359999656677246,11.739999771118164,11.100099563598633,11.739999771118164,11.739999771118164,59990,,,,,,,,
2025-12-15,11.149999618530273,11.739999771118164,11.149999618530273,11.699999809265137,11.699999809265137,51708,,,,,,,,
2025-12-16,11.699999809265137,11.699999809265137,11.289999961853027,11.699999809265137,11.699999809265137,16516,,,,,,,,
2025-12-17,11.289999961853027,11.739999771118164,11.289999961853027,11.5,11.5,31792,,,,,,,,
2025-12-18,11.5,11.5,11.15999984741211,11.5,11.5,59124,,,,,,,,
2025-12-19,11.380999565124512,11.5,10.9399995803833,11.109999656677246,11.109999656677246,168531,,,,,,,,
2025-12-22,10.780099868774414,11.5,10.779999732971191,11.210000038146973,11.210000038146973,34271,,,,,,,,
2025-12-23,11.5,11.5,10.770000457763672,11.149999618530273,11.149999618530273,16883,,,,,,,,
2025-12-24,11.135000228881836,11.5,10.949999809265137,11.300000190734863,11.300000190734863,7381,,,,,,,,
2025-12-26,11.140000343322754,11.5,10.979999542236328,11.239999771118164,11.239999771118164,32714,,,,,,,,
2025-12-29,10.96399974822998,11.100000381469727,10.800000190734863,10.864999771118164,10.864999771118164,22653,,,,,,,,
2025-12-30,11.100000381469727,11.100000381469727,10.859999656677246,11.0,11.0,29688,,,,,,,,
,MGCLY,MGCLY,MGCLY,MGCLY,MGCLY,MGCLY,,,,,,,,
