date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MGCLY')","('high', 'MGCLY')","('low', 'MGCLY')","('close', 'MGCLY')","('adj_close', 'MGCLY')","('volume', 'MGCLY')","('currency', '')"
2025-05-15,11.0,11.0,11.0,11.0,10.9495210647583,120,,,,,,,,
2025-05-30,11.0,11.0,11.0,11.0,10.9495210647583,128,,,,,,,,
2025-06-02,11.0,11.0,11.0,11.0,10.9495210647583,100,,,,,,,,
2025-06-18,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,10.501585960388184,115,,,,,,,,
2025-06-23,10.25,11.25,10.25,11.25,11.198373794555664,215,,,,,,,,
2025-06-24,11.5,11.5,11.5,11.5,11.447226524353027,1260,,,,,,,,
2025-07-01,12.5,12.5,12.5,12.5,12.44263744354248,245,,,,,,,,
2025-07-02,13.850000381469727,13.850000381469727,13.850000381469727,13.850000381469727,13.786442756652832,250,,,,,,,,
2025-07-03,10.050000190734863,10.149999618530273,9.7475004196167,9.899999618530273,9.854568481445312,64229,,,,,,,,
2025-07-07,9.949999809265137,12.0,9.75,12.0,11.944931983947754,3148,,,,,,,,
2025-07-09,11.989999771118164,11.989999771118164,11.989999771118164,11.989999771118164,11.934977531433105,205,,,,,,,,
2025-07-15,10.279999732971191,10.279999732971191,10.279999732971191,10.279999732971191,10.232824325561523,315,,,,,,,,
2025-07-16,10.289999961853027,10.289999961853027,10.289999961853027,10.289999961853027,10.242778778076172,275,,,,,,,,
2025-07-18,9.920000076293945,10.25,9.920000076293945,10.25,10.202962875366211,19519,,,,,,,,
2025-07-21,10.289999961853027,11.199999809265137,9.699999809265137,11.199999809265137,11.148602485656738,12031,,,,,,,,
2025-07-23,11.210000038146973,11.210000038146973,11.0,11.0,10.9495210647583,918,,,,,,,,
2025-07-24,11.0,11.75,11.0,11.75,11.69607925415039,7249,,,,,,,,
2025-07-25,10.050000190734863,10.649999618530273,10.050000190734863,10.5,10.451815605163574,76563,,,,,,,,
2025-07-28,10.510000228881836,10.510000228881836,10.510000228881836,10.510000228881836,10.461770057678223,188080,,,,,,,,
2025-07-29,10.625,11.600000381469727,10.100000381469727,10.149999618530273,10.103421211242676,1392247,,,,,,,,
2025-07-30,10.699999809265137,10.819999694824219,10.170000076293945,10.180000305175781,10.133283615112305,471655,,,,,,,,
2025-07-31,10.0,10.0,9.619999885559082,9.704999923706055,9.660463333129883,942830,,,,,,,,
2025-08-01,9.890000343322754,9.928000450134277,9.579999923706055,9.614999771118164,9.570876121520996,9342,,,,,,,,
2025-08-04,9.90999984741211,10.079999923706055,9.210000038146973,9.739999771118164,9.695302963256836,141658,,,,,,,,
2025-08-05,9.885000228881836,10.369999885559082,9.630000114440918,9.899999618530273,9.854568481445312,5000,,,,,,,,
2025-08-06,9.75,10.0,9.699999809265137,10.0,9.954110145568848,227919,,,,,,,,
2025-08-07,10.180000305175781,10.625,9.800000190734863,10.25,10.202962875366211,151832,,,,,,,,
2025-08-08,10.0,10.1899995803833,9.7475004196167,10.1899995803833,10.143237113952637,79415,,,,,,,,
2025-08-11,10.130000114440918,10.199999809265137,10.0,10.199999809265137,10.153191566467285,320838,,,,,,,,
2025-08-12,10.199999809265137,10.619999885559082,10.140000343322754,10.619999885559082,10.571264266967773,301808,,,,,,,,
2025-08-13,10.3100004196167,11.6899995803833,10.260000228881836,10.5,10.451815605163574,266796,,,,,,,,
2025-08-14,10.210000038146973,10.800000190734863,10.199999809265137,10.399999618530273,10.352273941040039,158913,,,,,,,,
2025-08-15,10.5,11.0,10.279999732971191,10.3100004196167,10.262687683105469,594448,,,,,,,,
2025-08-18,10.5,10.739999771118164,10.300000190734863,10.420000076293945,10.372182846069336,437159,,,,,,,,
2025-08-19,10.600000381469727,11.710000038146973,10.460000038146973,10.510000228881836,10.461770057678223,17171,,,,,,,,
2025-08-20,10.404999732971191,10.59000015258789,10.350000381469727,10.350000381469727,10.30250358581543,9887,,,,,,,,
2025-08-21,11.0,11.0,10.420000076293945,10.550000190734863,10.501585960388184,37558,,,,,,,,
2025-08-22,11.460000038146973,11.460000038146973,10.449999809265137,10.449999809265137,10.402044296264648,14102,,,,,,,,
2025-08-25,11.050000190734863,11.649999618530273,10.640000343322754,10.640000343322754,10.59117317199707,14452,,,,,,,,
2025-08-26,11.03499984741211,11.649999618530273,10.75,10.859999656677246,10.810162544250488,8675,,,,,,,,
2025-08-27,10.399999618530273,11.409899711608887,10.34000015258789,10.550000190734863,10.501585960388184,12961,,,,,,,,
2025-08-28,10.805000305175781,11.649999618530273,10.369999885559082,10.460000038146973,10.411998748779297,48004,,,,,,,,
2025-08-29,11.005000114440918,11.59000015258789,10.850000381469727,10.859999656677246,10.810162544250488,164983,,,,,,,,
2025-09-02,11.104999542236328,11.300000190734863,11.0649995803833,11.137499809265137,11.086389541625977,173898,,,,,,,,
2025-09-03,11.149999618530273,11.34000015258789,10.770000457763672,10.770000457763672,10.720576286315918,247907,,,,,,,,
2025-09-04,10.680000305175781,11.1899995803833,10.680000305175781,10.789999961853027,10.740484237670898,360227,,,,,,,,
2025-09-05,11.100000381469727,11.569999694824219,11.050000190734863,11.274999618530273,11.223258018493652,507000,,,,,,,,
2025-09-08,10.5,11.649999618530273,10.5,11.399999618530273,11.347684860229492,327593,,,,,,,,
2025-09-09,11.25,11.59000015258789,11.0,11.300100326538086,11.248244285583496,85673,,,,,,,,
2025-09-10,11.006999969482422,11.579999923706055,11.006999969482422,11.180000305175781,11.128695487976074,17118,,,,,,,,
2025-09-11,11.260000228881836,11.390000343322754,11.199999809265137,11.256999969482422,11.205341339111328,170616,,,,,,,,
2025-09-12,11.260000228881836,11.399999618530273,10.765000343322754,11.15999984741211,11.108786582946777,341730,,,,,,,,
2025-09-15,11.104999542236328,11.40999984741211,10.880000114440918,11.40999984741211,11.35763931274414,18542,,,,,,,,
2025-09-16,10.899999618530273,11.0,10.800000190734863,11.0,10.9495210647583,72865,,,,,,,,
2025-09-17,11.0,11.0,10.800100326538086,10.960000038146973,10.909704208374023,288309,,,,,,,,
2025-09-18,10.979999542236328,11.15999984741211,10.760000228881836,10.778499603271484,10.729037284851074,714440,,,,,,,,
2025-09-19,11.069000244140625,11.300000190734863,10.865500450134277,10.970000267028809,10.919658660888672,132470,,,,,,,,
2025-09-22,11.0,11.279999732971191,10.739999771118164,10.850000381469727,10.800209045410156,792707,,,,,,,,
2025-09-23,10.649999618530273,11.010000228881836,10.649999618530273,10.670000076293945,10.6210355758667,62526,,,,,,,,
2025-09-24,10.770000457763672,10.899999618530273,10.699999809265137,10.739999771118164,10.690713882446289,19019,,,,,,,,
2025-09-25,10.61299991607666,10.899999618530273,10.350000381469727,10.539999961853027,10.491631507873535,16112,,,,,,,,
2025-09-26,10.90999984741211,10.90999984741211,10.539999961853027,10.579999923706055,10.531448364257812,78722,,,,,,,,
2025-09-29,10.670000076293945,10.710000038146973,10.59000015258789,10.710000038146973,10.66085147857666,11163,,,,,,,,
2025-09-30,10.75,10.979999542236328,10.479999542236328,10.503999710083008,10.455796241760254,11474,,,,,,,,
2025-10-01,10.380000114440918,10.600000381469727,10.342000007629395,10.520000457763672,10.471723556518555,13630,,,,,,,,
2025-10-02,10.600000381469727,10.600000381469727,10.529999732971191,10.5649995803833,10.51651668548584,20800,,,,,,,,
2025-10-03,10.4350004196167,10.6899995803833,10.329999923706055,10.630000114440918,10.581218719482422,71240,,,,,,,,
