date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GSM')","('high', 'GSM')","('low', 'GSM')","('close', 'GSM')","('adj_close', 'GSM')","('volume', 'GSM')","('currency', '')"
2020-01-02,0.9399999976158142,0.9599999785423279,0.9399999976158142,0.949999988079071,0.9265633821487427,185200,,,,,,,,
2020-01-03,0.949999988079071,0.9599999785423279,0.8999999761581421,0.9200000166893005,0.8973034024238586,181600,,,,,,,,
2020-01-06,0.9200000166893005,0.949999988079071,0.8999999761581421,0.949999988079071,0.9265633821487427,220800,,,,,,,,
2020-01-07,0.949999988079071,0.949999988079071,0.8999999761581421,0.9300000071525574,0.9070566892623901,66300,,,,,,,,
2020-01-08,0.9200000166893005,0.949999988079071,0.8700000047683716,0.8899999856948853,0.8680436015129089,229100,,,,,,,,
2020-01-09,0.9300000071525574,0.9300000071525574,0.8199999928474426,0.8500000238418579,0.8290303349494934,543500,,,,,,,,
2020-01-10,0.8500000238418579,0.8999999761581421,0.8500000238418579,0.8700000047683716,0.8485369682312012,215900,,,,,,,,
2020-01-13,0.8999999761581421,0.8999999761581421,0.8299999833106995,0.8399999737739563,0.8192770481109619,648900,,,,,,,,
2020-01-14,0.9300000071525574,1.2000000476837158,0.8999999761581421,1.100000023841858,1.0728628635406494,3291400,,,,,,,,
2020-01-15,1.149999976158142,1.2000000476837158,1.0700000524520874,1.0800000429153442,1.0533561706542969,634500,,,,,,,,
2020-01-16,1.149999976158142,1.149999976158142,0.9800000190734863,1.0499999523162842,1.0240963697433472,706300,,,,,,,,
2020-01-17,1.059999942779541,1.059999942779541,1.0,1.0299999713897705,1.0045896768569946,334800,,,,,,,,
2020-01-21,1.0800000429153442,1.0800000429153442,1.0199999809265137,1.0399999618530273,1.0143429040908813,501900,,,,,,,,
2020-01-22,1.0399999618530273,1.0499999523162842,0.9800000190734863,0.9900000095367432,0.9655765295028687,310100,,,,,,,,
2020-01-23,0.9800000190734863,0.9900000095367432,0.9399999976158142,0.9700000286102295,0.9460699558258057,158500,,,,,,,,
2020-01-24,0.949999988079071,0.9900000095367432,0.8799999952316284,0.8999999761581421,0.8777968287467957,352000,,,,,,,,
2020-01-27,0.8700000047683716,0.9599999785423279,0.7799999713897705,0.8899999856948853,0.8680436015129089,271200,,,,,,,,
2020-01-28,0.8899999856948853,0.9399999976158142,0.8899999856948853,0.8999999761581421,0.8777968287467957,74700,,,,,,,,
2020-01-29,0.9399999976158142,0.9399999976158142,0.8700000047683716,0.8899999856948853,0.8680436015129089,102200,,,,,,,,
2020-01-30,0.8799999952316284,0.9300000071525574,0.8500000238418579,0.9200000166893005,0.8973034024238586,105100,,,,,,,,
2020-01-31,0.9100000262260437,0.9399999976158142,0.8500000238418579,0.8500000238418579,0.8290303349494934,105700,,,,,,,,
2020-02-03,0.8600000143051147,0.8899999856948853,0.8399999737739563,0.8700000047683716,0.8485369682312012,147700,,,,,,,,
2020-02-04,0.8799999952316284,0.9100000262260437,0.8600000143051147,0.8600000143051147,0.8387836813926697,114700,,,,,,,,
2020-02-05,0.8899999856948853,0.8999999761581421,0.8600000143051147,0.8799999952316284,0.8582901954650879,103200,,,,,,,,
2020-02-06,0.8999999761581421,0.9399999976158142,0.8799999952316284,0.8899999856948853,0.8680436015129089,157400,,,,,,,,
2020-02-07,0.8799999952316284,0.9100000262260437,0.8799999952316284,0.8999999761581421,0.8777968287467957,180500,,,,,,,,
2020-02-10,0.9800000190734863,0.9800000190734863,0.8700000047683716,0.8899999856948853,0.8680436015129089,237600,,,,,,,,
2020-02-11,0.8999999761581421,1.0199999809265137,0.8999999761581421,1.0199999809265137,0.9948363304138184,307500,,,,,,,,
2020-02-12,1.0199999809265137,1.1299999952316284,0.9800000190734863,1.059999942779541,1.0338495969772339,1075000,,,,,,,,
2020-02-13,1.059999942779541,1.059999942779541,0.9900000095367432,1.0099999904632568,0.9850831627845764,233600,,,,,,,,
2020-02-14,1.0099999904632568,1.0199999809265137,0.9900000095367432,1.0099999904632568,0.9850831627845764,131100,,,,,,,,
2020-02-18,1.0199999809265137,1.1200000047683716,0.9800000190734863,1.0,0.9753297567367554,1633500,,,,,,,,
2020-02-19,1.0299999713897705,1.0700000524520874,0.9900000095367432,1.0399999618530273,1.0143429040908813,347400,,,,,,,,
2020-02-20,1.0800000429153442,1.0800000429153442,1.0,1.0099999904632568,0.9850831627845764,274800,,,,,,,,
2020-02-21,1.0,1.0499999523162842,0.9700000286102295,1.0299999713897705,1.0045896768569946,76600,,,,,,,,
2020-02-24,1.0,1.0099999904632568,0.9599999785423279,1.0099999904632568,0.9850831627845764,543400,,,,,,,,
2020-02-25,1.0099999904632568,1.0199999809265137,0.9900000095367432,1.0099999904632568,0.9850831627845764,267500,,,,,,,,
2020-02-26,1.0,1.0099999904632568,0.949999988079071,0.9700000286102295,0.9460699558258057,760000,,,,,,,,
2020-02-27,0.949999988079071,0.9700000286102295,0.8100000023841858,0.8999999761581421,0.8777968287467957,341200,,,,,,,,
2020-02-28,0.8199999928474426,0.8799999952316284,0.7799999713897705,0.800000011920929,0.7802638411521912,636400,,,,,,,,
2020-03-02,0.800000011920929,0.8500000238418579,0.7900000214576721,0.8399999737739563,0.8192770481109619,254600,,,,,,,,
2020-03-03,0.7699999809265137,0.8999999761581421,0.7300000190734863,0.7400000095367432,0.7217440605163574,824200,,,,,,,,
2020-03-04,0.8700000047683716,0.8700000047683716,0.7300000190734863,0.75,0.7314972877502441,524800,,,,,,,,
2020-03-05,0.75,0.7699999809265137,0.6700000166893005,0.7699999809265137,0.7510039806365967,310500,,,,,,,,
2020-03-06,0.75,0.7699999809265137,0.550000011920929,0.550000011920929,0.5364314317703247,1046100,,,,,,,,
2020-03-09,0.49000000953674316,0.550000011920929,0.41999998688697815,0.5099999904632568,0.4974181652069092,1182300,,,,,,,,
2020-03-10,0.5199999809265137,0.5299999713897705,0.49000000953674316,0.5099999904632568,0.4974181652069092,857200,,,,,,,,
2020-03-11,0.5199999809265137,0.5299999713897705,0.46000000834465027,0.46000000834465027,0.4486517012119293,306000,,,,,,,,
2020-03-12,0.46000000834465027,0.46000000834465027,0.3700000047683716,0.4300000071525574,0.41939184069633484,744000,,,,,,,,
2020-03-13,0.44999998807907104,0.5,0.4000000059604645,0.46000000834465027,0.4486517012119293,572900,,,,,,,,
2020-03-16,0.4000000059604645,0.46000000834465027,0.3499999940395355,0.3700000047683716,0.3608720302581787,314700,,,,,,,,
2020-03-17,0.4000000059604645,0.44999998807907104,0.3799999952316284,0.4399999976158142,0.42914509773254395,467600,,,,,,,,
2020-03-18,0.41999998688697815,0.5899999737739563,0.3799999952316284,0.38999998569488525,0.3803786039352417,302400,,,,,,,,
2020-03-19,0.5299999713897705,0.5299999713897705,0.4000000059604645,0.41999998688697815,0.40963852405548096,193900,,,,,,,,
2020-03-20,0.4399999976158142,0.49000000953674316,0.3799999952316284,0.4000000059604645,0.3901319205760956,587700,,,,,,,,
2020-03-23,0.4099999964237213,0.41999998688697815,0.36000001430511475,0.3799999952316284,0.3706253468990326,247800,,,,,,,,
2020-03-24,0.38999998569488525,0.4099999964237213,0.3499999940395355,0.38999998569488525,0.3803786039352417,775600,,,,,,,,
2020-03-25,0.4000000059604645,0.46000000834465027,0.36000001430511475,0.44999998807907104,0.4388984143733978,977800,,,,,,,,
2020-03-26,0.41999998688697815,0.44999998807907104,0.3799999952316284,0.44999998807907104,0.4388984143733978,746700,,,,,,,,
2020-03-27,0.4300000071525574,0.44999998807907104,0.4000000059604645,0.41999998688697815,0.40963852405548096,131000,,,,,,,,
2020-03-30,0.44999998807907104,0.5699999928474426,0.4300000071525574,0.44999998807907104,0.4388984143733978,880200,,,,,,,,
2020-03-31,0.44999998807907104,0.5,0.4300000071525574,0.46000000834465027,0.4486517012119293,193300,,,,,,,,
2020-04-01,0.46000000834465027,0.49000000953674316,0.4000000059604645,0.4300000071525574,0.41939184069633484,197000,,,,,,,,
2020-04-02,0.41999998688697815,0.44999998807907104,0.4000000059604645,0.4399999976158142,0.42914509773254395,175500,,,,,,,,
2020-04-03,0.4399999976158142,0.44999998807907104,0.4000000059604645,0.4300000071525574,0.41939184069633484,213300,,,,,,,,
2020-04-06,0.44999998807907104,0.49000000953674316,0.4300000071525574,0.4699999988079071,0.4584049582481384,131300,,,,,,,,
2020-04-07,0.4699999988079071,0.47999998927116394,0.4300000071525574,0.46000000834465027,0.4486517012119293,239000,,,,,,,,
2020-04-08,0.46000000834465027,0.47999998927116394,0.41999998688697815,0.46000000834465027,0.4486517012119293,203600,,,,,,,,
2020-04-09,0.4699999988079071,0.49000000953674316,0.4399999976158142,0.47999998927116394,0.4681583046913147,236100,,,,,,,,
2020-04-13,0.47999998927116394,0.49000000953674316,0.44999998807907104,0.49000000953674316,0.4779115915298462,118100,,,,,,,,
