date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FMCCS')","('high', 'FMCCS')","('low', 'FMCCS')","('close', 'FMCCS')","('adj_close', 'FMCCS')","('volume', 'FMCCS')","('currency', '')"
2020-01-02,17.200000762939453,17.959999084472656,17.200000762939453,17.799999237060547,17.799999237060547,7200,,,,,,,,
2020-01-03,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,0,,,,,,,,
2020-01-06,17.799999237060547,17.989999771118164,17.799999237060547,17.989999771118164,17.989999771118164,600,,,,,,,,
2020-01-07,17.989999771118164,18.25,17.989999771118164,18.020000457763672,18.020000457763672,29600,,,,,,,,
2020-01-08,18.100000381469727,18.100000381469727,18.100000381469727,18.100000381469727,18.100000381469727,3700,,,,,,,,
2020-01-09,18.100000381469727,18.100000381469727,18.100000381469727,18.100000381469727,18.100000381469727,0,,,,,,,,
2020-01-10,17.75,17.75,17.75,17.75,17.75,1000,,,,,,,,
2020-01-13,17.799999237060547,18.239999771118164,16.649999618530273,16.649999618530273,16.649999618530273,3600,,,,,,,,
2020-01-14,16.649999618530273,16.649999618530273,16.649999618530273,16.649999618530273,16.649999618530273,0,,,,,,,,
2020-01-15,16.649999618530273,16.649999618530273,16.649999618530273,16.649999618530273,16.649999618530273,0,,,,,,,,
2020-01-16,16.549999237060547,16.600000381469727,16.549999237060547,16.600000381469727,16.600000381469727,1200,,,,,,,,
2020-01-17,16.700000762939453,17.5,16.700000762939453,17.0,17.0,21100,,,,,,,,
2020-01-21,17.0,17.0,17.0,17.0,17.0,0,,,,,,,,
2020-01-22,17.0,17.0,17.0,17.0,17.0,0,,,,,,,,
2020-01-23,17.0,17.0,17.0,17.0,17.0,0,,,,,,,,
2020-01-24,17.0,17.0,17.0,17.0,17.0,0,,,,,,,,
2020-01-27,16.899999618530273,17.0,16.899999618530273,17.0,17.0,3500,,,,,,,,
2020-01-28,17.0,17.0,17.0,17.0,17.0,0,,,,,,,,
2020-01-29,16.200000762939453,16.200000762939453,16.149999618530273,16.149999618530273,16.149999618530273,300,,,,,,,,
2020-01-30,16.030000686645508,16.030000686645508,16.030000686645508,16.030000686645508,16.030000686645508,300,,,,,,,,
2020-01-31,16.600000381469727,16.899999618530273,16.3799991607666,16.899999618530273,16.899999618530273,3600,,,,,,,,
2020-02-03,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,0,,,,,,,,
2020-02-04,16.989999771118164,16.989999771118164,16.5,16.5,16.5,5400,,,,,,,,
2020-02-05,16.5,16.5,16.25,16.5,16.5,1500,,,,,,,,
2020-02-06,16.25,16.25,16.200000762939453,16.25,16.25,7300,,,,,,,,
2020-02-07,16.25,16.25,16.25,16.25,16.25,16600,,,,,,,,
2020-02-10,16.25,16.520000457763672,16.25,16.520000457763672,16.520000457763672,4100,,,,,,,,
2020-02-11,16.520000457763672,16.520000457763672,16.520000457763672,16.520000457763672,16.520000457763672,0,,,,,,,,
2020-02-12,16.399999618530273,16.399999618530273,16.399999618530273,16.399999618530273,16.399999618530273,15200,,,,,,,,
2020-02-13,16.75,16.75,16.75,16.75,16.75,600,,,,,,,,
2020-02-14,17.100000381469727,17.25,17.100000381469727,17.25,17.25,6700,,,,,,,,
2020-02-18,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-02-19,17.15999984741211,17.15999984741211,16.700000762939453,16.700000762939453,16.700000762939453,1500,,,,,,,,
2020-02-20,16.549999237060547,16.549999237060547,16.399999618530273,16.399999618530273,16.399999618530273,6000,,,,,,,,
2020-02-21,16.399999618530273,16.399999618530273,16.399999618530273,16.399999618530273,16.399999618530273,0,,,,,,,,
2020-02-24,16.5,16.5,16.5,16.5,16.5,1000,,,,,,,,
2020-02-25,16.600000381469727,16.600000381469727,16.450000762939453,16.450000762939453,16.450000762939453,400,,,,,,,,
2020-02-26,16.520000457763672,16.520000457763672,16.520000457763672,16.520000457763672,16.520000457763672,300,,,,,,,,
2020-02-27,16.649999618530273,16.649999618530273,16.100000381469727,16.100000381469727,16.100000381469727,1100,,,,,,,,
2020-02-28,16.100000381469727,16.100000381469727,16.100000381469727,16.100000381469727,16.100000381469727,0,,,,,,,,
2020-03-02,16.0,16.239999771118164,15.8100004196167,15.899999618530273,15.899999618530273,4500,,,,,,,,
2020-03-03,15.699999809265137,15.899999618530273,15.699999809265137,15.899999618530273,15.899999618530273,300,,,,,,,,
2020-03-04,15.699999809265137,15.720000267028809,15.5,15.5,15.5,9000,,,,,,,,
2020-03-05,15.579999923706055,15.579999923706055,15.25,15.25,15.25,1700,,,,,,,,
2020-03-06,15.279999732971191,15.279999732971191,15.0,15.0,15.0,2400,,,,,,,,
2020-03-09,14.880000114440918,14.880000114440918,13.300000190734863,13.449999809265137,13.449999809265137,16000,,,,,,,,
2020-03-10,13.300000190734863,13.75,13.300000190734863,13.5,13.5,116000,,,,,,,,
2020-03-11,13.800000190734863,13.800000190734863,12.5,12.5,12.5,2200,,,,,,,,
2020-03-12,12.199999809265137,12.199999809265137,10.59000015258789,10.59000015258789,10.59000015258789,3700,,,,,,,,
2020-03-13,11.1899995803833,11.199999809265137,11.1899995803833,11.199999809265137,11.199999809265137,1500,,,,,,,,
2020-03-16,10.5600004196167,10.5600004196167,9.0,9.0,9.0,1700,,,,,,,,
2020-03-17,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,200,,,,,,,,
2020-03-18,9.5,9.5,7.510000228881836,7.510000228881836,7.510000228881836,3300,,,,,,,,
2020-03-19,7.510000228881836,8.0,7.5,8.0,8.0,800,,,,,,,,
