date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SECT-B.ST')","('high', 'SECT-B.ST')","('low', 'SECT-B.ST')","('close', 'SECT-B.ST')","('adj_close', 'SECT-B.ST')","('volume', 'SECT-B.ST')","('currency', '')"
2020-02-19,80.5999984741211,81.0,79.80000305175781,80.4000015258789,77.2912368774414,134475,,,,,,,,
2020-02-20,80.5999984741211,81.0,79.5,79.69999694824219,76.61829376220703,135345,,,,,,,,
2020-02-21,79.69999694824219,80.0,78.5,79.4000015258789,76.32989501953125,62305,,,,,,,,
2020-02-24,78.69999694824219,78.69999694824219,74.4000015258789,74.80000305175781,71.90776824951172,158665,,,,,,,,
2020-02-25,74.80000305175781,77.0,72.0,73.5999984741211,70.75415802001953,179280,,,,,,,,
2020-02-26,72.0,74.5999984741211,69.5,74.5999984741211,71.71549224853516,264290,,,,,,,,
2020-02-27,74.5,74.5,69.19999694824219,71.30000305175781,68.5430908203125,176055,,,,,,,,
2020-02-28,68.5,70.4000015258789,67.0,70.0,67.2933578491211,285945,,,,,,,,
2020-03-02,69.69999694824219,74.0,68.0,70.5,67.7740249633789,336945,,,,,,,,
2020-03-03,71.0999984741211,73.5,70.69999694824219,71.0,68.25469207763672,196080,,,,,,,,
2020-03-04,76.80000305175781,84.0,76.5999984741211,82.4000015258789,79.21389770507812,720260,,,,,,,,
2020-03-05,82.4000015258789,85.0,79.5,82.69999694824219,79.5022964477539,374510,,,,,,,,
2020-03-06,80.5999984741211,83.5999984741211,80.5999984741211,82.19999694824219,79.0216293334961,354235,,,,,,,,
2020-03-09,80.0,82.80000305175781,77.30000305175781,80.69999694824219,77.57962799072266,510300,,,,,,,,
2020-03-10,79.0,83.80000305175781,79.0,81.0999984741211,77.96416473388672,301030,,,,,,,,
2020-03-11,80.0,81.69999694824219,75.0,76.9000015258789,73.92655944824219,417155,,,,,,,,
2020-03-12,70.0,73.19999694824219,67.19999694824219,68.30000305175781,65.65910339355469,425860,,,,,,,,
2020-03-13,68.30000305175781,71.9000015258789,64.5999984741211,65.0,62.486690521240234,543985,,,,,,,,
2020-03-16,61.099998474121094,64.69999694824219,59.20000076293945,61.400001525878906,59.02588653564453,763545,,,,,,,,
2020-03-17,62.400001525878906,65.0,60.599998474121094,63.5,61.0446891784668,180970,,,,,,,,
2020-03-18,63.400001525878906,65.19999694824219,60.79999923706055,63.099998474121094,60.66015625,179175,,,,,,,,
2020-03-19,62.79999923706055,64.5999984741211,61.0,63.79999923706055,61.33308792114258,231300,,,,,,,,
2020-03-20,66.0,70.5,65.0999984741211,65.69999694824219,63.15962600708008,261025,,,,,,,,
2020-03-23,65.0999984741211,65.5999984741211,60.0,60.0,57.68001937866211,320380,,,,,,,,
2020-03-24,62.0,66.5,61.79999923706055,66.4000015258789,63.83255386352539,593130,,,,,,,,
2020-03-25,67.0,75.0,67.0,74.9000015258789,72.00389862060547,344825,,,,,,,,
2020-03-26,72.4000015258789,73.30000305175781,68.30000305175781,69.0,66.33203125,273405,,,,,,,,
2020-03-27,69.5999984741211,72.0,69.0999984741211,69.19999694824219,66.52428436279297,604085,,,,,,,,
2020-03-30,69.5,72.5999984741211,68.19999694824219,70.5999984741211,67.87016296386719,139365,,,,,,,,
2020-03-31,72.5999984741211,76.30000305175781,71.69999694824219,75.19999694824219,72.29229736328125,309230,,,,,,,,
2020-04-01,76.0,79.5,73.4000015258789,78.9000015258789,75.84922790527344,206340,,,,,,,,
2020-04-02,80.0999984741211,81.0999984741211,77.0,77.30000305175781,74.31110382080078,128750,,,,,,,,
2020-04-03,76.0,79.19999694824219,76.0,77.30000305175781,74.31110382080078,82090,,,,,,,,
2020-04-06,77.4000015258789,80.0,77.4000015258789,78.69999694824219,75.6569595336914,162875,,,,,,,,
2020-04-07,79.0,79.5999984741211,76.9000015258789,78.5999984741211,75.56082153320312,438780,,,,,,,,
2020-04-08,78.5999984741211,78.80000305175781,76.80000305175781,77.9000015258789,74.88789367675781,235110,,,,,,,,
2020-04-09,77.69999694824219,79.30000305175781,75.0,78.0,74.98402404785156,285170,,,,,,,,
2020-04-14,78.19999694824219,81.4000015258789,77.30000305175781,80.9000015258789,77.77190399169922,333125,,,,,,,,
2020-04-15,81.0,82.5999984741211,78.4000015258789,81.30000305175781,78.15643310546875,344365,,,,,,,,
2020-04-16,82.9000015258789,85.5,79.5999984741211,80.5,77.38736724853516,337120,,,,,,,,
2020-04-17,81.80000305175781,83.0,79.9000015258789,81.4000015258789,78.2525634765625,254875,,,,,,,,
2020-04-20,81.4000015258789,85.19999694824219,81.0,85.19999694824219,81.90562438964844,155275,,,,,,,,
2020-04-21,83.4000015258789,85.0,83.4000015258789,83.80000305175781,80.55976104736328,71605,,,,,,,,
2020-04-22,84.0999984741211,85.5,83.0,85.5,82.19402313232422,109280,,,,,,,,
2020-04-23,85.5,89.80000305175781,85.0,86.5,83.15536499023438,131310,,,,,,,,
2020-04-24,86.4000015258789,88.0,85.0,86.80000305175781,83.44377136230469,102040,,,,,,,,
2020-04-27,86.5999984741211,88.69999694824219,84.5,84.19999694824219,80.94430541992188,185775,,,,,,,,
2020-04-28,84.4000015258789,85.4000015258789,81.4000015258789,83.69999694824219,80.463623046875,202255,,,,,,,,
2020-04-29,83.69999694824219,84.5999984741211,81.0999984741211,83.19999694824219,79.98295593261719,354290,,,,,,,,
2020-04-30,84.0,84.69999694824219,82.19999694824219,84.0,80.75202941894531,120280,,,,,,,,
2020-05-04,83.80000305175781,83.80000305175781,80.80000305175781,81.69999694824219,78.54096221923828,149770,,,,,,,,
2020-05-05,81.5999984741211,84.5,81.0,84.4000015258789,81.13655853271484,115145,,,,,,,,
2020-05-06,84.4000015258789,86.5999984741211,83.4000015258789,85.69999694824219,82.38629150390625,138660,,,,,,,,
2020-05-07,88.0,89.9000015258789,86.9000015258789,89.0999984741211,85.65483093261719,512285,,,,,,,,
2020-05-08,89.30000305175781,93.69999694824219,89.30000305175781,92.30000305175781,88.73110961914062,105485,,,,,,,,
2020-05-11,92.30000305175781,93.0,89.5,90.0,86.52003479003906,393675,,,,,,,,
2020-05-12,90.4000015258789,94.5,90.4000015258789,93.30000305175781,89.69243621826172,375605,,,,,,,,
2020-05-13,91.5,96.30000305175781,91.5,95.0999984741211,91.42283630371094,139515,,,,,,,,
2020-05-14,95.5999984741211,96.30000305175781,90.80000305175781,92.0,88.44270324707031,166600,,,,,,,,
2020-05-15,92.0,94.30000305175781,91.4000015258789,92.69999694824219,89.11563873291016,179105,,,,,,,,
2020-05-18,95.0999984741211,96.30000305175781,94.0,96.0,92.28803253173828,248040,,,,,,,,
2020-05-19,95.19999694824219,99.0999984741211,93.5999984741211,97.0,93.24937438964844,190535,,,,,,,,
2020-05-20,97.0,101.19999694824219,96.4000015258789,100.19999694824219,96.32563781738281,363535,,,,,,,,
2020-05-22,100.0,102.5999984741211,98.4000015258789,101.80000305175781,97.86376953125,479785,,,,,,,,
2020-05-25,101.5999984741211,104.0,101.5999984741211,103.80000305175781,99.78644561767578,208245,,,,,,,,
2020-05-26,103.80000305175781,105.0,102.4000015258789,103.0,99.01737213134766,103210,,,,,,,,
2020-05-27,103.0,103.80000305175781,100.80000305175781,102.5999984741211,98.6328353881836,490340,,,,,,,,
2020-05-28,104.5999984741211,105.0,101.4000015258789,103.19999694824219,99.20963287353516,737905,,,,,,,,
2020-05-29,104.0,106.0,102.5999984741211,106.0,101.9013671875,1278745,,,,,,,,
2020-06-01,107.19999694824219,113.0,106.4000015258789,110.5999984741211,106.32350158691406,556590,,,,,,,,
2020-06-02,110.4000015258789,111.80000305175781,108.4000015258789,111.80000305175781,107.47711181640625,208555,,,,,,,,
2020-06-03,112.19999694824219,114.80000305175781,102.0,107.0,102.86270141601562,596210,,,,,,,,
2020-06-04,106.0,106.0,98.69999694824219,98.80000305175781,94.97978210449219,385030,,,,,,,,
2020-06-05,98.80000305175781,101.0,98.0,98.69999694824219,94.88363647460938,246875,,,,,,,,
2020-06-08,97.5,99.5,95.4000015258789,99.30000305175781,95.46044158935547,252265,,,,,,,,
2020-06-09,100.4000015258789,104.5999984741211,97.4000015258789,102.80000305175781,98.82510375976562,545285,,,,,,,,
2020-06-10,104.0,106.5999984741211,103.0,105.4000015258789,101.32456970214844,209885,,,,,,,,
2020-06-11,104.0,104.19999694824219,100.0,100.0,96.13336944580078,172775,,,,,,,,
2020-06-12,100.0,101.19999694824219,99.0999984741211,100.19999694824219,96.32563781738281,210795,,,,,,,,
2020-06-15,100.0,102.80000305175781,97.0999984741211,102.5999984741211,98.6328353881836,931855,,,,,,,,
2020-06-16,103.0,106.80000305175781,103.0,106.80000305175781,102.67044830322266,167435,,,,,,,,
2020-06-17,108.0,109.0,105.5999984741211,109.0,104.78536987304688,263580,,,,,,,,
2020-06-18,106.80000305175781,108.0,102.4000015258789,104.4000015258789,100.36324310302734,624550,,,,,,,,
2020-06-22,104.5999984741211,107.19999694824219,103.80000305175781,104.80000305175781,100.7477798461914,139425,,,,,,,,
2020-06-23,107.5999984741211,108.0,105.0,106.5999984741211,102.47816467285156,139145,,,,,,,,
2020-06-24,106.80000305175781,106.80000305175781,103.5999984741211,104.19999694824219,100.17096710205078,85060,,,,,,,,
2020-06-25,104.19999694824219,107.0,101.19999694824219,106.0,101.9013671875,77310,,,,,,,,
2020-06-26,107.4000015258789,107.5999984741211,104.80000305175781,105.0,100.94003295898438,78510,,,,,,,,
2020-06-29,105.4000015258789,109.0,105.4000015258789,105.5999984741211,101.516845703125,159680,,,,,,,,
2020-06-30,105.80000305175781,107.0,104.0,106.0,101.9013671875,79695,,,,,,,,
2020-07-01,106.0,108.0,105.0,108.0,103.82403564453125,73750,,,,,,,,
2020-07-02,108.0,109.80000305175781,107.4000015258789,109.80000305175781,105.554443359375,66675,,,,,,,,
2020-07-03,109.80000305175781,113.19999694824219,108.19999694824219,108.5999984741211,104.40083312988281,234935,,,,,,,,
2020-07-06,108.80000305175781,114.5999984741211,108.80000305175781,114.5999984741211,110.16883850097656,159025,,,,,,,,
2020-07-07,114.5999984741211,117.0,112.5999984741211,116.80000305175781,112.28377532958984,384430,,,,,,,,
2020-07-08,115.80000305175781,119.19999694824219,114.80000305175781,116.0,111.51471710205078,200845,,,,,,,,
2020-07-09,120.0,120.80000305175781,117.4000015258789,118.19999694824219,113.62964630126953,149790,,,,,,,,
2020-07-10,119.0,120.4000015258789,118.19999694824219,118.80000305175781,114.2064437866211,114425,,,,,,,,
2020-07-13,119.19999694824219,119.19999694824219,116.80000305175781,118.0,113.43737030029297,108080,,,,,,,,
2020-07-14,117.5999984741211,118.19999694824219,114.80000305175781,117.19999694824219,112.66830444335938,89950,,,,,,,,
2020-07-15,117.80000305175781,120.80000305175781,117.5999984741211,119.4000015258789,114.78324127197266,66580,,,,,,,,
2020-07-16,119.4000015258789,122.0,117.5999984741211,119.0,114.3987045288086,182005,,,,,,,,
2020-07-17,117.80000305175781,120.0,117.80000305175781,120.0,115.36003875732422,63450,,,,,,,,
2020-07-20,120.0,123.80000305175781,119.5999984741211,123.5999984741211,118.82084655761719,126750,,,,,,,,
2020-07-21,123.5999984741211,125.19999694824219,122.0,122.0,117.28271484375,55330,,,,,,,,
2020-07-22,122.0,124.80000305175781,120.5999984741211,123.80000305175781,119.01311492919922,54845,,,,,,,,
2020-07-23,125.0,126.5999984741211,121.80000305175781,124.5999984741211,119.78218078613281,66145,,,,,,,,
2020-07-24,124.5999984741211,124.5999984741211,118.4000015258789,119.4000015258789,114.78324127197266,121915,,,,,,,,
2020-07-27,121.19999694824219,121.19999694824219,118.5999984741211,120.4000015258789,115.74457550048828,61380,,,,,,,,
2020-07-28,120.4000015258789,121.19999694824219,119.80000305175781,121.0,116.32137298583984,39030,,,,,,,,
2020-07-29,121.19999694824219,121.19999694824219,119.19999694824219,120.4000015258789,115.74457550048828,69590,,,,,,,,
2020-07-30,120.4000015258789,121.80000305175781,116.0,116.4000015258789,111.89924621582031,124880,,,,,,,,
2020-07-31,116.5999984741211,121.0,116.5999984741211,120.19999694824219,115.55230712890625,77525,,,,,,,,
2020-08-03,120.19999694824219,124.0,120.0,123.5999984741211,118.82084655761719,66290,,,,,,,,
2020-08-04,125.0,125.80000305175781,119.80000305175781,121.4000015258789,116.7059097290039,63955,,,,,,,,
2020-08-05,120.19999694824219,124.5999984741211,120.19999694824219,124.5999984741211,119.78218078613281,98665,,,,,,,,
2020-08-06,124.5999984741211,125.19999694824219,121.80000305175781,122.0,117.28271484375,56430,,,,,,,,
2020-08-07,121.0,124.0,120.80000305175781,123.5999984741211,118.82084655761719,52825,,,,,,,,
2020-08-10,123.19999694824219,125.80000305175781,122.0,123.19999694824219,118.43630981445312,75305,,,,,,,,
2020-08-11,123.19999694824219,125.4000015258789,121.5999984741211,123.80000305175781,119.01311492919922,62400,,,,,,,,
2020-08-12,124.5999984741211,125.80000305175781,122.5999984741211,125.80000305175781,120.93578338623047,57085,,,,,,,,
2020-08-13,125.80000305175781,126.0,123.5999984741211,125.19999694824219,120.35897064208984,48235,,,,,,,,
2020-08-14,125.19999694824219,125.19999694824219,122.80000305175781,123.19999694824219,118.43630981445312,28250,,,,,,,,
2020-08-17,125.0,126.4000015258789,123.19999694824219,126.0,121.1280517578125,56110,,,,,,,,
2020-08-18,125.80000305175781,128.0,125.0,126.80000305175781,121.8971176147461,55705,,,,,,,,
2020-08-19,127.19999694824219,129.0,125.5999984741211,126.0,121.1280517578125,61880,,,,,,,,
2020-08-20,124.0,124.0,119.5999984741211,122.19999694824219,117.4749755859375,201180,,,,,,,,
2020-08-21,122.19999694824219,122.19999694824219,117.5999984741211,118.5999984741211,114.0141830444336,138895,,,,,,,,
2020-08-24,118.5999984741211,122.0,118.5999984741211,120.5999984741211,115.93683624267578,48840,,,,,,,,
2020-08-25,120.5999984741211,121.5999984741211,118.4000015258789,120.80000305175781,116.12911224365234,40025,,,,,,,,
2020-08-26,122.0,122.80000305175781,120.5999984741211,122.80000305175781,118.05177307128906,104005,,,,,,,,
2020-08-27,122.80000305175781,126.80000305175781,122.80000305175781,124.80000305175781,119.97444915771484,103385,,,,,,,,
2020-08-28,124.80000305175781,127.0,123.19999694824219,124.80000305175781,119.97444915771484,85635,,,,,,,,
2020-08-31,124.80000305175781,129.0,124.80000305175781,128.1999969482422,123.24298095703125,68530,,,,,,,,
2020-09-01,128.0,129.1999969482422,124.19999694824219,125.19999694824219,120.35897064208984,74340,,,,,,,,
2020-09-02,126.0,129.0,122.4000015258789,124.5999984741211,119.78218078613281,255470,,,,,,,,
2020-09-03,123.19999694824219,125.4000015258789,118.5999984741211,119.19999694824219,114.59097290039062,199290,,,,,,,,
2020-09-04,114.0,119.0,105.5999984741211,107.80000305175781,103.63177490234375,420370,,,,,,,,
2020-09-07,108.80000305175781,111.80000305175781,108.0,110.4000015258789,106.13124084472656,227135,,,,,,,,
2020-09-08,111.0,111.4000015258789,106.80000305175781,108.4000015258789,104.20857238769531,171270,,,,,,,,
2020-09-09,108.4000015258789,112.0,108.19999694824219,111.5999984741211,107.28484344482422,304490,,,,,,,,
2020-09-10,115.19999694824219,115.80000305175781,110.4000015258789,110.80000305175781,106.51577758789062,110780,,,,,,,,
2020-09-11,110.80000305175781,113.80000305175781,109.80000305175781,112.5999984741211,108.24617004394531,387390,,,,,,,,
2020-09-14,112.5999984741211,115.19999694824219,111.0,114.0,109.592041015625,85870,,,,,,,,
2020-09-15,117.0,117.19999694824219,114.4000015258789,116.0,111.51471710205078,94865,,,,,,,,
2020-09-16,117.19999694824219,117.19999694824219,113.80000305175781,115.0,110.55337524414062,224880,,,,,,,,
2020-09-17,115.0,117.19999694824219,114.0,115.5999984741211,111.13017272949219,72715,,,,,,,,
2020-09-18,118.0,119.4000015258789,115.4000015258789,117.19999694824219,112.66830444335938,94110,,,,,,,,
2020-09-21,117.19999694824219,117.80000305175781,113.5999984741211,115.19999694824219,110.7456283569336,80930,,,,,,,,
2020-09-22,116.4000015258789,118.5999984741211,112.19999694824219,113.19999694824219,108.82296752929688,280515,,,,,,,,
2020-09-23,113.0,116.80000305175781,112.0,115.5999984741211,111.13017272949219,72935,,,,,,,,
2020-09-24,115.80000305175781,116.0,112.0,113.0,108.63070678710938,74885,,,,,,,,
2020-09-25,113.0,115.0,112.0,113.80000305175781,109.39978790283203,224930,,,,,,,,
2020-09-28,114.19999694824219,119.19999694824219,114.19999694824219,118.80000305175781,114.2064437866211,148100,,,,,,,,
2020-09-29,118.5999984741211,121.4000015258789,117.5999984741211,120.0,115.36003875732422,82230,,,,,,,,
2020-09-30,119.0,120.0,117.4000015258789,118.80000305175781,114.2064437866211,105830,,,,,,,,
2020-10-01,119.5999984741211,119.5999984741211,116.5999984741211,117.4000015258789,112.86058044433594,123025,,,,,,,,
2020-10-02,117.4000015258789,117.4000015258789,114.0,115.19999694824219,110.7456283569336,101870,,,,,,,,
2020-10-05,115.19999694824219,120.73999786376953,115.19999694824219,118.19999694824219,114.52436828613281,87515,,,,,,,,
2020-10-06,118.30000305175781,123.19999694824219,118.30000305175781,119.33999633789062,115.62890625,89900,,,,,,,,
2020-10-07,120.0,121.33999633789062,117.41999816894531,118.9800033569336,115.28011322021484,85660,,,,,,,,
2020-10-08,118.9800033569336,120.37999725341797,116.86000061035156,117.0,113.36168670654297,67835,,,,,,,,
2020-10-09,120.0,120.69999694824219,117.0,120.5,116.75283813476562,94860,,,,,,,,
2020-10-12,121.0,125.9000015258789,120.5999984741211,125.9000015258789,121.98491668701172,239745,,,,,,,,
2020-10-13,125.0,127.80000305175781,123.5999984741211,125.0,121.11289978027344,121230,,,,,,,,
2020-10-14,125.19999694824219,135.0,125.0999984741211,128.8000030517578,124.79473876953125,251525,,,,,,,,
2020-10-15,129.8000030517578,129.8000030517578,125.80000305175781,127.30000305175781,123.34139251708984,154500,,,,,,,,
2020-10-16,128.0,132.10000610351562,126.69999694824219,128.3000030517578,124.31028747558594,137980,,,,,,,,
2020-10-19,128.6999969482422,128.8000030517578,125.5,126.5,122.5662612915039,150730,,,,,,,,
2020-10-20,124.9000015258789,127.30000305175781,122.69999694824219,123.0,119.17510223388672,119165,,,,,,,,
2020-10-21,127.30000305175781,127.30000305175781,121.0999984741211,123.0,119.17510223388672,131075,,,,,,,,
2020-10-22,121.0,123.5,119.80000305175781,122.30000305175781,118.49687194824219,146390,,,,,,,,
2020-10-23,124.0,124.0,120.30000305175781,121.19999694824219,117.43106842041016,83270,,,,,,,,
2020-10-26,120.69999694824219,120.69999694824219,113.5999984741211,113.9000015258789,110.35808563232422,161675,,,,,,,,
2020-10-27,113.30000305175781,114.69999694824219,111.5,113.0999984741211,109.58296203613281,145750,,,,,,,,
2020-10-28,113.0999984741211,113.0999984741211,106.4000015258789,106.80000305175781,103.47887420654297,126630,,,,,,,,
2020-10-29,106.69999694824219,108.5,105.19999694824219,106.30000305175781,102.99442291259766,116375,,,,,,,,
2020-10-30,106.19999694824219,109.30000305175781,105.4000015258789,108.5999984741211,105.22289276123047,58305,,,,,,,,
2020-11-02,108.5999984741211,110.69999694824219,106.30000305175781,107.9000015258789,104.54466247558594,138955,,,,,,,,
2020-11-03,108.0,110.80000305175781,108.0,109.30000305175781,105.901123046875,98560,,,,,,,,
2020-11-04,110.80000305175781,116.30000305175781,109.5,116.0,112.39277648925781,130020,,,,,,,,
2020-11-05,114.19999694824219,119.0999984741211,114.0999984741211,114.4000015258789,110.842529296875,252680,,,,,,,,
2020-11-06,114.4000015258789,116.5,112.0,115.9000015258789,112.29589080810547,430020,,,,,,,,
2020-11-09,116.19999694824219,120.0,113.5999984741211,115.5999984741211,112.00521850585938,202365,,,,,,,,
2020-11-10,115.5999984741211,116.5,110.80000305175781,110.9000015258789,107.45137023925781,108015,,,,,,,,
2020-11-11,111.0,112.69999694824219,110.5999984741211,111.0999984741211,107.64514923095703,185895,,,,,,,,
2020-11-12,112.5999984741211,117.80000305175781,112.5999984741211,115.19999694824219,111.61764526367188,201695,,,,,,,,
2020-11-13,116.0,119.5999984741211,114.4000015258789,116.5,112.87722778320312,358430,,,,,,,,
2020-11-16,116.5999984741211,118.19999694824219,115.0999984741211,115.5999984741211,112.00521850585938,92805,,,,,,,,
2020-11-17,117.0,119.19999694824219,115.9000015258789,118.0999984741211,114.4274673461914,64815,,,,,,,,
2020-11-18,120.0,120.0,116.0,118.0,114.33058166503906,43230,,,,,,,,
2020-11-19,119.0,119.0,117.0,119.0,115.29948425292969,47235,,,,,,,,
2020-11-20,119.0,120.0,116.0,119.0,115.29948425292969,63755,,,,,,,,
2020-11-23,119.0,123.0,119.0,123.0,119.17510223388672,81330,,,,,,,,
2020-11-24,123.0,127.0,118.0,120.0,116.26839447021484,132150,,,,,,,,
2020-11-25,120.0,122.0,116.0,118.0,114.33058166503906,48155,,,,,,,,
2020-11-26,119.0,122.0,118.0,120.0,116.26839447021484,54745,,,,,,,,
2020-11-27,127.0,134.0,125.0,133.0,128.86412048339844,218010,,,,,,,,
2020-11-30,132.39999389648438,137.3000030517578,127.0,136.8000030517578,132.54598999023438,411140,,,,,,,,
2020-12-01,135.5,139.60000610351562,132.39999389648438,133.0,128.86412048339844,246555,,,,,,,,
2020-12-02,133.1999969482422,140.0,133.1999969482422,139.1999969482422,134.87132263183594,302335,,,,,,,,
2020-12-03,139.0,140.0,135.6999969482422,137.60000610351562,133.3210906982422,124525,,,,,,,,
2020-12-04,139.6999969482422,140.0,136.89999389648438,137.89999389648438,133.61175537109375,105735,,,,,,,,
2020-12-07,138.0,139.8000030517578,137.10000610351562,137.5,133.22418212890625,99750,,,,,,,,
2020-12-08,137.5,140.3000030517578,137.5,140.0,135.64646911621094,107450,,,,,,,,
2020-12-09,140.0,141.0,138.3000030517578,138.8000030517578,134.48377990722656,105455,,,,,,,,
2020-12-10,138.89999389648438,140.10000610351562,136.39999389648438,137.60000610351562,133.3210906982422,135680,,,,,,,,
2020-12-11,137.8000030517578,139.6999969482422,135.10000610351562,139.6999969482422,135.3557891845703,204135,,,,,,,,
2020-12-14,139.6999969482422,144.0,138.6999969482422,142.60000610351562,138.1656036376953,263145,,,,,,,,
2020-12-15,144.0,145.5,141.89999389648438,143.10000610351562,138.65005493164062,189120,,,,,,,,
2020-12-16,145.3000030517578,145.3000030517578,142.1999969482422,144.0,139.52206420898438,95370,,,,,,,,
2020-12-17,144.39999389648438,145.1999969482422,143.1999969482422,143.8000030517578,139.3282928466797,181140,,,,,,,,
2020-12-18,143.6999969482422,144.89999389648438,142.6999969482422,143.39999389648438,138.94073486328125,122430,,,,,,,,
2020-12-21,143.39999389648438,144.60000610351562,141.5,144.60000610351562,140.10342407226562,131165,,,,,,,,
2020-12-22,144.5,151.6999969482422,144.5,151.0,146.3043975830078,271550,,,,,,,,
2020-12-23,153.0,153.0,149.60000610351562,151.89999389648438,147.17640686035156,121990,,,,,,,,
2020-12-28,152.10000610351562,154.1999969482422,142.1999969482422,147.10000610351562,142.52566528320312,291715,,,,,,,,
2020-12-29,147.1999969482422,149.60000610351562,145.39999389648438,146.8000030517578,142.23500061035156,275450,,,,,,,,
2020-12-30,146.8000030517578,151.10000610351562,146.39999389648438,146.6999969482422,142.1381072998047,121835,,,,,,,,
2021-01-04,146.8000030517578,149.10000610351562,145.39999389648438,147.6999969482422,143.1070098876953,138095,,,,,,,,
2021-01-05,148.0,149.60000610351562,142.1999969482422,148.39999389648438,143.78521728515625,278375,,,,,,,,
2021-01-07,148.5,151.8000030517578,142.10000610351562,143.3000030517578,138.84384155273438,288435,,,,,,,,
2021-01-08,143.3000030517578,147.3000030517578,142.0,146.60000610351562,142.04122924804688,333045,,,,,,,,
2021-01-11,146.8000030517578,150.60000610351562,144.8000030517578,146.8000030517578,142.23500061035156,286510,,,,,,,,
2021-01-12,149.39999389648438,149.39999389648438,144.60000610351562,148.6999969482422,144.07591247558594,161535,,,,,,,,
2021-01-13,148.39999389648438,149.89999389648438,147.10000610351562,148.89999389648438,144.2696990966797,149255,,,,,,,,
