date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ITT')","('high', 'ITT')","('low', 'ITT')","('close', 'ITT')","('adj_close', 'ITT')","('volume', 'ITT')","('currency', '')"
2020-01-02,74.36000061035156,75.55999755859375,74.02999877929688,75.55000305175781,70.72876739501953,724200,,,,,,,,
2020-01-03,74.18000030517578,74.43000030517578,73.76000213623047,74.08999633789062,69.36192321777344,839100,,,,,,,,
2020-01-06,73.3499984741211,73.61000061035156,72.87999725341797,73.5999984741211,68.90321350097656,1198200,,,,,,,,
2020-01-07,74.61000061035156,74.61000061035156,73.16000366210938,73.4000015258789,68.71598815917969,797200,,,,,,,,
2020-01-08,73.37000274658203,73.56999969482422,72.54000091552734,72.66000366210938,68.02320098876953,597800,,,,,,,,
2020-01-09,73.0999984741211,73.44000244140625,72.08000183105469,72.69999694824219,68.06063842773438,905900,,,,,,,,
2020-01-10,72.79000091552734,73.11000061035156,71.69000244140625,71.7300033569336,67.15253448486328,688500,,,,,,,,
2020-01-13,72.12000274658203,73.19000244140625,71.7300033569336,73.12999725341797,68.46319580078125,443500,,,,,,,,
2020-01-14,73.02999877929688,73.37000274658203,72.2699966430664,72.43000030517578,67.80786895751953,423000,,,,,,,,
2020-01-15,72.33999633789062,73.04000091552734,71.94999694824219,72.3499984741211,67.73299407958984,370900,,,,,,,,
2020-01-16,72.91999816894531,73.4800033569336,72.61000061035156,73.30000305175781,68.62235260009766,226700,,,,,,,,
2020-01-17,73.47000122070312,73.69000244140625,73.26000213623047,73.44000244140625,68.75342559814453,353000,,,,,,,,
2020-01-21,72.91000366210938,73.2699966430664,71.88999938964844,72.30000305175781,67.68618774414062,718100,,,,,,,,
2020-01-22,72.63999938964844,73.19000244140625,72.05999755859375,72.36000061035156,67.74235534667969,695500,,,,,,,,
2020-01-23,71.94999694824219,72.44999694824219,70.7699966430664,72.13999938964844,67.53638458251953,591500,,,,,,,,
2020-01-24,72.11000061035156,72.22000122070312,70.9000015258789,71.41000366210938,66.85296630859375,570600,,,,,,,,
2020-01-27,69.75,70.55999755859375,69.62000274658203,69.98999786376953,65.52356719970703,501500,,,,,,,,
2020-01-28,70.41999816894531,71.16000366210938,69.73999786376953,70.70999908447266,66.19763946533203,652500,,,,,,,,
2020-01-29,71.19000244140625,71.4800033569336,70.16999816894531,70.19000244140625,65.7107925415039,360200,,,,,,,,
2020-01-30,69.51000213623047,70.31999969482422,68.56999969482422,69.56999969482422,65.13037872314453,661600,,,,,,,,
2020-01-31,69.01000213623047,69.06999969482422,66.88999938964844,67.08000183105469,62.79928207397461,849500,,,,,,,,
2020-02-03,67.44999694824219,69.2699966430664,67.44999694824219,68.16000366210938,63.81035614013672,718800,,,,,,,,
2020-02-04,69.43000030517578,70.41999816894531,69.11000061035156,69.87000274658203,65.41124725341797,619800,,,,,,,,
2020-02-05,70.94999694824219,71.33000183105469,70.41999816894531,71.2300033569336,66.68446350097656,462600,,,,,,,,
2020-02-06,71.48999786376953,71.48999786376953,70.30000305175781,70.48999786376953,65.99166870117188,251800,,,,,,,,
2020-02-07,69.7699966430664,70.16999816894531,68.7300033569336,68.83999633789062,64.44696807861328,448800,,,,,,,,
2020-02-10,68.63999938964844,69.41000366210938,68.61000061035156,69.22000122070312,64.8027114868164,499300,,,,,,,,
2020-02-11,69.5199966430664,70.56999969482422,69.3499984741211,69.37999725341797,64.95252227783203,356300,,,,,,,,
2020-02-12,70.01000213623047,70.29000091552734,69.66999816894531,70.05000305175781,65.57975769042969,438400,,,,,,,,
2020-02-13,69.44000244140625,69.98999786376953,68.86000061035156,69.2699966430664,64.84953308105469,609800,,,,,,,,
2020-02-14,69.4800033569336,69.72000122070312,67.91999816894531,69.4000015258789,64.97123718261719,1420100,,,,,,,,
2020-02-18,68.94999694824219,69.77999877929688,68.83000183105469,69.13999938964844,64.7278060913086,1649300,,,,,,,,
2020-02-19,69.23999786376953,69.44000244140625,68.33999633789062,68.36000061035156,63.99757385253906,1027500,,,,,,,,
2020-02-20,68.20999908447266,69.1500015258789,68.0199966430664,68.87000274658203,64.47504425048828,698600,,,,,,,,
2020-02-21,73.0,73.0,70.66999816894531,71.19000244140625,66.64701080322266,981200,,,,,,,,
2020-02-24,67.93000030517578,68.27999877929688,66.45999908447266,66.45999908447266,62.21883773803711,1289500,,,,,,,,
2020-02-25,66.63999938964844,66.72000122070312,62.7599983215332,62.81999969482422,58.811126708984375,998100,,,,,,,,
2020-02-26,63.43000030517578,64.0,61.310001373291016,61.83000183105469,57.884315490722656,1019900,,,,,,,,
2020-02-27,60.209999084472656,62.34000015258789,58.88999938964844,60.7400016784668,56.863868713378906,1275300,,,,,,,,
2020-02-28,58.90999984741211,60.189998626708984,57.06999969482422,60.150001525878906,56.311527252197266,1162600,,,,,,,,
2020-03-02,60.7599983215332,61.47999954223633,58.9900016784668,61.20000076293945,57.29450225830078,1301300,,,,,,,,
2020-03-03,61.290000915527344,62.15999984741211,58.29999923706055,58.54999923706055,54.81362533569336,1154900,,,,,,,,
2020-03-04,60.86000061035156,61.25,59.040000915527344,61.16999816894531,57.26642608642578,755500,,,,,,,,
2020-03-05,59.150001525878906,59.41999816894531,56.47999954223633,56.900001525878906,53.268917083740234,681200,,,,,,,,
2020-03-06,54.65999984741211,57.13999938964844,54.400001525878906,56.79999923706055,53.1753044128418,1058400,,,,,,,,
2020-03-09,48.0,51.540000915527344,46.86000061035156,47.95000076293945,44.89006423950195,1756900,,,,,,,,
2020-03-10,50.060001373291016,52.619998931884766,48.68000030517578,52.470001220703125,49.12162780761719,1374300,,,,,,,,
2020-03-11,50.400001525878906,50.529998779296875,47.2599983215332,47.939998626708984,44.880706787109375,937900,,,,,,,,
2020-03-12,44.41999816894531,46.349998474121094,41.45000076293945,42.959999084472656,40.218505859375,1513300,,,,,,,,
2020-03-13,45.7400016784668,47.619998931884766,43.540000915527344,47.04999923706055,44.221458435058594,1970000,,,,,,,,
2020-03-16,42.720001220703125,46.29999923706055,42.560001373291016,42.72999954223633,40.16116714477539,2423400,,,,,,,,
2020-03-17,43.400001525878906,45.869998931884766,41.59000015258789,44.400001525878906,41.730777740478516,2862400,,,,,,,,
2020-03-18,40.72999954223633,42.470001220703125,37.13999938964844,38.470001220703125,36.15726089477539,1863800,,,,,,,,
2020-03-19,37.900001525878906,40.91999816894531,36.0,40.189998626708984,37.77387237548828,1340700,,,,,,,,
2020-03-20,40.40999984741211,42.5099983215332,38.18000030517578,38.61000061035156,36.28886795043945,2011400,,,,,,,,
2020-03-23,38.209999084472656,38.97999954223633,35.40999984741211,37.9900016784668,35.70612716674805,1120900,,,,,,,,
2020-03-24,40.75,44.459999084472656,39.959999084472656,44.310001373291016,41.64618682861328,942800,,,,,,,,
2020-03-25,44.529998779296875,47.58000183105469,41.880001068115234,46.029998779296875,43.26278305053711,969400,,,,,,,,
2020-03-26,46.689998626708984,48.209999084472656,45.43000030517578,46.38999938964844,43.60114288330078,873900,,,,,,,,
2020-03-27,43.81999969482422,44.380001068115234,42.400001525878906,42.869998931884766,40.29275894165039,699900,,,,,,,,
2020-03-30,42.869998931884766,46.119998931884766,42.45000076293945,45.75,42.99961471557617,1138700,,,,,,,,
2020-03-31,45.369998931884766,46.40999984741211,44.65999984741211,45.36000061035156,42.63306427001953,886200,,,,,,,,
2020-04-01,42.84000015258789,44.29999923706055,41.849998474121094,43.970001220703125,41.326622009277344,1006600,,,,,,,,
2020-04-02,43.7400016784668,46.0099983215332,43.540000915527344,44.650001525878906,41.96574401855469,617100,,,,,,,,
2020-04-03,44.470001220703125,45.369998931884766,43.439998626708984,44.529998779296875,41.85295867919922,649200,,,,,,,,
2020-04-06,47.08000183105469,48.209999084472656,46.13999938964844,47.29999923706055,44.45643615722656,849800,,,,,,,,
2020-04-07,49.81999969482422,51.02000045776367,47.75,47.849998474121094,44.973365783691406,567700,,,,,,,,
2020-04-08,48.560001373291016,51.4900016784668,48.04999923706055,50.619998931884766,47.57683563232422,555400,,,,,,,,
2020-04-09,51.880001068115234,52.869998931884766,50.220001220703125,51.220001220703125,48.140769958496094,1131800,,,,,,,,
2020-04-13,51.25,51.310001373291016,48.43000030517578,49.0,46.05423355102539,469300,,,,,,,,
2020-04-14,49.119998931884766,50.369998931884766,48.310001373291016,49.0099983215332,46.063636779785156,693300,,,,,,,,
2020-04-15,46.900001525878906,46.91999816894531,45.38999938964844,46.61000061035156,43.80791473388672,591300,,,,,,,,
2020-04-16,46.439998626708984,46.81999969482422,44.93000030517578,46.72999954223633,43.92068862915039,633800,,,,,,,,
2020-04-17,48.68000030517578,49.7400016784668,48.41999816894531,48.88999938964844,45.95083999633789,804100,,,,,,,,
2020-04-20,47.47999954223633,49.119998931884766,47.18000030517578,48.61000061035156,45.687679290771484,711100,,,,,,,,
2020-04-21,46.97999954223633,47.709999084472656,46.04999923706055,46.83000183105469,44.01469802856445,528000,,,,,,,,
2020-04-22,48.5099983215332,48.5099983215332,46.880001068115234,47.5,44.64441680908203,424800,,,,,,,,
2020-04-23,48.349998474121094,49.880001068115234,47.720001220703125,49.029998779296875,46.08243179321289,650300,,,,,,,,
2020-04-24,49.560001373291016,49.68000030517578,48.40999984741211,49.470001220703125,46.4959831237793,372800,,,,,,,,
