date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RLI')","('high', 'RLI')","('low', 'RLI')","('close', 'RLI')","('adj_close', 'RLI')","('volume', 'RLI')","('currency', '')"
2020-01-02,45.13999938964844,45.13999938964844,44.439998626708984,45.05500030517578,36.68294906616211,255800,,,,,,,,
2020-01-03,44.76499938964844,45.43000030517578,44.619998931884766,45.2400016784668,36.83358383178711,293200,,,,,,,,
2020-01-06,44.9900016784668,45.875,44.81999969482422,45.869998931884766,37.34650802612305,470200,,,,,,,,
2020-01-07,45.619998931884766,45.70500183105469,44.54499816894531,44.724998474121094,36.41426467895508,396200,,,,,,,,
2020-01-08,44.650001525878906,45.2400016784668,44.599998474121094,44.70000076293945,36.3939208984375,338200,,,,,,,,
2020-01-09,44.81999969482422,45.5099983215332,44.81999969482422,45.310001373291016,36.890567779541016,259600,,,,,,,,
2020-01-10,45.290000915527344,45.7400016784668,44.814998626708984,44.90999984741211,36.56489562988281,381000,,,,,,,,
2020-01-13,44.90999984741211,45.5,44.83000183105469,45.25,36.84171676635742,450200,,,,,,,,
2020-01-14,45.255001068115234,45.255001068115234,44.64500045776367,44.959999084472656,36.60560989379883,770000,,,,,,,,
2020-01-15,44.95500183105469,45.900001525878906,44.8849983215332,45.790000915527344,37.281368255615234,511000,,,,,,,,
2020-01-16,45.904998779296875,46.79499816894531,45.81999969482422,46.44499969482422,37.814659118652344,579000,,,,,,,,
2020-01-17,46.654998779296875,47.13999938964844,46.470001220703125,46.810001373291016,38.11184310913086,491800,,,,,,,,
2020-01-21,46.60499954223633,47.03499984741211,46.595001220703125,46.71500015258789,38.03449630737305,516000,,,,,,,,
2020-01-22,46.810001373291016,47.2400016784668,46.76499938964844,47.01499938964844,38.278743743896484,361600,,,,,,,,
2020-01-23,45.75,46.974998474121094,44.375,46.21500015258789,37.627403259277344,983200,,,,,,,,
2020-01-24,46.15999984741211,47.93000030517578,46.15999984741211,47.85499954223633,38.96265411376953,597600,,,,,,,,
2020-01-27,46.93000030517578,47.724998474121094,46.93000030517578,47.255001068115234,38.47416305541992,472000,,,,,,,,
2020-01-28,47.59000015258789,48.06999969482422,47.2599983215332,47.435001373291016,38.620704650878906,502800,,,,,,,,
2020-01-29,47.439998626708984,47.4900016784668,46.54499816894531,46.599998474121094,37.940860748291016,284800,,,,,,,,
2020-01-30,46.3849983215332,47.32500076293945,46.32500076293945,47.30500030517578,38.514869689941406,348200,,,,,,,,
2020-01-31,47.150001525878906,47.54499816894531,46.22999954223633,46.505001068115234,37.8635139465332,839800,,,,,,,,
2020-02-03,46.709999084472656,47.80500030517578,46.709999084472656,47.310001373291016,38.5189323425293,548400,,,,,,,,
2020-02-04,47.744998931884766,47.86000061035156,47.45500183105469,47.474998474121094,38.65326690673828,385200,,,,,,,,
2020-02-05,47.85499954223633,48.310001373291016,47.79999923706055,48.275001525878906,39.304622650146484,316600,,,,,,,,
2020-02-06,48.400001525878906,48.66999816894531,48.209999084472656,48.314998626708984,39.33717346191406,226800,,,,,,,,
2020-02-07,48.18000030517578,48.5,48.02000045776367,48.20500183105469,39.24761962890625,188600,,,,,,,,
2020-02-10,48.07500076293945,48.564998626708984,48.07500076293945,48.54999923706055,39.52851104736328,363400,,,,,,,,
2020-02-11,48.599998474121094,48.90999984741211,48.584999084472656,48.89500045776367,39.809417724609375,263200,,,,,,,,
2020-02-12,49.0,49.0,47.775001525878906,47.900001525878906,38.99930191040039,290400,,,,,,,,
2020-02-13,47.810001373291016,48.189998626708984,47.70500183105469,48.01499938964844,39.09292984008789,256400,,,,,,,,
2020-02-14,48.064998626708984,48.185001373291016,47.75,47.98500061035156,39.06851577758789,178000,,,,,,,,
2020-02-18,47.959999084472656,48.10499954223633,47.17499923706055,47.35499954223633,38.555572509765625,227000,,,,,,,,
2020-02-19,47.36000061035156,47.7599983215332,47.189998626708984,47.255001068115234,38.47416305541992,205000,,,,,,,,
2020-02-20,46.97999954223633,47.165000915527344,45.849998474121094,46.13999938964844,37.56633377075195,324200,,,,,,,,
2020-02-21,46.275001525878906,46.46500015258789,45.51499938964844,45.55500030517578,37.090049743652344,1448800,,,,,,,,
2020-02-24,44.814998626708984,45.31999969482422,44.439998626708984,44.68000030517578,36.37762451171875,338200,,,,,,,,
2020-02-25,44.68000030517578,44.849998474121094,43.84000015258789,43.93000030517578,35.766990661621094,365600,,,,,,,,
2020-02-26,44.20500183105469,44.68000030517578,43.85499954223633,44.04999923706055,35.86470031738281,314000,,,,,,,,
2020-02-27,43.28499984741211,43.654998779296875,41.935001373291016,41.9900016784668,34.2769775390625,434800,,,,,,,,
2020-02-28,41.099998474121094,41.619998931884766,39.529998779296875,40.189998626708984,32.8076057434082,1011400,,,,,,,,
2020-03-02,40.189998626708984,42.07500076293945,39.935001373291016,42.01499938964844,34.29737091064453,615600,,,,,,,,
2020-03-03,41.95500183105469,42.27000045776367,40.67499923706055,40.98500061035156,33.45657730102539,495600,,,,,,,,
2020-03-04,41.619998931884766,42.845001220703125,41.040000915527344,42.630001068115234,34.799407958984375,550800,,,,,,,,
2020-03-05,41.494998931884766,42.060001373291016,40.16999816894531,40.8849983215332,33.37494659423828,444200,,,,,,,,
2020-03-06,39.59000015258789,41.04999923706055,39.59000015258789,40.939998626708984,33.41984176635742,459400,,,,,,,,
2020-03-09,38.44499969482422,38.70500183105469,37.400001525878906,38.07500076293945,31.08111000061035,574400,,,,,,,,
