date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MGHTF')","('high', 'MGHTF')","('low', 'MGHTF')","('close', 'MGHTF')","('adj_close', 'MGHTF')","('volume', 'MGHTF')","('currency', '')"
2020-01-02,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-03,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-06,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-07,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-08,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-09,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-10,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-13,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-14,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-15,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-16,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-17,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-21,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-22,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-23,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-24,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-27,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-28,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-29,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-30,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-01-31,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-02-03,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-02-04,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-02-05,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-02-06,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
2020-02-07,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,1.7506276369094849,0,,,,,,,,
