date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'JBTM')","('high', 'JBTM')","('low', 'JBTM')","('close', 'JBTM')","('adj_close', 'JBTM')","('volume', 'JBTM')","('currency', '')"
2020-01-02,114.01000213623047,116.12000274658203,112.91999816894531,116.08999633789062,113.6291732788086,162800,,,,,,,,
2020-01-03,113.68000030517578,115.19999694824219,113.16000366210938,115.01000213623047,112.57208251953125,175700,,,,,,,,
2020-01-06,113.62999725341797,114.41999816894531,112.76000213623047,113.58000183105469,111.17236328125,158800,,,,,,,,
2020-01-07,113.26000213623047,113.9800033569336,112.44999694824219,112.9800033569336,110.58509063720703,98200,,,,,,,,
2020-01-08,113.38999938964844,114.73999786376953,112.4000015258789,112.55000305175781,110.1642074584961,169300,,,,,,,,
2020-01-09,113.37000274658203,113.94000244140625,112.47000122070312,113.37999725341797,110.97660064697266,90100,,,,,,,,
2020-01-10,113.16000366210938,113.51000213623047,110.68000030517578,110.83999633789062,108.49044799804688,90200,,,,,,,,
2020-01-13,110.83999633789062,112.80999755859375,110.58000183105469,112.69999694824219,110.31105041503906,83900,,,,,,,,
2020-01-14,112.25,112.41999816894531,110.20999908447266,110.70999908447266,108.36320495605469,131300,,,,,,,,
2020-01-15,110.72000122070312,111.76000213623047,110.31999969482422,110.73999786376953,108.3925552368164,122800,,,,,,,,
2020-01-16,111.72000122070312,114.72000122070312,110.97000122070312,114.63999938964844,112.20989990234375,211600,,,,,,,,
2020-01-17,115.38999938964844,117.19999694824219,114.91000366210938,115.83999633789062,113.38444519042969,105200,,,,,,,,
2020-01-21,114.9800033569336,115.37000274658203,112.1500015258789,113.66999816894531,111.26045989990234,154800,,,,,,,,
2020-01-22,114.30000305175781,114.86000061035156,112.66999816894531,113.61000061035156,111.20172119140625,78100,,,,,,,,
2020-01-23,112.7300033569336,114.87999725341797,111.58999633789062,114.72000122070312,112.28820037841797,128300,,,,,,,,
2020-01-24,114.8499984741211,114.8499984741211,111.66999816894531,112.9800033569336,110.58509063720703,95700,,,,,,,,
2020-01-27,109.87999725341797,112.8499984741211,109.11000061035156,111.79000091552734,109.42033386230469,98400,,,,,,,,
2020-01-28,113.0,114.52999877929688,112.27999877929688,114.4000015258789,111.97496795654297,68300,,,,,,,,
2020-01-29,115.08999633789062,117.66000366210938,114.30999755859375,116.22000122070312,113.75641632080078,118600,,,,,,,,
2020-01-30,114.37999725341797,116.44000244140625,113.91999816894531,115.52999877929688,113.08101654052734,85800,,,,,,,,
2020-01-31,114.86000061035156,114.86000061035156,111.91000366210938,112.98999786376953,110.59486389160156,128500,,,,,,,,
2020-02-03,114.1500015258789,116.7300033569336,113.20999908447266,114.8499984741211,112.41545867919922,320200,,,,,,,,
2020-02-04,117.41999816894531,117.61000061035156,115.4000015258789,116.02999877929688,113.57041931152344,86700,,,,,,,,
2020-02-05,118.0,119.33999633789062,117.0199966430664,119.08999633789062,116.56555938720703,95300,,,,,,,,
2020-02-06,119.77999877929688,119.77999877929688,118.56999969482422,119.33999633789062,116.81027221679688,64200,,,,,,,,
2020-02-07,118.25,118.97000122070312,115.33000183105469,115.4800033569336,113.0320816040039,58200,,,,,,,,
2020-02-10,115.0999984741211,118.68000030517578,114.93000030517578,118.5199966430664,116.00765228271484,101300,,,,,,,,
2020-02-11,119.6500015258789,119.6500015258789,113.55000305175781,113.68000030517578,111.2702407836914,172100,,,,,,,,
2020-02-12,114.80999755859375,115.83000183105469,113.43000030517578,114.08999633789062,111.67154693603516,169900,,,,,,,,
2020-02-13,113.22000122070312,113.75,112.55000305175781,113.20999908447266,110.81021881103516,162400,,,,,,,,
2020-02-14,113.43000030517578,113.5,111.4000015258789,113.0999984741211,110.70252990722656,122600,,,,,,,,
2020-02-18,112.51000213623047,112.98999786376953,110.55999755859375,111.37999725341797,109.01899719238281,85700,,,,,,,,
2020-02-19,111.70999908447266,112.93000030517578,109.48999786376953,109.9000015258789,107.57038116455078,197100,,,,,,,,
2020-02-20,116.0,117.0,110.45999908447266,113.31999969482422,110.9178695678711,332900,,,,,,,,
2020-02-21,112.58999633789062,112.58999633789062,110.0999984741211,111.80000305175781,109.43010711669922,162300,,,,,,,,
2020-02-24,107.37999725341797,109.20999908447266,106.58999633789062,108.27999877929688,105.98470306396484,156300,,,,,,,,
2020-02-25,109.06999969482422,110.11000061035156,101.94000244140625,103.3499984741211,101.15923309326172,137200,,,,,,,,
2020-02-26,104.66999816894531,105.8499984741211,102.87000274658203,103.29000091552734,101.1004867553711,116500,,,,,,,,
2020-02-27,100.51000213623047,104.19999694824219,99.05000305175781,99.5,97.39081573486328,138000,,,,,,,,
2020-02-28,95.16999816894531,97.9000015258789,93.5,96.86000061035156,94.80680847167969,202600,,,,,,,,
2020-03-02,97.79000091552734,100.52999877929688,94.97000122070312,100.05999755859375,97.93895721435547,169800,,,,,,,,
2020-03-03,100.01000213623047,100.58000183105469,95.9000015258789,96.33000183105469,94.28804016113281,219800,,,,,,,,
2020-03-04,98.29000091552734,99.30000305175781,96.8499984741211,98.94999694824219,96.85248565673828,171100,,,,,,,,
2020-03-05,95.26000213623047,96.12999725341797,89.05000305175781,90.33999633789062,88.42499542236328,211300,,,,,,,,
2020-03-06,86.01000213623047,88.5999984741211,83.66999816894531,87.80999755859375,85.9486312866211,356900,,,,,,,,
2020-03-09,82.73999786376953,85.01000213623047,78.7300033569336,80.47000122070312,78.76422119140625,291500,,,,,,,,
2020-03-10,83.2699966430664,83.54000091552734,76.5,81.43000030517578,79.70386505126953,276800,,,,,,,,
2020-03-11,78.75,78.75,73.5199966430664,74.68000030517578,73.18682861328125,228900,,,,,,,,
2020-03-12,69.44999694824219,77.01000213623047,65.72000122070312,68.20999908447266,66.84619140625,409700,,,,,,,,
2020-03-13,66.19999694824219,76.33999633789062,65.25,76.33999633789062,74.81364440917969,282300,,,,,,,,
2020-03-16,66.43000030517578,69.72000122070312,63.150001525878906,67.80999755859375,66.45418548583984,365600,,,,,,,,
2020-03-17,69.19999694824219,79.20999908447266,64.05000305175781,78.69000244140625,77.11666107177734,374200,,,,,,,,
2020-03-18,71.9000015258789,75.19000244140625,56.540000915527344,61.27000045776367,60.044952392578125,471600,,,,,,,,
2020-03-19,61.0099983215332,65.45999908447266,59.84000015258789,63.189998626708984,61.926570892333984,308200,,,,,,,,
2020-03-20,63.29999923706055,66.43000030517578,60.2599983215332,63.380001068115234,62.112770080566406,403300,,,,,,,,
