date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NNWWF')","('high', 'NNWWF')","('low', 'NNWWF')","('close', 'NNWWF')","('adj_close', 'NNWWF')","('volume', 'NNWWF')","('currency', '')"
2020-01-02,20.94379997253418,20.94379997253418,20.94379997253418,20.94379997253418,14.998600006103516,0,,,,,,,,
2020-01-03,20.94379997253418,20.94379997253418,20.94379997253418,20.94379997253418,14.998600006103516,0,,,,,,,,
2020-01-06,20.94379997253418,20.94379997253418,20.94379997253418,20.94379997253418,14.998600006103516,0,,,,,,,,
2020-01-07,20.94379997253418,20.94379997253418,20.94379997253418,20.94379997253418,14.998600006103516,0,,,,,,,,
2020-01-08,20.94379997253418,20.94379997253418,20.94379997253418,20.94379997253418,14.998600006103516,0,,,,,,,,
2020-01-09,20.94379997253418,20.94379997253418,20.94379997253418,20.94379997253418,14.998600006103516,0,,,,,,,,
2020-01-10,20.94379997253418,20.94379997253418,20.94379997253418,20.94379997253418,14.998600006103516,0,,,,,,,,
2020-01-13,20.94379997253418,20.94379997253418,20.94379997253418,20.94379997253418,14.998600006103516,0,,,,,,,,
2020-01-14,20.94379997253418,20.94379997253418,20.94379997253418,20.94379997253418,14.998600006103516,0,,,,,,,,
2020-01-15,20.94379997253418,20.94379997253418,20.94379997253418,20.94379997253418,14.998600006103516,0,,,,,,,,
2020-01-16,20.94379997253418,20.94379997253418,20.94379997253418,20.94379997253418,14.998600006103516,0,,,,,,,,
2020-01-17,20.94379997253418,20.94379997253418,20.94379997253418,20.94379997253418,14.998600006103516,0,,,,,,,,
2020-01-21,20.94379997253418,20.94379997253418,20.94379997253418,20.94379997253418,14.998600006103516,0,,,,,,,,
2020-01-22,21.499900817871094,21.499900817871094,21.499900817871094,21.499900817871094,15.39684772491455,130,,,,,,,,
2020-01-23,21.499900817871094,21.499900817871094,21.499900817871094,21.499900817871094,15.39684772491455,0,,,,,,,,
2020-01-24,21.499900817871094,21.499900817871094,21.499900817871094,21.499900817871094,15.39684772491455,0,,,,,,,,
2020-01-27,21.499900817871094,21.499900817871094,21.499900817871094,21.499900817871094,15.39684772491455,0,,,,,,,,
2020-01-28,21.499900817871094,21.499900817871094,21.499900817871094,21.499900817871094,15.39684772491455,0,,,,,,,,
2020-01-29,21.499900817871094,21.499900817871094,21.499900817871094,21.499900817871094,15.39684772491455,0,,,,,,,,
2020-01-30,21.499900817871094,21.499900817871094,21.499900817871094,21.499900817871094,15.39684772491455,0,,,,,,,,
2020-01-31,21.499900817871094,21.499900817871094,21.499900817871094,21.499900817871094,15.39684772491455,0,,,,,,,,
2020-02-03,21.499900817871094,21.499900817871094,21.499900817871094,21.499900817871094,15.39684772491455,0,,,,,,,,
2020-02-04,21.499900817871094,21.499900817871094,21.499900817871094,21.499900817871094,15.39684772491455,0,,,,,,,,
2020-02-05,21.499900817871094,21.499900817871094,21.499900817871094,21.499900817871094,15.39684772491455,0,,,,,,,,
2020-02-06,21.499900817871094,21.499900817871094,21.499900817871094,21.499900817871094,15.39684772491455,0,,,,,,,,
