date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'IMKTA')","('high', 'IMKTA')","('low', 'IMKTA')","('close', 'IMKTA')","('adj_close', 'IMKTA')","('volume', 'IMKTA')","('currency', '')"
2020-01-02,48.060001373291016,48.11000061035156,45.869998931884766,46.470001220703125,43.664554595947266,66500,,,,,,,,
2020-01-03,45.970001220703125,46.34000015258789,45.36000061035156,46.130001068115234,43.34507751464844,66600,,,,,,,,
2020-01-06,46.16999816894531,46.70000076293945,45.91999816894531,46.380001068115234,43.579986572265625,69700,,,,,,,,
2020-01-07,46.560001373291016,47.34000015258789,46.25,47.18000030517578,44.33168411254883,69500,,,,,,,,
2020-01-08,47.11000061035156,47.4900016784668,46.810001373291016,46.900001525878906,44.22325134277344,71100,,,,,,,,
2020-01-09,46.79999923706055,47.0099983215332,44.869998931884766,44.959999084472656,42.39396667480469,102400,,,,,,,,
2020-01-10,44.79999923706055,44.83000183105469,44.029998779296875,44.34000015258789,41.80936050415039,82100,,,,,,,,
2020-01-13,44.470001220703125,44.77000045776367,43.779998779296875,43.939998626708984,41.43218994140625,78800,,,,,,,,
2020-01-14,43.77000045776367,44.150001525878906,43.439998626708984,44.119998931884766,41.6019172668457,115700,,,,,,,,
2020-01-15,43.959999084472656,44.75,43.18000030517578,43.47999954223633,40.99844741821289,71800,,,,,,,,
2020-01-16,43.540000915527344,44.150001525878906,43.310001373291016,43.349998474121094,40.8758544921875,49700,,,,,,,,
2020-01-17,43.310001373291016,43.630001068115234,42.91999816894531,43.25,40.78156280517578,37600,,,,,,,,
2020-01-21,43.459999084472656,43.779998779296875,43.209999084472656,43.2599983215332,40.79100036621094,45800,,,,,,,,
2020-01-22,43.43000030517578,44.220001220703125,43.31999969482422,44.16999816894531,41.6490478515625,72600,,,,,,,,
2020-01-23,44.099998474121094,44.459999084472656,43.70000076293945,44.189998626708984,41.667911529541016,49600,,,,,,,,
2020-01-24,44.15999984741211,44.15999984741211,43.150001525878906,43.310001373291016,40.838138580322266,41700,,,,,,,,
2020-01-27,43.029998779296875,43.9900016784668,43.0,43.59000015258789,41.1021614074707,39700,,,,,,,,
2020-01-28,43.72999954223633,44.08000183105469,43.4900016784668,43.709999084472656,41.21531295776367,39700,,,,,,,,
2020-01-29,43.689998626708984,43.900001525878906,42.869998931884766,43.09000015258789,40.63070297241211,71100,,,,,,,,
2020-01-30,43.029998779296875,43.65999984741211,42.79999923706055,43.38999938964844,40.913578033447266,65700,,,,,,,,
2020-01-31,43.2599983215332,44.0,41.290000915527344,41.689998626708984,39.31059646606445,78000,,,,,,,,
2020-02-03,41.869998931884766,43.470001220703125,41.869998931884766,42.9900016784668,40.53640365600586,98800,,,,,,,,
2020-02-04,43.29999923706055,43.29999923706055,42.04999923706055,42.52000045776367,40.093231201171875,72400,,,,,,,,
2020-02-05,42.72999954223633,43.34000015258789,42.29999923706055,42.7599983215332,40.31952667236328,84600,,,,,,,,
2020-02-06,42.209999084472656,42.209999084472656,38.33000183105469,41.65999984741211,39.282318115234375,209300,,,,,,,,
2020-02-07,41.22999954223633,41.310001373291016,37.11000061035156,37.11000061035156,34.99199295043945,88600,,,,,,,,
2020-02-10,37.150001525878906,37.5099983215332,35.59000015258789,35.66999816894531,33.63418197631836,93200,,,,,,,,
2020-02-11,35.599998474121094,36.5099983215332,35.34000015258789,36.22999954223633,34.16222381591797,91300,,,,,,,,
2020-02-12,36.380001068115234,36.380001068115234,35.84000015258789,36.0,33.94535446166992,72300,,,,,,,,
2020-02-13,35.95000076293945,37.40999984741211,35.95000076293945,36.849998474121094,34.74684143066406,93700,,,,,,,,
2020-02-14,36.9900016784668,37.630001068115234,36.0,36.16999816894531,34.10564422607422,54300,,,,,,,,
2020-02-18,36.290000915527344,36.97999954223633,36.09000015258789,36.619998931884766,34.529964447021484,67200,,,,,,,,
2020-02-19,36.619998931884766,36.900001525878906,36.2599983215332,36.34000015258789,34.265953063964844,71700,,,,,,,,
2020-02-20,36.2400016784668,36.380001068115234,35.27000045776367,35.900001525878906,33.85106658935547,72900,,,,,,,,
2020-02-21,35.91999816894531,36.29999923706055,35.65999984741211,35.9900016784668,33.93592071533203,56000,,,,,,,,
2020-02-24,35.25,35.560001373291016,34.7400016784668,34.79999923706055,32.813838958740234,82200,,,,,,,,
2020-02-25,34.77000045776367,34.77000045776367,32.95000076293945,33.290000915527344,31.3900203704834,187800,,,,,,,,
2020-02-26,33.380001068115234,33.779998779296875,32.75,32.779998779296875,30.909122467041016,168600,,,,,,,,
2020-02-27,32.27000045776367,34.599998474121094,32.25,33.34000015258789,31.43716812133789,309800,,,,,,,,
2020-02-28,32.619998931884766,35.790000915527344,32.619998931884766,35.77000045776367,33.72848129272461,167100,,,,,,,,
2020-03-02,36.130001068115234,37.7599983215332,35.689998626708984,37.689998626708984,35.53889465332031,95500,,,,,,,,
2020-03-03,37.380001068115234,38.029998779296875,36.41999816894531,36.95000076293945,34.84114074707031,110100,,,,,,,,
2020-03-04,37.27000045776367,38.400001525878906,37.20000076293945,38.2400016784668,36.05751037597656,66600,,,,,,,,
2020-03-05,37.529998779296875,38.880001068115234,37.36000061035156,38.81999969482422,36.60440444946289,99300,,,,,,,,
2020-03-06,38.0099983215332,39.06999969482422,37.79999923706055,38.90999984741211,36.68926239013672,152700,,,,,,,,
2020-03-09,37.290000915527344,40.290000915527344,37.130001068115234,39.52000045776367,37.26445388793945,223600,,,,,,,,
2020-03-10,40.18000030517578,40.84000015258789,36.59000015258789,37.83000183105469,35.67091369628906,139100,,,,,,,,
2020-03-11,37.209999084472656,38.38999938964844,36.900001525878906,37.95000076293945,35.784061431884766,164700,,,,,,,,
