date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GOLF')","('high', 'GOLF')","('low', 'GOLF')","('close', 'GOLF')","('adj_close', 'GOLF')","('volume', 'GOLF')","('currency', '')"
2020-01-02,32.65999984741211,32.72999954223633,32.2400016784668,32.29999923706055,29.545215606689453,280300,,,,,,,,
2020-01-03,32.040000915527344,32.7400016784668,31.801000595092773,32.650001525878906,29.865365982055664,171000,,,,,,,,
2020-01-06,32.36000061035156,33.0,32.27000045776367,32.97999954223633,30.167219161987305,176300,,,,,,,,
2020-01-07,31.510000228881836,32.849998474121094,31.510000228881836,32.029998779296875,29.298240661621094,196400,,,,,,,,
2020-01-08,32.02000045776367,32.27000045776367,31.81999969482422,31.979999542236328,29.252506256103516,219500,,,,,,,,
2020-01-09,32.150001525878906,32.29999923706055,31.739999771118164,32.0,29.27079963684082,209500,,,,,,,,
2020-01-10,32.0,32.18000030517578,31.510000228881836,31.639999389648438,28.941505432128906,161500,,,,,,,,
2020-01-13,31.690000534057617,32.400001525878906,31.639999389648438,32.38999938964844,29.627540588378906,165400,,,,,,,,
2020-01-14,32.38999938964844,32.650001525878906,32.279998779296875,32.560001373291016,29.783042907714844,150800,,,,,,,,
2020-01-15,32.4900016784668,32.88999938964844,32.310001373291016,32.86000061035156,30.05745506286621,132300,,,,,,,,
2020-01-16,33.0,33.5,32.72999954223633,32.849998474121094,30.04829978942871,183400,,,,,,,,
2020-01-17,33.08000183105469,33.08000183105469,32.2599983215332,32.34000015258789,29.581804275512695,294900,,,,,,,,
2020-01-21,32.119998931884766,32.400001525878906,31.729999542236328,32.20000076293945,29.45374870300293,381200,,,,,,,,
2020-01-22,32.380001068115234,32.4900016784668,31.739999771118164,31.81999969482422,29.106151580810547,186100,,,,,,,,
2020-01-23,31.719999313354492,32.220001220703125,31.34000015258789,32.09000015258789,29.353124618530273,264700,,,,,,,,
2020-01-24,32.150001525878906,32.189998626708984,31.469999313354492,31.6200008392334,28.923208236694336,123000,,,,,,,,
2020-01-27,31.139999389648438,32.08000183105469,30.950000762939453,31.68000030517578,28.97809410095215,182800,,,,,,,,
2020-01-28,31.979999542236328,32.09000015258789,31.489999771118164,31.639999389648438,28.941505432128906,237500,,,,,,,,
2020-01-29,31.649999618530273,31.920000076293945,31.489999771118164,31.6299991607666,28.932355880737305,294200,,,,,,,,
2020-01-30,31.420000076293945,32.06999969482422,31.420000076293945,31.920000076293945,29.197622299194336,157700,,,,,,,,
2020-01-31,31.81999969482422,31.850000381469727,30.920000076293945,30.969999313354492,28.328645706176758,164300,,,,,,,,
2020-02-03,31.09000015258789,31.420000076293945,30.969999313354492,31.020000457763672,28.3743839263916,257200,,,,,,,,
2020-02-04,31.3700008392334,31.65999984741211,31.229999542236328,31.229999542236328,28.56647300720215,127600,,,,,,,,
2020-02-05,31.5,31.834999084472656,31.34000015258789,31.56999969482422,28.87747573852539,115400,,,,,,,,
2020-02-06,31.56999969482422,31.920000076293945,31.184999465942383,31.34000015258789,28.667089462280273,137800,,,,,,,,
2020-02-07,31.18000030517578,31.18000030517578,30.6200008392334,30.790000915527344,28.163997650146484,254300,,,,,,,,
2020-02-10,30.559999465942383,30.864999771118164,30.459999084472656,30.700000762939453,28.08167266845703,245000,,,,,,,,
2020-02-11,30.68000030517578,31.020000457763672,30.049999237060547,30.239999771118164,27.660907745361328,573400,,,,,,,,
2020-02-12,30.40999984741211,31.170000076293945,30.2450008392334,31.020000457763672,28.3743839263916,315500,,,,,,,,
2020-02-13,30.90999984741211,31.020000457763672,30.600000381469727,30.860000610351562,28.228029251098633,169100,,,,,,,,
2020-02-14,30.84000015258789,30.910999298095703,30.3700008392334,30.670000076293945,28.054227828979492,155300,,,,,,,,
2020-02-18,30.559999465942383,30.940000534057617,30.079999923706055,30.100000381469727,27.5328426361084,123700,,,,,,,,
2020-02-19,30.200000762939453,30.649999618530273,29.969999313354492,29.979999542236328,27.423078536987305,811400,,,,,,,,
2020-02-20,30.079999923706055,30.565000534057617,30.0,30.309999465942383,27.724933624267578,436700,,,,,,,,
2020-02-21,30.309999465942383,30.399999618530273,29.799999237060547,29.829999923706055,27.285877227783203,187700,,,,,,,,
2020-02-24,29.1299991607666,29.1299991607666,28.25,28.329999923706055,25.913803100585938,235600,,,,,,,,
2020-02-25,28.309999465942383,28.5049991607666,27.260000228881836,27.31999969482422,24.989946365356445,271500,,,,,,,,
2020-02-26,27.3700008392334,27.65999984741211,26.8700008392334,26.899999618530273,24.60576629638672,297800,,,,,,,,
2020-02-27,25.690000534057617,26.459999084472656,24.809999465942383,25.56999969482422,23.38920021057129,610300,,,,,,,,
2020-02-28,24.639999389648438,25.450000762939453,24.40999984741211,25.450000762939453,23.279436111450195,625600,,,,,,,,
2020-03-02,25.700000762939453,26.559999465942383,25.56999969482422,26.559999465942383,24.294767379760742,388400,,,,,,,,
2020-03-03,26.68000030517578,27.350000381469727,26.239999771118164,26.530000686645508,24.2673282623291,389200,,,,,,,,
2020-03-04,26.950000762939453,27.0,26.479999542236328,26.979999542236328,24.678943634033203,248700,,,,,,,,
2020-03-05,26.260000228881836,26.610000610351562,25.65999984741211,26.1299991607666,23.90143585205078,1025300,,,,,,,,
2020-03-06,25.219999313354492,26.079999923706055,25.219999313354492,25.920000076293945,23.7093505859375,273300,,,,,,,,
2020-03-09,24.34000015258789,24.8700008392334,23.875,24.260000228881836,22.190927505493164,392900,,,,,,,,
2020-03-10,24.90999984741211,25.18000030517578,24.131000518798828,25.1299991607666,22.98672866821289,443600,,,,,,,,
2020-03-11,24.489999771118164,24.979999542236328,24.010000228881836,24.579999923706055,22.48363494873047,588800,,,,,,,,
2020-03-12,23.520000457763672,24.360000610351562,22.75,23.31999969482422,21.466459274291992,894400,,,,,,,,
2020-03-13,24.389999389648438,26.239999771118164,23.719999313354492,26.15999984741211,24.080730438232422,537500,,,,,,,,
2020-03-16,23.5,24.139999389648438,22.09000015258789,23.209999084472656,21.365205764770508,552000,,,,,,,,
2020-03-17,23.690000534057617,25.155000686645508,23.520000457763672,24.829999923706055,22.856443405151367,573800,,,,,,,,
2020-03-18,23.479999542236328,24.739999771118164,22.889999389648438,23.700000762939453,21.816259384155273,506400,,,,,,,,
2020-03-19,23.56999969482422,24.190000534057617,22.190000534057617,22.950000762939453,21.125864028930664,894100,,,,,,,,
2020-03-20,23.239999771118164,23.350000381469727,21.90999984741211,21.90999984741211,20.16853141784668,743300,,,,,,,,
2020-03-23,21.75,22.200000762939453,20.649999618530273,21.149999618530273,19.468942642211914,593400,,,,,,,,
2020-03-24,22.010000228881836,23.649999618530273,22.010000228881836,23.579999923706055,21.70579719543457,396200,,,,,,,,
2020-03-25,23.549999237060547,25.270000457763672,23.190000534057617,24.010000228881836,22.101619720458984,590900,,,,,,,,
2020-03-26,24.209999084472656,26.229999542236328,24.09000015258789,26.059999465942383,23.98868179321289,441600,,,,,,,,
2020-03-27,25.170000076293945,26.299999237060547,24.440000534057617,25.520000457763672,23.491601943969727,485000,,,,,,,,
2020-03-30,25.610000610351562,26.360000610351562,25.020000457763672,25.639999389648438,23.602062225341797,228400,,,,,,,,
2020-03-31,25.40999984741211,26.010000228881836,25.145000457763672,25.719999313354492,23.675701141357422,257500,,,,,,,,
2020-04-01,24.790000915527344,25.049999237060547,24.149999618530273,24.549999237060547,22.598697662353516,375600,,,,,,,,
2020-04-02,24.299999237060547,25.235000610351562,24.15999984741211,25.040000915527344,23.04975128173828,273800,,,,,,,,
2020-04-03,24.75,24.895000457763672,23.3799991607666,23.969999313354492,22.06479835510254,408600,,,,,,,,
