date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SLNO')","('high', 'SLNO')","('low', 'SLNO')","('close', 'SLNO')","('adj_close', 'SLNO')","('volume', 'SLNO')","('currency', '')"
2020-01-02,42.75,44.54999923706055,39.75,42.0,42.0,10073,,,,,,,,
2020-01-03,41.25,43.349998474121094,38.775001525878906,40.95000076293945,40.95000076293945,11067,,,,,,,,
2020-01-06,42.0,46.349998474121094,42.0,43.79999923706055,43.79999923706055,17540,,,,,,,,
2020-01-07,43.04999923706055,44.17499923706055,41.25,42.75,42.75,6020,,,,,,,,
2020-01-08,42.599998474121094,42.75,39.900001525878906,40.95000076293945,40.95000076293945,8493,,,,,,,,
2020-01-09,40.5,44.25,40.5,42.75,42.75,7020,,,,,,,,
2020-01-10,46.650001525878906,52.5,45.75,45.75,45.75,49167,,,,,,,,
2020-01-13,46.04999923706055,48.29999923706055,45.0,46.650001525878906,46.650001525878906,13893,,,,,,,,
2020-01-14,46.20000076293945,46.95000076293945,44.25,45.75,45.75,7720,,,,,,,,
2020-01-15,45.75,46.349998474121094,43.04999923706055,43.5,43.5,9560,,,,,,,,
2020-01-16,43.650001525878906,44.25,43.04999923706055,44.25,44.25,9440,,,,,,,,
2020-01-17,44.099998474121094,44.25,42.0,42.75,42.75,9013,,,,,,,,
2020-01-21,43.5,50.849998474121094,43.5,50.25,50.25,43600,,,,,,,,
2020-01-22,51.0,59.25,51.0,57.45000076293945,57.45000076293945,59967,,,,,,,,
2020-01-23,57.75,59.25,51.0,57.75,57.75,31793,,,,,,,,
2020-01-24,59.25,60.73500061035156,52.83000183105469,54.599998474121094,54.599998474121094,21193,,,,,,,,
2020-01-27,54.75,54.75,48.900001525878906,49.5,49.5,17080,,,,,,,,
2020-01-28,50.54999923706055,51.029998779296875,49.5,50.25,50.25,9253,,,,,,,,
2020-01-29,51.0,52.21500015258789,47.70000076293945,48.75,48.75,7687,,,,,,,,
2020-01-30,48.599998474121094,49.03499984741211,46.650001525878906,48.29999923706055,48.29999923706055,4580,,,,,,,,
2020-01-31,48.150001525878906,51.900001525878906,46.21500015258789,51.900001525878906,51.900001525878906,10147,,,,,,,,
2020-02-03,53.099998474121094,55.349998474121094,47.849998474121094,48.29999923706055,48.29999923706055,15793,,,,,,,,
2020-02-04,48.599998474121094,50.099998474121094,48.0,49.95000076293945,49.95000076293945,5607,,,,,,,,
2020-02-05,51.150001525878906,51.45000076293945,48.494998931884766,50.099998474121094,50.099998474121094,4420,,,,,,,,
2020-02-06,50.400001525878906,50.70000076293945,45.67499923706055,46.57500076293945,46.57500076293945,9980,,,,,,,,
2020-02-07,45.900001525878906,47.54999923706055,45.29999923706055,45.900001525878906,45.900001525878906,14453,,,,,,,,
2020-02-10,45.599998474121094,47.25,45.0,45.75,45.75,4813,,,,,,,,
2020-02-11,45.900001525878906,47.25,45.45000076293945,46.20000076293945,46.20000076293945,3060,,,,,,,,
2020-02-12,45.75,47.025001525878906,45.38999938964844,45.599998474121094,45.599998474121094,4420,,,,,,,,
2020-02-13,45.150001525878906,45.82500076293945,42.0,44.54999923706055,44.54999923706055,8780,,,,,,,,
2020-02-14,44.25,44.70000076293945,42.45000076293945,43.42499923706055,43.42499923706055,4040,,,,,,,,
2020-02-18,42.0,50.70000076293945,42.0,48.45000076293945,48.45000076293945,10760,,,,,,,,
2020-02-19,48.75,51.0,48.209999084472656,50.54999923706055,50.54999923706055,8640,,,,,,,,
2020-02-20,51.0,51.0,48.75,49.79999923706055,49.79999923706055,4580,,,,,,,,
2020-02-21,49.349998474121094,50.23500061035156,46.96500015258789,47.849998474121094,47.849998474121094,7607,,,,,,,,
2020-02-24,45.150001525878906,46.650001525878906,42.45000076293945,45.900001525878906,45.900001525878906,8113,,,,,,,,
2020-02-25,45.900001525878906,46.31999969482422,42.900001525878906,43.349998474121094,43.349998474121094,7393,,,,,,,,
2020-02-26,44.70000076293945,46.125,42.599998474121094,43.5,43.5,6633,,,,,,,,
2020-02-27,42.75,42.75,38.744998931884766,39.900001525878906,39.900001525878906,7727,,,,,,,,
2020-02-28,39.0,41.70000076293945,36.900001525878906,41.70000076293945,41.70000076293945,9313,,,,,,,,
2020-03-02,41.25,42.150001525878906,39.900001525878906,41.54999923706055,41.54999923706055,5360,,,,,,,,
2020-03-03,41.70000076293945,43.04999923706055,39.900001525878906,42.599998474121094,42.599998474121094,4360,,,,,,,,
2020-03-04,42.900001525878906,49.95000076293945,42.0,49.20000076293945,49.20000076293945,15600,,,,,,,,
2020-03-05,47.849998474121094,51.0,46.5,48.150001525878906,48.150001525878906,9547,,,,,,,,
2020-03-06,47.400001525878906,49.79999923706055,46.04999923706055,48.150001525878906,48.150001525878906,7840,,,,,,,,
2020-03-09,44.099998474121094,46.95000076293945,39.599998474121094,43.04999923706055,43.04999923706055,7627,,,,,,,,
2020-03-10,44.70000076293945,44.70000076293945,39.150001525878906,41.099998474121094,41.099998474121094,7500,,,,,,,,
2020-03-11,40.650001525878906,40.650001525878906,35.400001525878906,37.5,37.5,17167,,,,,,,,
2020-03-12,35.400001525878906,35.54999923706055,30.450000762939453,32.54999923706055,32.54999923706055,9167,,,,,,,,
2020-03-13,31.950000762939453,36.79499816894531,30.600000381469727,32.25,32.25,8013,,,,,,,,
2020-03-16,28.5,28.5,21.149999618530273,26.549999237060547,26.549999237060547,9180,,,,,,,,
2020-03-17,26.700000762939453,30.270000457763672,25.049999237060547,25.5,25.5,8620,,,,,,,,
2020-03-18,24.899999618530273,26.25,19.5,24.600000381469727,24.600000381469727,5607,,,,,,,,
2020-03-19,23.25,26.700000762939453,22.799999237060547,25.950000762939453,25.950000762939453,6373,,,,,,,,
2020-03-20,25.5,28.200000762939453,25.350000381469727,27.600000381469727,27.600000381469727,4653,,,,,,,,
2020-03-23,27.0,27.450000762939453,24.0,27.450000762939453,27.450000762939453,4287,,,,,,,,
2020-03-24,27.75,34.20000076293945,26.399999618530273,30.450000762939453,30.450000762939453,5413,,,,,,,,
2020-03-25,31.350000381469727,33.0,27.450000762939453,29.25,29.25,10133,,,,,,,,
2020-03-26,30.899999618530273,33.45000076293945,30.149999618530273,33.150001525878906,33.150001525878906,5240,,,,,,,,
2020-03-27,32.099998474121094,35.400001525878906,31.125,34.20000076293945,34.20000076293945,3733,,,,,,,,
2020-03-30,33.45000076293945,35.54999923706055,31.649999618530273,33.45000076293945,33.45000076293945,3553,,,,,,,,
2020-03-31,33.599998474121094,35.70000076293945,32.25,35.70000076293945,35.70000076293945,3520,,,,,,,,
2020-04-01,36.0,37.20000076293945,33.45000076293945,37.04999923706055,37.04999923706055,4360,,,,,,,,
2020-04-02,37.650001525878906,40.04999923706055,35.849998474121094,35.849998474121094,35.849998474121094,3627,,,,,,,,
2020-04-03,35.70000076293945,38.25,33.0,33.599998474121094,33.599998474121094,4620,,,,,,,,
2020-04-06,33.0,37.349998474121094,32.25,32.849998474121094,32.849998474121094,8960,,,,,,,,
2020-04-07,36.0,38.849998474121094,36.0,37.04999923706055,37.04999923706055,9393,,,,,,,,
2020-04-08,37.349998474121094,42.67499923706055,35.70000076293945,42.29999923706055,42.29999923706055,12293,,,,,,,,
2020-04-09,42.45000076293945,46.349998474121094,41.25,46.349998474121094,46.349998474121094,7487,,,,,,,,
2020-04-13,47.099998474121094,47.95500183105469,43.650001525878906,46.650001525878906,46.650001525878906,4813,,,,,,,,
2020-04-14,45.0,48.0,45.0,46.5,46.5,4260,,,,,,,,
