date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'STNG')","('high', 'STNG')","('low', 'STNG')","('close', 'STNG')","('adj_close', 'STNG')","('volume', 'STNG')","('currency', '')"
2020-01-02,39.34000015258789,40.09000015258789,39.20000076293945,39.689998626708984,34.486083984375,1159600,,,,,,,,
2020-01-03,39.88999938964844,40.45000076293945,38.869998931884766,39.41999816894531,34.251487731933594,1084100,,,,,,,,
2020-01-06,39.4900016784668,39.900001525878906,38.5,38.630001068115234,33.56507110595703,906800,,,,,,,,
2020-01-07,39.130001068115234,39.36000061035156,38.29999923706055,39.08000183105469,33.95607376098633,1436600,,,,,,,,
2020-01-08,39.5,40.380001068115234,36.599998474121094,36.84000015258789,32.009765625,2583900,,,,,,,,
2020-01-09,37.5,38.900001525878906,36.880001068115234,38.380001068115234,33.34785461425781,1503400,,,,,,,,
2020-01-10,38.33000183105469,38.33000183105469,35.130001068115234,35.209999084472656,30.593482971191406,2164400,,,,,,,,
2020-01-13,35.099998474121094,35.43000030517578,33.209999084472656,34.22999954223633,29.741968154907227,2874200,,,,,,,,
2020-01-14,34.189998626708984,34.91999816894531,33.2400016784668,33.470001220703125,29.081619262695312,1668200,,,,,,,,
2020-01-15,33.16999816894531,33.7400016784668,32.13999938964844,32.34000015258789,28.099777221679688,1966000,,,,,,,,
2020-01-16,32.540000915527344,33.18000030517578,31.329999923706055,32.66999816894531,28.386510848999023,1885800,,,,,,,,
2020-01-17,33.02000045776367,33.77000045776367,32.439998626708984,32.529998779296875,28.264862060546875,1247900,,,,,,,,
2020-01-21,32.25,32.689998626708984,31.559999465942383,31.6299991607666,27.48286247253418,879500,,,,,,,,
2020-01-22,31.600000381469727,31.719999313354492,30.239999771118164,30.8700008392334,26.82251739501953,1301400,,,,,,,,
2020-01-23,30.329999923706055,31.1200008392334,29.43000030517578,30.84000015258789,26.796445846557617,1092800,,,,,,,,
2020-01-24,30.969999313354492,30.969999313354492,28.479999542236328,29.020000457763672,25.21507453918457,2125500,,,,,,,,
2020-01-27,27.5,27.829999923706055,26.329999923706055,26.6299991607666,23.13843536376953,2751100,,,,,,,,
2020-01-28,26.8700008392334,27.459999084472656,26.190000534057617,26.309999465942383,22.860395431518555,2099600,,,,,,,,
2020-01-29,26.459999084472656,27.09000015258789,26.34000015258789,26.690000534057617,23.190570831298828,1263300,,,,,,,,
2020-01-30,26.170000076293945,26.399999618530273,24.219999313354492,24.790000915527344,21.53968620300293,3048000,,,,,,,,
2020-01-31,24.540000915527344,25.020000457763672,23.229999542236328,23.34000015258789,20.279802322387695,1849300,,,,,,,,
