date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'HAS')","('high', 'HAS')","('low', 'HAS')","('close', 'HAS')","('adj_close', 'HAS')","('volume', 'HAS')","('currency', '')"
2020-01-02,106.16999816894531,106.18000030517578,104.30000305175781,105.33000183105469,83.42604064941406,1043200,,,,,,,,
2020-01-03,103.91999816894531,105.5,103.63999938964844,105.05000305175781,83.20426177978516,708100,,,,,,,,
2020-01-06,104.33999633789062,105.4000015258789,103.3499984741211,105.36000061035156,83.44979858398438,779400,,,,,,,,
2020-01-07,105.01000213623047,105.01000213623047,102.76000213623047,103.38999938964844,81.88947296142578,984900,,,,,,,,
2020-01-08,103.87999725341797,105.88999938964844,103.4000015258789,104.94999694824219,83.12506866455078,920900,,,,,,,,
2020-01-09,104.88999938964844,105.16999816894531,103.31999969482422,103.9000015258789,82.29341125488281,683300,,,,,,,,
2020-01-10,104.12000274658203,104.12000274658203,101.51000213623047,101.68000030517578,80.53507995605469,1096200,,,,,,,,
2020-01-13,101.83999633789062,104.97000122070312,101.3499984741211,104.86000061035156,83.05377197265625,900400,,,,,,,,
2020-01-14,104.7699966430664,105.94000244140625,103.51000213623047,105.25,83.3626708984375,1646800,,,,,,,,
2020-01-15,102.05000305175781,103.33999633789062,100.62000274658203,103.02999877929688,81.60433959960938,1972000,,,,,,,,
2020-01-16,103.66000366210938,104.52999877929688,103.06999969482422,103.62000274658203,82.07164001464844,868200,,,,,,,,
2020-01-17,104.37999725341797,105.45999908447266,104.2300033569336,105.12999725341797,83.26763153076172,1164400,,,,,,,,
2020-01-21,105.0,105.08999633789062,103.13999938964844,104.70999908447266,82.93497467041016,758700,,,,,,,,
2020-01-22,105.0,106.25,104.75,105.77999877929688,83.782470703125,875100,,,,,,,,
2020-01-23,105.01000213623047,106.02999877929688,104.30000305175781,105.4800033569336,83.54485321044922,818200,,,,,,,,
2020-01-24,105.27999877929688,105.6500015258789,104.37000274658203,104.68000030517578,82.91121673583984,1217500,,,,,,,,
2020-01-27,102.94999694824219,104.05999755859375,102.61000061035156,103.63999938964844,82.08747100830078,931500,,,,,,,,
2020-01-28,103.97000122070312,105.66999816894531,103.36000061035156,104.98999786376953,83.15674591064453,658900,,,,,,,,
2020-01-29,104.79000091552734,105.47000122070312,104.22000122070312,104.29000091552734,82.6023178100586,710600,,,,,,,,
2020-01-30,103.06999969482422,103.69000244140625,101.76000213623047,102.91000366210938,82.04424285888672,1166300,,,,,,,,
2020-01-31,102.83999633789062,103.3499984741211,101.33000183105469,101.87000274658203,81.21512603759766,923000,,,,,,,,
2020-02-03,102.69000244140625,103.08000183105469,101.69000244140625,101.7699966430664,81.13538360595703,636100,,,,,,,,
