date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NONOF')","('high', 'NONOF')","('low', 'NONOF')","('close', 'NONOF')","('adj_close', 'NONOF')","('volume', 'NONOF')","('currency', '')"
2020-01-02,28.84000015258789,28.84000015258789,28.84000015258789,28.84000015258789,26.162992477416992,103200,,,,,,,,
2020-01-03,28.594999313354492,28.594999313354492,28.594999313354492,28.594999313354492,25.940732955932617,800,,,,,,,,
2020-01-06,28.625,28.625,28.260000228881836,28.31999969482422,25.691259384155273,2800,,,,,,,,
2020-01-07,28.290000915527344,28.290000915527344,28.290000915527344,28.290000915527344,25.664043426513672,7000,,,,,,,,
2020-01-08,28.815000534057617,28.815000534057617,28.110000610351562,28.110000610351562,25.500755310058594,1200,,,,,,,,
2020-01-09,28.549999237060547,28.844999313354492,28.549999237060547,28.844999313354492,26.16752815246582,56600,,,,,,,,
2020-01-10,29.395000457763672,29.450000762939453,29.19499969482422,29.19499969482422,26.48503875732422,12200,,,,,,,,
2020-01-13,29.899999618530273,29.899999618530273,29.899999618530273,29.899999618530273,27.12459945678711,400,,,,,,,,
2020-01-14,29.295000076293945,29.729999542236328,29.295000076293945,29.575000762939453,26.82976722717285,250600,,,,,,,,
2020-01-15,30.530000686645508,31.30500030517578,30.524999618530273,31.05500030517578,28.17238998413086,3600,,,,,,,,
2020-01-16,30.530000686645508,31.30500030517578,30.524999618530273,31.05500030517578,28.17238998413086,115400,,,,,,,,
2020-01-17,30.81999969482422,30.825000762939453,30.625,30.625,27.782302856445312,1400,,,,,,,,
2020-01-21,30.454999923706055,30.844999313354492,30.434999465942383,30.844999313354492,27.98188018798828,31600,,,,,,,,
2020-01-22,30.665000915527344,30.709999084472656,30.235000610351562,30.235000610351562,27.428503036499023,26600,,,,,,,,
2020-01-23,30.735000610351562,30.735000610351562,30.735000610351562,30.735000610351562,27.882095336914062,200,,,,,,,,
2020-01-24,30.684999465942383,30.739999771118164,30.559999465942383,30.559999465942383,27.723339080810547,1000,,,,,,,,
2020-01-27,29.850000381469727,30.094999313354492,29.850000381469727,30.094999313354492,27.30150032043457,101800,,,,,,,,
2020-01-28,30.094999313354492,30.094999313354492,30.094999313354492,30.094999313354492,27.30150032043457,0,,,,,,,,
2020-01-29,30.709999084472656,30.709999084472656,30.709999084472656,30.709999084472656,27.85940933227539,7000,,,,,,,,
2020-01-30,30.575000762939453,30.575000762939453,30.135000228881836,30.135000228881836,27.337785720825195,5000,,,,,,,,
2020-01-31,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,27.57818603515625,2800,,,,,,,,
2020-02-03,30.584999084472656,30.584999084472656,30.584999084472656,30.584999084472656,27.746013641357422,120000,,,,,,,,
2020-02-04,30.274999618530273,31.084999084472656,30.274999618530273,30.65999984741211,27.814054489135742,4200,,,,,,,,
2020-02-05,31.549999237060547,32.375,31.549999237060547,32.375,29.369863510131836,400,,,,,,,,
