date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RS')","('high', 'RS')","('low', 'RS')","('close', 'RS')","('adj_close', 'RS')","('volume', 'RS')","('currency', '')"
2020-01-02,120.8499984741211,120.87999725341797,118.44999694824219,119.25,107.21876525878906,345700,,,,,,,,
2020-01-03,117.56999969482422,119.47000122070312,117.56999969482422,118.80999755859375,106.82315063476562,292300,,,,,,,,
2020-01-06,118.41999816894531,119.04000091552734,117.81999969482422,118.5199966430664,106.56241607666016,399100,,,,,,,,
2020-01-07,117.7300033569336,119.8499984741211,117.7300033569336,118.8499984741211,106.85912322998047,412200,,,,,,,,
2020-01-08,118.37999725341797,120.13999938964844,118.27999877929688,118.7300033569336,106.7512435913086,279200,,,,,,,,
2020-01-09,119.19999694824219,119.81999969482422,118.47000122070312,119.69000244140625,107.61438751220703,397800,,,,,,,,
2020-01-10,119.62000274658203,119.70999908447266,117.88999938964844,118.0199966430664,106.11285400390625,327000,,,,,,,,
2020-01-13,119.30999755859375,121.52999877929688,118.7699966430664,120.5199966430664,108.36062622070312,503600,,,,,,,,
2020-01-14,120.30999755859375,121.27999877929688,119.94999694824219,121.23999786376953,109.00799560546875,416800,,,,,,,,
2020-01-15,120.58000183105469,121.70999908447266,120.45999908447266,121.33999633789062,109.09789276123047,425000,,,,,,,,
2020-01-16,121.9800033569336,121.9800033569336,120.19000244140625,120.83999633789062,108.64835357666016,343700,,,,,,,,
2020-01-17,121.56999969482422,122.05999755859375,120.91999816894531,121.5,109.24176788330078,382400,,,,,,,,
2020-01-21,119.66999816894531,120.12999725341797,116.08999633789062,116.94999694824219,105.15080261230469,752600,,,,,,,,
2020-01-22,117.43000030517578,118.2699966430664,117.11000061035156,117.41000366210938,105.56441497802734,395000,,,,,,,,
2020-01-23,116.61000061035156,118.45999908447266,114.81999969482422,118.05999755859375,106.1488265991211,373400,,,,,,,,
2020-01-24,118.0199966430664,118.0199966430664,115.58000183105469,116.73999786376953,104.96198272705078,267600,,,,,,,,
2020-01-27,114.72000122070312,116.19000244140625,114.31999969482422,114.9800033569336,103.37956237792969,334300,,,,,,,,
2020-01-28,115.93000030517578,116.80999755859375,114.76000213623047,115.7300033569336,104.05390167236328,283200,,,,,,,,
2020-01-29,115.5199966430664,116.38999938964844,114.70999908447266,114.7699966430664,103.19075012207031,318600,,,,,,,,
2020-01-30,114.16000366210938,117.68000030517578,113.95999908447266,117.6500015258789,105.78020477294922,292700,,,,,,,,
2020-01-31,116.58999633789062,116.83999633789062,114.5999984741211,114.80000305175781,103.21772766113281,735400,,,,,,,,
2020-02-03,115.33000183105469,116.79000091552734,114.83999633789062,116.13999938964844,104.42253875732422,325900,,,,,,,,
2020-02-04,118.12999725341797,118.12999725341797,116.44999694824219,116.70999908447266,104.93502807617188,280900,,,,,,,,
2020-02-05,117.80999755859375,119.33999633789062,117.18000030517578,118.9800033569336,106.97600555419922,329000,,,,,,,,
2020-02-06,119.8499984741211,120.02999877929688,118.08999633789062,118.58999633789062,106.6253433227539,534100,,,,,,,,
2020-02-07,117.8499984741211,118.19999694824219,115.73999786376953,116.05999755859375,104.35060119628906,330100,,,,,,,,
2020-02-10,115.5,117.16999816894531,115.5,116.51000213623047,104.75521850585938,310000,,,,,,,,
2020-02-11,117.19000244140625,119.08999633789062,117.19000244140625,117.81999969482422,105.93303680419922,452700,,,,,,,,
2020-02-12,118.91000366210938,118.98999786376953,116.69000244140625,116.97000122070312,105.16880798339844,278000,,,,,,,,
2020-02-13,116.38999938964844,117.2300033569336,116.13999938964844,116.37999725341797,104.63832092285156,195300,,,,,,,,
2020-02-14,116.3499984741211,116.6500015258789,115.33000183105469,116.05000305175781,104.34162139892578,405500,,,,,,,,
2020-02-18,115.7699966430664,116.91000366210938,115.2699966430664,116.0199966430664,104.31464385986328,365500,,,,,,,,
2020-02-19,116.51000213623047,117.77999877929688,116.31999969482422,117.19999694824219,105.3755874633789,681700,,,,,,,,
2020-02-20,117.5199966430664,118.86000061035156,106.01000213623047,109.4000015258789,98.362548828125,1423800,,,,,,,,
2020-02-21,108.47000122070312,111.97000122070312,107.79000091552734,110.94999694824219,99.75617218017578,887600,,,,,,,,
2020-02-24,107.11000061035156,109.63999938964844,106.77999877929688,108.75,97.77812194824219,485600,,,,,,,,
2020-02-25,109.05999755859375,110.30999755859375,106.69000244140625,107.45999908447266,96.61827087402344,574400,,,,,,,,
2020-02-26,108.2300033569336,109.8499984741211,107.83999633789062,108.62000274658203,97.66124725341797,763500,,,,,,,,
2020-02-27,106.26000213623047,107.97000122070312,104.27999877929688,104.48999786376953,93.94790649414062,653600,,,,,,,,
2020-02-28,100.80000305175781,103.20999908447266,99.38999938964844,102.29000091552734,91.96987915039062,940500,,,,,,,,
2020-03-02,102.83000183105469,105.9000015258789,101.37999725341797,105.7699966430664,95.09877014160156,1159800,,,,,,,,
2020-03-03,105.7699966430664,109.44000244140625,104.7699966430664,105.37999725341797,94.74813079833984,618200,,,,,,,,
2020-03-04,106.9800033569336,108.93000030517578,105.0,108.70999908447266,97.74215698242188,501400,,,,,,,,
2020-03-05,105.76000213623047,106.91000366210938,104.68000030517578,105.27999877929688,94.658203125,512200,,,,,,,,
2020-03-06,102.12999725341797,104.30999755859375,101.33000183105469,102.69999694824219,92.33851623535156,700700,,,,,,,,
2020-03-09,99.19999694824219,99.19999694824219,94.0999984741211,94.25,84.74101257324219,664000,,,,,,,,
2020-03-10,97.0199966430664,99.30999755859375,94.73999786376953,98.98999786376953,89.00282287597656,761900,,,,,,,,
2020-03-11,96.26000213623047,98.0999984741211,94.12000274658203,95.4800033569336,85.8469467163086,607800,,,,,,,,
2020-03-12,88.79000091552734,92.33000183105469,80.0999984741211,86.05000305175781,77.87812042236328,774600,,,,,,,,
