date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'OGS')","('high', 'OGS')","('low', 'OGS')","('close', 'OGS')","('adj_close', 'OGS')","('volume', 'OGS')","('currency', '')"
2020-01-02,93.75,93.75,91.45999908447266,92.43000030517578,75.6413345336914,180200,,,,,,,,
2020-01-03,91.97000122070312,93.22000122070312,91.97000122070312,92.55999755859375,75.74773406982422,278500,,,,,,,,
2020-01-06,92.20999908447266,92.83999633789062,92.0199966430664,92.08999633789062,75.36309814453125,316300,,,,,,,,
2020-01-07,91.88999938964844,92.23999786376953,90.81999969482422,90.98999786376953,74.46289825439453,181000,,,,,,,,
2020-01-08,90.63999938964844,90.98999786376953,90.27999877929688,90.54000091552734,74.09463500976562,273800,,,,,,,,
2020-01-09,90.56999969482422,90.97000122070312,90.11000061035156,90.72000122070312,74.241943359375,229400,,,,,,,,
2020-01-10,90.91999816894531,91.61000061035156,90.66999816894531,91.54000091552734,74.91300964355469,196500,,,,,,,,
2020-01-13,91.4800033569336,92.93000030517578,91.44000244140625,92.83999633789062,75.97689056396484,267400,,,,,,,,
2020-01-14,92.72000122070312,92.95999908447266,92.12000274658203,92.87999725341797,76.00961303710938,228900,,,,,,,,
2020-01-15,93.0,94.4800033569336,93.0,94.16999816894531,77.0652847290039,279400,,,,,,,,
2020-01-16,94.25,94.80000305175781,94.23999786376953,94.68000030517578,77.48265838623047,251700,,,,,,,,
2020-01-17,94.83000183105469,94.83999633789062,93.73999786376953,94.52999877929688,77.35989379882812,279600,,,,,,,,
2020-01-21,94.55000305175781,95.23999786376953,93.95999908447266,95.08999633789062,77.81818389892578,256900,,,,,,,,
2020-01-22,95.44999694824219,95.94999694824219,94.62999725341797,95.05000305175781,77.78546142578125,294400,,,,,,,,
2020-01-23,95.18000030517578,95.91999816894531,94.77999877929688,95.76000213623047,78.36649322509766,209100,,,,,,,,
2020-01-24,95.66000366210938,96.0999984741211,94.94000244140625,95.41999816894531,78.08824157714844,357600,,,,,,,,
2020-01-27,95.23999786376953,96.1500015258789,94.58999633789062,95.01000213623047,77.7527084350586,349800,,,,,,,,
2020-01-28,95.12000274658203,96.27999877929688,95.08999633789062,95.88999938964844,78.4728775024414,269700,,,,,,,,
2020-01-29,95.80000305175781,96.29000091552734,95.2300033569336,95.98999786376953,78.55471801757812,261200,,,,,,,,
2020-01-30,95.33000183105469,96.63999938964844,95.18000030517578,96.55999755859375,79.02117156982422,189000,,,,,,,,
2020-01-31,96.29000091552734,96.58999633789062,94.23999786376953,94.5,77.3353500366211,382800,,,,,,,,
2020-02-03,94.51000213623047,95.87999725341797,94.30000305175781,95.48999786376953,78.14554595947266,386400,,,,,,,,
2020-02-04,95.73999786376953,96.11000061035156,94.8499984741211,95.06999969482422,77.80181121826172,382900,,,,,,,,
2020-02-05,95.19000244140625,96.23999786376953,95.16999816894531,95.91999816894531,78.4974365234375,229400,,,,,,,,
2020-02-06,96.12999725341797,96.16000366210938,95.04000091552734,95.30000305175781,77.99005126953125,180000,,,,,,,,
2020-02-07,95.4800033569336,95.58000183105469,94.44000244140625,94.5,77.3353500366211,188700,,,,,,,,
2020-02-10,94.77999877929688,94.77999877929688,93.94999694824219,94.25,77.13077545166016,169900,,,,,,,,
2020-02-11,94.41000366210938,94.97000122070312,93.77999877929688,94.02999877929688,76.95072174072266,211600,,,,,,,,
2020-02-12,94.22000122070312,94.22000122070312,92.62000274658203,93.88999938964844,76.83615112304688,330500,,,,,,,,
2020-02-13,93.81999969482422,95.05000305175781,93.44999694824219,95.04000091552734,77.77728271484375,225900,,,,,,,,
2020-02-14,95.3499984741211,96.33000183105469,94.95999908447266,96.20999908447266,78.73475646972656,210300,,,,,,,,
2020-02-18,96.63999938964844,96.97000122070312,96.0199966430664,96.69000244140625,79.12757873535156,335600,,,,,,,,
2020-02-19,96.41000366210938,96.80999755859375,95.56999969482422,95.70999908447266,78.32559204101562,174900,,,,,,,,
2020-02-20,95.01000213623047,95.11000061035156,93.16999816894531,95.05999755859375,78.23504638671875,236700,,,,,,,,
2020-02-21,95.25,95.63999938964844,94.06999969482422,94.16000366210938,77.4943618774414,326600,,,,,,,,
2020-02-24,93.04000091552734,94.33000183105469,92.66999816894531,93.73999786376953,77.14867401123047,249200,,,,,,,,
2020-02-25,93.66999816894531,93.88999938964844,90.4000015258789,90.4800033569336,74.4656753540039,342200,,,,,,,,
2020-02-26,90.76000213623047,91.93000030517578,89.86000061035156,89.88999938964844,73.98011016845703,280600,,,,,,,,
2020-02-27,88.43000030517578,90.47000122070312,86.06999969482422,86.16999816894531,70.91851043701172,383100,,,,,,,,
2020-02-28,84.5,84.8499984741211,80.54000091552734,82.13999938964844,67.601806640625,532000,,,,,,,,
2020-03-02,82.37999725341797,86.63999938964844,82.16000366210938,86.58999633789062,71.26420593261719,381200,,,,,,,,
2020-03-03,86.41999816894531,88.08999633789062,84.79000091552734,85.44000244140625,70.31773376464844,360500,,,,,,,,
2020-03-04,86.56999969482422,89.69000244140625,86.54000091552734,89.16999816894531,73.38753509521484,251900,,,,,,,,
2020-03-05,87.33000183105469,87.69000244140625,86.01000213623047,87.11000061035156,71.6921157836914,377300,,,,,,,,
2020-03-06,84.41999816894531,88.31999969482422,83.41999816894531,88.12999725341797,72.5316162109375,482200,,,,,,,,
2020-03-09,84.5199966430664,85.23999786376953,81.20999908447266,83.27999877929688,68.54002380371094,595900,,,,,,,,
2020-03-10,84.81999969482422,85.12999725341797,80.58000183105469,84.55999755859375,69.59346008300781,463400,,,,,,,,
2020-03-11,82.62000274658203,83.11000061035156,78.31999969482422,80.12000274658203,65.9393310546875,539900,,,,,,,,
2020-03-12,75.12000274658203,77.05999755859375,65.8499984741211,71.02999877929688,58.45817947387695,572500,,,,,,,,
2020-03-13,74.63999938964844,78.98999786376953,69.02999877929688,78.9800033569336,65.00109100341797,616200,,,,,,,,
2020-03-16,69.0,73.86000061035156,66.61000061035156,69.37000274658203,57.092002868652344,712300,,,,,,,,
2020-03-17,71.0,85.88999938964844,70.62000274658203,84.73999786376953,69.74160766601562,681800,,,,,,,,
2020-03-18,79.27999877929688,80.1500015258789,70.08000183105469,72.19999694824219,59.42110061645508,739500,,,,,,,,
2020-03-19,72.11000061035156,79.79000091552734,69.05999755859375,76.18000030517578,62.696659088134766,602200,,,,,,,,
2020-03-20,76.66000366210938,77.30999755859375,66.0,67.94999694824219,55.9233283996582,699600,,,,,,,,
2020-03-23,66.56999969482422,71.66000366210938,63.66999816894531,67.62000274658203,55.6517448425293,621700,,,,,,,,
2020-03-24,69.62000274658203,72.47000122070312,67.4800033569336,72.12999725341797,59.36351013183594,442200,,,,,,,,
