date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NTAP')","('high', 'NTAP')","('low', 'NTAP')","('close', 'NTAP')","('adj_close', 'NTAP')","('volume', 'NTAP')","('currency', '')"
2020-01-02,61.970001220703125,62.81999969482422,61.79999923706055,62.77000045776367,53.77350616455078,1670000,,,,,,,,
2020-01-03,61.95000076293945,62.4900016784668,61.209999084472656,61.70000076293945,52.85685729980469,1429800,,,,,,,,
2020-01-06,61.130001068115234,62.0099983215332,61.119998931884766,61.54999923706055,52.72836685180664,1005400,,,,,,,,
2020-01-07,61.66999816894531,62.20000076293945,61.2400016784668,61.95000076293945,53.07103729248047,1575000,,,,,,,,
2020-01-08,62.22999954223633,63.380001068115234,61.97999954223633,63.13999938964844,54.09046936035156,1801500,,,,,,,,
2020-01-09,63.619998931884766,64.16999816894531,62.970001220703125,63.459999084472656,54.36459732055664,2009200,,,,,,,,
2020-01-10,63.599998474121094,63.709999084472656,62.849998474121094,63.130001068115234,54.0819091796875,1794500,,,,,,,,
2020-01-13,63.38999938964844,64.47000122070312,63.38999938964844,64.11000061035156,54.921443939208984,1627400,,,,,,,,
2020-01-14,64.04000091552734,64.27999877929688,63.61000061035156,63.779998779296875,54.638736724853516,1433300,,,,,,,,
2020-01-15,63.95000076293945,64.54000091552734,63.83000183105469,64.19000244140625,54.98997116088867,1470100,,,,,,,,
2020-01-16,64.48999786376953,65.37999725341797,64.19000244140625,65.37999725341797,56.00942611694336,2221600,,,,,,,,
2020-01-17,63.31999969482422,63.810001373291016,61.93000030517578,62.41999816894531,53.47366714477539,4240500,,,,,,,,
2020-01-21,62.15999984741211,62.599998474121094,60.40999984741211,60.560001373291016,51.880245208740234,2623100,,,,,,,,
2020-01-22,60.83000183105469,61.27000045776367,60.16999816894531,60.470001220703125,51.80314254760742,2119700,,,,,,,,
2020-01-23,60.59000015258789,60.619998931884766,59.08000183105469,60.56999969482422,51.88880920410156,2171100,,,,,,,,
2020-01-24,60.54999923706055,60.90999984741211,59.060001373291016,59.810001373291016,51.23774337768555,1486600,,,,,,,,
2020-01-27,58.400001525878906,58.88999938964844,57.7599983215332,58.15999984741211,49.82423400878906,2043200,,,,,,,,
2020-01-28,58.29999923706055,58.400001525878906,56.849998474121094,56.91999816894531,48.76194763183594,3157600,,,,,,,,
2020-01-29,57.130001068115234,57.130001068115234,55.5,55.540000915527344,47.579734802246094,2950100,,,,,,,,
2020-01-30,54.79999923706055,55.689998626708984,54.06999969482422,54.849998474121094,46.98863220214844,2411300,,,,,,,,
2020-01-31,54.58000183105469,54.689998626708984,53.16999816894531,53.400001525878906,45.7464485168457,2271200,,,,,,,,
2020-02-03,53.5,54.79999923706055,53.4900016784668,54.040000915527344,46.29471969604492,1764300,,,,,,,,
2020-02-04,55.310001373291016,56.439998626708984,55.099998474121094,55.880001068115234,47.87101364135742,1901000,,,,,,,,
2020-02-05,57.029998779296875,57.970001220703125,56.72999954223633,57.79999923706055,49.51582717895508,2237000,,,,,,,,
2020-02-06,58.060001373291016,58.459999084472656,57.34000015258789,58.150001525878906,49.8156623840332,1166900,,,,,,,,
2020-02-07,57.84000015258789,57.900001525878906,57.2400016784668,57.34000015258789,49.12175750732422,1252500,,,,,,,,
2020-02-10,56.880001068115234,58.099998474121094,56.880001068115234,58.060001373291016,49.738563537597656,1551400,,,,,,,,
