date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PCG-PD')","('high', 'PCG-PD')","('low', 'PCG-PD')","('close', 'PCG-PD')","('adj_close', 'PCG-PD')","('volume', 'PCG-PD')","('currency', '')"
2020-01-02,21.548999786376953,21.788999557495117,21.149999618530273,21.5,17.6868896484375,5290,,,,,,,,
2020-01-03,21.8799991607666,21.8799991607666,21.8799991607666,21.8799991607666,17.999492645263672,491,,,,,,,,
2020-01-06,21.799999237060547,21.799999237060547,21.5,21.5,17.6868896484375,1750,,,,,,,,
2020-01-07,21.600000381469727,21.600000381469727,21.600000381469727,21.600000381469727,17.769153594970703,124,,,,,,,,
2020-01-08,21.5,21.945499420166016,21.5,21.945499420166016,18.05337905883789,670,,,,,,,,
2020-01-10,21.639999389648438,21.75,21.639999389648438,21.75,17.892549514770508,844,,,,,,,,
2020-01-13,21.549999237060547,21.81529998779297,21.549999237060547,21.75,17.892549514770508,748,,,,,,,,
2020-01-14,22.0,22.399999618530273,22.0,22.0,18.098215103149414,8504,,,,,,,,
2020-01-15,22.0,22.030000686645508,21.75,22.030000686645508,18.12289047241211,3700,,,,,,,,
2020-01-16,22.010000228881836,22.184999465942383,22.0,22.184999465942383,18.250402450561523,6290,,,,,,,,
2020-01-17,22.136999130249023,22.149999618530273,22.1200008392334,22.1200008392334,18.196929931640625,1200,,,,,,,,
2020-01-21,22.1200008392334,22.1200008392334,22.049999237060547,22.084800720214844,18.167972564697266,1370,,,,,,,,
2020-01-22,22.079999923706055,22.25,22.079999923706055,22.25,18.303876876831055,800,,,,,,,,
2020-01-23,22.020000457763672,22.25,22.020000457763672,22.25,18.303876876831055,1100,,,,,,,,
2020-01-24,22.75,22.760000228881836,22.600000381469727,22.600000381469727,18.591800689697266,1400,,,,,,,,
2020-01-27,22.50040054321289,22.50040054321289,22.50040054321289,22.50040054321289,18.509862899780273,125,,,,,,,,
2020-01-29,22.549999237060547,22.868200302124023,22.350000381469727,22.868200302124023,18.81243324279785,1301,,,,,,,,
2020-02-04,23.139999389648438,23.139999389648438,22.899999618530273,22.899999618530273,18.838592529296875,509,,,,,,,,
2020-02-05,22.68000030517578,23.149999618530273,22.68000030517578,23.149999618530273,19.04425048828125,2545,,,,,,,,
2020-02-06,23.149999618530273,23.149999618530273,23.149999618530273,23.149999618530273,19.04425048828125,400,,,,,,,,
2020-02-07,23.25,23.864200592041016,23.25,23.864200592041016,19.631790161132812,210,,,,,,,,
2020-02-10,23.649999618530273,24.25,23.649999618530273,24.25,19.94916534423828,601,,,,,,,,
2020-02-12,23.650100708007812,23.650100708007812,23.650100708007812,23.650100708007812,19.455657958984375,301,,,,,,,,
2020-02-13,23.649999618530273,23.78499984741211,23.649999618530273,23.649999618530273,19.455575942993164,2138,,,,,,,,
2020-02-18,24.1200008392334,24.25,24.059999465942383,24.200000762939453,19.908031463623047,3968,,,,,,,,
2020-02-20,24.290000915527344,26.459999084472656,24.290000915527344,26.459999084472656,21.767213821411133,6018,,,,,,,,
2020-02-21,24.790000915527344,25.889999389648438,24.790000915527344,25.889999389648438,21.298303604125977,5804,,,,,,,,
2020-02-24,24.25,24.887399673461914,24.209999084472656,24.479999542236328,20.13837432861328,2740,,,,,,,,
2020-02-26,24.5,24.5,24.25,24.25,19.94916534423828,3956,,,,,,,,
2020-02-27,24.200000762939453,24.594999313354492,24.200000762939453,24.239999771118164,19.940937042236328,1484,,,,,,,,
2020-02-28,24.25,24.371000289916992,24.200000762939453,24.200000762939453,19.908031463623047,1302,,,,,,,,
2020-03-02,24.229999542236328,24.25,24.229999542236328,24.25,19.94916534423828,900,,,,,,,,
2020-03-03,24.229999542236328,25.93000030517578,24.209999084472656,25.559999465942383,21.026830673217773,3139,,,,,,,,
