date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SLFPY')","('high', 'SLFPY')","('low', 'SLFPY')","('close', 'SLFPY')","('adj_close', 'SLFPY')","('volume', 'SLFPY')","('currency', '')"
2020-01-02,17.079999923706055,17.079999923706055,17.079999923706055,17.079999923706055,10.508622169494629,0,,,,,,,,
2020-01-03,17.079999923706055,17.079999923706055,17.079999923706055,17.079999923706055,10.508622169494629,0,,,,,,,,
2020-01-06,17.079999923706055,17.079999923706055,17.079999923706055,17.079999923706055,10.508622169494629,0,,,,,,,,
2020-01-07,17.079999923706055,17.079999923706055,17.079999923706055,17.079999923706055,10.508622169494629,0,,,,,,,,
2020-01-08,16.760000228881836,17.31999969482422,16.760000228881836,16.989999771118164,10.45324993133545,500,,,,,,,,
2020-01-09,16.59000015258789,16.59000015258789,16.59000015258789,16.59000015258789,10.207146644592285,400,,,,,,,,
2020-01-10,16.59000015258789,16.59000015258789,16.59000015258789,16.59000015258789,10.207146644592285,0,,,,,,,,
2020-01-13,16.3799991607666,16.389999389648438,16.3799991607666,16.389999389648438,10.08409309387207,300,,,,,,,,
2020-01-14,16.0,16.0,16.0,16.0,9.844143867492676,200,,,,,,,,
2020-01-15,16.0,16.0,16.0,16.0,9.844143867492676,0,,,,,,,,
2020-01-16,16.389999389648438,16.389999389648438,16.389999389648438,16.389999389648438,10.08409309387207,100,,,,,,,,
2020-01-17,16.360000610351562,16.65999984741211,16.190000534057617,16.65999984741211,10.250215530395508,3300,,,,,,,,
2020-01-21,16.65999984741211,16.65999984741211,16.65999984741211,16.65999984741211,10.250215530395508,0,,,,,,,,
2020-01-22,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,10.157925605773926,100,,,,,,,,
2020-01-23,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,10.157925605773926,0,,,,,,,,
2020-01-24,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,10.157925605773926,0,,,,,,,,
2020-01-27,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,10.157925605773926,0,,,,,,,,
2020-01-28,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,10.157925605773926,0,,,,,,,,
2020-01-29,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,10.157925605773926,0,,,,,,,,
2020-01-30,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,10.157925605773926,0,,,,,,,,
2020-01-31,16.18000030517578,16.18000030517578,16.18000030517578,16.18000030517578,9.954889297485352,100,,,,,,,,
2020-02-03,16.030000686645508,16.030000686645508,16.030000686645508,16.030000686645508,9.862601280212402,1100,,,,,,,,
2020-02-04,16.030000686645508,16.030000686645508,16.030000686645508,16.030000686645508,9.862601280212402,0,,,,,,,,
2020-02-05,16.030000686645508,16.030000686645508,16.030000686645508,16.030000686645508,9.862601280212402,0,,,,,,,,
2020-02-06,16.030000686645508,16.030000686645508,16.030000686645508,16.030000686645508,9.862601280212402,0,,,,,,,,
2020-02-07,16.030000686645508,16.030000686645508,16.030000686645508,16.030000686645508,9.862601280212402,0,,,,,,,,
2020-02-10,16.31999969482422,16.31999969482422,16.270000457763672,16.270000457763672,10.01026439666748,2600,,,,,,,,
2020-02-11,16.270000457763672,16.270000457763672,16.270000457763672,16.270000457763672,10.01026439666748,0,,,,,,,,
