date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MTPLF')","('high', 'MTPLF')","('low', 'MTPLF')","('close', 'MTPLF')","('adj_close', 'MTPLF')","('volume', 'MTPLF')","('currency', '')"
2024-11-25,1.725000023841858,1.725000023841858,1.600000023841858,1.600000023841858,1.600000023841858,282000,,,,,,,,
2024-11-26,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,0,,,,,,,,
2024-11-27,1.600000023841858,1.600000023841858,1.5260000228881836,1.5260000228881836,1.5260000228881836,2400,,,,,,,,
2024-11-29,1.5499999523162842,1.600000023841858,1.5499999523162842,1.600000023841858,1.600000023841858,2000,,,,,,,,
2024-12-02,1.6360000371932983,1.6360000371932983,1.6360000371932983,1.6360000371932983,1.6360000371932983,42800,,,,,,,,
2024-12-03,1.600000023841858,1.649999976158142,1.600000023841858,1.649999976158142,1.649999976158142,3300,,,,,,,,
2024-12-04,1.600000023841858,1.600000023841858,1.5549999475479126,1.5549999475479126,1.5549999475479126,16700,,,,,,,,
2024-12-05,1.899999976158142,1.899999976158142,1.899999976158142,1.899999976158142,1.899999976158142,5400,,,,,,,,
2024-12-06,1.8550000190734863,1.8550000190734863,1.8550000190734863,1.8550000190734863,1.8550000190734863,5700,,,,,,,,
2024-12-09,1.899999976158142,1.899999976158142,1.8450000286102295,1.899999976158142,1.899999976158142,15500,,,,,,,,
2024-12-10,1.7799999713897705,1.7799999713897705,1.7450000047683716,1.7450000047683716,1.7450000047683716,14400,,,,,,,,
2024-12-11,1.975000023841858,1.975000023841858,1.9550000429153442,1.9550000429153442,1.9550000429153442,13400,,,,,,,,
2024-12-12,2.194999933242798,2.200000047683716,2.194999933242798,2.200000047683716,2.200000047683716,15000,,,,,,,,
2024-12-13,2.4010000228881836,2.4010000228881836,2.180000066757202,2.194999933242798,2.194999933242798,24200,,,,,,,,
2024-12-16,2.630000114440918,2.6500000953674316,2.630000114440918,2.63100004196167,2.63100004196167,26800,,,,,,,,
2024-12-17,2.63100004196167,2.63100004196167,2.63100004196167,2.63100004196167,2.63100004196167,0,,,,,,,,
2024-12-18,2.631999969482422,2.631999969482422,2.4000000953674316,2.63100004196167,2.63100004196167,13900,,,,,,,,
2024-12-19,2.700000047683716,2.700000047683716,2.36899995803833,2.36899995803833,2.36899995803833,142500,,,,,,,,
2024-12-20,2.4800000190734863,2.4800000190734863,2.25,2.325000047683716,2.325000047683716,115100,,,,,,,,
2024-12-23,2.325000047683716,2.549999952316284,2.2249999046325684,2.4000000953674316,2.4000000953674316,132400,,,,,,,,
2024-12-24,2.2019999027252197,2.2909998893737793,2.0999999046325684,2.130000114440918,2.130000114440918,86700,,,,,,,,
2024-12-26,2.200000047683716,2.299999952316284,2.200000047683716,2.2750000953674316,2.2750000953674316,23200,,,,,,,,
2024-12-27,2.200000047683716,2.299999952316284,2.200000047683716,2.2750000953674316,2.2750000953674316,80400,,,,,,,,
2024-12-30,2.25,2.325000047683716,2.2279999256134033,2.325000047683716,2.325000047683716,13500,,,,,,,,
2024-12-31,2.25,2.299999952316284,2.240000009536743,2.299999952316284,2.299999952316284,16800,,,,,,,,
2025-01-02,2.2750000953674316,2.2750000953674316,2.0999999046325684,2.236999988555908,2.236999988555908,47100,,,,,,,,
2025-01-03,2.236999988555908,2.299999952316284,2.236999988555908,2.2699999809265137,2.2699999809265137,66300,,,,,,,,
2025-01-06,2.2699999809265137,2.5510001182556152,2.2699999809265137,2.3239998817443848,2.3239998817443848,173600,,,,,,,,
2025-01-07,2.6530001163482666,2.6530001163482666,2.382999897003174,2.382999897003174,2.382999897003174,38000,,,,,,,,
2025-01-08,2.257999897003174,2.257999897003174,2.257999897003174,2.257999897003174,2.257999897003174,4300,,,,,,,,
2025-01-10,2.065999984741211,2.303999900817871,2.065999984741211,2.2909998893737793,2.2909998893737793,95900,,,,,,,,
2025-01-13,2.265000104904175,2.265000104904175,2.0209999084472656,2.0209999084472656,2.0209999084472656,14900,,,,,,,,
2025-01-14,2.3310000896453857,2.3499999046325684,2.3310000896453857,2.3499999046325684,2.3499999046325684,18900,,,,,,,,
2025-01-15,2.450000047683716,2.450000047683716,2.260999917984009,2.260999917984009,2.260999917984009,7000,,,,,,,,
2025-01-16,2.260999917984009,2.375,2.2249999046325684,2.375,2.375,16200,,,,,,,,
2025-01-17,2.73799991607666,2.9820001125335693,2.73799991607666,2.8989999294281006,2.8989999294281006,24000,,,,,,,,
2025-01-21,3.0,3.181999921798706,2.8410000801086426,3.1700000762939453,3.1700000762939453,50600,,,,,,,,
2025-01-22,2.9000000953674316,2.984999895095825,2.7860000133514404,2.7890000343322754,2.7890000343322754,31300,,,,,,,,
2025-01-23,2.700000047683716,2.802000045776367,2.5999999046325684,2.6630001068115234,2.6630001068115234,30200,,,,,,,,
2025-01-24,2.684999942779541,2.8499999046325684,2.684999942779541,2.7850000858306885,2.7850000858306885,8900,,,,,,,,
2025-01-27,2.700000047683716,2.700000047683716,2.549999952316284,2.549999952316284,2.549999952316284,12000,,,,,,,,
2025-01-28,2.799999952316284,2.799999952316284,2.609999895095825,2.7750000953674316,2.7750000953674316,62300,,,,,,,,
2025-01-29,2.8480000495910645,2.9000000953674316,2.8480000495910645,2.8499999046325684,2.8499999046325684,41200,,,,,,,,
2025-01-30,2.930000066757202,2.931999921798706,2.930000066757202,2.931999921798706,2.931999921798706,5700,,,,,,,,
