date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PREKF')","('high', 'PREKF')","('low', 'PREKF')","('close', 'PREKF')","('adj_close', 'PREKF')","('volume', 'PREKF')","('currency', '')"
2020-01-02,11.550999641418457,11.550999641418457,11.550999641418457,11.550999641418457,9.520951271057129,200,,,,,,,,
2020-01-03,11.550999641418457,11.550999641418457,11.550999641418457,11.550999641418457,9.520951271057129,0,,,,,,,,
2020-01-06,11.550999641418457,11.550999641418457,11.550999641418457,11.550999641418457,9.520951271057129,0,,,,,,,,
2020-01-07,11.550999641418457,11.550999641418457,11.550999641418457,11.550999641418457,9.520951271057129,0,,,,,,,,
2020-01-08,12.303000450134277,12.303000450134277,12.038999557495117,12.038999557495117,9.923184394836426,400,,,,,,,,
2020-01-09,12.050999641418457,12.050999641418457,12.050999641418457,12.050999641418457,9.933079719543457,900,,,,,,,,
2020-01-10,12.005999565124512,12.038000106811523,11.850000381469727,11.850000381469727,9.767403602600098,3800,,,,,,,,
2020-01-13,11.687000274658203,11.687000274658203,11.63599967956543,11.63599967956543,9.591012001037598,1500,,,,,,,,
2020-01-14,11.569000244140625,11.57699966430664,11.569000244140625,11.57699966430664,9.542381286621094,68200,,,,,,,,
2020-01-15,11.607999801635742,11.607999801635742,11.607999801635742,11.607999801635742,9.56793212890625,1000,,,,,,,,
2020-01-16,11.699999809265137,11.706000328063965,11.699999809265137,11.706000328063965,9.648710250854492,300,,,,,,,,
2020-01-17,11.850000381469727,11.850000381469727,11.850000381469727,11.850000381469727,9.767403602600098,200,,,,,,,,
2020-01-21,11.906000137329102,11.909000396728516,11.906000137329102,11.909000396728516,9.816034317016602,600,,,,,,,,
2020-01-22,11.737000465393066,11.737000465393066,11.595000267028809,11.635000228881836,9.590187072753906,2200,,,,,,,,
2020-01-23,11.295000076293945,11.420000076293945,11.295000076293945,11.420000076293945,9.412973403930664,400,,,,,,,,
2020-01-24,11.420000076293945,11.420000076293945,11.420000076293945,11.420000076293945,9.412973403930664,0,,,,,,,,
2020-01-27,10.996000289916992,10.996000289916992,10.826000213623047,10.826000213623047,8.92336654663086,1400,,,,,,,,
2020-01-28,11.0600004196167,11.0600004196167,11.0600004196167,11.0600004196167,9.116239547729492,1100,,,,,,,,
2020-01-29,11.185999870300293,11.185999870300293,11.185999870300293,11.185999870300293,9.220098495483398,500,,,,,,,,
2020-01-30,11.083000183105469,11.083000183105469,11.083000183105469,11.083000183105469,9.175393104553223,500,,,,,,,,
2020-01-31,11.081999778747559,11.168000221252441,10.899999618530273,10.899999618530273,9.023889541625977,1200,,,,,,,,
2020-02-03,10.902000427246094,10.930000305175781,10.899999618530273,10.930000305175781,9.048724174499512,2200,,,,,,,,
2020-02-04,11.138999938964844,11.138999938964844,11.138999938964844,11.138999938964844,9.22175121307373,200,,,,,,,,
