date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NEWP')","('high', 'NEWP')","('low', 'NEWP')","('close', 'NEWP')","('adj_close', 'NEWP')","('volume', 'NEWP')","('currency', '')"
2020-01-02,4.619999885559082,4.71999979019165,4.400000095367432,4.420000076293945,4.420000076293945,125900,,,,,,,,
2020-01-03,4.5,4.900000095367432,4.329999923706055,4.880000114440918,4.880000114440918,460500,,,,,,,,
2020-01-06,5.0,5.369999885559082,4.940000057220459,5.260000228881836,5.260000228881836,1156700,,,,,,,,
2020-01-07,5.599999904632568,5.599999904632568,5.050000190734863,5.269999980926514,5.269999980926514,378000,,,,,,,,
2020-01-08,5.269999980926514,5.300000190734863,4.989999771118164,5.050000190734863,5.050000190734863,394400,,,,,,,,
2020-01-09,5.010000228881836,5.050000190734863,4.619999885559082,4.679999828338623,4.679999828338623,348900,,,,,,,,
2020-01-10,4.579999923706055,5.059999942779541,4.579999923706055,4.789999961853027,4.789999961853027,183400,,,,,,,,
2020-01-13,4.769999980926514,5.050000190734863,4.699999809265137,4.960000038146973,4.960000038146973,411900,,,,,,,,
2020-01-14,4.900000095367432,5.0,4.829999923706055,4.960000038146973,4.960000038146973,142800,,,,,,,,
2020-01-15,4.96999979019165,5.0,4.849999904632568,4.909999847412109,4.909999847412109,115800,,,,,,,,
2020-01-16,4.869999885559082,5.050000190734863,4.869999885559082,4.980000019073486,4.980000019073486,105600,,,,,,,,
2020-01-17,4.989999771118164,5.170000076293945,4.949999809265137,5.079999923706055,5.079999923706055,98500,,,,,,,,
2020-01-21,5.070000171661377,5.329999923706055,5.050000190734863,5.25,5.25,176800,,,,,,,,
2020-01-22,5.400000095367432,5.400000095367432,5.179999828338623,5.25,5.25,101900,,,,,,,,
2020-01-23,5.300000190734863,5.300000190734863,4.96999979019165,5.050000190734863,5.050000190734863,132700,,,,,,,,
2020-01-24,5.150000095367432,5.150000095367432,5.0,5.119999885559082,5.119999885559082,36100,,,,,,,,
2020-01-27,5.059999942779541,5.25,4.96999979019165,5.25,5.25,51400,,,,,,,,
2020-01-28,5.289999961853027,5.289999961853027,5.150000095367432,5.179999828338623,5.179999828338623,151600,,,,,,,,
2020-01-29,5.139999866485596,5.25,5.119999885559082,5.190000057220459,5.190000057220459,49100,,,,,,,,
2020-01-30,5.190000057220459,5.210000038146973,5.010000228881836,5.019999980926514,5.019999980926514,106200,,,,,,,,
2020-01-31,5.0,5.079999923706055,5.0,5.059999942779541,5.059999942779541,59500,,,,,,,,
2020-02-03,5.0,5.099999904632568,4.619999885559082,4.800000190734863,4.800000190734863,207800,,,,,,,,
2020-02-04,4.820000171661377,5.0,4.659999847412109,4.96999979019165,4.96999979019165,129700,,,,,,,,
2020-02-05,5.070000171661377,5.099999904632568,4.800000190734863,4.860000133514404,4.860000133514404,121200,,,,,,,,
2020-02-06,4.940000057220459,4.949999809265137,4.769999980926514,4.849999904632568,4.849999904632568,42600,,,,,,,,
2020-02-07,5.0,5.0,4.260000228881836,4.340000152587891,4.340000152587891,282200,,,,,,,,
2020-02-10,4.449999809265137,4.46999979019165,4.230000019073486,4.28000020980835,4.28000020980835,123600,,,,,,,,
2020-02-11,4.059999942779541,4.230000019073486,3.7300000190734863,3.819999933242798,3.819999933242798,358400,,,,,,,,
2020-02-12,3.950000047683716,4.150000095367432,3.8399999141693115,4.110000133514404,4.110000133514404,135100,,,,,,,,
2020-02-13,3.9100000858306885,4.150000095367432,3.690000057220459,3.799999952316284,3.799999952316284,138400,,,,,,,,
2020-02-14,3.9000000953674316,4.53000020980835,3.799999952316284,4.300000190734863,4.300000190734863,393500,,,,,,,,
2020-02-18,4.460000038146973,4.679999828338623,4.460000038146973,4.539999961853027,4.539999961853027,207700,,,,,,,,
2020-02-19,4.639999866485596,4.730000019073486,4.340000152587891,4.539999961853027,4.539999961853027,158800,,,,,,,,
2020-02-20,4.579999923706055,4.630000114440918,4.340000152587891,4.449999809265137,4.449999809265137,82300,,,,,,,,
2020-02-21,4.5,4.579999923706055,4.449999809265137,4.550000190734863,4.550000190734863,89100,,,,,,,,
2020-02-24,4.659999847412109,4.659999847412109,4.349999904632568,4.360000133514404,4.360000133514404,138000,,,,,,,,
2020-02-25,4.360000133514404,4.420000076293945,4.050000190734863,4.059999942779541,4.059999942779541,192400,,,,,,,,
2020-02-26,4.070000171661377,4.489999771118164,4.0,4.340000152587891,4.340000152587891,110000,,,,,,,,
2020-02-27,4.349999904632568,4.429999828338623,4.0,4.03000020980835,4.03000020980835,154600,,,,,,,,
2020-02-28,3.859999895095825,4.03000020980835,3.5299999713897705,3.9100000858306885,3.9100000858306885,404200,,,,,,,,
2020-03-02,4.800000190734863,4.800000190734863,3.799999952316284,3.940000057220459,3.940000057220459,156600,,,,,,,,
2020-03-03,3.950000047683716,4.03000020980835,3.8299999237060547,3.930000066757202,3.930000066757202,87800,,,,,,,,
2020-03-04,3.940000057220459,4.239999771118164,3.940000057220459,4.039999961853027,4.039999961853027,56800,,,,,,,,
2020-03-05,4.139999866485596,4.150000095367432,3.9000000953674316,4.0,4.0,72800,,,,,,,,
2020-03-06,4.03000020980835,4.03000020980835,3.559999942779541,3.809999942779541,3.809999942779541,117900,,,,,,,,
2020-03-09,3.450000047683716,3.5,3.180000066757202,3.380000114440918,3.380000114440918,157500,,,,,,,,
2020-03-10,3.4000000953674316,3.609999895095825,3.069999933242798,3.2300000190734863,3.2300000190734863,164500,,,,,,,,
2020-03-11,3.049999952316284,3.200000047683716,2.619999885559082,2.680000066757202,2.680000066757202,298500,,,,,,,,
2020-03-12,2.2699999809265137,2.5299999713897705,2.009999990463257,2.299999952316284,2.299999952316284,498300,,,,,,,,
2020-03-13,2.0399999618530273,2.25,1.940000057220459,2.0,2.0,478300,,,,,,,,
2020-03-16,1.809999942779541,2.7899999618530273,1.6799999475479126,2.369999885559082,2.369999885559082,396100,,,,,,,,
2020-03-17,2.4100000858306885,2.8399999141693115,2.200000047683716,2.6500000953674316,2.6500000953674316,220700,,,,,,,,
2020-03-18,2.680000066757202,3.5999999046325684,2.4700000286102295,2.75,2.75,806000,,,,,,,,
2020-03-19,3.049999952316284,3.450000047683716,2.8299999237060547,3.309999942779541,3.309999942779541,325500,,,,,,,,
2020-03-20,3.7300000190734863,3.8499999046325684,3.069999933242798,3.2300000190734863,3.2300000190734863,302800,,,,,,,,
2020-03-23,3.2100000381469727,3.5,2.680000066757202,2.8299999237060547,2.8299999237060547,494200,,,,,,,,
2020-03-24,3.700000047683716,3.9700000286102295,3.25,3.25,3.25,790300,,,,,,,,
2020-03-25,3.359999895095825,3.7200000286102295,3.359999895095825,3.6500000953674316,3.6500000953674316,284900,,,,,,,,
