date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EVAC')","('high', 'EVAC')","('low', 'EVAC')","('close', 'EVAC')","('adj_close', 'EVAC')","('volume', 'EVAC')","('currency', '')"
2025-08-22,10.0,10.0,9.899999618530273,9.949999809265137,9.949999809265137,3400,,,,,,,,
2025-08-25,9.989999771118164,9.989999771118164,9.979999542236328,9.979999542236328,9.979999542236328,600,,,,,,,,
2025-08-26,9.989999771118164,9.989999771118164,9.9399995803833,9.951000213623047,9.951000213623047,1500,,,,,,,,
2025-08-27,9.960000038146973,9.960000038146973,9.930000305175781,9.930000305175781,9.930000305175781,228500,,,,,,,,
2025-08-28,9.949999809265137,9.949999809265137,9.930000305175781,9.947999954223633,9.947999954223633,2800,,,,,,,,
2025-08-29,9.947999954223633,9.947999954223633,9.947999954223633,9.947999954223633,9.947999954223633,0,,,,,,,,
2025-09-02,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,100,,,,,,,,
2025-09-03,9.989999771118164,9.989999771118164,9.930000305175781,9.930000305175781,9.930000305175781,9000,,,,,,,,
2025-09-04,9.930000305175781,9.930000305175781,9.925000190734863,9.930000305175781,9.930000305175781,402000,,,,,,,,
2025-09-05,9.930000305175781,9.930000305175781,9.899999618530273,9.920000076293945,9.920000076293945,1046400,,,,,,,,
2025-09-08,9.927000045776367,9.927000045776367,9.927000045776367,9.927000045776367,9.927000045776367,5000,,,,,,,,
2025-09-09,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,7800,,,,,,,,
2025-09-10,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,2300,,,,,,,,
2025-09-11,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,15600,,,,,,,,
2025-09-12,9.930000305175781,9.930000305175781,9.920000076293945,9.920000076293945,9.920000076293945,100100,,,,,,,,
2025-09-15,9.920000076293945,9.930000305175781,9.90999984741211,9.920000076293945,9.920000076293945,354600,,,,,,,,
2025-09-16,9.930000305175781,9.9399995803833,9.930000305175781,9.937999725341797,9.937999725341797,92400,,,,,,,,
2025-09-17,9.930000305175781,9.944999694824219,9.930000305175781,9.944999694824219,9.944999694824219,16700,,,,,,,,
2025-09-18,9.949999809265137,9.970000267028809,9.930000305175781,9.930000305175781,9.930000305175781,179200,,,,,,,,
2025-09-19,9.944999694824219,9.949999809265137,9.9399995803833,9.9399995803833,9.9399995803833,37000,,,,,,,,
2025-09-22,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,1400,,,,,,,,
2025-09-23,9.970000267028809,9.970000267028809,9.9399995803833,9.9399995803833,9.9399995803833,1530000,,,,,,,,
2025-09-24,9.949999809265137,9.949999809265137,9.9399995803833,9.944999694824219,9.944999694824219,458100,,,,,,,,
2025-09-25,9.944999694824219,9.949999809265137,9.920000076293945,9.9399995803833,9.9399995803833,5000,,,,,,,,
