date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PSA')","('high', 'PSA')","('low', 'PSA')","('close', 'PSA')","('adj_close', 'PSA')","('volume', 'PSA')","('currency', '')"
2020-01-02,213.82000732421875,214.16000366210938,210.60000610351562,211.4199981689453,164.13540649414062,862200,,,,,,,,
2020-01-03,211.13999938964844,213.8800048828125,210.75999450683594,213.6999969482422,165.9054412841797,773400,,,,,,,,
2020-01-06,212.75999450683594,214.92999267578125,212.52999877929688,214.4600067138672,166.49546813964844,1134300,,,,,,,,
2020-01-07,213.22000122070312,214.64999389648438,211.77000427246094,213.61000061035156,165.8355712890625,1164300,,,,,,,,
2020-01-08,213.00999450683594,214.17999267578125,212.1199951171875,214.0,166.13832092285156,1262100,,,,,,,,
2020-01-09,213.74000549316406,214.75999450683594,213.1199951171875,214.08999633789062,166.20822143554688,1063500,,,,,,,,
2020-01-10,214.5399932861328,216.3800048828125,213.9499969482422,215.82000732421875,167.55133056640625,1013200,,,,,,,,
2020-01-13,216.07000732421875,217.9199981689453,215.74000549316406,216.77999877929688,168.29656982421875,812500,,,,,,,,
2020-01-14,216.36000061035156,216.72999572753906,214.42999267578125,216.30999755859375,167.93173217773438,1134900,,,,,,,,
2020-01-15,216.9499969482422,218.6999969482422,216.82000732421875,218.25,169.43780517578125,827700,,,,,,,,
2020-01-16,218.47000122070312,220.11000061035156,218.3699951171875,220.02000427246094,170.8119354248047,691700,,,,,,,,
2020-01-17,220.0,221.0500030517578,219.0,220.75,171.378662109375,996100,,,,,,,,
2020-01-21,221.2899932861328,223.24000549316406,220.3699951171875,222.64999389648438,172.8537139892578,834600,,,,,,,,
2020-01-22,223.49000549316406,223.50999450683594,220.0,220.99000549316406,171.5649871826172,1199400,,,,,,,,
2020-01-23,221.3000030517578,223.41000366210938,220.75,223.1999969482422,173.28074645996094,895000,,,,,,,,
2020-01-24,223.44000244140625,224.8000030517578,222.92999267578125,224.47000122070312,174.2666778564453,644600,,,,,,,,
2020-01-27,223.9499969482422,225.82000732421875,223.77000427246094,224.25999450683594,174.10362243652344,636800,,,,,,,,
2020-01-28,223.97999572753906,225.02999877929688,222.69000244140625,223.77999877929688,173.73101806640625,774000,,,,,,,,
2020-01-29,224.0,224.0,220.25,222.0800018310547,172.4112548828125,785600,,,,,,,,
2020-01-30,221.63999938964844,224.22999572753906,220.69000244140625,224.10000610351562,173.9794158935547,609500,,,,,,,,
2020-01-31,224.4499969482422,224.7100067138672,222.5399932861328,223.75999450683594,173.71548461914062,1301500,,,,,,,,
2020-02-03,224.47000122070312,225.39999389648438,223.7100067138672,224.17999267578125,174.0415496826172,838900,,,,,,,,
2020-02-04,224.47000122070312,225.25,221.9600067138672,223.14999389648438,173.24191284179688,1268400,,,,,,,,
2020-02-05,222.97000122070312,223.14999389648438,220.16000366210938,222.13999938964844,172.4578399658203,960700,,,,,,,,
2020-02-06,222.2100067138672,224.85000610351562,222.14999389648438,224.02999877929688,173.92507934570312,482900,,,,,,,,
2020-02-07,225.17999267578125,225.9499969482422,223.85000610351562,225.22999572753906,174.8567657470703,426100,,,,,,,,
2020-02-10,225.8000030517578,226.49000549316406,225.0800018310547,226.4199981689453,175.78057861328125,478300,,,,,,,,
2020-02-11,226.39999389648438,228.24000549316406,225.5800018310547,226.36000061035156,175.73397827148438,744800,,,,,,,,
2020-02-12,226.24000549316406,229.2899932861328,225.22000122070312,227.25,176.42494201660156,883700,,,,,,,,
2020-02-13,226.94000244140625,229.55999755859375,226.94000244140625,228.55999755859375,177.44195556640625,521500,,,,,,,,
2020-02-14,228.99000549316406,233.0,228.64999389648438,232.82000732421875,180.7492218017578,607600,,,,,,,,
2020-02-18,233.08999633789062,233.3699951171875,230.64999389648438,231.75999450683594,179.92625427246094,643100,,,,,,,,
2020-02-19,231.35000610351562,231.35000610351562,218.44000244140625,218.8000030517578,169.8648223876953,2025300,,,,,,,,
2020-02-20,218.77999877929688,222.60000610351562,218.30999755859375,222.3800048828125,172.6441192626953,1110500,,,,,,,,
2020-02-21,221.83999633789062,227.3800048828125,221.77999877929688,225.77000427246094,175.2759552001953,1379200,,,,,,,,
2020-02-24,225.22999572753906,227.6999969482422,224.07000732421875,226.47000122070312,175.81944274902344,1636000,,,,,,,,
2020-02-25,226.25999450683594,227.1699981689453,219.33999633789062,220.8800048828125,171.4796600341797,1644600,,,,,,,,
2020-02-26,219.8800048828125,229.9600067138672,219.0,228.22999572753906,177.18577575683594,1829700,,,,,,,,
2020-02-27,227.4600067138672,229.02999877929688,211.19000244140625,211.30999755859375,164.04998779296875,1764900,,,,,,,,
2020-02-28,208.75,212.6999969482422,204.39999389648438,209.1199951171875,162.3498077392578,2460300,,,,,,,,
2020-03-02,210.33999633789062,219.8000030517578,209.94000244140625,219.25,170.21417236328125,1548300,,,,,,,,
2020-03-03,218.1699981689453,221.1300048828125,213.9499969482422,217.72000122070312,169.02633666992188,1764300,,,,,,,,
2020-03-04,220.0,226.32000732421875,219.1699981689453,226.0800018310547,175.51663208007812,968000,,,,,,,,
2020-03-05,224.08999633789062,229.5800018310547,221.63999938964844,229.05999755859375,177.83010864257812,964300,,,,,,,,
2020-03-06,224.99000549316406,230.0399932861328,222.42999267578125,228.94000244140625,177.73695373535156,1084000,,,,,,,,
2020-03-09,220.6999969482422,227.7899932861328,220.0,223.55999755859375,173.56024169921875,1697100,,,,,,,,
2020-03-10,226.83999633789062,229.9600067138672,218.5399932861328,229.88999938964844,178.47450256347656,1511500,,,,,,,,
2020-03-11,226.0500030517578,228.0,220.05999755859375,220.44000244140625,171.13804626464844,1575500,,,,,,,,
2020-03-12,211.00999450683594,218.58999633789062,201.19000244140625,201.50999450683594,156.44174194335938,2334400,,,,,,,,
2020-03-13,206.22000122070312,213.4499969482422,202.77000427246094,211.33999633789062,165.71804809570312,2419500,,,,,,,,
2020-03-16,199.69000244140625,206.0,186.8000030517578,186.97000122070312,146.6088104248047,2003900,,,,,,,,
2020-03-17,191.36000061035156,205.7899932861328,190.49000549316406,198.36000061035156,155.5399627685547,1744200,,,,,,,,
2020-03-18,190.69000244140625,203.39999389648438,187.05999755859375,189.9600067138672,148.95330810546875,2085800,,,,,,,,
2020-03-19,189.97999572753906,193.5800018310547,184.05999755859375,187.60000610351562,147.102783203125,1939000,,,,,,,,
2020-03-20,186.25999450683594,190.0,169.14999389648438,171.22000122070312,134.2587127685547,2396600,,,,,,,,
2020-03-23,170.32000732421875,173.17999267578125,155.3699951171875,160.61000061035156,125.93909454345703,2143000,,,,,,,,
2020-03-24,163.0,170.44000244140625,159.0800018310547,168.64999389648438,132.2434844970703,1876900,,,,,,,,
2020-03-25,167.22000122070312,187.0800018310547,165.00999450683594,176.5399932861328,138.43028259277344,1549800,,,,,,,,
2020-03-26,176.5399932861328,189.33999633789062,174.0,187.77000427246094,147.23605346679688,1575500,,,,,,,,
2020-03-27,184.8000030517578,197.9499969482422,183.5399932861328,191.52000427246094,150.1765594482422,1750000,,,,,,,,
2020-03-30,195.86000061035156,202.99000549316406,190.32000732421875,201.6300048828125,158.10414123535156,1238600,,,,,,,,
2020-03-31,199.44000244140625,201.6699981689453,192.10000610351562,198.61000061035156,155.73606872558594,1619000,,,,,,,,
2020-04-01,192.25999450683594,197.11000061035156,190.13999938964844,196.6199951171875,154.17564392089844,1563900,,,,,,,,
2020-04-02,194.13999938964844,196.1699981689453,184.72999572753906,192.8699951171875,151.2351531982422,2148500,,,,,,,,
2020-04-03,191.1300048828125,197.0,190.9600067138672,194.0800018310547,152.18392944335938,991400,,,,,,,,
2020-04-06,199.7899932861328,204.8800048828125,197.0,203.72999572753906,159.75076293945312,1296300,,,,,,,,
2020-04-07,202.41000366210938,212.3000030517578,196.9600067138672,197.25999450683594,154.67747497558594,1234500,,,,,,,,
2020-04-08,198.30999755859375,201.64999389648438,193.3000030517578,199.07000732421875,156.0967254638672,1363300,,,,,,,,
2020-04-09,200.55999755859375,209.52000427246094,200.2899932861328,208.58999633789062,163.56163024902344,1613200,,,,,,,,
2020-04-13,206.88999938964844,207.8699951171875,200.22000122070312,201.42999267578125,157.9473114013672,771500,,,,,,,,
2020-04-14,205.97999572753906,210.27000427246094,201.72999572753906,204.8699951171875,160.64468383789062,988700,,,,,,,,
2020-04-15,202.82000732421875,204.47000122070312,192.27000427246094,195.3000030517578,153.14053344726562,1214200,,,,,,,,
2020-04-16,198.2100067138672,200.0,193.77000427246094,193.9600067138672,152.08985900878906,1097200,,,,,,,,
2020-04-17,197.1999969482422,198.13999938964844,194.05999755859375,196.47999572753906,154.06582641601562,859600,,,,,,,,
2020-04-20,194.75,196.7100067138672,192.41000366210938,193.32000732421875,151.58799743652344,813500,,,,,,,,
2020-04-21,190.85000610351562,192.6699981689453,187.72999572753906,190.89999389648438,149.69039916992188,891500,,,,,,,,
2020-04-22,193.07000732421875,195.10000610351562,191.97999572753906,193.00999450683594,151.34490966796875,766700,,,,,,,,
2020-04-23,192.19000244140625,193.55999755859375,187.1699981689453,187.5,147.02438354492188,1055700,,,,,,,,
2020-04-24,188.0399932861328,189.7899932861328,186.86000061035156,187.22999572753906,146.81263732910156,603000,,,,,,,,
2020-04-27,188.88999938964844,193.5500030517578,187.5800018310547,192.9600067138672,151.3057403564453,1131600,,,,,,,,
2020-04-28,194.60000610351562,197.92999267578125,190.66000366210938,191.00999450683594,149.77667236328125,1051100,,,,,,,,
2020-04-29,193.47000122070312,193.67999267578125,186.67999267578125,186.72000122070312,146.41270446777344,1002900,,,,,,,,
2020-04-30,185.3300018310547,186.19000244140625,180.47000122070312,185.4499969482422,145.4169158935547,1572900,,,,,,,,
2020-05-01,180.30999755859375,186.7100067138672,176.0,184.36000061035156,144.56219482421875,1570100,,,,,,,,
2020-05-04,184.25999450683594,184.25999450683594,178.64999389648438,181.08999633789062,141.9980926513672,979800,,,,,,,,
2020-05-05,181.92999267578125,183.4499969482422,178.94000244140625,179.44000244140625,140.70428466796875,1227200,,,,,,,,
2020-05-06,179.80999755859375,181.02000427246094,175.8000030517578,176.08999633789062,138.0774383544922,720600,,,,,,,,
2020-05-07,178.0,184.22000122070312,177.1999969482422,183.50999450683594,143.8956756591797,1256500,,,,,,,,
2020-05-08,185.75999450683594,191.64999389648438,184.94000244140625,190.33999633789062,149.25131225585938,1126700,,,,,,,,
2020-05-11,188.82000732421875,190.2899932861328,186.30999755859375,186.92999267578125,146.57740783691406,700500,,,,,,,,
2020-05-12,186.94000244140625,187.83999633789062,174.82000732421875,178.47000122070312,139.9436798095703,1333900,,,,,,,,
2020-05-13,177.8800048828125,179.97999572753906,176.13999938964844,176.60000610351562,138.4773406982422,1081500,,,,,,,,
2020-05-14,175.0,179.0,172.11000061035156,179.0,140.35928344726562,1023400,,,,,,,,
2020-05-15,176.74000549316406,176.8699951171875,173.16000366210938,175.97000122070312,137.98336791992188,1404400,,,,,,,,
2020-05-18,179.99000549316406,185.4499969482422,179.67999267578125,183.36000061035156,143.7780303955078,1083400,,,,,,,,
2020-05-19,182.17999267578125,184.4600067138672,181.52000427246094,183.5800018310547,143.95059204101562,725100,,,,,,,,
2020-05-20,184.77000427246094,185.41000366210938,181.3300018310547,183.9199981689453,144.2171630859375,949500,,,,,,,,
2020-05-21,183.1300048828125,184.32000732421875,181.75999450683594,182.77000427246094,143.31544494628906,561000,,,,,,,,
2020-05-22,184.02000427246094,186.55999755859375,183.0,186.47000122070312,146.2167205810547,622000,,,,,,,,
2020-05-26,190.3300018310547,193.2100067138672,188.85000610351562,192.47999572753906,150.9293212890625,1100600,,,,,,,,
2020-05-27,193.25,197.72999572753906,193.25,196.97000122070312,154.45005798339844,885600,,,,,,,,
2020-05-28,198.5399932861328,201.30999755859375,197.0,201.19000244140625,157.75909423828125,756900,,,,,,,,
2020-05-29,200.07000732421875,204.1300048828125,198.14999389648438,202.74000549316406,158.97450256347656,1202900,,,,,,,,
2020-06-01,202.25,206.24000549316406,200.67999267578125,204.77000427246094,160.56629943847656,1236800,,,,,,,,
2020-06-02,207.30999755859375,209.07000732421875,203.60000610351562,207.74000549316406,162.89517211914062,1193400,,,,,,,,
2020-06-03,208.66000366210938,213.61000061035156,207.5,207.9600067138672,163.06768798828125,1189600,,,,,,,,
2020-06-04,206.8800048828125,207.49000549316406,198.92999267578125,200.63999938964844,157.3278045654297,901200,,,,,,,,
2020-06-05,205.99000549316406,207.66000366210938,203.42999267578125,206.3699951171875,161.8208770751953,1135400,,,,,,,,
2020-06-08,206.5800018310547,210.94000244140625,205.10000610351562,206.67999267578125,162.06396484375,1161500,,,,,,,,
2020-06-09,204.6699981689453,211.67999267578125,202.1199951171875,211.3699951171875,165.74156188964844,901700,,,,,,,,
2020-06-10,210.35000610351562,211.74000549316406,205.38999938964844,205.47000122070312,161.1151885986328,879000,,,,,,,,
2020-06-11,201.0500030517578,202.58999633789062,194.58999633789062,195.92999267578125,153.6345672607422,1306500,,,,,,,,
