date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SXT')","('high', 'SXT')","('low', 'SXT')","('close', 'SXT')","('adj_close', 'SXT')","('volume', 'SXT')","('currency', '')"
2020-01-02,66.51000213623047,66.88999938964844,64.87999725341797,65.23999786376953,57.07600784301758,192300,,,,,,,,
2020-01-03,64.3499984741211,64.5999984741211,63.95000076293945,64.33000183105469,56.279876708984375,255100,,,,,,,,
2020-01-06,63.849998474121094,64.7300033569336,63.599998474121094,64.20999908447266,56.174903869628906,149300,,,,,,,,
2020-01-07,64.0199966430664,64.19000244140625,63.41999816894531,63.45000076293945,55.510013580322266,152000,,,,,,,,
2020-01-08,63.43000030517578,63.849998474121094,63.189998626708984,63.369998931884766,55.44001770019531,155400,,,,,,,,
2020-01-09,63.56999969482422,63.72999954223633,62.869998931884766,63.04999923706055,55.16006088256836,202900,,,,,,,,
2020-01-10,63.04999923706055,63.31999969482422,62.41999816894531,63.290000915527344,55.370025634765625,303900,,,,,,,,
2020-01-13,63.349998474121094,64.12000274658203,63.02000045776367,64.08999633789062,56.06991958618164,200000,,,,,,,,
2020-01-14,64.0,64.5,63.560001373291016,64.33999633789062,56.288639068603516,194700,,,,,,,,
2020-01-15,64.13999938964844,64.86000061035156,63.86000061035156,64.30999755859375,56.262386322021484,242500,,,,,,,,
2020-01-16,64.77999877929688,65.4800033569336,64.55000305175781,65.44999694824219,57.25971984863281,160700,,,,,,,,
2020-01-17,65.48999786376953,65.66999816894531,64.72000122070312,65.0999984741211,56.95351791381836,145600,,,,,,,,
2020-01-21,64.79000091552734,64.83000183105469,64.06999969482422,64.12999725341797,56.10490036010742,196500,,,,,,,,
2020-01-22,64.48999786376953,64.61000061035156,63.630001068115234,63.9900016784668,55.98243713378906,140500,,,,,,,,
2020-01-23,63.630001068115234,63.630001068115234,62.43000030517578,63.150001525878906,55.24754333496094,499500,,,,,,,,
2020-01-24,63.290000915527344,63.40999984741211,62.560001373291016,62.880001068115234,55.01133346557617,166200,,,,,,,,
2020-01-27,61.86000061035156,62.349998474121094,61.7599983215332,61.939998626708984,54.18895721435547,320700,,,,,,,,
2020-01-28,62.0,62.630001068115234,61.77000045776367,62.22999954223633,54.44267272949219,194400,,,,,,,,
2020-01-29,62.33000183105469,62.720001220703125,62.02000045776367,62.06999969482422,54.30270004272461,376100,,,,,,,,
2020-01-30,61.540000915527344,61.54999923706055,60.52000045776367,61.22999954223633,53.567806243896484,201900,,,,,,,,
2020-01-31,60.849998474121094,60.970001220703125,59.43000030517578,59.75,52.273014068603516,353900,,,,,,,,
2020-02-03,59.709999084472656,61.349998474121094,59.650001525878906,61.2400016784668,53.928558349609375,300900,,,,,,,,
2020-02-04,62.0,62.599998474121094,61.84000015258789,62.439998626708984,54.98529815673828,321300,,,,,,,,
2020-02-05,63.130001068115234,63.130001068115234,62.36000061035156,62.75,55.25828170776367,356400,,,,,,,,
2020-02-06,62.959999084472656,63.13999938964844,61.97999954223633,62.099998474121094,54.685882568359375,215200,,,,,,,,
2020-02-07,61.900001525878906,62.02000045776367,60.66999816894531,60.83000183105469,53.56752014160156,173300,,,,,,,,
2020-02-10,60.63999938964844,61.040000915527344,60.36000061035156,60.689998626708984,53.4442253112793,132500,,,,,,,,
2020-02-11,61.040000915527344,61.77000045776367,60.849998474121094,60.88999938964844,53.62034606933594,127500,,,,,,,,
2020-02-12,61.43000030517578,61.70000076293945,61.0,61.08000183105469,53.787654876708984,193100,,,,,,,,
