date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'HLIO')","('high', 'HLIO')","('low', 'HLIO')","('close', 'HLIO')","('adj_close', 'HLIO')","('volume', 'HLIO')","('currency', '')"
2020-01-02,46.459999084472656,46.79999923706055,45.11000061035156,45.86000061035156,44.006221771240234,75900,,,,,,,,
2020-01-03,45.060001373291016,46.310001373291016,44.81999969482422,46.220001220703125,44.351661682128906,63900,,,,,,,,
2020-01-06,45.61000061035156,47.04999923706055,45.279998779296875,46.83000183105469,44.93701934814453,71500,,,,,,,,
2020-01-07,46.470001220703125,46.75,45.900001525878906,46.5099983215332,44.629947662353516,40200,,,,,,,,
2020-01-08,46.43000030517578,47.11000061035156,46.18000030517578,46.41999816894531,44.5435791015625,115000,,,,,,,,
2020-01-09,46.54999923706055,47.0,45.630001068115234,45.900001525878906,44.04460144042969,48900,,,,,,,,
2020-01-10,45.86000061035156,46.099998474121094,44.810001373291016,44.93000030517578,43.11381912231445,68900,,,,,,,,
2020-01-13,44.91999816894531,45.689998626708984,44.75,45.68000030517578,43.83350372314453,38900,,,,,,,,
2020-01-14,45.40999984741211,47.779998779296875,45.400001525878906,46.560001373291016,44.67792892456055,76600,,,,,,,,
2020-01-15,46.400001525878906,47.31999969482422,46.349998474121094,47.02000045776367,45.119346618652344,47200,,,,,,,,
2020-01-16,47.470001220703125,48.83000183105469,47.220001220703125,48.810001373291016,46.836978912353516,68200,,,,,,,,
2020-01-17,49.2599983215332,49.2599983215332,47.310001373291016,47.380001068115234,45.464786529541016,100100,,,,,,,,
2020-01-21,47.0,47.099998474121094,45.20000076293945,45.25,43.42087173461914,43100,,,,,,,,
2020-01-22,45.43000030517578,45.5099983215332,44.38999938964844,44.970001220703125,43.15218734741211,49500,,,,,,,,
2020-01-23,44.65999984741211,46.150001525878906,44.060001373291016,45.7400016784668,43.89106750488281,66800,,,,,,,,
2020-01-24,45.90999984741211,45.90999984741211,43.939998626708984,44.27000045776367,42.480499267578125,44600,,,,,,,,
