date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MINBY')","('high', 'MINBY')","('low', 'MINBY')","('close', 'MINBY')","('adj_close', 'MINBY')","('volume', 'MINBY')","('currency', '')"
2023-10-26,15.350000381469727,15.350000381469727,15.350000381469727,15.350000381469727,15.350000381469727,280,,,,,,,,
2023-10-30,15.710000038146973,15.710000038146973,15.710000038146973,15.710000038146973,15.710000038146973,110,,,,,,,,
2023-11-14,18.3799991607666,18.3799991607666,18.3799991607666,18.3799991607666,18.3799991607666,200,,,,,,,,
2023-11-15,18.40999984741211,18.40999984741211,18.40999984741211,18.40999984741211,18.40999984741211,2379,,,,,,,,
2023-11-29,18.690000534057617,18.690000534057617,18.690000534057617,18.690000534057617,18.690000534057617,747,,,,,,,,
2023-11-30,19.059999465942383,19.059999465942383,19.059999465942383,19.059999465942383,19.059999465942383,391,,,,,,,,
2023-12-14,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,404,,,,,,,,
2023-12-18,19.84000015258789,19.84000015258789,19.84000015258789,19.84000015258789,19.84000015258789,480,,,,,,,,
2023-12-19,19.950000762939453,19.950000762939453,19.940000534057617,19.940000534057617,19.940000534057617,1372,,,,,,,,
2023-12-20,20.315000534057617,20.315000534057617,20.315000534057617,20.315000534057617,20.315000534057617,579,,,,,,,,
2024-01-05,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,300,,,,,,,,
2024-01-08,19.899999618530273,19.899999618530273,19.899999618530273,19.899999618530273,19.899999618530273,294,,,,,,,,
2024-01-18,19.6200008392334,19.6200008392334,19.6200008392334,19.6200008392334,19.6200008392334,334,,,,,,,,
2024-01-19,20.149999618530273,20.149999618530273,20.149999618530273,20.149999618530273,20.149999618530273,343,,,,,,,,
2024-01-24,20.559999465942383,21.200000762939453,20.559999465942383,21.200000762939453,21.200000762939453,1568,,,,,,,,
2024-01-25,20.270000457763672,20.270000457763672,20.270000457763672,20.270000457763672,20.270000457763672,293,,,,,,,,
2024-01-30,21.6299991607666,21.6299991607666,21.6299991607666,21.6299991607666,21.6299991607666,407,,,,,,,,
2024-02-01,20.93000030517578,20.93000030517578,20.93000030517578,20.93000030517578,20.93000030517578,258,,,,,,,,
2024-02-02,20.75,20.75,20.75,20.75,20.75,246,,,,,,,,
2024-02-06,19.209999084472656,19.209999084472656,19.18000030517578,19.18000030517578,19.18000030517578,1219,,,,,,,,
2024-02-07,19.809999465942383,19.829999923706055,19.809999465942383,19.829999923706055,19.829999923706055,2766,,,,,,,,
2024-02-08,19.799999237060547,19.8799991607666,19.799999237060547,19.8799991607666,19.8799991607666,1619,,,,,,,,
2024-02-20,21.15999984741211,21.15999984741211,20.219999313354492,20.219999313354492,20.219999313354492,1048,,,,,,,,
2024-02-21,20.260000228881836,20.270000457763672,20.260000228881836,20.270000457763672,20.270000457763672,771,,,,,,,,
2024-02-23,20.760000228881836,20.760000228881836,20.760000228881836,20.760000228881836,20.760000228881836,155,,,,,,,,
2024-02-27,20.530000686645508,20.530000686645508,20.530000686645508,20.530000686645508,20.530000686645508,285,,,,,,,,
2024-03-04,21.270000457763672,21.270000457763672,21.270000457763672,21.270000457763672,21.270000457763672,455,,,,,,,,
2024-03-05,21.829999923706055,21.829999923706055,21.829999923706055,21.829999923706055,21.829999923706055,108,,,,,,,,
2024-03-07,21.1299991607666,21.139999389648438,21.1299991607666,21.139999389648438,21.139999389648438,525,,,,,,,,
2024-03-08,21.5,21.5,21.5,21.5,21.5,1022,,,,,,,,
2024-03-13,19.847700119018555,19.847700119018555,19.847700119018555,19.847700119018555,19.847700119018555,606,,,,,,,,
2024-03-14,19.75,19.75,19.75,19.75,19.75,269,,,,,,,,
2024-03-19,19.559999465942383,19.56999969482422,19.559999465942383,19.56999969482422,19.56999969482422,421,,,,,,,,
2024-03-21,20.600000381469727,20.600000381469727,20.600000381469727,20.600000381469727,20.600000381469727,336,,,,,,,,
2024-03-22,19.799999237060547,21.0,19.799999237060547,21.0,21.0,945,,,,,,,,
2024-03-26,18.209999084472656,18.209999084472656,18.200000762939453,18.200000762939453,18.200000762939453,2698,,,,,,,,
2024-04-01,19.899999618530273,19.899999618530273,19.899999618530273,19.899999618530273,19.899999618530273,3454,,,,,,,,
2024-04-04,18.950000762939453,18.950000762939453,18.80500030517578,18.80500030517578,18.80500030517578,1297,,,,,,,,
2024-04-18,18.790000915527344,18.790000915527344,18.790000915527344,18.790000915527344,18.790000915527344,117,,,,,,,,
2024-04-22,18.020000457763672,19.56999969482422,18.020000457763672,19.56999969482422,19.56999969482422,20396,,,,,,,,
2024-04-26,19.09000015258789,19.6200008392334,19.09000015258789,19.6200008392334,19.6200008392334,821,,,,,,,,
2024-04-29,19.670000076293945,19.670000076293945,19.670000076293945,19.670000076293945,19.670000076293945,478,,,,,,,,
2024-05-02,18.920000076293945,18.920000076293945,18.920000076293945,18.920000076293945,18.920000076293945,396,,,,,,,,
2024-05-03,19.1200008392334,19.1200008392334,19.1200008392334,19.1200008392334,19.1200008392334,387,,,,,,,,
2024-05-09,20.829999923706055,20.829999923706055,19.489999771118164,19.489999771118164,19.489999771118164,1003,,,,,,,,
2024-05-13,20.440000534057617,20.440000534057617,20.440000534057617,20.440000534057617,20.440000534057617,2019,,,,,,,,
2024-05-14,20.325000762939453,20.670000076293945,20.325000762939453,20.670000076293945,20.670000076293945,652,,,,,,,,
2024-05-15,20.020000457763672,20.020000457763672,20.020000457763672,20.020000457763672,20.020000457763672,109,,,,,,,,
2024-05-17,21.25,21.25,20.829999923706055,21.15999984741211,21.15999984741211,3489,,,,,,,,
2024-05-21,21.489999771118164,21.489999771118164,21.489999771118164,21.489999771118164,21.489999771118164,357,,,,,,,,
2024-05-28,20.860000610351562,20.860000610351562,20.860000610351562,20.860000610351562,20.860000610351562,880,,,,,,,,
2024-06-04,20.649999618530273,20.649999618530273,20.649999618530273,20.649999618530273,20.649999618530273,257,,,,,,,,
2024-06-11,22.0,22.0,21.604999542236328,21.604999542236328,21.604999542236328,979,,,,,,,,
2024-06-12,20.825000762939453,20.825000762939453,20.825000762939453,20.825000762939453,20.825000762939453,313,,,,,,,,
2024-06-13,19.270000457763672,19.270000457763672,19.270000457763672,19.270000457763672,19.270000457763672,105,,,,,,,,
2024-06-14,20.43000030517578,20.43000030517578,20.43000030517578,20.43000030517578,20.43000030517578,125,,,,,,,,
2024-07-02,22.25,22.25,22.049999237060547,22.049999237060547,22.049999237060547,808,,,,,,,,
2024-07-16,23.1299991607666,23.1299991607666,23.1299991607666,23.1299991607666,23.1299991607666,669,,,,,,,,
2024-07-17,23.0,23.0,23.0,23.0,23.0,102,,,,,,,,
2024-07-24,23.290000915527344,23.290000915527344,23.290000915527344,23.290000915527344,23.290000915527344,119,,,,,,,,
2024-07-26,23.360000610351562,23.360000610351562,23.360000610351562,23.360000610351562,23.360000610351562,296,,,,,,,,
2024-07-30,22.6299991607666,22.6299991607666,22.6299991607666,22.6299991607666,22.6299991607666,1086,,,,,,,,
2024-08-01,22.809999465942383,22.809999465942383,22.809999465942383,22.809999465942383,22.809999465942383,584,,,,,,,,
2024-08-02,21.44499969482422,21.44499969482422,21.0,21.0,21.0,739,,,,,,,,
2024-08-06,16.479999542236328,18.280000686645508,16.479999542236328,18.280000686645508,18.280000686645508,2427,,,,,,,,
2024-08-07,19.059999465942383,19.059999465942383,19.020000457763672,19.020000457763672,19.020000457763672,1455,,,,,,,,
2024-08-12,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,229,,,,,,,,
2024-08-13,19.979999542236328,19.979999542236328,19.979999542236328,19.979999542236328,19.979999542236328,354,,,,,,,,
2024-08-15,20.510000228881836,20.510000228881836,20.510000228881836,20.510000228881836,20.510000228881836,596,,,,,,,,
2024-08-16,20.969999313354492,20.969999313354492,20.969999313354492,20.969999313354492,20.969999313354492,404,,,,,,,,
2024-08-19,21.049999237060547,21.049999237060547,21.049999237060547,21.049999237060547,21.049999237060547,209,,,,,,,,
2024-08-22,21.5,21.5,21.5,21.5,21.5,407,,,,,,,,
2024-08-26,21.170000076293945,21.170000076293945,21.170000076293945,21.170000076293945,21.170000076293945,15255,,,,,,,,
2024-08-29,19.25,19.25,19.25,19.25,19.25,510,,,,,,,,
2024-08-30,21.09000015258789,21.09000015258789,21.09000015258789,21.09000015258789,21.09000015258789,202,,,,,,,,
2024-09-03,20.829999923706055,20.829999923706055,20.829999923706055,20.829999923706055,20.829999923706055,2032,,,,,,,,
2024-09-05,17.139999389648438,19.6299991607666,17.139999389648438,19.6299991607666,19.6299991607666,1634,,,,,,,,
2024-09-06,19.0,19.0,19.0,19.0,19.0,4443,,,,,,,,
2024-09-09,18.969999313354492,18.969999313354492,18.969999313354492,18.969999313354492,18.969999313354492,515,,,,,,,,
2024-09-10,18.969999313354492,18.969999313354492,18.969999313354492,18.969999313354492,18.969999313354492,336,,,,,,,,
2024-09-12,16.690000534057617,16.690000534057617,16.649999618530273,16.649999618530273,16.649999618530273,1598,,,,,,,,
2024-09-16,16.25,18.670000076293945,16.25,18.670000076293945,18.670000076293945,1686,,,,,,,,
2024-09-17,18.440000534057617,18.530000686645508,18.34000015258789,18.34000015258789,18.34000015258789,4576,,,,,,,,
2024-09-18,18.579999923706055,18.579999923706055,17.030000686645508,17.030000686645508,17.030000686645508,6185,,,,,,,,
2024-09-19,17.170000076293945,17.170000076293945,17.170000076293945,17.170000076293945,17.170000076293945,389,,,,,,,,
2024-09-20,19.299999237060547,19.299999237060547,18.75,18.75,18.75,360,,,,,,,,
2024-09-23,19.459999084472656,19.459999084472656,19.459999084472656,19.459999084472656,19.459999084472656,252,,,,,,,,
2024-09-24,18.165000915527344,18.165000915527344,18.165000915527344,18.165000915527344,18.165000915527344,366,,,,,,,,
2024-09-26,19.850000381469727,19.850000381469727,19.850000381469727,19.850000381469727,19.850000381469727,661,,,,,,,,
2024-09-27,20.049999237060547,20.049999237060547,20.020000457763672,20.020000457763672,20.020000457763672,1937,,,,,,,,
2024-09-30,21.045000076293945,21.045000076293945,20.049999237060547,20.049999237060547,20.049999237060547,2221,,,,,,,,
2024-10-01,20.149999618530273,20.149999618530273,20.149999618530273,20.149999618530273,20.149999618530273,381,,,,,,,,
2024-10-03,20.25,20.25,20.25,20.25,20.25,845,,,,,,,,
2024-10-09,22.239999771118164,22.239999771118164,21.706199645996094,21.706199645996094,21.706199645996094,2110,,,,,,,,
2024-10-11,19.6299991607666,19.639999389648438,19.6299991607666,19.639999389648438,19.639999389648438,3632,,,,,,,,
2024-10-14,20.15999984741211,20.15999984741211,20.15999984741211,20.15999984741211,20.15999984741211,1281,,,,,,,,
2024-10-15,19.389999389648438,19.389999389648438,19.389999389648438,19.389999389648438,19.389999389648438,2371,,,,,,,,
2024-10-16,19.239999771118164,19.239999771118164,19.239999771118164,19.239999771118164,19.239999771118164,202,,,,,,,,
2024-10-17,18.614999771118164,18.8799991607666,18.614999771118164,18.8799991607666,18.8799991607666,664,,,,,,,,
2024-10-23,18.5,18.5,17.649999618530273,17.649999618530273,17.649999618530273,1715,,,,,,,,
2024-10-25,17.979999542236328,17.979999542236328,17.899999618530273,17.899999618530273,17.899999618530273,2236,,,,,,,,
2024-10-29,17.009000778198242,17.8700008392334,17.009000778198242,17.8700008392334,17.8700008392334,722,,,,,,,,
2024-11-05,16.56999969482422,18.200000762939453,16.56999969482422,18.200000762939453,18.200000762939453,1157,,,,,,,,
2024-11-07,16.665000915527344,17.389999389648438,16.665000915527344,17.389999389648438,17.389999389648438,1306,,,,,,,,
2024-11-08,17.200000762939453,17.200000762939453,17.200000762939453,17.200000762939453,17.200000762939453,455,,,,,,,,
2024-11-12,15.34000015258789,15.34000015258789,15.34000015258789,15.34000015258789,15.34000015258789,209,,,,,,,,
2024-11-14,15.920000076293945,16.0,15.800000190734863,16.0,16.0,2255,,,,,,,,
2024-11-15,15.65999984741211,15.65999984741211,14.746600151062012,14.746600151062012,14.746600151062012,2897,,,,,,,,
2024-11-19,16.8700008392334,16.8700008392334,16.8700008392334,16.8700008392334,16.8700008392334,1099,,,,,,,,
2024-11-20,16.0,16.065000534057617,16.0,16.065000534057617,16.065000534057617,874,,,,,,,,
2024-11-21,16.06999969482422,16.06999969482422,16.06999969482422,16.06999969482422,16.06999969482422,190,,,,,,,,
2024-11-22,17.059999465942383,17.059999465942383,17.059999465942383,17.059999465942383,17.059999465942383,446,,,,,,,,
2024-11-25,17.079999923706055,17.079999923706055,15.760000228881836,16.270000457763672,16.270000457763672,658,,,,,,,,
2024-11-27,15.869999885559082,15.869999885559082,15.869999885559082,15.869999885559082,15.869999885559082,251,,,,,,,,
2024-12-02,16.59000015258789,16.59000015258789,16.59000015258789,16.59000015258789,16.59000015258789,219,,,,,,,,
2024-12-05,16.815000534057617,16.815000534057617,16.815000534057617,16.815000534057617,16.815000534057617,538,,,,,,,,
2024-12-10,14.819999694824219,16.934999465942383,14.819999694824219,16.934999465942383,16.934999465942383,706,,,,,,,,
2024-12-12,17.0,17.010000228881836,17.0,17.010000228881836,17.010000228881836,572,,,,,,,,
2024-12-16,16.59000015258789,16.59000015258789,16.5,16.5,16.5,3445,,,,,,,,
2024-12-17,14.279999732971191,16.3799991607666,14.279999732971191,16.3799991607666,16.3799991607666,4020,,,,,,,,
2024-12-18,16.450000762939453,16.450000762939453,16.450000762939453,16.450000762939453,16.450000762939453,172,,,,,,,,
2024-12-19,15.720000267028809,15.720000267028809,15.720000267028809,15.720000267028809,15.720000267028809,905,,,,,,,,
2024-12-20,15.880000114440918,15.880000114440918,15.880000114440918,15.880000114440918,15.880000114440918,189,,,,,,,,
2024-12-23,14.09000015258789,16.065000534057617,14.09000015258789,16.065000534057617,16.065000534057617,607,,,,,,,,
2024-12-27,16.1200008392334,16.1200008392334,16.1200008392334,16.1200008392334,16.1200008392334,793,,,,,,,,
2025-01-02,14.109999656677246,14.109999656677246,14.109999656677246,14.109999656677246,14.109999656677246,148,,,,,,,,
2025-01-03,16.399999618530273,16.399999618530273,16.399999618530273,16.399999618530273,16.399999618530273,238,,,,,,,,
2025-01-06,15.975000381469727,15.975000381469727,15.960000038146973,15.960000038146973,15.960000038146973,732,,,,,,,,
2025-01-10,15.390000343322754,15.579999923706055,15.390000343322754,15.579999923706055,15.579999923706055,289,,,,,,,,
2025-01-14,15.5600004196167,15.5600004196167,15.5600004196167,15.5600004196167,15.5600004196167,306,,,,,,,,
2025-01-15,15.524999618530273,15.524999618530273,15.520000457763672,15.520000457763672,15.520000457763672,741,,,,,,,,
2025-01-23,16.020000457763672,16.020000457763672,16.020000457763672,16.020000457763672,16.020000457763672,272,,,,,,,,
2025-02-06,16.1299991607666,16.1299991607666,16.1299991607666,16.1299991607666,16.1299991607666,1952,,,,,,,,
2025-02-07,18.260000228881836,18.260000228881836,15.5600004196167,15.5600004196167,15.5600004196167,1537,,,,,,,,
2025-02-10,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,725,,,,,,,,
2025-02-11,15.710000038146973,15.710000038146973,15.710000038146973,15.710000038146973,15.710000038146973,308,,,,,,,,
2025-02-13,15.680000305175781,15.680000305175781,15.680000305175781,15.680000305175781,15.680000305175781,134,,,,,,,,
2025-02-20,15.260000228881836,15.300000190734863,15.260000228881836,15.300000190734863,15.300000190734863,416,,,,,,,,
2025-02-26,15.5600004196167,15.5600004196167,15.5600004196167,15.5600004196167,15.5600004196167,366,,,,,,,,
2025-02-28,15.369999885559082,15.369999885559082,14.869999885559082,14.869999885559082,14.869999885559082,5280,,,,,,,,
2025-03-04,14.90999984741211,14.90999984741211,14.90999984741211,14.90999984741211,14.90999984741211,322,,,,,,,,
2025-03-05,16.989900588989258,17.25,15.079999923706055,15.359999656677246,15.359999656677246,54131,,,,,,,,
2025-03-10,15.430000305175781,16.34000015258789,15.430000305175781,16.34000015258789,16.34000015258789,1651,,,,,,,,
2025-03-11,15.479999542236328,16.5,13.430000305175781,16.5,16.5,57296,,,,,,,,
2025-03-12,16.5,17.25,16.5,17.25,17.25,55813,,,,,,,,
2025-03-14,15.220000267028809,15.220000267028809,13.1899995803833,13.1899995803833,13.1899995803833,8214,,,,,,,,
2025-03-18,15.529999732971191,17.030000686645508,15.399999618530273,15.5,15.5,19812,,,,,,,,
2025-03-19,15.510000228881836,15.510000228881836,15.119999885559082,15.25,15.25,10725,,,,,,,,
2025-03-20,15.274999618530273,17.049999237060547,15.270000457763672,17.049999237060547,17.049999237060547,2788,,,,,,,,
2025-03-21,15.229999542236328,15.229999542236328,15.229999542236328,15.229999542236328,15.229999542236328,2186,,,,,,,,
2025-03-24,15.300000190734863,15.5,15.020000457763672,15.260000228881836,15.260000228881836,1873,,,,,,,,
2025-03-25,15.380000114440918,15.380000114440918,15.380000114440918,15.380000114440918,15.380000114440918,155,,,,,,,,
2025-03-26,15.550000190734863,15.550000190734863,15.0,15.145999908447266,15.145999908447266,1164,,,,,,,,
2025-03-27,15.375,15.375,15.375,15.375,15.375,1054,,,,,,,,
2025-03-28,14.329999923706055,16.93000030517578,14.329999923706055,16.93000030517578,16.93000030517578,6672,,,,,,,,
2025-03-31,15.180000305175781,16.700000762939453,15.170000076293945,16.700000762939453,16.700000762939453,1382,,,,,,,,
2025-04-01,16.452499389648438,16.452499389648438,14.75,14.75,14.75,1535,,,,,,,,
2025-04-02,15.916199684143066,15.916199684143066,13.1899995803833,13.1899995803833,13.1899995803833,973,,,,,,,,
2025-04-03,14.5,15.300000190734863,14.5,15.300000190734863,15.300000190734863,663,,,,,,,,
2025-04-04,13.369999885559082,15.34000015258789,11.399999618530273,15.34000015258789,15.34000015258789,2190,,,,,,,,
2025-04-07,14.289999961853027,14.289999961853027,11.262800216674805,14.289999961853027,14.289999961853027,6336,,,,,,,,
2025-04-08,13.587499618530273,13.587499618530273,10.890000343322754,10.890000343322754,10.890000343322754,1792,,,,,,,,
2025-04-09,13.0649995803833,14.0,13.0649995803833,14.0,14.0,788,,,,,,,,
2025-04-10,13.642999649047852,13.989999771118164,12.720000267028809,13.989999771118164,13.989999771118164,3883,,,,,,,,
2025-04-11,14.270000457763672,14.75,14.270000457763672,14.75,14.75,1633,,,,,,,,
2025-04-14,14.180000305175781,14.319999694824219,14.180000305175781,14.319999694824219,14.319999694824219,714,,,,,,,,
2025-04-15,14.319999694824219,14.550000190734863,14.319999694824219,14.550000190734863,14.550000190734863,734,,,,,,,,
2025-04-16,15.489999771118164,15.489999771118164,14.149999618530273,14.210000038146973,14.210000038146973,813,,,,,,,,
2025-04-17,16.079999923706055,16.079999923706055,14.170000076293945,14.170000076293945,14.170000076293945,1097,,,,,,,,
2025-04-21,12.369999885559082,16.229999542236328,12.369999885559082,12.369999885559082,12.369999885559082,3001,,,,,,,,
2025-04-22,15.859999656677246,15.859999656677246,12.119999885559082,14.09000015258789,14.09000015258789,967,,,,,,,,
2025-04-23,14.40999984741211,14.40999984741211,13.4399995803833,13.4399995803833,13.4399995803833,380,,,,,,,,
2025-04-24,15.949000358581543,15.949000358581543,14.75,14.75,14.75,428,,,,,,,,
2025-04-25,14.53499984741211,14.65999984741211,14.53499984741211,14.65999984741211,14.65999984741211,527,,,,,,,,
2025-04-29,14.819999694824219,14.819999694824219,14.819999694824219,14.819999694824219,14.819999694824219,256,,,,,,,,
2025-04-30,12.829999923706055,14.989999771118164,12.829999923706055,14.989999771118164,14.989999771118164,1503,,,,,,,,
2025-05-02,14.779999732971191,14.779999732971191,14.779999732971191,14.779999732971191,14.779999732971191,393,,,,,,,,
2025-05-05,14.949999809265137,14.949999809265137,14.949999809265137,14.949999809265137,14.949999809265137,132,,,,,,,,
2025-05-06,14.890000343322754,14.890000343322754,14.890000343322754,14.890000343322754,14.890000343322754,637,,,,,,,,
2025-05-07,14.930000305175781,15.0,14.90999984741211,15.0,15.0,603,,,,,,,,
2025-05-08,17.25,17.25,17.25,17.25,17.25,416,,,,,,,,
2025-05-12,14.989999771118164,14.989999771118164,14.697999954223633,14.697999954223633,14.697999954223633,5515,,,,,,,,
2025-05-13,15.9399995803833,15.9399995803833,15.9399995803833,15.9399995803833,15.9399995803833,5826,,,,,,,,
2025-05-15,15.989999771118164,15.989999771118164,13.432499885559082,13.432499885559082,13.432499885559082,7280,,,,,,,,
2025-05-16,14.100000381469727,14.694999694824219,14.100000381469727,14.619999885559082,14.619999885559082,7733,,,,,,,,
2025-05-19,14.4350004196167,14.4350004196167,14.4350004196167,14.4350004196167,14.4350004196167,694,,,,,,,,
2025-05-22,15.779999732971191,15.779999732971191,13.034500122070312,13.034500122070312,13.034500122070312,616,,,,,,,,
2025-05-23,14.524999618530273,14.524999618530273,14.260000228881836,14.260000228881836,14.260000228881836,2352,,,,,,,,
2025-05-27,14.704000473022461,14.704000473022461,13.293600082397461,14.609999656677246,14.609999656677246,1247,,,,,,,,
2025-05-28,14.71150016784668,14.71150016784668,12.880000114440918,12.880000114440918,12.880000114440918,2404,,,,,,,,
2025-05-29,14.069999694824219,14.550000190734863,14.069999694824219,14.100000381469727,14.100000381469727,4414,,,,,,,,
2025-05-30,14.28849983215332,16.420000076293945,14.28849983215332,16.420000076293945,16.420000076293945,921,,,,,,,,
2025-06-02,14.5,15.5600004196167,14.09000015258789,15.5600004196167,15.5600004196167,667,,,,,,,,
2025-06-03,14.305000305175781,14.3100004196167,13.760000228881836,14.3100004196167,14.3100004196167,766,,,,,,,,
2025-06-04,14.494999885559082,14.579999923706055,14.494999885559082,14.579999923706055,14.579999923706055,325,,,,,,,,
2025-06-05,15.390000343322754,15.390000343322754,15.390000343322754,15.390000343322754,15.390000343322754,10309,,,,,,,,
2025-06-06,14.741800308227539,14.741800308227539,14.741800308227539,14.741800308227539,14.741800308227539,431,,,,,,,,
2025-06-09,12.940299987792969,14.920000076293945,12.940299987792969,14.920000076293945,14.920000076293945,767,,,,,,,,
2025-06-10,13.75,13.75,13.4399995803833,13.4399995803833,13.4399995803833,1837,,,,,,,,
2025-06-11,14.300000190734863,14.930000305175781,14.100000381469727,14.930000305175781,14.930000305175781,3387,,,,,,,,
2025-06-12,14.399999618530273,14.619999885559082,14.399999618530273,14.619999885559082,14.619999885559082,407,,,,,,,,
2025-06-13,12.880000114440918,12.880000114440918,12.880000114440918,12.880000114440918,12.880000114440918,10168,,,,,,,,
2025-06-16,14.324999809265137,14.324999809265137,13.0,13.130499839782715,13.130499839782715,5987,,,,,,,,
2025-06-17,14.09000015258789,14.09000015258789,14.09000015258789,14.09000015258789,14.09000015258789,557,,,,,,,,
2025-06-20,14.321000099182129,15.5,14.321000099182129,15.5,15.5,435,,,,,,,,
2025-06-24,14.819999694824219,15.630000114440918,12.899999618530273,12.899999618530273,12.899999618530273,6769,,,,,,,,
2025-06-25,13.454999923706055,13.699999809265137,13.4399995803833,13.699999809265137,13.699999809265137,6348,,,,,,,,
2025-06-26,12.90999984741211,14.260000228881836,12.90999984741211,14.260000228881836,14.260000228881836,560,,,,,,,,
2025-06-27,14.335000038146973,14.335000038146973,14.335000038146973,14.335000038146973,14.335000038146973,493,,,,,,,,
2025-06-30,15.260000228881836,15.260000228881836,14.329999923706055,14.329999923706055,14.329999923706055,4094,,,,,,,,
2025-07-01,15.079999923706055,15.079999923706055,14.563199996948242,14.600000381469727,14.600000381469727,922,,,,,,,,
2025-07-02,14.335000038146973,14.335000038146973,12.90999984741211,12.90999984741211,12.90999984741211,539,,,,,,,,
2025-07-03,15.760000228881836,15.800000190734863,14.899999618530273,15.800000190734863,15.800000190734863,1034,,,,,,,,
