date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'IRMD')","('high', 'IRMD')","('low', 'IRMD')","('close', 'IRMD')","('adj_close', 'IRMD')","('volume', 'IRMD')","('currency', '')"
2020-01-02,23.690000534057617,23.8799991607666,23.270000457763672,23.510000228881836,21.490598678588867,119700,,,,,,,,
2020-01-03,23.459999084472656,24.540000915527344,23.43000030517578,24.510000228881836,22.404705047607422,71600,,,,,,,,
2020-01-06,24.239999771118164,25.229999542236328,24.239999771118164,25.059999465942383,22.90745735168457,65200,,,,,,,,
2020-01-07,24.93000030517578,24.93000030517578,24.43000030517578,24.540000915527344,22.432126998901367,48900,,,,,,,,
2020-01-08,24.520000457763672,25.260000228881836,24.31999969482422,25.1200008392334,22.962308883666992,57100,,,,,,,,
2020-01-09,25.170000076293945,25.520000457763672,25.0,25.360000610351562,23.18169403076172,52300,,,,,,,,
2020-01-10,25.469999313354492,25.540000915527344,24.899999618530273,25.280000686645508,23.108564376831055,41500,,,,,,,,
2020-01-13,25.280000686645508,25.280000686645508,24.729999542236328,25.170000076293945,23.00801658630371,21700,,,,,,,,
2020-01-14,25.079999923706055,25.850000381469727,24.860000610351562,25.43000030517578,23.24567985534668,41200,,,,,,,,
2020-01-15,25.520000457763672,26.190000534057617,25.399999618530273,25.719999313354492,23.51076889038086,49600,,,,,,,,
2020-01-16,25.90999984741211,26.469999313354492,25.81999969482422,26.1299991607666,23.88555335998535,44300,,,,,,,,
2020-01-17,26.280000686645508,26.459999084472656,25.68000030517578,26.25,23.995243072509766,34200,,,,,,,,
2020-01-21,26.280000686645508,26.899999618530273,26.280000686645508,26.350000381469727,24.086658477783203,80700,,,,,,,,
2020-01-22,26.290000915527344,26.860000610351562,25.75,25.829999923706055,23.6113224029541,64000,,,,,,,,
2020-01-23,25.780000686645508,26.25,25.5,26.079999923706055,23.839847564697266,52800,,,,,,,,
2020-01-24,26.139999389648438,26.290000915527344,25.59000015258789,25.809999465942383,23.593036651611328,32700,,,,,,,,
2020-01-27,25.469999313354492,26.34000015258789,25.104000091552734,26.079999923706055,23.839847564697266,28300,,,,,,,,
2020-01-28,26.209999084472656,26.68000030517578,25.68000030517578,25.790000915527344,23.57476043701172,29200,,,,,,,,
2020-01-29,25.729999542236328,26.0,25.420000076293945,25.8700008392334,23.64788818359375,22100,,,,,,,,
2020-01-30,25.719999313354492,26.31999969482422,25.6299991607666,25.850000381469727,23.629608154296875,37900,,,,,,,,
2020-01-31,25.6200008392334,25.770000457763672,25.389999389648438,25.5,23.30966567993164,20000,,,,,,,,
2020-02-03,25.489999771118164,25.84000015258789,25.100000381469727,25.200000762939453,23.035438537597656,63000,,,,,,,,
2020-02-04,25.399999618530273,26.049999237060547,25.059999465942383,25.15999984741211,22.998872756958008,50500,,,,,,,,
2020-02-05,25.329999923706055,26.40999984741211,25.329999923706055,25.610000610351562,23.410221099853516,63300,,,,,,,,
2020-02-06,26.8700008392334,27.06999969482422,25.559999465942383,26.8799991607666,24.57113265991211,145500,,,,,,,,
2020-02-07,27.200000762939453,27.200000762939453,25.43000030517578,26.219999313354492,23.967819213867188,55700,,,,,,,,
2020-02-10,26.149999618530273,26.420000076293945,25.389999389648438,25.459999084472656,23.273103713989258,67200,,,,,,,,
2020-02-11,25.68000030517578,25.8700008392334,25.25200080871582,25.489999771118164,23.300527572631836,49400,,,,,,,,
2020-02-12,25.510000228881836,25.739999771118164,25.399999618530273,25.6299991607666,23.428499221801758,34800,,,,,,,,
2020-02-13,25.459999084472656,25.969999313354492,25.459999084472656,25.969999313354492,23.73929786682129,22600,,,,,,,,
2020-02-14,25.950000762939453,26.899999618530273,25.735000610351562,26.639999389648438,24.351747512817383,58400,,,,,,,,
2020-02-18,26.520000457763672,26.639999389648438,25.780000686645508,25.959999084472656,23.730154037475586,53500,,,,,,,,
2020-02-19,26.040000915527344,26.709999084472656,25.790000915527344,26.420000076293945,24.150646209716797,40100,,,,,,,,
2020-02-20,26.3700008392334,27.06999969482422,26.040000915527344,26.950000762939453,24.635120391845703,53900,,,,,,,,
2020-02-21,26.959999084472656,28.43000030517578,26.600000381469727,27.670000076293945,25.29327392578125,81400,,,,,,,,
2020-02-24,27.100000381469727,27.25,26.37299919128418,26.59000015258789,24.30604362487793,58800,,,,,,,,
2020-02-25,26.59000015258789,26.8439998626709,26.020000457763672,26.110000610351562,23.867271423339844,73500,,,,,,,,
2020-02-26,26.190000534057617,26.260000228881836,24.639999389648438,24.649999618530273,22.532678604125977,50700,,,,,,,,
2020-02-27,24.43000030517578,25.760000228881836,23.579999923706055,25.010000228881836,22.86175537109375,49700,,,,,,,,
2020-02-28,24.5,24.739999771118164,23.5,23.739999771118164,21.700843811035156,35300,,,,,,,,
2020-03-02,24.049999237060547,24.15999984741211,23.600000381469727,24.0,21.938512802124023,64100,,,,,,,,
2020-03-03,24.020000457763672,24.489999771118164,23.09000015258789,23.43000030517578,21.417470932006836,39700,,,,,,,,
2020-03-04,23.75,24.065000534057617,23.34000015258789,24.010000228881836,21.94765281677246,22400,,,,,,,,
2020-03-05,23.75,23.8700008392334,22.850000381469727,23.06999969482422,21.088396072387695,32200,,,,,,,,
2020-03-06,22.6299991607666,23.200000762939453,22.190000534057617,22.850000381469727,20.887292861938477,36300,,,,,,,,
2020-03-09,22.190000534057617,22.760000228881836,15.84000015258789,22.309999465942383,20.393674850463867,53700,,,,,,,,
2020-03-10,22.6299991607666,23.309999465942383,21.780000686645508,22.959999084472656,20.98784637451172,38700,,,,,,,,
2020-03-11,22.559999465942383,22.809999465942383,22.0,22.510000228881836,20.576494216918945,35600,,,,,,,,
2020-03-12,21.770000457763672,21.770000457763672,20.25,20.760000228881836,18.976810455322266,31400,,,,,,,,
2020-03-13,21.459999084472656,21.5,17.600000381469727,20.639999389648438,18.86711883544922,36600,,,,,,,,
2020-03-16,18.899999618530273,19.790000915527344,16.479999542236328,16.610000610351562,15.18327808380127,29300,,,,,,,,
2020-03-17,16.90999984741211,20.729999542236328,16.90999984741211,19.040000915527344,17.404550552368164,38600,,,,,,,,
2020-03-18,18.010000228881836,18.149999618530273,16.81399917602539,17.399999618530273,15.905423164367676,33700,,,,,,,,
2020-03-19,17.290000915527344,18.0,16.540000915527344,17.81999969482422,16.289344787597656,59400,,,,,,,,
2020-03-20,17.719999313354492,17.989999771118164,15.300000190734863,16.079999923706055,14.69880199432373,65800,,,,,,,,
2020-03-23,15.619999885559082,18.030000686645508,14.414999961853027,17.770000457763672,16.24363899230957,58200,,,,,,,,
2020-03-24,18.670000076293945,20.010000228881836,16.549999237060547,20.0,18.282094955444336,22100,,,,,,,,
2020-03-25,20.0,20.700000762939453,18.709999084472656,19.530000686645508,17.852466583251953,47800,,,,,,,,
2020-03-26,19.719999313354492,21.690000534057617,18.584999084472656,19.540000915527344,17.861604690551758,56300,,,,,,,,
2020-03-27,19.270000457763672,19.739999771118164,18.459999084472656,18.670000076293945,17.06633186340332,88000,,,,,,,,
2020-03-30,19.1560001373291,19.489999771118164,18.739999771118164,19.459999084472656,17.788476943969727,74500,,,,,,,,
2020-03-31,19.3799991607666,22.0,18.81999969482422,21.350000381469727,19.516136169433594,170400,,,,,,,,
2020-04-01,20.288999557495117,20.309999465942383,18.924999237060547,19.8799991607666,18.17239761352539,71200,,,,,,,,
2020-04-02,20.0,21.5,18.8700008392334,19.579999923706055,17.898170471191406,44600,,,,,,,,
2020-04-03,19.25,20.024999618530273,18.149999618530273,18.68000030517578,17.075475692749023,34700,,,,,,,,
2020-04-06,19.18000030517578,20.309999465942383,19.18000030517578,19.969999313354492,18.254671096801758,37900,,,,,,,,
2020-04-07,20.260000228881836,20.260000228881836,19.649999618530273,20.059999465942383,18.33694076538086,44400,,,,,,,,
2020-04-08,20.049999237060547,20.760000228881836,19.65999984741211,20.110000610351562,18.382644653320312,80700,,,,,,,,
2020-04-09,20.559999465942383,20.84000015258789,19.739999771118164,19.989999771118164,18.272953033447266,63500,,,,,,,,
2020-04-13,20.299999237060547,20.989999771118164,19.64699935913086,19.670000076293945,17.980438232421875,24400,,,,,,,,
2020-04-14,19.450000762939453,20.09000015258789,18.801000595092773,19.860000610351562,18.154117584228516,63300,,,,,,,,
2020-04-15,19.1299991607666,20.969999313354492,19.1299991607666,19.479999542236328,17.8067569732666,28400,,,,,,,,
2020-04-16,20.040000915527344,20.139999389648438,19.420000076293945,19.850000381469727,18.144975662231445,32300,,,,,,,,
2020-04-17,20.309999465942383,20.645000457763672,19.961999893188477,20.25,18.5106201171875,35000,,,,,,,,
2020-04-20,20.270000457763672,20.719999313354492,19.59000015258789,19.700000762939453,18.00786018371582,28300,,,,,,,,
