date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ERIXF')","('high', 'ERIXF')","('low', 'ERIXF')","('close', 'ERIXF')","('adj_close', 'ERIXF')","('volume', 'ERIXF')","('currency', '')"
2020-01-02,8.899999618530273,8.899999618530273,8.899999618530273,8.899999618530273,7.463006019592285,0,,,,,,,,
2020-01-03,8.899999618530273,8.899999618530273,8.899999618530273,8.899999618530273,7.463006019592285,0,,,,,,,,
2020-01-06,8.850000381469727,8.90999984741211,8.850000381469727,8.90999984741211,7.471394062042236,1700,,,,,,,,
2020-01-07,8.850000381469727,8.850000381469727,8.75,8.75,7.3372273445129395,400,,,,,,,,
2020-01-08,8.899999618530273,8.899999618530273,8.899999618530273,8.899999618530273,7.463006019592285,300500,,,,,,,,
2020-01-09,8.899999618530273,8.899999618530273,8.869999885559082,8.869999885559082,7.437851428985596,5300,,,,,,,,
2020-01-10,8.65999984741211,8.65999984741211,8.65999984741211,8.65999984741211,7.261756420135498,1000,,,,,,,,
2020-01-13,8.899999618530273,8.899999618530273,8.899999618530273,8.899999618530273,7.463006019592285,700,,,,,,,,
2020-01-14,8.75,8.75,8.75,8.75,7.3372273445129395,3900,,,,,,,,
2020-01-15,8.75,8.75,8.75,8.75,7.3372273445129395,100,,,,,,,,
2020-01-16,8.899999618530273,8.899999618530273,8.899999618530273,8.899999618530273,7.463006019592285,300,,,,,,,,
2020-01-17,8.899999618530273,8.899999618530273,8.899999618530273,8.899999618530273,7.463006019592285,7500,,,,,,,,
2020-01-21,8.899999618530273,9.0,8.829999923706055,8.829999923706055,7.404309272766113,1300,,,,,,,,
2020-01-22,8.829999923706055,8.829999923706055,8.829999923706055,8.829999923706055,7.404309272766113,0,,,,,,,,
2020-01-23,8.829999923706055,8.829999923706055,8.829999923706055,8.829999923706055,7.404309272766113,0,,,,,,,,
2020-01-24,8.399999618530273,8.399999618530273,8.289999961853027,8.289999961853027,6.951498031616211,169800,,,,,,,,
2020-01-27,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,6.959883213043213,250500,,,,,,,,
2020-01-28,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,6.959883213043213,228700,,,,,,,,
2020-01-29,8.199999809265137,8.199999809265137,8.140000343322754,8.140000343322754,6.825717449188232,2600,,,,,,,,
2020-01-30,8.050000190734863,8.050000190734863,8.0,8.0,6.7083210945129395,177200,,,,,,,,
2020-01-31,8.0,8.0,8.0,8.0,6.7083210945129395,0,,,,,,,,
2020-02-03,7.900000095367432,7.900000095367432,7.900000095367432,7.900000095367432,6.624467849731445,17600,,,,,,,,
2020-02-04,8.010000228881836,8.199999809265137,8.010000228881836,8.15999984741211,6.842487812042236,5300,,,,,,,,
2020-02-05,8.25,8.25,8.100000381469727,8.100000381469727,6.792175769805908,300900,,,,,,,,
2020-02-06,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,6.792175769805908,700,,,,,,,,
2020-02-07,8.600000381469727,8.800000190734863,8.479999542236328,8.739999771118164,7.328840255737305,101900,,,,,,,,
2020-02-10,8.75,8.75,8.600000381469727,8.699999809265137,7.295299053192139,3900,,,,,,,,
2020-02-11,9.0,9.210000038146973,9.0,9.039999961853027,7.580402851104736,5900,,,,,,,,
2020-02-12,9.050000190734863,9.25,9.050000190734863,9.050000190734863,7.5887885093688965,149100,,,,,,,,
2020-02-13,9.100000381469727,9.199999809265137,9.100000381469727,9.15999984741211,7.681027889251709,800,,,,,,,,
2020-02-14,9.199999809265137,9.199999809265137,9.039999961853027,9.100000381469727,7.630715847015381,10700,,,,,,,,
2020-02-18,8.850000381469727,9.140000343322754,8.850000381469727,9.130000114440918,7.655872821807861,2100,,,,,,,,
2020-02-19,9.130000114440918,9.130000114440918,9.130000114440918,9.130000114440918,7.655872821807861,11800,,,,,,,,
2020-02-20,9.0,9.0,9.0,9.0,7.546860694885254,500,,,,,,,,
2020-02-21,9.0,9.0,9.0,9.0,7.546860694885254,0,,,,,,,,
2020-02-24,8.5600004196167,8.5600004196167,8.5,8.5600004196167,7.177905082702637,3100,,,,,,,,
2020-02-25,8.460000038146973,8.460000038146973,8.399999618530273,8.399999618530273,7.043736934661865,1100,,,,,,,,
2020-02-26,8.5,8.550000190734863,8.40999984741211,8.550000190734863,7.169517993927002,8200,,,,,,,,
2020-02-27,8.399999618530273,8.399999618530273,8.300000190734863,8.300000190734863,6.959883213043213,1700,,,,,,,,
2020-02-28,7.820000171661377,7.909999847412109,7.769999980926514,7.769999980926514,6.5154571533203125,2100,,,,,,,,
2020-03-02,8.0,8.0,7.880000114440918,7.880000114440918,6.607696533203125,7300,,,,,,,,
2020-03-03,7.920000076293945,7.920000076293945,7.889999866485596,7.889999866485596,6.616082191467285,2900,,,,,,,,
2020-03-04,8.149999618530273,8.149999618530273,8.020000457763672,8.100000381469727,6.792175769805908,1700,,,,,,,,
2020-03-05,8.0,8.0,7.900000095367432,7.900000095367432,6.624467849731445,7100,,,,,,,,
2020-03-06,7.699999809265137,7.710000038146973,7.659999847412109,7.710000038146973,6.465144634246826,1400,,,,,,,,
2020-03-09,7.400000095367432,7.400000095367432,7.28000020980835,7.28000020980835,6.104572772979736,149700,,,,,,,,
2020-03-10,7.300000190734863,7.380000114440918,7.300000190734863,7.300000190734863,6.12134313583374,327200,,,,,,,,
2020-03-11,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,6.12134313583374,860200,,,,,,,,
2020-03-12,6.260000228881836,6.75,6.260000228881836,6.460000038146973,5.416968822479248,154600,,,,,,,,
2020-03-13,6.820000171661377,6.820000171661377,6.579999923706055,6.659999847412109,5.5846781730651855,605800,,,,,,,,
2020-03-16,6.449999809265137,6.550000190734863,6.449999809265137,6.550000190734863,5.492438793182373,236200,,,,,,,,
2020-03-17,6.730000019073486,6.849999904632568,6.730000019073486,6.849999904632568,5.7440009117126465,35300,,,,,,,,
2020-03-18,6.900000095367432,7.070000171661377,6.900000095367432,7.070000171661377,5.928479194641113,1800,,,,,,,,
2020-03-19,6.960000038146973,7.099999904632568,6.860000133514404,7.099999904632568,5.953635215759277,2200,,,,,,,,
2020-03-20,7.449999809265137,7.449999809265137,7.420000076293945,7.420000076293945,6.221968650817871,201300,,,,,,,,
2020-03-23,7.340000152587891,7.340000152587891,6.860000133514404,6.860000133514404,5.752386093139648,1000,,,,,,,,
2020-03-24,7.409999847412109,7.489999771118164,6.989999771118164,7.489999771118164,6.280666351318359,1200,,,,,,,,
2020-03-25,7.650000095367432,7.650000095367432,7.070000171661377,7.570000171661377,6.34774923324585,687100,,,,,,,,
2020-03-26,7.599999904632568,7.599999904632568,7.599999904632568,7.599999904632568,6.372905731201172,600,,,,,,,,
2020-03-27,7.639999866485596,7.639999866485596,7.639999866485596,7.639999866485596,6.40644645690918,1100,,,,,,,,
2020-03-30,7.860000133514404,7.860000133514404,7.860000133514404,7.860000133514404,6.590926170349121,500,,,,,,,,
2020-03-31,7.849999904632568,7.849999904632568,7.849999904632568,7.849999904632568,6.582540512084961,328800,,,,,,,,
2020-04-01,7.849999904632568,7.849999904632568,7.849999904632568,7.849999904632568,6.646892547607422,175000,,,,,,,,
2020-04-02,7.849999904632568,7.849999904632568,7.849999904632568,7.849999904632568,6.646892547607422,200000,,,,,,,,
2020-04-03,7.869999885559082,7.869999885559082,7.869999885559082,7.869999885559082,6.663826942443848,1000,,,,,,,,
2020-04-06,7.949999809265137,7.949999809265137,7.949999809265137,7.949999809265137,6.731565952301025,204400,,,,,,,,
2020-04-07,7.949999809265137,7.949999809265137,7.949999809265137,7.949999809265137,6.731565952301025,10400,,,,,,,,
2020-04-08,7.980000019073486,8.069999694824219,7.980000019073486,8.069999694824219,6.833173751831055,3100,,,,,,,,
2020-04-09,8.140000343322754,8.140000343322754,8.140000343322754,8.140000343322754,6.892446517944336,100,,,,,,,,
2020-04-13,8.140000343322754,8.140000343322754,8.140000343322754,8.140000343322754,6.892446517944336,0,,,,,,,,
2020-04-14,8.25,8.25,8.25,8.25,6.9855875968933105,54400,,,,,,,,
2020-04-15,8.260000228881836,8.260000228881836,8.260000228881836,8.260000228881836,6.994055271148682,1000,,,,,,,,
2020-04-16,8.350000381469727,8.350000381469727,8.180000305175781,8.1899995803833,6.934782981872559,1000,,,,,,,,
2020-04-17,8.699999809265137,8.699999809265137,8.699999809265137,8.699999809265137,7.366619110107422,300,,,,,,,,
2020-04-20,8.670000076293945,8.670000076293945,8.65999984741211,8.65999984741211,7.332748889923096,300,,,,,,,,
2020-04-21,8.399999618530273,8.399999618530273,7.960000038146973,7.960000038146973,6.740034103393555,900,,,,,,,,
2020-04-22,7.960000038146973,7.960000038146973,7.960000038146973,7.960000038146973,6.740034103393555,0,,,,,,,,
2020-04-23,8.210000038146973,8.369999885559082,8.15999984741211,8.359999656677246,7.078728199005127,626000,,,,,,,,
2020-04-24,8.359999656677246,8.359999656677246,8.359999656677246,8.359999656677246,7.078728199005127,0,,,,,,,,
2020-04-27,8.359999656677246,8.359999656677246,8.359999656677246,8.359999656677246,7.078728199005127,0,,,,,,,,
2020-04-28,8.350000381469727,8.350000381469727,8.239999771118164,8.350000381469727,7.0702619552612305,600,,,,,,,,
2020-04-29,8.350000381469727,8.350000381469727,8.350000381469727,8.350000381469727,7.0702619552612305,507700,,,,,,,,
2020-04-30,8.539999961853027,8.59000015258789,8.399999618530273,8.59000015258789,7.273479461669922,50500,,,,,,,,
2020-05-01,8.59000015258789,8.59000015258789,8.59000015258789,8.59000015258789,7.273479461669922,0,,,,,,,,
2020-05-04,8.399999618530273,8.399999618530273,8.199999809265137,8.25,6.9855875968933105,458300,,,,,,,,
2020-05-05,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,7.121065616607666,4000,,,,,,,,
2020-05-06,8.529999732971191,8.529999732971191,8.300000190734863,8.300000190734863,7.027924060821533,2000,,,,,,,,
2020-05-07,8.359999656677246,8.359999656677246,8.359999656677246,8.359999656677246,7.078728199005127,1700,,,,,,,,
2020-05-08,8.449999809265137,8.510000228881836,8.449999809265137,8.510000228881836,7.205739974975586,1800,,,,,,,,
2020-05-11,8.520000457763672,8.520000457763672,8.520000457763672,8.520000457763672,7.214207172393799,403400,,,,,,,,
2020-05-12,8.65999984741211,8.859999656677246,8.489999771118164,8.489999771118164,7.1888041496276855,501000,,,,,,,,
2020-05-13,8.359999656677246,8.359999656677246,8.359999656677246,8.359999656677246,7.078728199005127,300,,,,,,,,
2020-05-14,8.050000190734863,8.050000190734863,8.050000190734863,8.050000190734863,6.8162407875061035,2600,,,,,,,,
2020-05-15,8.399999618530273,8.399999618530273,8.300000190734863,8.300000190734863,7.027924060821533,2600,,,,,,,,
2020-05-18,8.640000343322754,8.640000343322754,8.640000343322754,8.640000343322754,7.3158159255981445,250300,,,,,,,,
2020-05-19,8.649999618530273,8.649999618530273,8.649999618530273,8.649999618530273,7.324282169342041,200,,,,,,,,
2020-05-20,8.65999984741211,8.949999809265137,8.65999984741211,8.680000305175781,7.349684715270996,350900,,,,,,,,
2020-05-21,8.680000305175781,8.680000305175781,8.680000305175781,8.680000305175781,7.349684715270996,25000,,,,,,,,
2020-05-22,8.600000381469727,8.899999618530273,8.600000381469727,8.760000228881836,7.417424201965332,21100,,,,,,,,
2020-05-26,8.899999618530273,8.899999618530273,8.899999618530273,8.899999618530273,7.535966396331787,200,,,,,,,,
2020-05-27,8.899999618530273,8.899999618530273,8.899999618530273,8.899999618530273,7.535966396331787,100000,,,,,,,,
2020-05-28,8.899999618530273,9.180000305175781,8.899999618530273,9.180000305175781,7.773054599761963,5100,,,,,,,,
