date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PBI-PB')","('high', 'PBI-PB')","('low', 'PBI-PB')","('close', 'PBI-PB')","('adj_close', 'PBI-PB')","('volume', 'PBI-PB')","('currency', '')"
2025-12-30,21.579999923706055,21.799999237060547,21.405000686645508,21.690000534057617,21.690000534057617,67764,,,,,,,,
,PBI-PB,PBI-PB,PBI-PB,PBI-PB,PBI-PB,PBI-PB,,,,,,,,
