date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GL')","('high', 'GL')","('low', 'GL')","('close', 'GL')","('adj_close', 'GL')","('volume', 'GL')","('currency', '')"
2020-01-02,105.33000183105469,105.86000061035156,104.33999633789062,105.55999755859375,100.43605041503906,837100,,,,,,,,
2020-01-03,104.63999938964844,104.63999938964844,103.7300033569336,104.30000305175781,99.23719787597656,392700,,,,,,,,
2020-01-06,103.48999786376953,103.87000274658203,103.08000183105469,103.75,98.71389770507812,571100,,,,,,,,
2020-01-07,103.37000274658203,104.0199966430664,103.02999877929688,103.6500015258789,98.61876678466797,311400,,,,,,,,
2020-01-08,103.81999969482422,104.69000244140625,103.12999725341797,103.5999984741211,98.57117462158203,367600,,,,,,,,
2020-01-09,104.4000015258789,104.66000366210938,103.9000015258789,104.6500015258789,99.5702133178711,311200,,,,,,,,
2020-01-10,104.61000061035156,105.01000213623047,103.98999786376953,104.25,99.18965148925781,270400,,,,,,,,
2020-01-13,104.20999908447266,104.5,103.87999725341797,104.08999633789062,99.03738403320312,772200,,,,,,,,
2020-01-14,104.01000213623047,104.23999786376953,103.6500015258789,103.93000030517578,98.88516235351562,396600,,,,,,,,
2020-01-15,103.51000213623047,103.98999786376953,103.33999633789062,103.72000122070312,98.68536376953125,440300,,,,,,,,
2020-01-16,104.19999694824219,104.54000091552734,103.73999786376953,104.44999694824219,99.37992095947266,577500,,,,,,,,
2020-01-17,104.81999969482422,105.36000061035156,104.05999755859375,104.44999694824219,99.37992095947266,613800,,,,,,,,
2020-01-21,103.94000244140625,104.68000030517578,103.61000061035156,103.8499984741211,98.80905151367188,381600,,,,,,,,
2020-01-22,104.23999786376953,104.80000305175781,103.56999969482422,103.66000366210938,98.62826538085938,433600,,,,,,,,
2020-01-23,103.0199966430664,105.0,102.79000091552734,104.7699966430664,99.68437957763672,386200,,,,,,,,
2020-01-24,104.88999938964844,105.5,103.93000030517578,104.79000091552734,99.70342254638672,300000,,,,,,,,
2020-01-27,102.81999969482422,103.79000091552734,102.66000366210938,103.23999786376953,98.2286605834961,366200,,,,,,,,
2020-01-28,103.80000305175781,105.6500015258789,103.36000061035156,104.98999786376953,99.89373016357422,474800,,,,,,,,
2020-01-29,105.23999786376953,106.25,105.23999786376953,105.95999908447266,100.81661224365234,299900,,,,,,,,
2020-01-30,105.19999694824219,107.37000274658203,105.19999694824219,107.29000091552734,102.08207702636719,329500,,,,,,,,
2020-01-31,106.37000274658203,106.69999694824219,103.86000061035156,104.26000213623047,99.19915771484375,506700,,,,,,,,
2020-02-03,105.20999908447266,106.0999984741211,105.06999969482422,105.41000366210938,100.29332733154297,436400,,,,,,,,
2020-02-04,106.54000091552734,107.66999816894531,106.54000091552734,107.12999725341797,101.9298324584961,454400,,,,,,,,
2020-02-05,105.58999633789062,108.6500015258789,104.61000061035156,108.4000015258789,103.13821411132812,652300,,,,,,,,
2020-02-06,108.9800033569336,109.0999984741211,107.4800033569336,108.08000183105469,102.83373260498047,370300,,,,,,,,
2020-02-07,107.91999816894531,109.0,107.76000213623047,108.58000183105469,103.3094482421875,383000,,,,,,,,
2020-02-10,108.04000091552734,108.94999694824219,107.88999938964844,108.79000091552734,103.50926208496094,241500,,,,,,,,
2020-02-11,109.0,109.83000183105469,108.91999816894531,109.44000244140625,104.12770080566406,424300,,,,,,,,
2020-02-12,109.79000091552734,110.4000015258789,109.27999877929688,109.38999938964844,104.08011627197266,236900,,,,,,,,
2020-02-13,109.1500015258789,110.66999816894531,108.9800033569336,110.58999633789062,105.22188568115234,334400,,,,,,,,
2020-02-14,110.62000274658203,111.0,110.11000061035156,110.94999694824219,105.56439971923828,288500,,,,,,,,
2020-02-18,110.58999633789062,111.06999969482422,109.70999908447266,110.33000183105469,104.97450256347656,298700,,,,,,,,
2020-02-19,110.80999755859375,111.08000183105469,110.23999786376953,110.56999969482422,105.20285034179688,215000,,,,,,,,
