date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ENTG')","('high', 'ENTG')","('low', 'ENTG')","('close', 'ENTG')","('adj_close', 'ENTG')","('volume', 'ENTG')","('currency', '')"
2020-01-02,50.47999954223633,51.02000045776367,49.900001525878906,50.970001220703125,49.75075912475586,1282300,,,,,,,,
2020-01-03,50.16999816894531,51.04999923706055,50.0,50.56999969482422,49.36033248901367,551300,,,,,,,,
2020-01-06,49.869998931884766,49.970001220703125,49.310001373291016,49.88999938964844,48.69658660888672,840500,,,,,,,,
2020-01-07,50.040000915527344,51.58000183105469,49.959999084472656,51.43000030517578,50.19976043701172,876100,,,,,,,,
2020-01-08,51.4900016784668,51.90999984741211,51.06999969482422,51.5,50.2680778503418,875900,,,,,,,,
2020-01-09,52.08000183105469,52.34000015258789,51.650001525878906,52.189998626708984,50.94157791137695,569800,,,,,,,,
2020-01-10,52.52000045776367,52.86000061035156,51.9900016784668,52.11000061035156,50.86348342895508,1107600,,,,,,,,
2020-01-13,52.5,53.40999984741211,52.279998779296875,53.38999938964844,52.112876892089844,803100,,,,,,,,
2020-01-14,53.41999816894531,54.25,53.369998931884766,53.630001068115234,52.34712600708008,869200,,,,,,,,
2020-01-15,53.689998626708984,54.11000061035156,53.15999984741211,53.47999954223633,52.20072937011719,776300,,,,,,,,
2020-01-16,53.880001068115234,55.04999923706055,53.459999084472656,55.029998779296875,53.71364212036133,1219100,,,,,,,,
2020-01-17,55.38999938964844,56.33000183105469,55.04999923706055,56.22999954223633,54.88493347167969,1514300,,,,,,,,
2020-01-21,56.209999084472656,57.7400016784668,56.02000045776367,57.5,56.12456130981445,1983000,,,,,,,,
2020-01-22,57.9900016784668,58.349998474121094,57.060001373291016,57.31999969482422,55.94886779785156,1674400,,,,,,,,
2020-01-23,57.29999923706055,57.66999816894531,56.900001525878906,57.4900016784668,56.11479949951172,1423400,,,,,,,,
2020-01-24,57.9900016784668,58.18000030517578,55.619998931884766,55.93000030517578,54.59211349487305,990800,,,,,,,,
2020-01-27,54.599998474121094,54.68000030517578,53.61000061035156,53.68000030517578,52.39593505859375,1250000,,,,,,,,
2020-01-28,54.09000015258789,54.56999969482422,53.25,54.380001068115234,53.158416748046875,1144200,,,,,,,,
2020-01-29,54.59000015258789,54.65999984741211,53.310001373291016,53.31999969482422,52.12222671508789,545100,,,,,,,,
2020-01-30,52.959999084472656,53.70000076293945,52.560001373291016,53.33000183105469,52.13199996948242,590700,,,,,,,,
2020-01-31,52.90999984741211,53.04999923706055,51.68000030517578,51.7599983215332,50.59726333618164,803500,,,,,,,,
2020-02-03,51.790000915527344,52.7400016784668,51.630001068115234,52.400001525878906,51.22289276123047,962300,,,,,,,,
2020-02-04,52.689998626708984,57.220001220703125,52.4900016784668,55.720001220703125,54.46831512451172,1880700,,,,,,,,
2020-02-05,56.25,56.97999954223633,55.65999984741211,56.720001220703125,55.44584274291992,1124800,,,,,,,,
2020-02-06,56.9900016784668,57.209999084472656,56.22999954223633,56.380001068115234,55.113487243652344,678200,,,,,,,,
2020-02-07,55.83000183105469,56.810001373291016,55.279998779296875,55.540000915527344,54.2923583984375,640100,,,,,,,,
2020-02-10,55.25,56.40999984741211,55.029998779296875,56.36000061035156,55.093936920166016,591000,,,,,,,,
2020-02-11,56.619998931884766,57.86000061035156,56.470001220703125,57.36000061035156,56.071475982666016,440800,,,,,,,,
2020-02-12,57.869998931884766,58.4900016784668,57.33000183105469,58.470001220703125,57.156532287597656,544500,,,,,,,,
2020-02-13,58.11000061035156,59.04999923706055,57.79999923706055,58.38999938964844,57.078330993652344,549900,,,,,,,,
2020-02-14,58.43000030517578,58.77000045776367,57.849998474121094,58.15999984741211,56.853492736816406,354800,,,,,,,,
2020-02-18,57.5,57.5099983215332,56.31999969482422,56.400001525878906,55.1330451965332,853800,,,,,,,,
2020-02-19,56.689998626708984,58.04999923706055,56.5,57.959999084472656,56.657997131347656,1081900,,,,,,,,
2020-02-20,57.91999816894531,58.060001373291016,56.619998931884766,58.0,56.69709777832031,1024000,,,,,,,,
2020-02-21,57.650001525878906,57.849998474121094,56.75,56.97999954223633,55.700008392333984,723700,,,,,,,,
2020-02-24,54.310001373291016,55.79999923706055,54.02000045776367,55.18000030517578,53.9404411315918,1255900,,,,,,,,
2020-02-25,55.9900016784668,55.9900016784668,52.97999954223633,53.0,51.80941390991211,1407200,,,,,,,,
2020-02-26,53.33000183105469,53.95000076293945,52.79999923706055,52.959999084472656,51.77030944824219,1075000,,,,,,,,
2020-02-27,51.43000030517578,52.68000030517578,50.5099983215332,51.310001373291016,50.15737533569336,1443300,,,,,,,,
2020-02-28,50.040000915527344,53.459999084472656,49.43000030517578,53.31999969482422,52.12222671508789,1508100,,,,,,,,
2020-03-02,54.060001373291016,55.40999984741211,53.119998931884766,55.15999984741211,53.92089080810547,1609800,,,,,,,,
2020-03-03,55.290000915527344,55.95000076293945,53.189998626708984,53.5,52.298179626464844,988000,,,,,,,,
2020-03-04,54.599998474121094,55.959999084472656,53.869998931884766,55.959999084472656,54.702919006347656,759200,,,,,,,,
2020-03-05,54.75,56.040000915527344,53.97999954223633,54.33000183105469,53.10953903198242,779400,,,,,,,,
2020-03-06,52.849998474121094,53.20000076293945,51.4900016784668,52.599998474121094,51.41839599609375,869400,,,,,,,,
2020-03-09,49.0,50.45000076293945,46.34000015258789,48.529998779296875,47.43982696533203,1398700,,,,,,,,
2020-03-10,50.290000915527344,51.75,48.45000076293945,51.709999084472656,50.54838180541992,1568000,,,,,,,,
2020-03-11,50.15999984741211,50.68000030517578,46.970001220703125,47.4900016784668,46.423194885253906,1209700,,,,,,,,
2020-03-12,44.38999938964844,45.310001373291016,42.36000061035156,42.36000061035156,41.4084358215332,1717600,,,,,,,,
2020-03-13,44.880001068115234,47.369998931884766,42.70000076293945,47.369998931884766,46.30588912963867,1414000,,,,,,,,
2020-03-16,45.400001525878906,45.56999969482422,41.689998626708984,41.689998626708984,40.75347137451172,1389500,,,,,,,,
2020-03-17,42.689998626708984,45.06999969482422,39.06999969482422,44.5,43.500362396240234,1922800,,,,,,,,
2020-03-18,42.0,43.060001373291016,39.09000015258789,41.529998779296875,40.59706115722656,1566800,,,,,,,,
2020-03-19,41.58000183105469,44.20000076293945,40.560001373291016,40.709999084472656,39.79549789428711,1291800,,,,,,,,
2020-03-20,41.47999954223633,43.209999084472656,38.72999954223633,39.029998779296875,38.153236389160156,1657400,,,,,,,,
2020-03-23,39.4900016784668,40.88999938964844,38.119998931884766,40.0,39.10144805908203,1594300,,,,,,,,
2020-03-24,42.18000030517578,44.040000915527344,41.189998626708984,43.939998626708984,42.95294189453125,1405600,,,,,,,,
2020-03-25,44.209999084472656,46.13999938964844,42.56999969482422,44.040000915527344,43.05068588256836,1120400,,,,,,,,
2020-03-26,45.33000183105469,48.310001373291016,44.04999923706055,48.279998779296875,47.19545364379883,819800,,,,,,,,
2020-03-27,46.2400016784668,47.16999816894531,44.560001373291016,44.7599983215332,43.75452423095703,1190300,,,,,,,,
2020-03-30,45.08000183105469,47.84000015258789,45.0,47.540000915527344,46.47207260131836,1080200,,,,,,,,
2020-03-31,47.279998779296875,47.720001220703125,44.150001525878906,44.77000045776367,43.76428985595703,910500,,,,,,,,
2020-04-01,42.810001373291016,43.709999084472656,40.93000030517578,41.40999984741211,40.479774475097656,1046900,,,,,,,,
2020-04-02,40.970001220703125,42.310001373291016,40.540000915527344,42.029998779296875,41.08583450317383,813400,,,,,,,,
2020-04-03,41.93000030517578,42.84000015258789,41.2400016784668,42.11000061035156,41.16404724121094,893600,,,,,,,,
2020-04-06,44.20000076293945,48.70000076293945,43.5,48.5,47.410499572753906,1074200,,,,,,,,
2020-04-07,50.45000076293945,50.790000915527344,47.439998626708984,47.59000015258789,46.52095031738281,1140900,,,,,,,,
2020-04-08,48.709999084472656,49.560001373291016,47.22999954223633,48.93000030517578,47.830848693847656,797200,,,,,,,,
2020-04-09,50.02000045776367,50.650001525878906,49.15999984741211,49.72999954223633,48.61286544799805,1242200,,,,,,,,
2020-04-13,49.5,49.91999816894531,48.41999816894531,49.75,48.632423400878906,525500,,,,,,,,
2020-04-14,50.75,51.970001220703125,50.58000183105469,51.7400016784668,50.57771682739258,693200,,,,,,,,
2020-04-15,49.81999969482422,50.25,48.290000915527344,49.02000045776367,47.91881561279297,735500,,,,,,,,
2020-04-16,49.560001373291016,51.52000045776367,49.40999984741211,51.27000045776367,50.118282318115234,834800,,,,,,,,
2020-04-17,52.400001525878906,53.2599983215332,51.470001220703125,52.97999954223633,51.78986358642578,765900,,,,,,,,
2020-04-20,52.040000915527344,53.06999969482422,51.58000183105469,51.68000030517578,50.51905822753906,1013000,,,,,,,,
2020-04-21,50.43000030517578,51.4900016784668,46.93000030517578,47.2599983215332,46.1983528137207,1341900,,,,,,,,
2020-04-22,49.349998474121094,51.130001068115234,48.11000061035156,51.04999923706055,49.90320587158203,1002900,,,,,,,,
2020-04-23,51.0099983215332,51.540000915527344,50.08000183105469,50.459999084472656,49.32646942138672,1168900,,,,,,,,
2020-04-24,51.0,51.5,49.18000030517578,51.209999084472656,50.05963134765625,736200,,,,,,,,
2020-04-27,51.45000076293945,52.4900016784668,51.45000076293945,52.15999984741211,50.988277435302734,708300,,,,,,,,
2020-04-28,53.25,54.09000015258789,52.72999954223633,53.02000045776367,51.9085693359375,648900,,,,,,,,
2020-04-29,54.209999084472656,56.93000030517578,53.88999938964844,56.47999954223633,55.29604721069336,1163400,,,,,,,,
2020-04-30,55.84000015258789,56.31999969482422,54.0099983215332,54.22999954223633,53.09321975708008,871100,,,,,,,,
2020-05-01,53.040000915527344,53.040000915527344,50.900001525878906,51.70000076293945,50.616249084472656,917400,,,,,,,,
2020-05-04,50.83000183105469,52.439998626708984,50.599998474121094,52.36000061035156,51.262413024902344,720500,,,,,,,,
2020-05-05,52.709999084472656,53.97999954223633,51.52000045776367,51.93000030517578,50.8414192199707,750500,,,,,,,,
2020-05-06,52.47999954223633,53.9900016784668,51.9900016784668,52.15999984741211,51.06660461425781,537300,,,,,,,,
