date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'KOSCF')","('high', 'KOSCF')","('low', 'KOSCF')","('close', 'KOSCF')","('adj_close', 'KOSCF')","('volume', 'KOSCF')","('currency', '')"
2020-03-16,126.44999694824219,126.44999694824219,126.44999694824219,126.44999694824219,3.537664088071324e-05,0,,,,,,,,
2020-03-17,126.44999694824219,126.44999694824219,126.44999694824219,126.44999694824219,3.537664088071324e-05,0,,,,,,,,
2020-03-18,105.0,105.0,105.0,105.0,2.9375612939475104e-05,25,,,,,,,,
2020-03-19,105.0,105.0,105.0,105.0,2.9375612939475104e-05,0,,,,,,,,
2020-03-20,105.0,105.0,105.0,105.0,2.9375612939475104e-05,0,,,,,,,,
2020-03-23,105.0,105.0,105.0,105.0,2.9375612939475104e-05,0,,,,,,,,
2020-03-24,105.0,105.0,105.0,105.0,2.9375612939475104e-05,0,,,,,,,,
2020-03-25,105.0,105.0,105.0,105.0,2.9375612939475104e-05,0,,,,,,,,
2020-03-26,105.0,105.0,105.0,105.0,2.9375612939475104e-05,0,,,,,,,,
2020-03-27,105.0,105.0,105.0,105.0,2.9375612939475104e-05,0,,,,,,,,
2020-03-30,126.0,126.0,126.0,126.0,0.0003701327950693667,51,,,,,,,,
2020-03-31,130.0,130.0,130.0,130.0,0.00038188305916264653,1,,,,,,,,
2020-04-01,130.0,130.0,130.0,130.0,0.00038188305916264653,0,,,,,,,,
2020-04-02,130.0,130.0,130.0,130.0,0.00038188305916264653,0,,,,,,,,
2020-04-03,130.0,130.0,130.0,130.0,0.00038188305916264653,0,,,,,,,,
2020-04-06,130.0,130.0,130.0,130.0,0.00038188305916264653,0,,,,,,,,
2020-04-07,130.0,130.0,130.0,130.0,0.00038188305916264653,0,,,,,,,,
2020-04-08,130.0,130.0,130.0,130.0,0.00038188305916264653,0,,,,,,,,
2020-04-09,125.25,125.25,125.0,125.0,0.00036719522904604673,310,,,,,,,,
2020-04-13,125.0,125.0,125.0,125.0,0.00036719522904604673,0,,,,,,,,
2020-04-14,125.0,125.0,125.0,125.0,0.00036719522904604673,0,,,,,,,,
2020-04-15,125.0,125.0,125.0,125.0,0.00036719522904604673,0,,,,,,,,
2020-04-16,125.0,125.0,125.0,125.0,0.00036719522904604673,12,,,,,,,,
2020-04-17,125.0,125.0,125.0,125.0,0.00036719522904604673,0,,,,,,,,
2020-04-20,125.0,125.0,125.0,125.0,0.00036719522904604673,0,,,,,,,,
2020-04-21,125.0,125.0,125.0,125.0,0.00036719522904604673,0,,,,,,,,
2020-04-22,125.0,125.0,125.0,125.0,0.00036719522904604673,0,,,,,,,,
2020-04-23,128.0,128.0,128.0,128.0,0.00037600783980451524,13,,,,,,,,
2020-04-24,128.0,128.0,128.0,128.0,0.00037600783980451524,0,,,,,,,,
2020-04-27,128.0,128.0,128.0,128.0,0.00037600783980451524,0,,,,,,,,
2020-04-28,128.0,128.0,128.0,128.0,0.00037600783980451524,0,,,,,,,,
2020-04-29,128.0,128.0,128.0,128.0,0.00037600783980451524,0,,,,,,,,
2020-04-30,128.0,128.0,128.0,128.0,0.00037600783980451524,0,,,,,,,,
2020-05-01,128.0,128.0,128.0,128.0,0.00037600783980451524,0,,,,,,,,
2020-05-04,128.0,128.0,128.0,128.0,0.00037600783980451524,0,,,,,,,,
2020-05-05,128.0,128.0,128.0,128.0,0.00037600783980451524,0,,,,,,,,
2020-05-06,117.0,117.0,117.0,117.0,0.0003436947299633175,21,,,,,,,,
2020-05-07,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-05-08,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-05-11,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-05-12,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-05-13,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-05-14,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-05-15,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-05-18,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-05-19,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-05-20,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-05-21,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-05-22,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-05-26,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-05-27,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-05-28,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-05-29,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-06-01,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-06-02,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-06-03,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-06-04,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-06-05,117.0,117.0,117.0,117.0,0.0003436947299633175,0,,,,,,,,
2020-06-08,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,7,,,,,,,,
2020-06-09,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-06-10,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-06-11,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-06-12,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-06-15,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-06-16,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-06-17,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-06-18,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-06-19,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-06-22,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-06-23,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-06-24,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-06-25,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-06-26,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-06-29,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-06-30,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-07-01,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-07-02,134.22000122070312,134.22000122070312,134.22000122070312,134.22000122070312,0.0003942796029150486,0,,,,,,,,
2020-07-06,120.0,120.0,120.0,120.0,0.0003525074280332774,100,,,,,,,,
2020-07-07,120.0,120.0,120.0,120.0,0.0003525074280332774,0,,,,,,,,
2020-07-08,120.0,120.0,120.0,120.0,0.0003525074280332774,0,,,,,,,,
2020-07-09,120.0,120.0,120.0,120.0,0.0003525074280332774,0,,,,,,,,
2020-07-10,120.0,120.0,120.0,120.0,0.0003525074280332774,0,,,,,,,,
2020-07-13,120.0,120.0,120.0,120.0,0.0003525074280332774,0,,,,,,,,
2020-07-14,120.0,120.0,120.0,120.0,0.0003525074280332774,0,,,,,,,,
2020-07-15,120.0,120.0,120.0,120.0,0.0003525074280332774,0,,,,,,,,
2020-07-16,120.0,120.0,120.0,120.0,0.0003525074280332774,0,,,,,,,,
2020-07-17,112.75,112.75,112.75,112.75,0.00033121011801995337,16,,,,,,,,
2020-07-20,112.75,112.75,112.75,112.75,0.00033121011801995337,0,,,,,,,,
2020-07-21,112.75,112.75,112.75,112.75,0.00033121011801995337,0,,,,,,,,
2020-07-22,112.75,112.75,112.75,112.75,0.00033121011801995337,0,,,,,,,,
2020-07-23,112.75,112.75,112.75,112.75,0.00033121011801995337,0,,,,,,,,
2020-07-24,112.75,112.75,112.75,112.75,0.00033121011801995337,0,,,,,,,,
2020-07-27,112.75,112.75,112.75,112.75,0.00033121011801995337,0,,,,,,,,
2020-07-28,112.75,112.75,112.75,112.75,0.00033121011801995337,0,,,,,,,,
2020-07-29,112.75,112.75,112.75,112.75,0.00033121011801995337,0,,,,,,,,
2020-07-30,106.5,106.5,106.5,106.5,0.00031285034492611885,1,,,,,,,,
2020-07-31,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-03,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-04,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-05,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-06,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-07,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-10,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-11,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-12,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-13,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-14,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-17,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-18,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-19,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-20,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-21,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-24,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-25,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-26,106.5,106.5,106.5,106.5,0.00031285034492611885,0,,,,,,,,
2020-08-27,107.0,107.0,107.0,107.0,0.00031431912793777883,5,,,,,,,,
2020-08-28,107.0,107.0,107.0,107.0,0.00031431912793777883,0,,,,,,,,
2020-08-31,107.0,107.0,107.0,107.0,0.00031431912793777883,0,,,,,,,,
2020-09-01,107.0,107.0,107.0,107.0,0.00031431912793777883,0,,,,,,,,
2020-09-02,107.0,107.0,107.0,107.0,0.00031431912793777883,0,,,,,,,,
2020-09-03,107.0,107.0,107.0,107.0,0.00031431912793777883,0,,,,,,,,
2020-09-04,107.0,107.0,107.0,107.0,0.00031431912793777883,0,,,,,,,,
2020-09-08,107.0,107.0,107.0,107.0,0.00031431912793777883,0,,,,,,,,
2020-09-09,107.0,107.0,107.0,107.0,0.00031431912793777883,0,,,,,,,,
2020-09-10,107.0,107.0,107.0,107.0,0.00031431912793777883,0,,,,,,,,
2020-09-11,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0003542699560057372,1,,,,,,,,
2020-09-14,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0003542699560057372,0,,,,,,,,
2020-09-15,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0003542699560057372,0,,,,,,,,
2020-09-16,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0003542699560057372,0,,,,,,,,
2020-09-17,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0003542699560057372,0,,,,,,,,
2020-09-18,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0003542699560057372,0,,,,,,,,
2020-09-21,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0003542699560057372,0,,,,,,,,
2020-09-22,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0003542699560057372,0,,,,,,,,
2020-09-23,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0003542699560057372,0,,,,,,,,
2020-09-24,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0003542699560057372,0,,,,,,,,
2020-09-25,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0003542699560057372,0,,,,,,,,
2020-09-28,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0003542699560057372,0,,,,,,,,
2020-09-29,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0007050323183648288,0,,,,,,,,
2020-09-30,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0007050323183648288,0,,,,,,,,
2020-10-01,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0007050323183648288,0,,,,,,,,
2020-10-02,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0007050323183648288,0,,,,,,,,
2020-10-05,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0007050323183648288,0,,,,,,,,
2020-10-06,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0007050323183648288,0,,,,,,,,
2020-10-07,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0007050323183648288,0,,,,,,,,
2020-10-08,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0.0007050323183648288,0,,,,,,,,
2020-10-09,131.6300048828125,131.6300048828125,131.6300048828125,131.6300048828125,0.0007695141830481589,18,,,,,,,,
2020-10-12,131.6300048828125,131.6300048828125,131.6300048828125,131.6300048828125,0.0007695141830481589,0,,,,,,,,
2020-10-13,131.6300048828125,131.6300048828125,131.6300048828125,131.6300048828125,0.0007695141830481589,0,,,,,,,,
2020-10-14,131.6300048828125,131.6300048828125,131.6300048828125,131.6300048828125,0.0007695141830481589,0,,,,,,,,
2020-10-15,131.6300048828125,131.6300048828125,131.6300048828125,131.6300048828125,0.0007695141830481589,0,,,,,,,,
2020-10-16,131.6300048828125,131.6300048828125,131.6300048828125,131.6300048828125,0.0007695141830481589,0,,,,,,,,
2020-10-19,131.6300048828125,131.6300048828125,131.6300048828125,131.6300048828125,0.0007695141830481589,0,,,,,,,,
2020-10-20,131.6300048828125,131.6300048828125,131.6300048828125,131.6300048828125,0.0007695141830481589,0,,,,,,,,
2020-10-21,131.6300048828125,131.6300048828125,131.6300048828125,131.6300048828125,0.0007695141830481589,0,,,,,,,,
2020-10-22,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,5,,,,,,,,
2020-10-23,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-10-26,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-10-27,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-10-28,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-10-29,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-10-30,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-11-02,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-11-03,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-11-04,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-11-05,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-11-06,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-11-09,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-11-10,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-11-11,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-11-12,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-11-13,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-11-16,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-11-17,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-11-18,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-11-19,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-11-20,142.27999877929688,142.27999877929688,142.27999877929688,142.27999877929688,0.0008317744941450655,0,,,,,,,,
2020-11-23,146.0,146.0,146.0,146.0,0.0008535216911695898,100,,,,,,,,
2020-11-24,146.0,146.0,146.0,146.0,0.0008535216911695898,0,,,,,,,,
2020-11-25,146.0,146.0,146.0,146.0,0.0008535216911695898,0,,,,,,,,
2020-11-27,146.0,146.0,146.0,146.0,0.0008535216911695898,0,,,,,,,,
2020-11-30,155.99000549316406,155.99000549316406,155.99000549316406,155.99000549316406,0.0009119237656705081,32,,,,,,,,
2020-12-01,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,14,,,,,,,,
2020-12-02,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-03,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-04,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-07,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-08,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-09,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-10,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-11,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-14,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-15,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-16,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-17,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-18,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-21,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-22,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-23,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-24,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-28,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-29,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-30,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2020-12-31,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-04,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-05,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-06,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-07,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-08,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-11,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-12,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-13,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-14,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-15,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-19,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-20,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-21,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-22,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-25,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-26,151.6999969482422,151.6999969482422,151.6999969482422,151.6999969482422,0.000886844121851027,0,,,,,,,,
2021-01-27,155.0,155.0,155.0,155.0,0.0009061360033228993,10,,,,,,,,
2021-01-28,155.0,155.0,155.0,155.0,0.0009061360033228993,0,,,,,,,,
2021-01-29,155.0,155.0,155.0,155.0,0.0009061360033228993,0,,,,,,,,
2021-02-01,155.0,155.0,155.0,155.0,0.0009061360033228993,0,,,,,,,,
