date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'HXL')","('high', 'HXL')","('low', 'HXL')","('close', 'HXL')","('adj_close', 'HXL')","('volume', 'HXL')","('currency', '')"
2020-01-02,73.7300033569336,75.38999938964844,73.72000122070312,75.3499984741211,72.59906768798828,612000,,,,,,,,
2020-01-03,74.80999755859375,75.93000030517578,74.77999877929688,75.76000213623047,72.99407958984375,714500,,,,,,,,
2020-01-06,75.47000122070312,75.87999725341797,74.68000030517578,75.36000061035156,72.60868072509766,739000,,,,,,,,
2020-01-07,74.87000274658203,74.91000366210938,73.66000366210938,74.68000030517578,71.9535140991211,957700,,,,,,,,
2020-01-08,74.44000244140625,74.93000030517578,73.83000183105469,73.97000122070312,71.26945495605469,673200,,,,,,,,
2020-01-09,73.77999877929688,74.44999694824219,73.13999938964844,74.30000305175781,71.58738708496094,767800,,,,,,,,
2020-01-10,74.01000213623047,74.66999816894531,72.86000061035156,72.91000366210938,70.24813842773438,456800,,,,,,,,
2020-01-13,78.68000030517578,80.48999786376953,78.05000305175781,79.88999938964844,76.97332000732422,5953000,,,,,,,,
2020-01-14,79.70999908447266,80.0,77.5199966430664,78.1500015258789,75.29682922363281,4113100,,,,,,,,
2020-01-15,78.23999786376953,78.3499984741211,76.48999786376953,76.86000061035156,74.05391693115234,1686500,,,,,,,,
2020-01-16,77.08999633789062,78.29000091552734,76.94000244140625,78.18000030517578,75.32574462890625,1297400,,,,,,,,
2020-01-17,77.86000061035156,78.20999908447266,77.30000305175781,77.75,74.91142272949219,1046600,,,,,,,,
2020-01-21,77.55000305175781,78.2300033569336,75.93000030517578,76.93000030517578,74.12137603759766,1446100,,,,,,,,
2020-01-22,76.68000030517578,77.31999969482422,74.11000061035156,74.48999786376953,71.77044677734375,1948400,,,,,,,,
2020-01-23,74.55000305175781,74.8499984741211,73.68000030517578,74.44999694824219,71.73191833496094,1235500,,,,,,,,
2020-01-24,74.91000366210938,74.94999694824219,73.4800033569336,74.22000122070312,71.51033020019531,687000,,,,,,,,
2020-01-27,73.22000122070312,74.30999755859375,72.93000030517578,73.62999725341797,70.94184875488281,526800,,,,,,,,
2020-01-28,73.54000091552734,74.1500015258789,72.5,73.75,71.05747985839844,627400,,,,,,,,
2020-01-29,74.27999877929688,74.37000274658203,73.31999969482422,73.6500015258789,70.96113586425781,402600,,,,,,,,
2020-01-30,73.13999938964844,74.16999816894531,72.5199966430664,74.16000366210938,71.45250701904297,511400,,,,,,,,
2020-01-31,73.80000305175781,74.72000122070312,72.7699966430664,74.22000122070312,71.51033020019531,1019200,,,,,,,,
2020-02-03,74.55000305175781,75.08000183105469,73.56999969482422,73.80000305175781,71.10565948486328,548600,,,,,,,,
2020-02-04,75.83000183105469,77.29000091552734,74.41999816894531,74.66000366210938,71.93424987792969,1291200,,,,,,,,
2020-02-05,74.88999938964844,75.3499984741211,72.66999816894531,74.58999633789062,71.86680603027344,1175700,,,,,,,,
2020-02-06,74.61000061035156,75.62000274658203,74.1500015258789,74.73999786376953,72.0113296508789,952600,,,,,,,,
2020-02-07,74.62999725341797,74.75,73.9000015258789,74.23999786376953,71.52957916259766,576600,,,,,,,,
2020-02-10,74.05999755859375,74.5,73.7300033569336,73.73999786376953,71.04784393310547,625500,,,,,,,,
2020-02-11,73.87999725341797,74.30000305175781,73.16999816894531,73.22000122070312,70.54680633544922,368800,,,,,,,,
2020-02-12,73.54000091552734,74.6500015258789,72.44999694824219,74.5,71.78009033203125,855800,,,,,,,,
2020-02-13,73.91999816894531,75.20999908447266,73.91999816894531,75.11000061035156,72.53334045410156,1121200,,,,,,,,
2020-02-14,75.04000091552734,75.44999694824219,73.87999725341797,74.12000274658203,71.57730102539062,577900,,,,,,,,
2020-02-18,73.87999725341797,74.58000183105469,73.43000030517578,73.83999633789062,71.30689239501953,350400,,,,,,,,
2020-02-19,73.87000274658203,74.97000122070312,73.87000274658203,74.7300033569336,72.16636657714844,460600,,,,,,,,
2020-02-20,74.56999969482422,76.4000015258789,74.56999969482422,76.30000305175781,73.68252563476562,740000,,,,,,,,
2020-02-21,75.94000244140625,76.23999786376953,75.23999786376953,75.83999633789062,73.23827362060547,503700,,,,,,,,
2020-02-24,74.02999877929688,74.23999786376953,72.55000305175781,73.87999725341797,71.34552001953125,751800,,,,,,,,
2020-02-25,74.06999969482422,74.06999969482422,69.94000244140625,70.1500015258789,67.74348449707031,547600,,,,,,,,
2020-02-26,70.36000061035156,71.12999725341797,70.04000091552734,70.37999725341797,67.9655990600586,771000,,,,,,,,
2020-02-27,69.2300033569336,69.72000122070312,66.98999786376953,67.37000274658203,65.0588607788086,977900,,,,,,,,
2020-02-28,65.06999969482422,65.76000213623047,62.02000045776367,64.62999725341797,62.4128532409668,2208700,,,,,,,,
2020-03-02,64.62999725341797,67.13999938964844,63.310001373291016,67.11000061035156,64.80778503417969,1151000,,,,,,,,
2020-03-03,67.4800033569336,69.66000366210938,65.55999755859375,66.80999755859375,64.51807403564453,1126600,,,,,,,,
2020-03-04,67.69999694824219,70.2699966430664,66.04000091552734,69.44000244140625,67.05785369873047,1570700,,,,,,,,
2020-03-05,67.52999877929688,67.75,62.939998626708984,63.380001068115234,61.20573425292969,1053300,,,,,,,,
2020-03-06,61.40999984741211,63.65999984741211,60.7599983215332,62.31999969482422,60.182090759277344,1025800,,,,,,,,
2020-03-09,57.72999954223633,57.72999954223633,54.439998626708984,56.279998779296875,54.349300384521484,1334900,,,,,,,,
2020-03-10,58.47999954223633,59.16999816894531,56.02000045776367,59.029998779296875,57.00495147705078,1021900,,,,,,,,
2020-03-11,57.189998626708984,57.459999084472656,52.38999938964844,52.79999923706055,50.98867416381836,1635100,,,,,,,,
2020-03-12,45.380001068115234,50.11000061035156,44.13999938964844,48.47999954223633,46.81687545776367,2335000,,,,,,,,
2020-03-13,49.90999984741211,51.83000183105469,45.79999923706055,50.720001220703125,48.980045318603516,1297100,,,,,,,,
2020-03-16,46.04999923706055,46.72999954223633,38.630001068115234,40.11000061035156,38.73401641845703,1240900,,,,,,,,
2020-03-17,40.52000045776367,40.880001068115234,35.5,39.209999084472656,37.86488342285156,1615800,,,,,,,,
2020-03-18,34.599998474121094,36.5,30.0,31.31999969482422,30.245555877685547,1485400,,,,,,,,
2020-03-19,30.8700008392334,33.970001220703125,28.049999237060547,32.54999923706055,31.433361053466797,2150900,,,,,,,,
2020-03-20,33.20000076293945,35.16999816894531,31.100000381469727,32.0099983215332,30.911884307861328,2127800,,,,,,,,
2020-03-23,31.6299991607666,32.0099983215332,28.530000686645508,29.510000228881836,28.497652053833008,1746600,,,,,,,,
2020-03-24,31.360000610351562,34.959999084472656,31.040000915527344,33.630001068115234,32.476318359375,1383200,,,,,,,,
2020-03-25,36.720001220703125,41.459999084472656,33.31999969482422,40.2599983215332,38.878868103027344,2363600,,,,,,,,
2020-03-26,40.650001525878906,44.880001068115234,40.5,44.189998626708984,42.67405700683594,2227400,,,,,,,,
2020-03-27,41.75,42.02000045776367,38.369998931884766,38.4900016784668,37.16958999633789,1888100,,,,,,,,
2020-03-30,37.91999816894531,38.25,35.630001068115234,36.15999984741211,34.91952133178711,1849100,,,,,,,,
2020-03-31,36.31999969482422,37.22999954223633,35.56999969482422,37.189998626708984,35.914188385009766,1981200,,,,,,,,
2020-04-01,34.880001068115234,35.630001068115234,33.279998779296875,33.61000061035156,32.45700454711914,968600,,,,,,,,
2020-04-02,33.220001220703125,34.9900016784668,32.09000015258789,32.7400016784668,31.616840362548828,1140700,,,,,,,,
2020-04-03,33.09000015258789,33.599998474121094,30.530000686645508,31.59000015258789,30.506298065185547,1644600,,,,,,,,
2020-04-06,34.27000045776367,34.54999923706055,30.399999618530273,31.290000915527344,30.21658706665039,4171600,,,,,,,,
2020-04-07,33.7400016784668,35.59000015258789,31.729999542236328,34.0099983215332,32.84327697753906,2840500,,,,,,,,
2020-04-08,34.7599983215332,36.83000183105469,34.13999938964844,36.380001068115234,35.13197326660156,1610100,,,,,,,,
2020-04-09,37.959999084472656,39.31999969482422,34.91999816894531,35.41999816894531,34.20490264892578,2801800,,,,,,,,
2020-04-13,34.97999954223633,35.2400016784668,31.520000457763672,32.369998931884766,31.259536743164062,1857000,,,,,,,,
2020-04-14,33.0099983215332,33.459999084472656,30.459999084472656,30.989999771118164,29.9268798828125,1998200,,,,,,,,
2020-04-15,30.0,31.170000076293945,28.790000915527344,31.030000686645508,29.96550941467285,2086300,,,,,,,,
2020-04-16,30.850000381469727,30.8700008392334,28.1299991607666,29.43000030517578,28.42039680480957,1738500,,,,,,,,
2020-04-17,31.75,33.27000045776367,31.510000228881836,32.310001373291016,31.20159912109375,1679500,,,,,,,,
2020-04-20,31.190000534057617,31.959999084472656,30.110000610351562,31.030000686645508,29.96550941467285,2030500,,,,,,,,
2020-04-21,29.510000228881836,31.34000015258789,28.1299991607666,28.56999969482422,27.589900970458984,1861600,,,,,,,,
2020-04-22,29.329999923706055,29.520000457763672,27.309999465942383,27.5,26.556602478027344,1725000,,,,,,,,
2020-04-23,27.540000915527344,29.1200008392334,27.06999969482422,28.739999771118164,27.754066467285156,1431100,,,,,,,,
2020-04-24,28.969999313354492,29.18000030517578,26.690000534057617,28.270000457763672,27.300193786621094,2093100,,,,,,,,
2020-04-27,28.399999618530273,29.209999084472656,27.84000015258789,28.649999618530273,27.66714859008789,1742100,,,,,,,,
2020-04-28,29.700000762939453,31.200000762939453,28.93000030517578,31.079999923706055,30.013795852661133,1474200,,,,,,,,
2020-04-29,32.41999816894531,34.7599983215332,32.27000045776367,34.720001220703125,33.528926849365234,2553000,,,,,,,,
2020-04-30,34.040000915527344,35.83000183105469,33.349998474121094,34.59000015258789,33.40337371826172,3728200,,,,,,,,
2020-05-01,33.810001373291016,34.22999954223633,31.6200008392334,31.790000915527344,30.699434280395508,1562000,,,,,,,,
2020-05-04,30.639999389648438,30.989999771118164,29.239999771118164,30.440000534057617,29.395750045776367,1332700,,,,,,,,
